Ticker,LOW,LOW,LOW,LOW,LOW
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,221.5455362520037,223.15051538914184,219.9700953177377,222.3824920654297,2821300
2025-03-18,221.41752816999428,222.11663403107926,219.1528524773795,219.52700805664062,1811800
2025-03-19,220.36396132609983,222.421869574064,219.00514390662198,222.04769897460938,1944100
2025-03-20,222.07724690422623,226.0355315009574,220.5707384055671,222.78619384765625,1924200
2025-03-21,220.89565891866002,223.70190830100412,217.60694222129038,223.58375549316406,6353400
2025-03-24,224.87364044153753,229.55071273009185,224.87364044153753,229.31439208984375,2485100
2025-03-25,228.74330114669388,229.57040087248924,224.56840823104974,227.14817810058594,2476800
2025-03-26,227.25649612424533,229.98397210728288,227.11864616614156,228.4873046875,1790500
2025-03-27,229.16670939797766,230.28920618699277,227.31556854347198,228.60545349121094,2425000
2025-03-28,228.9205446729537,229.05839462682255,223.94807522526182,224.91302490234375,2118300
2025-03-31,223.25883661291033,231.37231720239444,223.25883661291033,229.64918518066406,3465700
2025-04-01,228.83192376833202,230.90952923950155,226.94140360408826,230.41720581054688,2212800
2025-04-02,228.57591884677666,232.48496803791534,228.57591884677666,231.66770935058594,2534400
2025-04-03,219.36948154708972,222.69759295744794,217.2229584649314,219.1036376953125,4475000
2025-04-04,217.26231883683084,226.30138462416522,215.6770368263641,219.86178588867188,4829800
2025-04-07,214.70224201799886,222.18554883222413,208.44972870375156,213.60928344726562,4478000
2025-04-08,216.64202161351872,220.44275936198466,204.39301140785585,208.43991088867188,3294400
2025-04-09,205.5942692003619,220.86613672588163,203.2212666407846,219.77317810058594,4106200
2025-04-10,217.56757315742405,219.97009883504447,210.08425113678015,217.8038787841797,3482500
2025-04-11,215.98230256725603,217.77435210456096,210.54704749648766,216.96694946289062,2904000
2025-04-14,219.49747536112324,222.13633674824806,217.114631772279,220.69874572753906,2766100
2025-04-15,220.5609042702813,221.57508936920544,215.44074342605361,217.12448120117188,2805200
2025-04-16,215.98229136090046,217.9515850499918,210.02517494649544,211.11813354492188,1916400
2025-04-17,213.6880530759588,217.3017050346496,212.46708563322917,215.6376495361328,2166900
2025-04-21,214.32807463586576,214.8203980530542,207.17954402711646,209.50331115722656,2769700
2025-04-22,211.50214256469386,217.16386184993033,211.27567800014953,215.7065887451172,2224000
2025-04-23,219.87382662042302,223.36797114168613,214.94439769093924,215.54820251464844,2382500
2025-04-24,215.54819720786722,220.67559158692993,214.09312685055244,219.7946319580078,2243200
2025-04-25,219.95301287020465,220.08168218563577,216.5380425428213,218.6662139892578,1493700
2025-04-28,218.26037094003388,221.2694868687711,217.07256241826406,218.9037628173828,2046700
2025-04-29,217.08245825460978,221.60604785484185,217.08245825460978,221.0022430419922,1603900
2025-04-30,219.67584251170894,221.72482470411353,215.9738394799594,221.28929138183594,3455500
2025-05-01,221.22000407566418,223.24917001941589,218.9433622931328,220.0618896484375,2067800
2025-05-02,222.23955206277284,225.41693959852302,221.66544131684236,224.88243103027344,2318800
2025-05-05,223.7144038586538,224.80323716545448,221.81390717171496,222.90274047851562,1878300
2025-05-06,220.88345045710687,222.39790897742853,219.70555002203832,220.744873046875,2175700
2025-05-07,220.68549745640456,222.7740668248843,219.44819368606835,221.23980712890625,2924000
2025-05-08,222.28903325536288,224.3281072673573,220.18066298868686,222.19993591308594,2405700
2025-05-09,221.40806234991578,222.89282676515012,219.13143566293357,220.0024871826172,2053800
2025-05-12,228.6537301046772,231.38569131271382,227.9311489528924,230.4156494140625,3496600
2025-05-13,232.7516646549044,232.9595383147163,227.24814041147928,228.42605590820312,2963100
2025-05-14,227.16896059338,228.82199653338938,225.723783218005,226.1890106201172,2291000
2025-05-15,224.88242081096925,230.2869548258049,224.6646541550362,230.0889892578125,2489200
2025-05-16,230.23748781165645,231.9103097942428,229.5445856287019,231.85092163085938,1818200
2025-05-19,228.0202209769241,233.60293457186216,227.62428984120552,232.0488739013672,3387000
2025-05-20,234.5927810916385,235.12728964338834,227.81235078649746,228.90118408203125,3459500
2025-05-21,230.33645752664142,230.77199085275114,222.8928341170153,225.0605926513672,4541600
2025-05-22,223.78369180023589,225.13977178338104,220.70527967864743,221.47735595703125,3116700
2025-05-23,218.66620646637327,220.705280496523,218.02279949613276,218.8245849609375,2958400
2025-05-27,221.03193335321484,223.52634181173732,219.74513449979742,223.5164337158203,3418200
2025-05-28,222.71466812576173,224.45678631462008,222.08116922946732,222.2395477294922,2214500
2025-05-29,223.24917529515864,223.70450970394705,219.40859486817382,222.64537048339844,2739400
2025-05-30,221.63574945578526,223.97177953678468,220.15098495778915,223.437255859375,4127300
2025-06-02,221.81391727147414,223.59563771654473,219.08195599156977,223.22940063476562,3890400
2025-06-03,223.6055205477512,226.99079679144722,222.94232757129762,226.47607421875,2456200
2025-06-04,226.34739103044373,227.76287433710684,225.53572764582015,226.0702362060547,2301100
2025-06-05,226.59484375121758,227.47580336265017,224.7339341929446,225.27835083007812,1985100
2025-06-06,226.48595561850473,226.8027126020454,222.48699687603187,222.98191833496094,2216900
2025-06-09,223.39766611865815,223.39766611865815,220.86367048893246,221.3387908935547,2523400
2025-06-10,221.77432469875157,223.63521924742133,219.88372096491187,222.6057891845703,2174400
2025-06-11,224.33801467088676,224.33801467088676,218.4187578191866,219.34921264648438,2378000
2025-06-12,219.34920857009797,222.05147565377177,217.51799303093213,221.2299041748047,2485900
2025-06-13,219.00275744298742,220.98244338597488,214.1327318356949,215.0631866455078,2425900
2025-06-16,216.14212533119343,216.38958608949056,212.62817954261305,213.88528442382812,2392500
2025-06-17,212.86573037041973,213.58831149808654,208.9756397055407,209.76751708984375,2518600
2025-06-18,210.4010227701997,211.51955017803675,208.27286639098585,208.6885986328125,2528400
2025-06-20,209.5101708354216,210.76726055766437,208.19367784659732,210.58909606933594,6148400
2025-06-23,210.62866957814975,216.56772713415774,209.63882665214842,216.3499755859375,2639500
2025-06-24,216.77560936833342,218.17129157411122,215.49871858896128,217.7456512451172,2210000
2025-06-25,217.27053494604976,219.35910424603873,215.973843053869,218.45834350585938,2082900
2025-06-26,219.00275702107436,220.54690963702092,217.81494847833125,218.9829559326172,2254700
2025-06-27,219.17102199952362,222.93242819292263,219.02255160002028,221.35858154296875,3256700
2025-06-30,221.79412169673023,222.55628990943697,217.41900247484523,219.616455078125,2735300
2025-07-01,217.2903399070763,229.81184783387965,216.914194733308,226.3177032470703,3974500
2025-07-02,226.80272249048852,227.06007622298253,223.2689758698401,224.6349639892578,2174300
2025-07-03,224.67455014558428,226.20880974965965,221.76440943546297,225.9910430908203,1777900
2025-07-07,225.4268410885031,225.95145664886078,220.38852894453598,222.70477294921875,2740500
2025-07-08,221.77432326718298,224.52608555044318,221.13091626622463,221.39817810058594,2672000
2025-07-09,221.9227897549193,223.36796712964122,219.85402158277108,223.2788848876953,2339400
2025-07-10,222.4770937096084,228.02022021394873,222.21973998263294,225.59510803222656,2417100
2025-07-11,223.28878494907485,224.40731236826824,221.17052154084848,221.853515625,1840100
2025-07-14,221.0022411477065,221.90298675931493,217.5674848800225,220.1410675048828,2767000
2025-07-15,220.74488548261763,220.79438065416124,212.72716611814042,212.82614135742188,2947200
2025-07-16,213.3111605851541,214.4494739620679,210.40101982923971,214.39999389648438,3604400
2025-07-17,214.1525329424849,216.80530485648828,213.65761145669575,216.35987854003906,2474000
2025-07-18,217.08246088355332,217.61698454929945,215.3502356736893,216.93399047851562,2399100
2025-07-21,217.79514734299133,220.4776284356683,217.3893081006349,218.6662139892578,2904400
2025-07-22,220.38852590193846,224.93191650331144,219.2502125554748,224.5260772705078,2880000
2025-07-23,225.57093569756879,227.8696465213145,224.66539951333002,227.4915008544922,2337000
2025-07-24,226.94418937830872,228.3572400527795,224.40666249201334,224.4564208984375,2083500
2025-07-25,225.39183338586673,226.21777437666162,223.98872826231874,225.69036865234375,2053500
2025-07-28,225.64060784037287,230.71566176401953,224.39672356341381,228.86476135253906,3302200
2025-07-29,229.2030946607928,229.7105939804539,227.03375258196496,228.9145050048828,1852900
2025-07-30,229.1234862479681,229.99918564716566,224.4166323455501,226.31727600097656,2047400
2025-07-31,224.79475262085978,227.20292585912907,221.88904087328794,222.47616577148438,2778400
2025-08-01,222.4164528008551,227.03375059785438,220.675014825071,225.2923126220703,3400900
2025-08-04,225.30227263156618,233.40244635200094,225.17290380917717,232.6660614013672,3871300
2025-08-05,233.2432306650676,237.1241435809718,232.98450819871883,236.2982177734375,3107000
2025-08-06,236.39772132721671,238.53721143650557,235.4125746781698,237.1241455078125,2448700
2025-08-07,238.82577937131435,240.07960924672545,235.4523658450599,237.392822265625,1948300
2025-08-08,237.93019569772764,240.95531564346368,237.13410670649145,239.97015380859375,2746100
2025-08-11,240.36819319880468,241.9802623124027,236.6464860922524,238.676513671875,2689500
2025-08-12,240.7562938151966,244.15955940047098,239.76118638614093,243.6719512939453,2973200
2025-08-13,246.28908171170372,257.2352631211128,245.5228447614876,255.07586669921875,6030300
2025-08-14,250.77701520588832,252.53835958914604,250.33918069618363,251.8119354248047,3635000
2025-08-15,252.92644417367947,252.92644417367947,248.2096296661198,250.82676696777344,3026800
2025-08-18,250.46852539591882,251.76216803132547,249.24454756574292,249.66249084472656,2977000
2025-08-19,253.51356535959093,257.1158646092398,253.51356535959093,255.10572814941406,4702600
2025-08-20,264.10149383781066,266.21111663454843,255.19530096529857,255.88192749023438,5226000
2025-08-21,254.82708933256947,257.4044442196373,253.0757209610355,254.39920043945312,2697300
2025-08-22,256.0909069109114,264.2010265097799,253.39415905534787,262.439697265625,3796400
2025-08-25,260.7778497092329,261.3649594465633,257.4840465576096,257.60345458984375,2336700
2025-08-26,257.2054001635971,257.49398980067383,254.88681338035312,257.0660705566406,2865300
2025-08-27,257.5736007179088,259.3648122932655,256.81730936154025,257.4044494628906,2148700
2025-08-28,257.93185018966983,258.1706662477893,254.43901349833382,256.27996826171875,1779100
2025-08-29,256.50883465481496,257.54375489867164,254.70770779654396,256.79742431640625,2177600
2025-09-02,255.19531639249945,257.7427890219878,254.35941459883924,257.4740905761719,1783700
2025-09-03,256.1904244319795,260.11115020345545,255.74261393342653,259.40460205078125,2002400
2025-09-04,261.75306061380746,263.41487297582876,260.19073469778556,263.27557373046875,2258700
2025-09-05,266.0618541540947,269.355657137855,263.93234016181884,268.6491394042969,4488200
2025-09-08,267.89284743908894,271.88323772351157,267.36544174601767,271.6842041015625,4464800
2025-09-09,270.9478441975084,270.9478441975084,266.29074881023064,267.7137451171875,3120500
2025-09-10,267.09679578575816,267.6839055403346,263.78307095257816,265.2458801269531,1918300
2025-09-11,266.52957324257324,272.07232897502627,265.9026506960805,271.0672607421875,2253400
2025-09-12,268.7387013564676,271.2662826493932,268.2112956504898,270.5000305175781,2906300
2025-09-15,270.15175763072966,271.31601623830926,267.7833972497,270.7587585449219,2648100
2025-09-16,271.59465411731287,271.9329869875308,268.0918870183498,269.1964416503906,1940700
2025-09-17,271.26628138946114,273.63464184358435,265.5543443035559,266.6390380859375,2854600
2025-09-18,267.7535558780199,269.24621698064914,266.1812691770204,266.2608947753906,2301700
2025-09-19,266.2210832328816,266.3206000471802,263.81290994723423,263.9024963378906,4079000
2025-09-22,263.7034583226877,264.11145599673756,259.08614545679757,259.11602783203125,3435300
2025-09-23,258.2900720291543,259.50410426114314,255.99137638495492,258.5388488769531,2972900
2025-09-24,257.02630889320386,258.2403411833766,255.08583724006684,256.07098388671875,3156000
2025-09-25,253.67278427527376,256.17049845869667,252.92645370265086,254.27980041503906,2877900
2025-09-26,254.35940803377636,256.42923328784667,252.95630292848622,255.8620147705078,1923600
2025-09-29,255.87196892198187,256.0709721796998,249.50327249378844,252.0806121826172,3282100
2025-09-30,251.573105472176,252.3592488403768,248.40867115173484,250.0804443359375,3114400
2025-10-01,249.88141782635986,250.03067786151465,245.25417452695646,246.7766876220703,3106500
2025-10-02,245.42334666942978,247.78174638452825,245.1447178079048,246.1199188232422,1951900
2025-10-03,245.3536784066025,246.51795224389235,244.32871899811312,245.14471435546875,2023600
2025-10-06,244.9158348729638,245.28403494586243,239.35318800479928,240.48760986328125,3307700
2025-10-07,239.93035614751946,240.15922660781212,236.78581298399206,238.71632385253906,2597400
2025-10-08,238.23866930773534,238.23866930773534,236.0792880443718,236.4275665283203,1995600
2025-10-09,236.43752314932905,236.79576241893028,233.33277775140715,233.5218505859375,2284800
2025-10-10,234.19853813964852,234.97472071506638,230.4768309103399,231.08384704589844,2158600
2025-10-13,231.8600242300308,234.82544003085738,231.50178495861906,233.33277893066406,3072000
2025-10-14,232.77552748897605,240.5572748560737,232.08890093492224,239.57211303710938,3130200
2025-10-15,240.32839071891956,244.87603897689706,239.343244077926,240.34829711914062,2569500
2025-10-16,241.15432267495243,242.01011564278022,239.26362469642154,241.91061401367188,2258700
2025-10-17,242.02007679537377,244.02023719779925,242.02007679537377,243.50277709960938,2549600
2025-10-20,243.78140353751039,244.89593413671818,241.07471022878727,241.0846710205078,2110500
2025-10-21,240.69657864462596,245.79152358635972,239.82087928871536,244.0699920654297,2056200
2025-10-22,244.27999877929688,246.13999938964844,242.52000427246094,243.52999877929688,2508200
2025-10-23,242.11000061035156,244.77999877929688,239.99000549316406,243.8699951171875,2234800
2025-10-24,245.33999633789062,246.02999877929688,242.7100067138672,242.7100067138672,1804000
2025-10-27,243.4499969482422,244.47000122070312,241.74000549316406,243.64999389648438,1939300
2025-10-28,242.25999450683594,246.6300048828125,242.08999633789062,244.07000732421875,1612900
2025-10-29,242.5,243.57000732421875,236.8699951171875,238.49000549316406,3121400
2025-10-30,238.07000732421875,243.32000732421875,237.00999450683594,239.82000732421875,2076700
2025-10-31,238.0800018310547,239.33999633789062,236.4499969482422,238.1300048828125,2404700
2025-11-03,236.41000366210938,237.32000732421875,232.97999572753906,235.63999938964844,2333700
2025-11-04,235.52000427246094,238.00999450683594,233.47000122070312,237.75999450683594,2632600
2025-11-05,236.5500030517578,238.1300048828125,231.6199951171875,234.35000610351562,2749600
2025-11-06,233.0800018310547,234.97000122070312,231.1199951171875,231.35000610351562,3272700
2025-11-07,231.83999633789062,234.17999267578125,231.1199951171875,233.16000366210938,3053800
2025-11-10,232.61000061035156,234.11000061035156,229.17999267578125,233.02999877929688,2588000
2025-11-11,233.75,236.86000061035156,233.67999267578125,235.33999633789062,1968100
2025-11-12,234.38999938964844,236.7100067138672,232.8800048828125,234.6999969482422,2587500
2025-11-13,234.4499969482422,236.64999389648438,230.91000366210938,231.47000122070312,3109000
2025-11-14,230.27000427246094,232.13999938964844,226.97000122070312,227.85000610351562,2691900
2025-11-17,227.1999969482422,228.77000427246094,224.9600067138672,225.0,4411500
2025-11-18,219.0500030517578,223.72000122070312,218.8000030517578,219.57000732421875,6260400
2025-11-19,230.00999450683594,232.97000122070312,224.25999450683594,228.41000366210938,7728900
2025-11-20,228.0800018310547,230.4499969482422,225.77999877929688,228.42999267578125,4769200
2025-11-21,230.5399932861328,236.55999755859375,228.9600067138672,234.2899932861328,6090000
2025-11-24,234.0,234.4600067138672,228.72999572753906,228.75999450683594,4212600
2025-11-25,230.72000122070312,238.91000366210938,230.2899932861328,238.10000610351562,3330300
2025-11-26,237.5,243.0500030517578,236.64999389648438,241.61000061035156,2303300
2025-11-28,241.58999633789062,243.02999877929688,240.8000030517578,242.47999572753906,1289900
2025-12-01,242.0,249.44000244140625,241.25999450683594,246.38999938964844,4083100
2025-12-02,246.30999755859375,247.21859741210938,243.1999969482422,243.2100067138672,323814
