Ticker,CMCSA,CMCSA,CMCSA,CMCSA,CMCSA
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,36.42391040420006,36.56845120444827,35.84575455485769,36.057743072509766,28782100
2025-01-03,36.25045835472226,36.3660924507067,36.00955950182517,36.29863739013672,20334000
2025-01-06,35.98065756311858,36.77080561080913,35.93247852134726,36.12519836425781,31417800
2025-01-07,36.07701407728619,36.395002355629686,35.66266771959168,35.826480865478516,16527600
2025-01-08,35.7390272144071,36.186010810866435,35.214313464467274,36.11798858642578,27293600
2025-01-10,35.74874366886364,36.11798596484787,35.29204476305095,35.33091354370117,27686600
2025-01-13,35.47666494116619,35.68072418063569,35.22402528730844,35.418365478515625,19973300
2025-01-14,35.59327375549153,35.602989097698725,35.12685948819303,35.35034942626953,25100100
2025-01-15,35.7293158498304,35.80704971869661,35.253182466122745,35.466957092285156,22268500
2025-01-16,35.486385098441936,35.60298773411795,35.24346077852385,35.28232955932617,21114100
2025-01-17,35.7098797734291,35.86535121056797,35.418371292135156,35.54469299316406,22040300
2025-01-21,35.54469127093216,36.19572672405325,35.505822486847876,35.92365264892578,21125900
2025-01-22,35.81676423521953,36.147141476226935,35.476667945126856,36.059688568115234,21121100
2025-01-23,36.21515991482648,36.46779958953166,35.865348283133805,36.40950012207031,17469200
2025-01-24,36.30261240340844,36.57468646636832,36.22487483871642,36.55525207519531,18256200
2025-01-27,36.506667295447556,37.313177834363,36.496951953400966,37.147987365722656,24497900
2025-01-28,36.87591645918951,37.08968736306346,36.40950215973997,36.48723602294922,17895600
2025-01-29,36.623270491342346,36.759311229183446,36.19572500689218,36.3026123046875,21538200
2025-01-30,33.44582119954162,33.698464587759716,31.580164056075244,32.308937072753906,77358200
2025-01-31,32.52271144924231,33.04742520045845,32.357520972452406,32.707332611083984,39169100
2025-02-03,32.17289938038479,32.823934816118985,32.10488086341946,32.250633239746094,45432400
2025-02-04,31.75506915154145,32.65874796812745,31.68705063474303,32.60044479370117,40510700
2025-02-05,32.60044310218288,32.9891234980619,32.36723783004024,32.97940444946289,33488900
2025-02-06,33.13488075195188,33.50412681180635,32.79478813546192,33.49441146850586,29838300
2025-02-07,33.64016020050568,33.68874432518833,33.13487714899769,33.39723587036133,24084000
2025-02-10,33.747051168365324,33.79563529833082,33.41667389517586,33.49441146850586,26992400
2025-02-11,33.11544524401985,34.34949753374806,33.11544524401985,34.23289489746094,32640500
2025-02-12,33.93166975982768,34.23289727343501,33.90252002541547,33.91223907470703,23440600
2025-02-13,34.048277221187966,34.49525712816272,33.95110525875996,34.37865447998047,20563800
2025-02-14,34.3980895637198,34.61186047189458,34.2912022562667,34.388370513916016,17933400
2025-02-18,34.26204724040203,35.35035095110695,34.10657581126294,35.321197509765625,24015300
2025-02-19,35.40865242355023,35.70987995624392,35.25318098561544,35.4475212097168,22701300
2025-02-20,35.36006695042872,35.680728864019656,35.068558478720526,35.37950134277344,25850100
2025-02-21,35.525256361765585,35.61270927131658,35.165725674316356,35.21431350708008,21415300
2025-02-24,35.36006643630468,35.7487468640852,35.19487966387329,35.272613525390625,28122000
2025-02-25,35.41836681758779,35.933365193036295,34.73817797601199,34.83534622192383,34275000
2025-02-26,34.7673294972507,34.81591732943749,34.0094067612958,34.10657501220703,31161200
2025-02-27,34.09686203423664,34.475823428492966,34.00940911965969,34.388370513916016,23252200
2025-02-28,34.641012007450435,35.06855750699335,34.52440565661318,34.864501953125,26777600
2025-03-03,34.85478642420806,35.21431714883887,34.7381837683251,34.961673736572266,19845700
2025-03-04,35.18516260830925,35.292049917342425,34.2717683700165,34.49525833129883,31010400
2025-03-05,34.32034935971503,34.67987633351813,33.98025677729739,34.553558349609375,24536100
2025-03-06,34.5244077108936,35.311483945587355,34.349501880961654,35.243465423583984,29116300
2025-03-07,35.05884258823097,36.55525370808472,35.04912353884478,36.52610397338867,43323100
2025-03-10,36.35119949741077,36.90506671752656,35.010256050783966,35.08799362182617,43425200
2025-03-11,35.04912446867723,35.29204881553899,34.4758228618142,34.93252182006836,32233500
2025-03-12,34.747897992739226,34.864504351598306,33.91224132797132,34.19403076171875,23455000
2025-03-13,34.17459456369465,34.9033675877832,33.6790305382762,33.717899322509766,32055800
2025-03-14,34.08714586410316,34.582709896861,33.66931569423241,34.42723846435547,27406700
