Ticker,PYPL,PYPL,PYPL,PYPL,PYPL
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,68.51161397045122,70.05804201132274,67.82321059979934,69.4893569946289,7971200
2025-03-18,68.91069458519594,69.29979446860726,68.13249481837329,68.72113037109375,7520800
2025-03-19,68.94062858933466,70.31745067585143,68.6612755896931,69.83855438232422,6876400
2025-03-20,69.27484926793308,70.64667790036052,69.09027839679993,69.50930786132812,7453600
2025-03-21,68.46173571383925,70.24760812277715,68.39189746820695,70.02811431884766,14603800
2025-03-24,71.38497664768097,71.49472354727924,70.34238110149744,70.80631256103516,9911000
2025-03-25,70.8362478495896,71.5446094146697,70.38528685708823,70.69657135009766,6690600
2025-03-26,70.76640923565014,71.45482027374497,69.38460143157513,69.80862426757812,7449600
2025-03-27,68.90071517270314,69.79365517610906,68.54154488030939,68.70117950439453,7883100
2025-03-28,67.90302506482445,68.08261022016484,64.80019731031982,64.99974060058594,16536300
2025-03-31,64.1317461414648,65.2790953530475,63.25377847604592,65.0995101928711,11562000
2025-04-01,64.47096559178966,66.20695038963629,64.45100745643373,65.94754791259766,8000600
2025-04-02,65.09950550958162,67.41415428989484,64.94984995156784,66.99512481689453,8123000
2025-04-03,62.95446626029297,63.792529058130015,60.809427248543976,61.56767272949219,18479900
2025-04-04,59.86161608669042,60.05117650084128,57.18779693034632,58.235374450683594,22125000
2025-04-07,56.60913564900834,61.33820110738972,55.72118516200688,58.39500427246094,20263200
2025-04-08,59.62216626550847,61.118706625450834,56.329778234815045,57.277587890625,16533600
2025-04-09,56.539293609627414,64.02199549375379,56.37966278833534,63.80250549316406,22502000
2025-04-10,62.15631097844367,62.30596654190994,58.804059848711134,60.420326232910156,14398100
2025-04-11,60.39039044407031,62.66513436677949,60.30658454973722,62.445640563964844,12919400
2025-04-14,63.55308307269153,63.75262255384469,61.5477168056559,62.126380920410156,8997500
2025-04-15,62.21617255777669,62.64518110371746,61.50282149240064,61.85700225830078,9140800
2025-04-16,61.23344331036431,61.31824635102401,59.582261657724025,60.1010627746582,9833600
2025-04-17,60.21080778192463,61.32822736427302,59.993312067070974,60.859310150146484,9023700
2025-04-21,60.10106356203956,60.819400359137134,59.31787424578875,60.145957946777344,7354100
2025-04-22,60.58993216873056,61.7672109269818,59.81173237479805,61.27833938598633,9390100
2025-04-23,62.570353788602596,64.42107494547137,62.026608801772696,62.315940856933594,9838900
2025-04-24,62.75493088066477,64.68047989199727,62.615250575439795,64.62061309814453,10877000
2025-04-25,64.33626918501427,65.26911021855165,64.33626918501427,65.18929290771484,8693400
2025-04-28,65.15437800356263,65.6681895761521,63.98208503010251,64.78024291992188,14251500
2025-04-29,66.21692568761858,67.27447844732635,64.21155945921984,66.16703796386719,19706800
2025-04-30,65.0047232107768,65.83779642671314,63.39345022962079,65.68814086914062,10293800
2025-05-01,65.46865475076345,65.9675015353605,64.7004264398772,65.25914001464844,10073000
2025-05-02,65.98246800184587,67.60372009286624,65.82782671259008,67.08491516113281,10081500
2025-05-05,66.80556215515027,69.20002830362336,66.7556820425184,68.38191986083984,12000300
2025-05-06,67.79327570004648,68.77101875740344,67.64362775252067,67.89305114746094,7659400
2025-05-07,68.17739347517528,68.78100147213266,67.56381402238598,68.53157806396484,8103700
2025-05-08,69.14017267100571,70.78237251409489,69.14017267100571,70.31745147705078,11791500
2025-05-09,70.70654749550563,71.15550656648935,69.84853039877397,70.09795379638672,7470500
2025-05-12,72.80170039837395,73.9789791053808,71.68428086928003,72.14321899414062,12513000
2025-05-13,72.24299409449291,72.48243841679815,71.72418918240085,72.1232681274414,8076200
2025-05-14,72.49241672680041,73.17084103094909,72.07337965239408,72.51236724853516,7724000
2025-05-15,72.17315083182291,72.50239154419785,71.27523268796114,71.4049301147461,8116500
2025-05-16,71.30516534869855,72.05343557534061,70.91606543978855,72.0135269165039,8717900
2025-05-19,70.99587766611157,72.37269204414962,70.94598994319371,72.1531982421875,7434900
2025-05-20,71.72419476575807,72.61214149140154,71.57453919824322,72.44253540039062,8403200
2025-05-21,72.03347575999261,73.03516556629556,71.34007900394828,71.48474884033203,8094300
2025-05-22,71.3101458877999,71.81897173619572,71.11559594750119,71.28520202636719,6451000
2025-05-23,69.29979628558604,69.978228235542,69.24991617284988,69.68889617919922,7683600
2025-05-27,70.58682011483157,71.82895135038572,70.50201707475246,71.31513977050781,8770900
2025-05-28,71.41490689726027,71.86885929418177,70.93601063896325,71.27523040771484,6292100
2025-05-29,71.99357736509101,72.28190467931721,70.08797884184867,70.76641082763672,7058300
2025-05-30,70.79633661239369,70.91606258408261,69.35965539931891,70.11790466308594,14937200
2025-06-02,69.11522905643893,70.7963404192188,68.89074950777491,70.76641082763672,7518200
2025-06-03,70.83624846861274,71.26525703845796,69.6988783274972,71.16548919677734,7316400
2025-06-04,71.32511157706215,72.90146925309239,71.1654845631263,72.63209533691406,7712300
2025-06-05,72.62710382075213,73.38036736067197,71.91375655006571,72.3028564453125,6323600
2025-06-06,73.09602264424117,73.45020722942341,72.47246413017251,73.2606430053711,7240200
2025-06-09,73.53001140704437,73.7993929274798,72.78174124640906,73.38036346435547,6166500
2025-06-10,73.41029903337724,75.09639609001357,73.15089655858769,74.58757781982422,9510700
2025-06-11,74.92678734618923,75.03653425041324,73.7594876686772,74.43791961669922,7706100
2025-06-12,73.84927991195123,75.13331418468829,73.82932938833487,74.63745880126953,8644600
2025-06-13,73.13094570523765,74.04382867308128,70.36832724891981,70.66664123535156,16744400
2025-06-16,71.46478620500754,72.3178175389562,70.90608025310526,72.09333801269531,7195500
2025-06-17,71.75412076470556,71.9337059143732,70.30247477254193,70.50700378417969,7374300
2025-06-18,70.34737799898438,71.11161014102161,67.36426864890576,68.41184997558594,20427700
2025-06-20,68.67125552635264,70.38728981649344,68.39190252317594,69.88844299316406,18497900
2025-06-23,70.83624518527583,71.98060290428398,69.9981862198455,71.84391784667969,11447900
2025-06-24,72.95634118489741,73.76946386772488,72.38267043568398,73.41029357910156,9500900
2025-06-25,73.9690058897717,74.07875279915876,72.24798588245395,72.90147399902344,7851900
2025-06-26,73.07606754599637,73.2107506961085,71.44483644401376,73.00123596191406,10235600
2025-06-27,73.10100444783473,73.57990071012217,72.68696831510225,73.47015380859375,10449500
2025-06-30,73.7694692497056,74.36808390381819,73.49011625190627,74.14859008789062,7738000
2025-07-01,73.77943495193509,75.52041293632239,73.62978700892569,75.11634826660156,8633800
2025-07-02,74.83699796238058,76.68771530044893,74.82701889522444,76.13399505615234,9361500
2025-07-03,76.5330713031551,77.18157363298134,76.29861270997331,76.41334533691406,5263400
2025-07-07,76.0342249378932,76.65279768244181,75.44558939391445,76.0042953491211,5918600
2025-07-08,76.26370046834128,76.33852444288479,74.33815153484198,74.85694885253906,8758400
2025-07-09,75.315891145062,75.61520228334224,74.20346486196435,74.65741729736328,6755700
2025-07-10,74.28328216728204,76.04421084180998,73.95902716556935,75.52540588378906,6380200
2025-07-11,74.99662967362949,75.02655926517387,70.62673423678474,71.19541931152344,21877700
2025-07-14,71.3949536226701,74.13861110115982,71.37500309929052,73.7195816040039,12993900
2025-07-15,73.59985455019678,73.7395386590009,72.77177463560407,72.7917251586914,7333600
2025-07-16,73.09103646891063,73.41029812168733,71.56456645370336,72.80170440673828,9671100
2025-07-17,72.30285796438585,74.00891314364996,72.18313198956446,73.68965148925781,8522700
2025-07-18,73.9290936378042,74.17851703578046,73.11497377908377,73.99893188476562,9011600
2025-07-21,74.17852081931585,76.05418973931808,74.06877390966471,74.6474380493164,8200400
2025-07-22,74.59256243846521,75.97437022509754,74.59256243846521,75.82471466064453,9094400
2025-07-23,76.74758062996513,77.0518774721491,75.73492226914588,76.48319244384766,9283200
2025-07-24,77.56070087103282,78.57835263894455,77.17160096324257,77.64051818847656,10504300
2025-07-25,77.41104051473745,78.63322122856408,77.3212517470168,77.8001480102539,6888100
2025-07-28,78.32892862225417,79.31664317960231,77.75026449298021,78.03959655761719,15978400
2025-07-29,71.56456261789673,73.11098307335385,70.147831973575,71.28520202636719,42890700
2025-07-30,72.0235006046002,72.03846539907141,69.39457594005324,69.5492172241211,20790400
2025-07-31,69.31476484796707,69.89342899210406,68.30210640162657,68.6014175415039,16657600
2025-08-01,67.84316211400277,68.19235333781823,66.4164600180158,66.95521545410156,15181100
2025-08-04,67.66856329831059,68.41184774774406,67.11983640223167,67.85314178466797,11756800
2025-08-05,68.3021053460619,68.51162009601872,67.25453159627774,67.6735610961914,10714700
2025-08-06,68.14247573792635,69.44945191456826,68.05168221048967,69.2598876953125,11913000
2025-08-07,69.83855364933774,70.00815973851168,67.5239047471459,68.06266021728516,10129300
2025-08-08,68.28215162658026,68.4517577097785,67.26449990379481,67.49397277832031,9683400
2025-08-11,67.65359737019153,68.32205783544092,66.74570019540451,66.92528533935547,10118600
2025-08-12,67.08491277462733,68.5814531130999,67.0749413195319,67.813232421875,9747500
2025-08-13,68.07263593220516,70.56686986826753,67.99281861941967,70.46709442138672,12344700
2025-08-14,69.27984512376797,69.65896594661743,68.07263679679676,69.21997833251953,10695400
2025-08-15,69.40953991184671,69.99818306399658,69.0004895148185,69.07032775878906,8128000
2025-08-18,69.15014272023376,69.82358896189878,69.07033301519208,69.36963653564453,8410200
2025-08-19,69.6290382131428,70.20270899629777,68.77102109642183,68.8907470703125,9052800
2025-08-20,68.78099835638035,68.95060443941978,67.52390230485697,67.92298126220703,9992300
2025-08-21,67.52390060890225,67.71346482153692,66.77064470952409,67.39420318603516,7039500
2025-08-22,67.75337663947299,69.98820819228398,67.66358025652977,69.73878479003906,9394100
2025-08-25,69.48936164151347,69.64898866139801,68.88076792886991,69.31975555419922,6460300
2025-08-26,69.23993530382471,70.08797331625253,69.02044150046267,70.01813507080078,9471500
2025-08-27,68.57148075922794,69.91836552383988,68.53256924947249,69.4893569946289,8648200
2025-08-28,69.83855542865307,70.39726143630679,69.36963819574436,69.8984146118164,5882000
2025-08-29,69.8585006264853,70.53693256054105,69.73878226928586,70.02811431884766,5636300
2025-09-02,68.76103792578446,69.21399317425339,67.99281723827329,69.09027862548828,12882500
2025-09-03,68.75107327199855,69.72880878919067,68.64132636124046,69.47938537597656,11808200
2025-09-04,69.53923903521473,69.73878231701352,66.07724872873229,68.3021011352539,14063500
2025-09-05,68.72113476153392,69.77869518947155,68.01277319489361,68.10256958007812,7794300
2025-09-08,68.30210008348064,68.43179750580424,67.64362629317915,68.24224090576172,7954900
2025-09-09,68.04270021388218,68.34201133745157,67.37424733128171,67.5239028930664,8776500
2025-09-10,67.3243695526934,67.87309648253091,65.08454461139587,65.48860931396484,14352500
2025-09-11,65.59835434961138,67.19466259089249,65.55844569210458,67.1148452758789,11154400
2025-09-12,67.05498705565967,67.59374252201849,66.7057958122229,66.73572540283203,7505600
2025-09-15,67.14477966637186,68.03272632627308,66.64892432265502,66.95521545410156,9597900
2025-09-16,66.68085124489262,66.98514809920047,65.9525391751054,66.69581604003906,9353900
2025-09-17,66.9851486873607,69.11023334659397,66.84547219023543,68.46173858642578,18607800
2025-09-18,69.91836853950987,70.1378623469636,68.17240475887078,68.3619613647461,14330500
2025-09-19,68.60141568742442,68.69120445988182,67.76834242516597,68.06266021728516,19774200
2025-09-22,67.60372020759131,67.95291144389022,66.89535866772839,67.5239028930664,13298200
2025-09-23,67.64861571723227,68.83088021256991,66.96519802827146,67.15475463867188,10449000
2025-09-24,67.49397645936041,68.42183185165807,67.28446170778331,67.7034912109375,9180600
2025-09-25,67.10487212236968,67.33433738247984,66.04731175469485,66.58606719970703,10773700
2025-09-26,66.84547189220086,67.47401612646227,66.1670399327036,67.14478302001953,8431600
2025-09-29,67.80325297954084,71.09564475066895,67.73341473527074,69.519287109375,28497000
2025-09-30,69.6639488924828,69.6689422317696,66.69581211175353,66.90532684326172,21464800
2025-10-01,66.74570042567707,67.64362614852968,66.06726850305485,66.50625610351562,17050100
2025-10-02,66.91530830857545,68.79096950440285,66.79558233836596,68.7710189819336,13461600
2025-10-03,67.94292951584626,69.36963160276507,67.59373829425027,69.09027862548828,12219800
2025-10-06,70.05804795378793,71.70424396652406,69.29182149863229,71.12557983398438,16769900
2025-10-07,73.89916416281719,75.50046572950528,72.89149150212313,74.43791961669922,31977500
2025-10-08,75.06148190560226,76.32356375615561,73.1060032770303,75.95441436767578,17904800
2025-10-09,77.0119680216161,77.16161596557438,74.85993772356314,75.57528686523438,15774400
2025-10-10,75.93446002633074,76.72263887877864,69.59910722862193,69.67891693115234,22326500
2025-10-13,70.55689014449634,70.76640487975972,68.00479134454797,68.70117950439453,20036800
2025-10-14,67.25453186195595,69.54922266468961,66.61600093011008,68.99051666259766,12968500
2025-10-15,69.22496990614759,69.71383762005101,67.68352756843738,67.82321166992188,11247300
2025-10-16,67.9728638847743,68.44178110609312,65.26911507627892,65.89766693115234,19258500
2025-10-17,65.38385628717933,67.55383538498009,65.2990456294796,67.25453186035156,11151500
2025-10-20,67.5189209148349,69.30977919257448,67.49397705118591,69.04039764404297,10016100
2025-10-21,68.86081214319486,70.19772558785276,68.67125552635264,69.88844299316406,9032000
2025-10-22,69.0104634351015,69.2100067191441,67.75337499872406,67.91300201416016,8173400
2025-10-23,67.9129995424145,69.89840757264051,67.89304902063535,69.49933624267578,8199000
2025-10-24,69.98820588407273,71.08566729539646,69.57914786421867,69.60907745361328,8638200
2025-10-27,70.69158251819638,71.70424090094743,69.96824857754736,70.08797454833984,18821300
2025-10-28,76.03423049818838,79.03229711093759,72.66202877483228,72.8515853881836,83722300
2025-10-29,72.53231829162497,72.56225549213879,69.15513109366645,69.519287109375,38505400
2025-10-30,69.67392805122726,70.60676908336839,67.74339347051246,67.77332305908203,19550800
2025-10-31,68.1125359330511,69.41951967154228,67.46404120905066,69.1102294921875,18370100
2025-11-03,69.36464507086546,70.1877391987824,67.54884312782525,68.182373046875,14619000
2025-11-04,67.07494624534537,67.13380828192213,65.79789200215502,65.92759704589844,19711800
2025-11-05,65.86772694508875,68.05267832579705,65.7480085867801,67.90302276611328,13606100
2025-11-06,67.64362673756935,67.91300065087195,66.05729001141631,66.107177734375,11480200
2025-11-07,65.34892779472943,66.36158614321539,64.63058721787682,66.06726837158203,13449300
2025-11-10,66.90532783581963,67.27447719402822,65.5903669294005,66.09719848632812,11129900
2025-11-11,66.09720340814327,67.7932795452178,66.07725288460757,67.24455261230469,10032500
2025-11-12,67.37424650788282,67.83318464309514,66.7457022902264,67.04500579833984,10134000
2025-11-13,66.35659997965767,67.12482066208949,64.99973614602942,65.1793212890625,14185800
2025-11-14,63.96213530826388,64.50089074886155,62.6052714456767,62.66513442993164,21979900
2025-11-17,62.6651373376712,63.02430384216981,61.14864258593588,61.747257232666016,20632700
2025-11-18,61.24840857684706,61.497831973107814,60.330532305439,60.560001373291016,18446600
2025-11-19,60.61000061035156,60.7599983215332,59.15999984741211,60.11000061035156,25061900
2025-11-20,60.57500076293945,60.71500015258789,58.0,58.10499954223633,21059300
2025-11-21,58.2400016784668,60.959999084472656,58.040000915527344,60.56999969482422,20849400
2025-11-24,60.61000061035156,60.83000183105469,59.849998474121094,60.560001373291016,21013500
2025-11-25,60.86000061035156,61.974998474121094,60.720001220703125,61.220001220703125,11065200
2025-11-26,61.400001525878906,62.15999984741211,61.16999816894531,61.83000183105469,8335300
2025-11-28,62.22999954223633,63.05500030517578,62.130001068115234,62.689998626708984,7875900
2025-12-01,62.04999923706055,63.209999084472656,61.83000183105469,62.58000183105469,10915900
2025-12-02,62.88800048828125,63.11000061035156,62.150001525878906,62.810001373291016,2194868
