Ticker,MA,MA,MA,MA,MA
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-18,530.0790641843388,530.3280023805305,523.2780556471198,527.9381713867188,2363300
2025-03-19,529.3122885418762,535.3365804323581,527.3307503237304,533.8131103515625,2804300
2025-03-20,531.3335851251732,538.1943354104393,530.2880570069173,534.101806640625,2598600
2025-03-21,533.1657957268428,535.764695529727,528.5056806670761,533.4147338867188,5973400
2025-03-24,537.0591809942919,543.1432760287329,535.9539101111734,541.36083984375,2758700
2025-03-25,543.6312270275845,544.8559834640638,539.6979915025928,542.8445434570312,2138200
2025-03-26,544.8161805375494,548.6896733661787,542.8047405109338,546.7379760742188,2681600
2025-03-27,546.7380053702254,559.4438210124973,545.4733798470053,555.201904296875,2901200
2025-03-28,551.8760520116449,556.2175803866614,537.7961536829304,538.3139038085938,2656400
2025-03-31,529.8997564263325,549.0879313572696,528.7646444816185,545.7919921875,4741800
2025-04-01,544.4775997791345,548.8091607726969,541.6895041921541,546.1803588867188,2714900
2025-04-02,540.5542931189182,547.1960073495139,539.3494712552322,545.0551147460938,2994600
2025-04-03,526.1756725534765,537.6965396329952,524.7617206081865,528.296630859375,3443500
2025-04-04,517.4130453611111,518.6677035654585,486.21612469638035,487.6898193359375,6125100
2025-04-07,476.46771206596503,500.06706544573433,463.61253984517407,483.4578857421875,6009400
2025-04-08,498.8721383968823,503.4227358546117,469.6567557349258,477.8816833496094,3555400
2025-04-09,468.85577309089206,517.1266704795172,468.74608117061314,514.0548706054688,4698400
2025-04-10,505.4778202695026,507.27303633044244,482.83839961851805,498.0078125,4105300
2025-04-11,496.9307089144982,514.533584205093,494.5869723591148,508.3900451660156,3736200
2025-04-14,514.493710180395,522.0235554285932,507.1433774071315,511.09283447265625,3005500
2025-04-15,512.0303324833867,519.8992366122822,512.0103663619324,515.9996948242188,2210700
2025-04-16,514.6731857322981,520.3280413401787,508.5096810457664,512.0601806640625,2501000
2025-04-17,509.58684547368114,522.5820510015774,507.7716937583861,515.9498291015625,3329800
2025-04-21,515.6207156783007,516.2690059173476,502.1966336142945,507.9612121582031,3345600
2025-04-22,514.2443758577217,527.389205716048,511.3820375819972,525.9231567382812,2384000
2025-04-23,536.3053042078279,542.488774831493,526.2123091573028,528.595947265625,3051800
2025-04-24,527.279536016253,534.609902958672,523.8686771126926,534.031494140625,2209100
2025-04-25,534.0314605832426,535.4875264702443,528.4663305001588,532.0567016601562,2006100
2025-04-28,534.599956275483,536.3253213341615,529.0846805283585,533.0640258789062,1735400
2025-04-29,532.9144540844321,539.0380268348796,531.9868816759973,538.2401733398438,2041500
2025-04-30,537.0932959036822,547.6051545364303,528.1372120712131,546.5978393554688,3783500
2025-05-01,548.5326350443156,551.3551018288837,538.2900152708008,545.171630859375,2839900
2025-05-02,554.147665432537,560.8796574214479,553.509358249416,557.8976440429688,2632600
2025-05-05,556.3218190074696,563.043827655022,554.3670261678016,559.6229858398438,2130900
2025-05-06,554.9953439322139,564.2306488579359,554.6163528668843,557.4986572265625,2341700
2025-05-07,557.7779297733185,565.7166541421244,556.9999815351166,564.819091796875,2493700
2025-05-08,567.9307955439987,572.3389865294143,565.487319642683,565.6069946289062,2004300
2025-05-09,565.9360972024965,568.0604193885384,563.0936642700296,567.1229248046875,1528000
2025-05-12,578.452598883557,579.2404693024845,564.9187954291377,576.7272338867188,3000300
2025-05-13,576.457969327557,581.30498885476,574.263826473991,575.0517578125,2370200
2025-05-14,576.7272265278672,577.0962345181783,570.7532172620913,571.7505493164062,2237500
2025-05-15,572.5983118005049,581.4845144677698,572.1196118479401,580.6467895507812,2034200
2025-05-16,578.8814440402759,582.7311312075187,578.8814440402759,581.723876953125,2225900
2025-05-19,579.4699459873623,586.8801165663295,578.9313476674105,584.8455200195312,1875500
2025-05-20,579.6892893880539,582.4319526125412,575.3109869403339,579.5596313476562,1964300
2025-05-21,574.9220898393064,577.455291483766,565.5870150300763,568.0205078125,2505300
2025-05-22,567.1428645679504,571.6308591711983,565.4174994551782,568.6189575195312,1869900
2025-05-23,562.9839614009097,566.0357950511379,561.0092634132086,562.076416015625,1948800
2025-05-27,565.3077931578009,573.0271339395646,564.9786565176801,573.0171508789062,2655200
2025-05-28,573.0470929661066,577.2957374361368,571.4114537187327,574.3834838867188,1702900
2025-05-29,574.3436310326946,577.0364399541199,571.4114721399999,576.2385864257812,1347800
2025-05-30,575.2412430575192,584.0376586914062,574.9719439089419,584.0376586914062,4581100
2025-06-02,578.9513226174739,580.2678083818515,573.2466118441623,579.6693725585938,2089100
2025-06-03,578.3229852457843,580.9759228362899,571.9101468670458,580.4173583984375,2116900
2025-06-04,582.6114656075474,585.2843082840507,580.6666558721492,582.5715942382812,1530200
2025-06-05,584.7457868587043,585.1247779302118,581.0756119993391,583.8781127929688,1480000
2025-06-06,586.3415282908596,589.5828578378868,584.4765220058947,588.545654296875,1528600
2025-06-09,587.1693262063455,588.425974467662,578.4526528665151,582.7711181640625,1936000
2025-06-10,583.0901946953477,588.2962386643693,581.604118840433,587.9671020507812,2133700
2025-06-11,588.7450780023062,593.1233804222784,586.0323031038542,589.1639404296875,2238100
2025-06-12,587.8574490329389,589.0941310902879,583.0004466035301,587.7078857421875,1984000
2025-06-13,571.3316412207097,573.7052964428947,551.0359577245412,560.5305786132812,5905400
2025-06-16,562.3955387526199,573.4658995958931,561.1388906939351,567.1527709960938,3108200
2025-06-17,563.2133638267828,569.765843139375,562.4953139213422,567.9307861328125,2246600
2025-06-18,569.3569126000066,569.5563911799246,532.7348489048983,537.2926635742188,6966800
2025-06-20,535.4975529975594,536.9038254412028,525.9231885455255,531.548095703125,8202800
2025-06-23,530.0021830912021,541.6809633575494,526.1624790322381,540.9030151367188,3681100
2025-06-24,555.693499775894,562.6149870794812,551.0160097280074,556.0426025390625,4503200
2025-06-25,554.516639435683,556.9900035281244,547.1563237762655,548.2334594726562,2889200
2025-06-26,544.0745994716534,547.4455259035502,540.6238085566924,544.3538208007812,3764100
2025-06-27,545.3112898725781,555.2147902859655,544.0945130612636,548.851806640625,3837500
2025-06-30,551.0259785539532,561.1289574739678,550.4276036501528,560.4407958984375,5054600
2025-07-01,557.8277730315468,564.7991143654774,555.5538267244818,563.1036376953125,3827000
2025-07-02,561.4381672758963,564.4800181823372,555.9029859752704,560.02197265625,2502300
2025-07-03,559.2839228894738,568.1401759132888,559.2439906472864,567.7213134765625,1528700
2025-07-07,569.1474856013057,569.2272892125933,558.8550111487097,563.6123046875,2478300
2025-07-08,563.0737583688718,565.1082938821321,558.924822860007,560.939453125,3083800
2025-07-09,561.2590441357063,564.6745180487219,558.5126698094194,564.3649291992188,2454300
2025-07-10,564.904235121903,565.3136677315309,560.2703381665459,562.7770385742188,2577200
2025-07-11,559.0818942991236,560.0805758163694,545.1302818067645,549.45458984375,3221400
2025-07-14,549.7741965282959,558.3329047770043,547.0677475680941,552.2908935546875,2500900
2025-07-15,552.3807125172377,554.1284051507213,547.9266320166129,549.6343383789062,2449100
2025-07-16,551.6916482589371,554.78759765625,548.7755151818793,554.78759765625,2424200
2025-07-17,552.2509040531864,556.645127255376,549.7841898827578,554.87744140625,2722000
2025-07-18,554.5279441312841,555.6164729193854,550.1537139323973,551.9313354492188,2579600
2025-07-21,552.6704102332073,557.3442327086418,551.3121569601253,553.9187622070312,2194400
2025-07-22,555.0771926514734,559.4714158753877,554.507936850556,558.0233154296875,2010400
2025-07-23,556.275618658459,561.748374034566,553.7689182208865,561.3489379882812,2180400
2025-07-24,561.2590576821761,567.0913850304662,561.1592139043212,562.757080078125,1874700
2025-07-25,563.6159288776373,569.208582368087,563.1065915127454,567.4708251953125,1513300
2025-07-28,566.6219274036903,570.8963135545453,565.4734192773083,567.53076171875,2492400
2025-07-29,569.2784453238025,572.2445001237887,562.2576851129023,562.5772705078125,2393800
2025-07-30,559.5912258693162,564.8642325296975,554.4779814299907,558.372802734375,2833200
2025-07-31,567.8203512316901,578.6760143265051,561.768343742977,565.7230834960938,4568300
2025-08-01,563.1165921611927,564.1252703296101,555.366813194998,559.15185546875,3316700
2025-08-04,563.5459743113621,569.1685561586487,561.7583563300155,569.0587158203125,2984700
2025-08-05,568.8490051683766,571.0761065471579,561.3888830032757,565.293701171875,2883200
2025-08-06,568.2398086249526,569.6079974798868,563.2264077098399,568.379638671875,2245200
2025-08-07,572.2145499523851,573.1433774526861,553.1297597772177,560.4800415039062,2979600
2025-08-08,563.006733692475,575.4003451254042,561.9481336690853,573.5628051757812,2907700
2025-08-11,574.2419154944205,575.8298460460239,568.689248280175,572.8338012695312,2116600
2025-08-12,574.4216551977353,577.5575299407174,569.7079074695487,573.4229736328125,2593800
2025-08-13,576.5688057555608,579.5049317950567,573.2831046192911,577.1380615234375,2352900
2025-08-14,576.7086104302435,583.6295272719893,574.7412370179011,582.9903564453125,2642300
2025-08-15,584.2286812136059,588.7826664443658,580.3437955247884,580.9330444335938,2263800
2025-08-18,581.2526729726462,584.7180687986396,579.9244094033044,583.369873046875,1812000
2025-08-19,583.6394508446854,589.7913632538327,583.4496989142643,584.738037109375,2334500
2025-08-20,585.1374661331635,593.0969895925608,585.1374661331635,591.8985595703125,2884600
2025-08-21,588.2633795578776,591.4292440733246,583.1601312818125,591.1395874023438,2349200
2025-08-22,594.5151403546583,600.9766419603347,592.2980964755803,598.1703491210938,2388900
2025-08-25,597.0318248999013,598.2501871599253,592.078342357333,592.4279174804688,1984300
2025-08-26,592.2980495771651,595.2141825316535,585.5169630839706,590.8299560546875,4774600
2025-08-27,590.4305492097124,593.8360265218156,589.0423672070661,589.8812255859375,1480900
2025-08-28,590.0410556064296,592.7475046190563,588.9424693008381,589.7014770507812,2159800
2025-08-29,591.2194865475861,596.0431355743995,589.4817903770371,594.505126953125,2111200
2025-09-02,594.8347165617148,594.8347165617148,585.2274046585416,591.0896606445312,2284500
2025-09-03,591.0497023362843,593.2168241720934,588.1834912440161,592.497802734375,1959400
2025-09-04,592.2481311544936,595.104345673007,588.5130110671886,594.8546752929688,1653700
2025-09-05,594.684874490866,597.7908204430402,578.2666082930443,583.44970703125,2432100
2025-09-08,581.8518658793352,589.0123958466568,579.9344142846536,585.8265991210938,1948200
2025-09-09,582.7706260343771,590.4005679187926,582.5309522084267,583.2300415039062,2266000
2025-09-10,581.3624629756737,581.3624629756737,570.2471330711351,578.6160888671875,2535200
2025-09-11,580.1141702416052,589.1921518127542,579.2453221296388,587.9537963867188,2407000
2025-09-12,585.6667931808989,588.4331604975245,579.2352817522215,579.6447143554688,2242800
2025-09-15,581.9616680490822,585.7267169199486,580.7333092735721,582.19140625,2222600
2025-09-16,577.2479049359341,587.3345637279689,576.0694680777028,585.6467895507812,2537000
2025-09-17,586.9351734880356,598.1004262409655,586.6655099558614,597.8407592773438,2930800
2025-09-18,595.294087449424,600.8267610330452,585.1075239266236,585.2772827148438,3294600
2025-09-19,587.8439120353149,588.0935824155737,580.743301049879,583.3897705078125,6745300
2025-09-22,580.2039818445973,586.57557491113,579.3751200583281,583.7193603515625,3241700
2025-09-23,584.6781380302148,586.0862522254974,567.5008028152182,569.218505859375,3223000
2025-09-24,570.5268337559287,570.9062766723478,564.205162381674,568.06005859375,2867200
2025-09-25,564.2550466973288,571.6353176009536,563.8256209675014,566.552001953125,2700600
2025-09-26,565.8729133952914,568.9088832477759,563.3162911630197,564.3848876953125,2106500
2025-09-29,565.2537371060093,568.5693670481188,561.7683483737762,567.3909301757812,2615600
2025-09-30,565.0640138985165,569.8776663567539,562.9068885380098,568.06005859375,2379200
2025-10-01,564.934189000415,574.7112597273609,564.2650894089608,573.0135498046875,3685100
2025-10-02,571.9748758631848,579.0755481487469,570.0174989977277,576.56884765625,2483500
2025-10-03,575.6699732229577,582.450998705412,575.6699732229577,579.6846923828125,2331600
2025-10-06,578.466304190569,580.3738201169845,568.5094782319787,578.046875,2573500
2025-10-07,578.2266455968416,585.3073249090517,578.1467340021144,579.0755615234375,2120700
2025-10-08,580.5535634954622,582.3012562005413,575.3204819484321,575.6799926757812,1934700
2025-10-09,577.239990234375,579.4000244140625,562.510009765625,564.5499877929688,2579800
2025-10-10,567.5800170898438,569.4199829101562,556.6900024414062,557.47998046875,3553900
2025-10-13,558.0,565.0,553.010009765625,559.239990234375,2996500
2025-10-14,556.0,569.8099975585938,556.0,567.9199829101562,2627300
2025-10-15,564.2999877929688,568.6900024414062,559.4000244140625,562.8099975585938,2262400
2025-10-16,562.7999877929688,564.6500244140625,547.3900146484375,549.8800048828125,3210600
2025-10-17,552.489990234375,562.7999877929688,552.010009765625,560.969970703125,2756700
2025-10-20,561.7000122070312,567.4199829101562,553.7899780273438,566.3599853515625,2046400
2025-10-21,562.1599731445312,575.97998046875,560.77001953125,572.030029296875,2722400
2025-10-22,571.0499877929688,576.4299926757812,568.5800170898438,571.3599853515625,1820500
2025-10-23,574.3599853515625,576.989990234375,571.6699829101562,573.77001953125,2187500
2025-10-24,577.239990234375,580.8200073242188,573.0800170898438,573.6699829101562,1839600
2025-10-27,575.719970703125,575.719970703125,566.47998046875,572.3599853515625,2981000
2025-10-28,573.0800170898438,573.989990234375,565.4500122070312,565.9299926757812,2916000
2025-10-29,561.6300048828125,566.8099975585938,551.22998046875,554.5800170898438,3763400
2025-10-30,551.5599975585938,562.9199829101562,545.6400146484375,553.6799926757812,4284700
2025-10-31,548.8900146484375,554.4299926757812,543.530029296875,551.989990234375,3567100
2025-11-03,550.0,551.0,540.3599853515625,544.0700073242188,3175500
2025-11-04,544.8300170898438,554.030029296875,542.47998046875,552.75,2653900
2025-11-05,553.0,556.3300170898438,549.3699951171875,553.3099975585938,2198500
2025-11-06,550.1799926757812,555.0,547.8599853515625,553.280029296875,2593600
2025-11-07,553.7999877929688,558.6699829101562,550.6699829101562,551.969970703125,2510400
2025-11-10,552.280029296875,554.7000122070312,548.5800170898438,552.9600219726562,1978300
2025-11-11,553.0,558.530029296875,548.010009765625,558.3499755859375,1832400
2025-11-12,560.0,565.9099731445312,558.4099731445312,561.22998046875,1761500
2025-11-13,559.8800048828125,563.5999755859375,554.8599853515625,555.5700073242188,2031300
2025-11-14,556.0399780273438,557.0,544.0499877929688,545.72998046875,2567800
2025-11-17,546.0,549.3200073242188,536.2100219726562,536.8499755859375,2557900
2025-11-18,533.5599975585938,536.0,524.7000122070312,527.5800170898438,3594700
2025-11-19,528.1500244140625,531.0,524.97998046875,530.3599853515625,2723100
2025-11-20,533.2899780273438,538.4600219726562,527.1799926757812,527.8800048828125,3240300
2025-11-21,532.5399780273438,544.4099731445312,531.6699829101562,540.4000244140625,3807500
2025-11-24,543.4400024414062,544.0399780273438,535.1099853515625,537.8499755859375,5941000
2025-11-25,541.5,550.4000244140625,539.0,546.469970703125,3132600
2025-11-26,548.47998046875,548.6699829101562,544.1699829101562,544.9299926757812,2185300
2025-11-28,548.1300048828125,551.4000244140625,545.4199829101562,550.530029296875,1254800
2025-12-01,547.6400146484375,549.780029296875,543.3900146484375,543.969970703125,2225900
2025-12-02,547.280029296875,547.2260131835938,541.0399780273438,546.1201171875,704309
