Ticker,DUK,DUK,DUK,DUK,DUK
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,116.55206281141206,118.31504912832224,115.95790580592295,117.67218780517578,7126500
2025-03-18,116.71763650381142,117.92542768896891,116.58127334248242,117.62348175048828,4384800
2025-03-19,117.37998019651369,117.74036538246015,115.58776689128707,116.21114349365234,4220600
2025-03-20,116.48387528284778,117.13647896411301,116.01634652479859,117.03907775878906,4343900
2025-03-21,116.8637401472326,117.76958537943837,115.30529130339508,116.006591796875,5850300
2025-03-24,115.75334942561848,116.69815667657197,114.94491277292083,115.0812759399414,3904700
2025-03-25,115.03256382926939,115.15919206951888,111.93515830167841,113.06503295898438,5551600
2025-03-26,113.27932372380857,114.28257017345116,113.0650366314121,114.06828308105469,3095900
2025-03-27,114.80854826689108,115.15919852977873,114.06828577510211,114.5942611694336,2833500
2025-03-28,115.5975051140992,116.84425827432277,114.58451631360882,116.30854797363281,3941400
2025-03-31,117.17543983773824,119.31829605978713,117.04881158388811,118.80206298828125,6465600
2025-04-01,118.87023753027239,118.87023753027239,117.45789414064096,117.92543029785156,2934100
2025-04-02,117.9156805760781,118.23711119961112,116.78581336625169,117.2630844116211,2541700
2025-04-03,119.80530228453772,121.43192533693706,118.47088282774986,120.82803344726562,7427100
2025-04-04,121.75335360097735,122.01633757501207,114.79880263778831,115.84101104736328,8332600
2025-04-07,114.66243936224139,117.1949076283766,112.70464335753857,113.82477569580078,7214800
2025-04-08,115.1007486482438,115.28581612382746,111.72087436118291,112.93840789794922,4976200
2025-04-09,111.76958296578074,114.77932241721277,109.15919066549611,113.2890625,7414700
2025-04-10,113.28906479071563,114.93517260689445,111.64296440577222,113.8052978515625,6360400
2025-04-11,113.84425345687953,116.23062365418747,112.51957637076806,115.85075378417969,6054400
2025-04-14,115.6072486973026,118.04231581161946,115.00334937770738,117.46763610839844,3226200
2025-04-15,117.92542622795678,118.58776475959239,117.21438338306352,117.36048889160156,2340900
2025-04-16,118.33451872639152,118.81179722854343,116.95140239690633,117.22412872314453,2506800
2025-04-17,117.79881091464863,120.34102161565202,117.37023671793227,118.636474609375,3409800
2025-04-21,118.4221866676575,118.78257184757044,115.89945325209118,117.0488052368164,3076200
2025-04-22,118.22737890382393,119.69816155949478,117.37023793275473,119.3475112915039,3522600
2025-04-23,118.0617897935288,118.94815776546834,116.92218019923642,118.2663345336914,4036000
2025-04-24,118.00335713993195,118.36374232692002,117.04880753473147,117.5650405883789,3199000
2025-04-25,117.63322453965127,118.12023798591025,116.3182897209991,116.73712158203125,2717200
2025-04-28,116.873481441924,117.7403647572108,116.08452205932788,117.53582000732422,2119800
2025-04-29,117.16568853091256,118.743614674238,116.26958562883217,118.5390625,2323600
2025-04-30,119.17218443038549,119.2208887457143,117.52608409581086,118.85075378417969,2999000
2025-05-01,118.6364742320063,119.19166924360682,117.54556147621439,118.17868041992188,2609900
2025-05-02,118.21764305566268,118.83127730420199,117.40919897575239,118.42218780517578,2720100
2025-05-05,118.94815843797426,118.98712040268764,117.1169832526199,117.61373901367188,3875200
2025-05-06,118.84101147183887,120.94490548715392,118.36373299126517,119.74685668945312,3959100
2025-05-07,119.36699067840286,120.16569237967524,118.50984231424276,119.41568756103516,3466700
2025-05-08,118.85075549643079,119.25985242987517,116.70789935332431,116.88322448730469,3571300
2025-05-09,117.11698459948423,117.36049130831705,116.26958600873645,117.20465087890625,3036900
2025-05-12,115.91893951384873,117.19491233152914,112.45139881434503,112.84101104736328,5661200
2025-05-13,112.96763858994696,113.0260778236021,110.11373959043685,110.13321685791016,7359400
2025-05-14,110.13321949383162,110.25010539517461,108.33127124439727,109.5390625,4203200
2025-05-15,110.62022653344991,113.06503595191741,110.42542414038837,112.92867279052734,4177700
2025-05-16,113.09084949582399,114.30963341357958,112.62889192202582,114.27031707763672,2966700
2025-05-19,114.0737392664249,115.1156034571818,113.76904702606535,114.98782348632812,2773000
2025-05-20,114.68312984370594,115.81345015539505,114.50621007753874,115.3023452758789,4459300
2025-05-21,115.29251757033629,115.63652613109815,114.0737336710311,114.44723510742188,2769900
2025-05-22,114.60448853459026,114.69295216042032,112.82546754688818,113.59211730957031,4702600
2025-05-23,114.72244309338193,114.96816456762278,112.89427472512403,114.49637603759766,2683700
2025-05-27,114.87970284433422,114.90919572074506,114.01476594022654,114.38825988769531,3742300
2025-05-28,114.0147633621066,114.28013925320815,112.01950620308162,112.49128723144531,2797700
2025-05-29,111.95070584918732,113.61177792602297,111.4494319389967,113.47417449951172,2292800
2025-05-30,113.47417469212607,115.86258774037461,112.86479023049165,115.70532989501953,8078800
2025-06-02,115.00748063919269,115.65618143030987,114.33911793083979,115.22371673583984,2820300
2025-06-03,115.3318304297021,115.58738286896367,113.53315489245858,114.7322769165039,2609600
2025-06-04,114.79124473452485,115.66601258237002,113.64127003551368,113.99510955810547,3288300
2025-06-05,114.3194533260577,114.3194533260577,113.3660528307948,113.75920867919922,2443000
2025-06-06,113.60195075474634,114.11304810811556,112.7959846405868,113.25794219970703,2094600
2025-06-09,112.74684006965232,114.40791963114928,112.44214784195023,113.49383544921875,2407400
2025-06-10,113.61177798975282,114.59466389328416,112.88444452081043,114.33911895751953,2095400
2025-06-11,114.28997056519857,114.5946627927433,113.87716028939778,114.35877227783203,1929700
2025-06-12,114.78141471382503,115.57754989675001,114.4472371057711,115.27285766601562,2432200
2025-06-13,115.48909276014466,116.31471331320706,114.54552320000579,114.86004638671875,2789500
2025-06-16,115.24337097189957,115.68566662428759,112.8647889101931,113.42503356933594,3276000
2025-06-17,113.64126704290805,113.70023779551234,111.7148116366527,112.82546997070312,2344100
2025-06-18,112.93359515893779,112.97291149610193,112.07848169797296,112.61907196044922,2937900
2025-06-20,112.89427428717573,114.16219798919883,112.71735452645568,113.42503356933594,6203100
2025-06-23,113.95579128044498,115.28268571814012,113.7985259402734,114.9681625366211,2440500
2025-06-24,114.72244964643586,115.53824678723242,114.01477056038703,114.9485092163086,2477800
2025-06-25,115.94121702921215,115.94121702921215,113.8181874365119,113.96561431884766,2966300
2025-06-26,114.03441573771077,114.77158014279519,113.3758840022198,114.26048278808594,3143600
2025-06-27,114.16220273672913,115.78396602763473,114.11305544049807,114.91902160644531,3578700
2025-06-30,114.6241575579235,116.03950816954455,114.30963436658277,115.98053741455078,3486700
2025-07-01,116.64889686566008,117.28777418921754,114.99764828267385,116.83564758300781,3498600
2025-07-02,116.06898898481364,116.393343122179,114.08356282354443,115.0566177368164,2834200
2025-07-03,114.99765303924491,115.86258995227097,114.47672469964829,115.3023452758789,1953900
2025-07-07,115.19422832222749,115.4104644272509,114.58484384315192,115.2826919555664,2050600
2025-07-08,114.54552506702105,114.78141558619456,113.42503572741641,114.3194580078125,3135100
2025-07-09,114.31945145110117,115.3908009329614,113.56263264186514,115.16473388671875,2102800
2025-07-10,114.60449817089987,116.36386488903061,114.26048959446639,116.14762878417969,2072700
2025-07-11,115.71516673227396,115.83310824757582,114.59466984513317,115.44978332519531,2098900
2025-07-14,115.43994699892082,116.57026729390253,114.73227544353666,115.91173553466797,2684800
2025-07-15,115.51857322402066,115.82326543914546,113.9557883155527,115.09593200683594,2431500
2025-07-16,114.987820050523,116.09848592362066,114.75192953273894,115.77413177490234,2160600
2025-07-17,115.27286355341779,116.05917531661228,114.99765668594713,115.44978332519531,2430900
2025-07-18,115.33182254210993,117.05187278710487,115.24336641465999,116.39334106445312,2475600
2025-07-21,116.42283322386461,118.22151624172355,116.42283322386461,117.77922058105469,2232100
2025-07-22,118.06425735868604,119.8825947793287,117.84802126023108,118.663818359375,3194700
2025-07-23,118.75226923836048,118.76210019662567,116.86513018794116,117.46469116210938,3309500
2025-07-24,117.46469389952745,118.04459297067936,117.16982513529226,117.7005844116211,2133200
2025-07-25,117.63178858791316,118.32963669945505,117.54332495468485,117.87751007080078,2317100
2025-07-28,117.5826443785758,117.85785874564745,115.43995269159302,115.58738708496094,2930100
2025-07-29,116.00019432284562,117.4843541789113,115.67584766459447,117.44503784179688,2848000
2025-07-30,117.4548669526212,119.41080782563418,117.20914547364082,118.41809844970703,3432300
2025-07-31,117.97578833715465,119.69583858867253,117.45486003222108,119.55823516845703,5490800
2025-08-01,120.14797166579001,121.27829196325024,119.59755795523172,120.80651092529297,4642700
2025-08-04,120.92445539706148,122.37912988051058,120.6001012387565,122.0449447631836,4066000
2025-08-05,124.79702575932512,125.66196266447679,121.84836801593268,121.87785339355469,6746900
2025-08-06,122.51672498524225,124.24660621314756,121.87784767107262,123.067138671875,3813100
2025-08-07,122.58552741265567,124.17779772938648,122.56586549583295,123.77481842041016,2832100
2025-08-08,123.82397075389312,124.36455350733641,123.03765902310816,123.17526245117188,2643800
2025-08-11,123.53893567158663,123.80431157477251,122.77228584146674,123.4111557006836,2244500
2025-08-12,123.25388976330801,123.4308095200986,121.24880168595608,122.33980560302734,3826300
2025-08-13,122.26117702697788,123.60773341534659,121.82870482949389,123.55858612060547,3009200
2025-08-14,123.54875051300955,123.54875051300955,121.8778475382248,122.1333999633789,3410300
2025-08-15,122.45560046335123,122.63404967038595,120.87930543758662,121.39482116699219,4024700
2025-08-18,121.9400833730894,121.9400833730894,120.2844759263081,120.4133529663086,3224700
2025-08-19,120.59179753066806,122.75301223584442,120.33403589693597,122.7133560180664,2908400
2025-08-20,123.42715770187296,124.86465972595266,123.10991551072742,123.40733337402344,3455700
2025-08-21,123.24870829919996,123.84353646118872,122.87198556145884,123.07025909423828,2084700
2025-08-22,123.71465859055024,124.17069376380121,122.26724063275795,123.2685317993164,2182900
2025-08-25,122.88189119621708,123.14956877950023,121.81120355403533,122.04913330078125,2454300
2025-08-26,121.9400806606729,122.47542826389437,121.04783465530377,122.21766662597656,3102000
2025-08-27,122.54482317509624,122.78275291890999,121.70214934453283,122.61421966552734,2560800
2025-08-28,122.23749989954072,122.54482614122423,121.19654495422832,121.31551361083984,2496500
2025-08-29,121.3452503132757,122.12844359470809,121.05774840766253,121.4344711303711,2151200
2025-09-02,121.40473326282351,121.71205950155098,120.32412967268479,120.83964538574219,2449100
2025-09-03,120.25473702395117,120.8396492471426,119.58059641539548,120.45301055908203,2152100
2025-09-04,121.14697113729639,121.39481682911872,119.34265480337582,119.82843780517578,3069700
2025-09-05,120.26464363733947,120.43318445973745,119.00559082411007,119.5706787109375,1980700
2025-09-08,119.36248944835695,119.78878435067307,118.72800506774466,119.13446807861328,3069000
2025-09-09,119.21378195522031,119.98705933069171,118.86679948720757,119.34265899658203,2182800
2025-09-10,119.37240373436474,120.41335111137263,119.16420669531283,120.3042984008789,2104400
2025-09-11,120.3142174153516,121.17672317571575,119.92757872779367,121.05775451660156,2178000
2025-09-12,121.02800874460576,121.84094230249595,120.81981927335158,120.89912414550781,2136400
2025-09-15,120.60171679847137,121.59309957928306,120.57197652523108,121.31551361083984,2202600
2025-09-16,121.57326385580787,121.77154494391023,119.1642034718275,119.21377563476562,4158400
2025-09-17,119.69955149392139,120.45300450411486,119.23360038977084,120.05644989013672,2437700
2025-09-18,118.99567118225697,120.0762823211183,118.65860467523153,119.35256958007812,2541100
2025-09-19,119.71938653634038,120.60171660475349,118.96593350631164,120.03662872314453,4842000
2025-09-22,120.16550377008814,120.95861300577991,119.68964427959327,120.53231811523438,2062000
2025-09-23,120.41334798197518,122.17800806788462,119.9275725519962,122.03921508789062,2123700
2025-09-24,121.94008531050291,122.88189595207501,121.89051314467255,122.57456970214844,2173100
2025-09-25,123.04051383718284,123.22887898024928,121.21636564216351,121.26593780517578,2285600
2025-09-26,121.08749339920962,122.38620243410294,120.98835663291212,121.95990753173828,2644400
2025-09-29,121.98965172042982,122.01939199306454,120.27455621654158,121.74180603027344,4210000
2025-09-30,121.920255240441,122.86206583765787,121.56335684149244,122.6836166381836,3719800
2025-10-01,122.4952507858914,122.75301242001021,121.26593828752891,121.33533477783203,2489200
2025-10-02,120.45301103780163,121.02801488107714,119.89783908630834,120.52240753173828,3098800
2025-10-03,121.05774808658592,122.76292762506549,120.9486953791029,122.47542572021484,2761900
2025-10-06,122.3663787617432,123.38750183101286,121.72197843188212,123.30818939208984,2289000
2025-10-07,123.77413884662194,124.86465839432668,123.26853150987097,124.47801971435547,2723300
2025-10-08,125.17199434988879,125.23147489747504,123.32802173820998,124.15087127685547,2423000
2025-10-09,124.81509338633894,125.00345097106295,123.53620869381642,123.63534545898438,1500800
2025-10-10,124.21034994614031,126.17328362330824,123.94267235874898,125.9254379272461,2955400
2025-10-13,125.1224171403551,125.85603826439592,124.60690143353861,125.00344848632812,2136200
2025-10-14,125.81638962837478,127.38277620353232,125.20172959462114,126.71854400634766,2712900
2025-10-15,127.07543526216612,127.87846800688793,125.975007354124,127.56121826171875,3023200
2025-10-16,127.72975588362901,128.39398054207612,126.30216979980469,126.30216979980469,2785200
2025-10-17,127.06552591944018,127.54138540629482,126.02457856466428,127.42242431640625,3120800
2025-10-20,127.88837611411405,128.08664964076888,126.5896671181295,127.82889556884766,3759300
2025-10-21,128.3840676271234,128.3840676271234,126.16337235896276,127.22415161132812,2628800
2025-10-22,127.44226183004056,128.9095041368372,126.39139091987487,127.91812133789062,3143000
2025-10-23,128.7409695933364,128.7409695933364,126.07414747037794,126.16337585449219,2531000
2025-10-24,126.20303392621453,127.33320971724865,125.88579173160232,126.27243041992188,2175000
2025-10-27,125.90561249724648,126.4806163223525,125.1719913611476,126.39138793945312,2308300
2025-10-28,125.76681771706171,126.25259315232861,124.29956790217469,124.56724548339844,3159200
2025-10-29,124.56724477599435,124.98362371814426,122.75301251764809,123.21896362304688,3686400
2025-10-30,123.44697832421696,124.7952594870268,123.30818534248507,124.13103485107422,2666400
2025-10-31,123.26853049088596,123.85345026065494,122.6836182847673,123.2288818359375,2961900
2025-11-03,122.80259018025602,122.93146722136423,121.21637164905994,122.60430908203125,3365700
2025-11-04,123.26853159718921,123.43707241865918,122.42585774444093,122.76293182373047,3169800
2025-11-05,122.723277326151,123.4073338763259,122.10861726920761,122.70344543457031,3822300
2025-11-06,122.53491052281208,123.78405494779263,122.33663699158042,122.93146514892578,4674700
2025-11-07,123.03060177949608,124.63664460985105,121.35517002057155,122.59439849853516,5456800
2025-11-10,121.98965041561193,122.61421882521147,120.79007063207375,121.87068176269531,4442000
2025-11-11,122.06896146230015,123.14957264758621,121.25602786870489,122.60430908203125,3101600
2025-11-12,122.59439904537851,123.21896747814398,122.36637767640994,122.83232879638672,3238900
2025-11-13,122.69353471711041,123.51637667443596,122.0392184531102,122.52499389648438,3277900
2025-11-14,123.33000183105469,124.19999694824219,122.25,122.70999908447266,3878200
2025-11-17,123.33000183105469,125.20999908447266,122.86000061035156,125.18000030517578,3879900
2025-11-18,125.6500015258789,125.93000030517578,123.79000091552734,123.80000305175781,3774300
2025-11-19,123.87999725341797,123.87999725341797,121.44999694824219,122.2300033569336,3411000
2025-11-20,122.27999877929688,122.9800033569336,121.86000061035156,122.54000091552734,2639200
2025-11-21,122.94000244140625,123.38999938964844,121.91000366210938,122.80000305175781,4407000
2025-11-24,123.06999969482422,123.41000366210938,121.4000015258789,122.08999633789062,3442700
2025-11-25,122.26000213623047,122.9800033569336,121.58999633789062,121.93000030517578,2835100
2025-11-26,122.41000366210938,123.5999984741211,121.94999694824219,123.43000030517578,3374400
2025-11-28,123.1500015258789,124.12999725341797,123.04000091552734,123.94000244140625,1439800
2025-12-01,123.20999908447266,123.45999908447266,120.66999816894531,120.75,4049200
2025-12-02,121.0999984741211,121.14199829101562,119.9000015258789,119.9800033569336,404742
