Ticker,C,C,C,C,C
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,67.49451334065586,68.93473714498988,67.28876815072928,68.52324676513672,12531700
2025-03-18,68.55263347285546,69.06209665218007,68.18032626984183,68.79756927490234,12289900
2025-03-19,68.93473440218492,70.71786678544852,68.25870918014702,69.99285888671875,14400600
2025-03-20,69.54217736044295,71.50166380934434,69.11108794973342,70.36515808105469,15315600
2025-03-21,69.83610207664007,70.78645428516403,69.33643089461081,70.52192687988281,21724000
2025-03-24,71.77599310585225,72.84390966813079,71.19794069726049,72.54019165039062,15310600
2025-03-25,72.84390730902584,73.28479624533719,72.22667176800705,72.96147918701172,10922200
2025-03-26,73.30439735331088,73.53953366501182,71.58004695952386,71.75640106201172,12345800
2025-03-27,71.51146089470924,71.51146089470924,70.30638082970174,70.3945541381836,13155800
2025-03-28,70.13980540493061,70.73744929787075,68.26849995847533,68.90533447265625,13630700
2025-03-31,68.09215608157552,69.75771662168933,67.02423952376266,69.55197143554688,15568400
2025-04-01,68.95432148953054,69.44419307364872,67.87660549943998,69.111083984375,10957100
2025-04-02,68.258706436671,70.50231924477876,68.1901247121807,70.3063735961914,9731700
2025-04-03,64.82960981902788,65.4468528576711,61.625852642878854,61.77281188964844,39469500
2025-04-04,59.02953115711191,59.19608571662078,55.169344075048905,56.952476501464844,51730500
2025-04-07,55.02237861151268,60.08765295871982,54.38554402903149,57.65788650512695,37487700
2025-04-08,59.99947669487311,61.390710279282935,56.40381711857485,57.57950973510742,30272300
2025-04-09,55.61022659632831,64.41812027540983,54.93420508263695,62.85053253173828,49437900
2025-04-10,60.83225978811091,61.23395437934244,57.88323418966833,60.34238815307617,25912800
2025-04-11,59.64677323082492,61.047806450706084,58.70621682111565,60.39137649536133,24776000
2025-04-14,62.06673313268173,63.12485763221525,61.429902265302225,61.939369201660156,20385900
2025-04-15,62.88972252731408,64.94718188737272,62.546810142355,63.026885986328125,24738400
2025-04-16,61.782612664914424,62.527215914243854,60.058262396850445,60.84205627441406,21922600
2025-04-17,60.92043270050776,62.48802033134114,60.58731986177771,61.96875762939453,14656300
2025-04-21,61.47888710449137,61.860986362611165,60.695093275345165,61.420101165771484,15136000
2025-04-22,62.23329352194652,63.65392202378445,62.22349399620043,63.242431640625,13252300
2025-04-23,65.12353239605514,67.42592744569504,64.81981439276,64.95697784423828,17243900
2025-04-24,64.91778338992731,66.9556434666303,64.44750338770535,66.779296875,13672300
2025-04-25,66.4853699524393,67.3181501248923,66.38739713359429,67.0438232421875,12253400
2025-04-28,67.2691730521127,67.9941809417289,66.39719470972534,66.89686584472656,14304800
2025-04-29,66.65193044650748,67.71005492419694,66.59314824491838,67.48471069335938,8862800
2025-04-30,66.14246313065978,67.26916926484351,65.36846513369612,66.99483489990234,15756500
2025-05-01,66.82828631848629,67.50431155428268,66.5147687768564,66.75970458984375,9682300
2025-05-02,68.17053702752304,69.39521608820067,67.95499231686813,69.16007232666016,13291200
2025-05-05,68.41938837988066,70.05877113494827,68.37988436395631,69.36746215820312,10318500
2025-05-06,68.58727699997176,69.39709051588473,68.31075641423868,68.6070327758789,7744300
2025-05-07,68.88356088658668,69.81188655549202,68.78480460012524,69.37734985351562,11619200
2025-05-08,70.11802707519213,71.34262149469879,70.06864516903725,70.75007629394531,12698400
2025-05-09,71.14510615990525,71.36237448310511,70.40442280424433,70.56243133544922,8941900
2025-05-12,73.67329980963783,74.71025947740543,73.36715311336872,73.97945404052734,18464100
2025-05-13,74.19672703342195,75.32256526880354,74.09797074752598,74.63126373291016,12397800
2025-05-14,74.69050917643123,74.91765539440736,74.0387117213458,74.354736328125,11372000
2025-05-15,73.66343398410373,75.22380891761927,73.54492945498009,75.01641845703125,12627700
2025-05-16,74.4436156699033,74.9472824834312,74.18685085366018,74.7793960571289,14008700
2025-05-19,74.06834296219145,75.37194549694117,73.86095250605189,75.1843032836914,12691700
2025-05-20,74.90777904294502,75.10529913537194,74.48312026250358,74.95716094970703,8930900
2025-05-21,74.04859168185078,74.48312081919543,72.29069675190772,72.50796508789062,17143800
2025-05-22,72.31045252860861,72.99188366698755,72.01417615506442,72.50796508789062,12067800
2025-05-23,70.75995328484773,72.48821449365954,70.75995328484773,72.18206024169922,9851900
2025-05-27,73.23877665391164,74.61150925666836,72.57709377097903,74.53250122070312,12148500
2025-05-28,74.63125434407559,74.8090186501737,73.86094486252401,74.09796142578125,9993200
2025-05-29,74.6608888807051,74.77940094299049,73.75231900704841,74.59175872802734,11879200
2025-05-30,74.37448337917397,74.58187381768249,73.55479951305571,74.38436126708984,12512200
2025-06-02,74.2263568285831,74.95716234763921,73.37703925186064,74.85840606689453,9073400
2025-06-03,74.69050888664881,75.78672088535944,74.50287422169664,75.57933044433594,9802600
2025-06-04,75.54970690243492,76.61629280819015,75.40156871530984,75.4509506225586,10119600
2025-06-05,75.65833807337705,76.31013552243594,74.72014214978803,75.71759033203125,14760500
2025-06-06,76.74467098558293,77.43597997582927,76.5175323078577,77.287841796875,11515200
2025-06-09,77.62361813090547,77.929772390424,77.13970709018544,77.19895935058594,9288000
2025-06-10,76.86317929425176,77.34709028963465,76.55702506341653,77.0606918334961,10942400
2025-06-11,77.22858486771744,77.93964212536329,76.89281201528526,77.4063491821289,9030500
2025-06-12,76.83355809016521,77.28784298723315,76.3792656584764,77.25821685791016,6739700
2025-06-13,76.0829988605239,76.27064106407033,75.16455115390251,75.41144561767578,11987200
2025-06-16,76.17187131584424,77.32734304258523,75.99410701439336,77.1001968383789,10396600
2025-06-17,76.53728526301983,77.02119631176303,76.15213049478852,76.3990249633789,8078600
2025-06-18,76.43852828493105,77.98902523214402,76.3002679865519,77.37672424316406,14866100
2025-06-20,77.90013790180531,78.28529265957778,77.35697460642874,77.47547912597656,17336500
2025-06-23,77.3964760979323,78.46305441215011,76.54715857400015,78.37417602539062,12007200
2025-06-24,79.0062266917482,80.43821153668776,78.88771463924704,80.13206481933594,18393000
2025-06-25,80.13206490790627,81.68256180706075,80.07281264890065,81.60355377197266,13221900
2025-06-26,81.64305833929627,83.73672607550391,81.64305833929627,83.32194519042969,18600500
2025-06-27,83.44044415565061,83.51945218601216,82.76889096681835,83.3318099975586,21872400
2025-06-30,83.84535375647053,84.37864665373164,83.5589553004625,84.0626220703125,18035200
2025-07-01,83.94411324579501,85.40573170930784,83.71696703589681,85.19833374023438,17088900
2025-07-02,85.41560075447725,85.85013739217435,84.39839683861412,85.6822509765625,13420200
2025-07-03,86.04765951708062,87.69692033260831,85.7711389112546,87.61791229248047,13229900
2025-07-07,87.03523298575276,87.72654199975982,86.05753302644365,86.5118179321289,12407300
2025-07-08,86.5216939717229,86.69945828185571,84.41815591400183,84.50703430175781,18075600
2025-07-09,85.56374386027221,85.56374386027221,84.52678410951022,84.72430419921875,9929400
2025-07-10,84.76381103928053,85.99828338623047,84.69468088923618,85.99828338623047,9586100
2025-07-11,84.85269045299741,85.8797723621771,84.55642160693606,85.65263366699219,10256000
2025-07-14,85.40572940340266,86.44268154766944,85.14895707188973,86.41305541992188,13450800
2025-07-15,87.54877751557355,90.65964923600305,87.02536246296756,89.59306335449219,39270900
2025-07-16,90.34362660314314,90.48188690177601,87.13399853486912,88.9017562866211,23321000
2025-07-17,89.01038716362703,92.04225080232428,88.76349270596563,91.9336166381836,23949200
2025-07-18,91.99287759118407,92.63480469611974,91.5879670588972,92.28914642333984,16603700
2025-07-21,92.4274101858415,92.91132877203823,91.38058004397013,91.49909210205078,11894500
2025-07-22,92.40766237516257,93.30636186690808,91.5682226800449,92.83232116699219,15282600
2025-07-23,93.32611084233238,94.79759979248047,93.30636259971556,94.79759979248047,22339800
2025-07-24,95.09386915197233,95.70617011257838,94.11616922027723,94.20504760742188,15644400
2025-07-25,94.20504894461672,94.99511422534745,93.25697512851238,94.87660217285156,13543400
2025-07-28,94.87660479941019,95.00498720886918,93.88902693846718,94.36306762695312,19370700
2025-07-29,94.80747335021415,94.91610751619763,93.187846283251,93.30635833740234,13169900
2025-07-30,93.721142941139,94.79759922086737,93.40511831882576,94.61983489990234,13998000
2025-07-31,94.2840582685269,94.95561150594224,92.3879106103969,92.53604125976562,14638800
2025-08-01,90.70902589110085,90.88679020916119,86.84760033576389,90.68927764892578,17725600
2025-08-04,91.20618722093012,92.26984490477182,90.98748997270906,91.53423309326172,11611400
2025-08-05,91.78275088238729,92.1704386990721,89.14845623206614,90.97754669189453,19836100
2025-08-06,91.33541801676895,92.08097271376835,91.06702166288599,91.683349609375,13153600
2025-08-07,92.68735879762505,92.69730165059347,90.56004331286015,90.68927764892578,12964000
2025-08-08,91.42488426027589,92.73706016243014,90.7986134901329,92.18038177490234,10772600
2025-08-11,92.47860451981019,92.61777412486445,90.26182610774978,91.76287078857422,12133300
2025-08-12,92.66747834859275,95.19242446276166,92.45872394654634,95.17253875732422,21046400
2025-08-13,95.43100145776648,95.62981301046699,94.01941971473892,94.08900451660156,16605000
2025-08-14,93.9001302330063,94.92402416115807,93.67149770094751,94.89420318603516,13288800
2025-08-15,94.89420274204099,94.93396657007708,93.03528359827166,93.13469696044922,12000400
2025-08-18,92.79670625209435,93.80072203229545,92.776828130584,93.66155242919922,8780700
2025-08-19,93.41303494859382,93.7907799337251,92.87623465340222,93.18439483642578,11504400
2025-08-20,92.97564183223685,93.19433909478055,90.14253544059046,92.6177749633789,13447400
2025-08-21,92.29966743796358,92.30961029055284,90.91790671085617,92.04120635986328,17635200
2025-08-22,92.40901803676232,95.05325565305525,92.2897265556675,94.69538879394531,20124400
2025-08-25,94.66556790500425,94.88425757761334,94.31763631420786,94.43692779541016,8647000
2025-08-26,94.11882740432782,95.1725423065746,93.47267846865442,95.15266418457031,11031100
2025-08-27,94.5860384217754,96.87240155263034,94.52638889024048,96.29584503173828,11315600
2025-08-28,96.79288266441989,96.91216656059541,95.96780032305834,96.24613952636719,10878900
2025-08-29,96.07714728109092,96.41512842661426,95.48070505805457,95.99761962890625,8362600
2025-09-02,94.4568065810796,94.4568065810796,92.4090187698412,94.21823120117188,15128800
2025-09-03,94.32758149255301,94.67550550775253,92.84641492260377,94.46675109863281,14158800
2025-09-04,94.73515194753418,96.57418532566936,94.73515194753418,96.50460052490234,12900100
2025-09-05,96.79288141437459,97.39926649268381,93.59196544931265,94.83455657958984,17020800
2025-09-08,95.2918302185723,95.40117884593325,94.0790600490597,95.30177307128906,11398800
2025-09-09,94.933963371067,97.55831525961698,94.88425669165319,96.76305389404297,18101600
2025-09-10,96.9221086855441,97.7968901156852,95.93797862861356,96.59406280517578,12238300
2025-09-11,96.77299507417995,98.45298069822734,96.31572245133924,98.23428344726562,13426500
2025-09-12,98.19452466846978,99.10906996115895,97.85654350628346,98.85061645507812,9502900
2025-09-15,99.20848258686978,99.57628472132147,98.81085189346891,99.19853973388672,10620100
2025-09-16,99.26811953644147,100.25224957530418,98.62197064023239,100.04349517822266,12350700
2025-09-17,99.89438352237346,101.60419012255666,99.81486345440571,101.1568603515625,14371600
2025-09-18,101.36561453153996,102.09128349929095,101.08727533381769,101.80300903320312,11677600
2025-09-19,101.93223390711327,102.51873326522963,101.26620689848731,102.07140350341797,24745700
2025-09-22,101.15686030507175,103.19470519709938,101.09721077390542,102.87660217285156,11474500
2025-09-23,102.91636854432323,104.96415633955536,101.80301172400652,102.38951110839844,15747900
2025-09-24,102.77720066119407,103.45317056376979,101.01769489440818,101.04751586914062,12272400
2025-09-25,100.43118308658168,101.65389608103756,99.556401671739,101.5047836303711,11232900
2025-09-26,101.90241965904869,103.7016892615657,101.90241965904869,102.80702209472656,11296300
2025-09-29,103.53269881832499,103.77127420173983,102.27022193006482,102.54856872558594,10748700
2025-09-30,102.4889144762402,103.00583663139334,98.552386702223,100.89839935302734,17789100
2025-10-01,100.34172495734738,100.54053651161176,98.03547604067717,98.12493896484375,13793300
2025-10-02,98.49274622654028,98.86054835117432,96.12684783525354,96.76305389404297,14511900
2025-10-03,96.76305200320571,97.99570785417566,96.72329576146089,97.16068267822266,13863600
2025-10-06,98.6120269298913,99.46693021574482,96.46483344703597,97.4688491821289,10398000
2025-10-07,97.86647826003825,98.27405180730264,96.10697248696984,97.2203369140625,8519400
2025-10-08,97.60802039380543,97.60802039380543,96.01749768783687,96.12684631347656,8496000
2025-10-09,96.44494962271823,96.72329640600695,94.89419832240998,95.35147094726562,11300600
2025-10-10,95.62981028130908,97.31973876773328,93.10487178053796,93.3732681274414,18619500
2025-10-13,95.00354571938831,96.38530642867018,94.84449800088373,95.53040313720703,18463600
2025-10-14,94.80473798709342,100.62006310601635,94.47669210025903,99.24823760986328,33164600
2025-10-15,100.59023740816123,101.54454646527029,98.25416006692247,99.18859100341797,15730100
2025-10-16,99.6160457281189,100.1031393320496,94.67550213572721,95.68946075439453,20534000
2025-10-17,95.63975609364316,97.42909040895461,94.71526796142801,96.49465942382812,14007800
2025-10-20,96.89228583059598,99.00965835662322,96.54436183582732,98.71144104003906,11302700
2025-10-21,98.34363345753961,98.81084893950505,97.38932437241154,97.66766357421875,9150100
2025-10-22,97.6080223693644,97.8963044260516,94.43692732997978,95.7292251586914,14369200
2025-10-23,96.24613959079835,96.9519304522824,95.72922501061797,96.11691284179688,8189100
2025-10-24,96.81275833003832,98.92019559105219,96.77299450426361,98.19451904296875,11870700
2025-10-27,98.711440439884,100.63000140985714,98.51262131252908,100.39141845703125,13214200
2025-10-28,100.40136703039042,100.92822447559679,99.53652084150892,100.78905487060547,8766400
2025-10-29,100.68964522884612,101.33579413246335,98.4430383450802,98.53250885009766,11878800
2025-10-30,98.04541189401756,100.85864015026154,97.72730885479322,99.62599182128906,9584000
2025-10-31,99.30788608092652,100.90834408654123,99.12895265221883,100.6300048828125,11190300
2025-11-03,100.72000122070312,101.63999938964844,99.05000305175781,101.61000061035156,10829100
2025-11-04,100.1500015258789,102.55000305175781,98.69000244140625,101.01000213623047,13449100
2025-11-05,101.25,102.27999877929688,99.01000213623047,101.69000244140625,9992400
2025-11-06,101.47000122070312,102.33999633789062,99.97000122070312,100.8499984741211,9282500
2025-11-07,100.01000213623047,100.83000183105469,97.37000274658203,100.79000091552734,14887100
2025-11-10,101.26000213623047,102.9000015258789,100.30999755859375,101.48999786376953,11270600
2025-11-11,101.63999938964844,102.08999633789062,100.30999755859375,100.76000213623047,9639500
2025-11-12,101.20999908447266,103.86000061035156,101.18000030517578,102.87000274658203,15069200
2025-11-13,102.44999694824219,103.56999969482422,100.47000122070312,100.66999816894531,11427000
2025-11-14,99.83000183105469,101.55000305175781,98.1500015258789,100.30000305175781,10134500
2025-11-17,100.08000183105469,100.27999877929688,97.22000122070312,98.19000244140625,11389600
2025-11-18,97.5,99.56999969482422,96.37999725341797,98.31999969482422,10463700
2025-11-19,98.16999816894531,100.58999633789062,98.08999633789062,99.83000183105469,8426800
2025-11-20,101.06999969482422,102.86000061035156,97.45999908447266,97.62999725341797,12633700
2025-11-21,98.12999725341797,99.33000183105469,95.83000183105469,98.69999694824219,14404700
2025-11-24,98.72000122070312,100.62000274658203,98.5999984741211,99.69000244140625,17389200
2025-11-25,100.36000061035156,101.75,99.52999877929688,101.16999816894531,10881900
2025-11-26,101.72000122070312,103.30000305175781,101.45999908447266,102.5,11384100
2025-11-28,102.80000305175781,104.37000274658203,102.51000213623047,103.5999984741211,5865200
2025-12-01,103.0999984741211,104.3499984741211,102.41000366210938,102.68000030517578,9662600
2025-12-02,103.5999984741211,104.01000213623047,103.01000213623047,103.58999633789062,1666762
