Ticker,MET,MET,MET,MET,MET
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,79.93288049856574,80.48682235255482,79.10682789727838,79.47611999511719,2129600
2025-01-03,79.8551307994734,80.35076531577167,79.16513358611702,79.89400482177734,2513200
2025-01-06,80.24386085178736,81.64329594881426,79.57329696538507,79.6801986694336,3323600
2025-01-07,80.17583228112582,80.84639616010467,79.42752777553162,79.82597351074219,2745000
2025-01-08,79.66076386599079,80.67146614875851,78.58203390142432,80.48681640625,4071300
2025-01-10,79.96202989255957,80.05921123791094,77.80456991923677,77.98921966552734,3814600
2025-01-13,77.78514110628316,79.738518142793,77.49358963893717,79.60246276855469,3616500
2025-01-14,79.68991349105906,81.5655422393173,79.58301179443856,81.4683609008789,3971500
2025-01-15,82.74145945358245,83.25652725745857,82.43047469948019,82.5373764038086,4415600
2025-01-16,82.44019369396463,83.54807732552214,82.11948858628713,83.47032928466797,3680500
2025-01-17,83.84934433506095,84.92807433861107,83.4508985885438,84.33525848388672,5173300
2025-01-21,84.61709146472018,85.60835308804126,84.32554000314603,84.43244171142578,3107800
2025-01-22,84.3449760679599,84.3449760679599,83.20793877658693,83.343994140625,3624900
2025-01-23,83.21765567831942,84.74342583141531,83.15934835223347,84.31582641601562,3399800
2025-01-24,84.46159789401611,85.17102837388887,83.44117525210886,83.60638427734375,3620900
2025-01-27,83.81046770287124,84.57821292383743,83.45089598919554,84.51018524169922,4120900
2025-01-28,84.50046931225654,85.46258468580707,83.22737658788331,83.26625061035156,3587800
2025-01-29,83.2759620243664,85.17102407574731,83.02328461269532,84.1991958618164,3980000
2025-01-30,84.77258841429861,85.09328612792788,84.14089851745742,84.54906463623047,2224000
2025-01-31,84.1603293352661,85.0446966476086,83.80075760935844,84.07286834716797,2992800
2025-02-03,82.31385115472673,83.34399415839914,81.09906582236972,83.08159637451172,3240500
2025-02-04,82.98868131507749,84.04499162019121,82.72460746981498,82.77350616455078,3079900
2025-02-05,82.79307052855353,83.15494922058356,81.96171810860636,83.13539123535156,5320100
2025-02-06,81.43356208876341,82.6072352029091,79.4089711165415,81.83456420898438,8419200
2025-02-07,82.0008318114887,82.85174965516906,81.08145729037354,82.0790786743164,4184800
2025-02-10,81.9225907204692,82.30403484134492,80.5924239279683,81.25750732421875,3656600
2025-02-11,80.95430840623756,81.76610285995369,80.65111112483861,81.34553527832031,2206800
2025-02-12,80.78803101012268,81.2770626838668,79.9566786571639,80.9151840209961,2590400
2025-02-13,81.0032109002918,81.20860331988958,79.60457993271798,80.53373718261719,2884500
2025-02-14,80.7391357289985,81.68785094801333,79.80997103243406,79.90777587890625,4290200
2025-02-18,80.27945204132122,80.63155549025939,79.4969982743404,80.62177276611328,4089700
2025-02-19,80.23053960772253,81.50202501411437,80.20119889961114,81.24772644042969,2818600
2025-02-20,81.03255247744696,81.24772762277054,80.02514835346075,80.92496490478516,2774400
2025-02-21,80.9445365225557,81.22817583010232,78.87103923740393,79.23292541503906,3282800
2025-02-24,79.83932033806525,80.54352724775136,79.36985403962936,79.42853546142578,3079100
2025-02-25,79.99581030555053,80.76848132489685,79.50677858156162,80.39681243896484,3255700
2025-02-26,80.7097894114361,81.6487368528051,80.46527355862851,80.72935485839844,2405100
2025-02-27,81.17926062864031,83.15494537510375,81.17926062864031,82.20623016357422,3057800
2025-02-28,82.93000496775934,84.31885334531938,82.48009665370606,84.28951263427734,4838800
2025-03-03,84.837224763608,85.47296752249399,83.01802608102706,83.82003784179688,3117100
2025-03-04,82.62680202816688,82.83219445346671,79.36984900834427,79.7708511352539,4372600
2025-03-05,79.69261101887196,81.648737865597,79.63392213928863,81.23794555664062,3145000
2025-03-06,80.23053977208137,81.2183858987008,79.35028121677848,80.41637420654297,3043100
2025-03-07,79.99581616373143,80.81738593842195,78.94928849623807,80.44572448730469,3131900
2025-03-10,78.01034040262132,78.72432251987999,76.40631699213986,77.44306182861328,4364800
2025-03-11,76.95403044144709,77.80494830602431,76.2889470151415,76.72907257080078,3802800
2025-03-12,77.38438041131303,78.04946383483205,76.48455639452962,77.44306182861328,3223700
2025-03-13,77.69736499737432,78.15705602546961,75.94663047817609,75.99552917480469,4207600
2025-03-14,76.69973595758233,78.86125534298671,76.15202279915432,78.64608764648438,2818600
