Ticker,USB,USB,USB,USB,USB
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,46.5899181922351,46.705956805440884,45.971040670069584,46.280479431152344,6227800
2025-01-03,46.43519328239287,47.27647958335985,46.25146519262784,47.24747085571289,6418900
2025-01-06,47.585923271491325,48.030741022881585,47.04440729199046,47.12176513671875,7261800
2025-01-07,47.68262312079294,47.82767045666931,46.87034549796262,47.09275436401367,6014300
2025-01-08,47.054072528405406,47.08308125716054,46.309484417017565,46.91869354248047,5955500
2025-01-10,46.30948535479051,46.50288549094281,45.49720773399148,45.81631851196289,8528500
2025-01-13,45.97103803836709,46.812324391349684,45.84532739612346,46.79298400878906,9164700
2025-01-14,47.199126747606414,47.7213023445808,47.073416099815844,47.44087600708008,8753200
2025-01-15,48.78500059536481,49.43288683077794,48.581932105650324,49.220149993896484,13935600
2025-01-16,46.30949098997717,47.5859268795848,45.642264312300846,46.44486999511719,19043000
2025-01-17,47.17011018570923,47.17011018570923,45.845325392997516,46.763973236083984,14835700
2025-01-21,47.05407339380967,47.77932113643238,46.73496630523208,47.692291259765625,11643900
2025-01-22,47.37318589506729,47.46988412208213,46.35783606740696,47.02506637573242,9541100
2025-01-23,47.13143927636337,47.334507777739475,46.560910851924966,46.831668853759766,8138800
2025-01-24,46.58024367525519,47.75031284763553,46.58024367525519,47.45054244995117,8259500
2025-01-27,47.62460309130617,48.079092869751165,47.40219422003334,47.905033111572266,5987300
2025-01-28,47.96305171564643,48.11777109451751,46.37717716001762,46.84133529663086,12309600
2025-01-29,46.754304714206164,47.55691401611236,45.980707831453806,46.08707809448242,15331400
2025-01-30,46.60925937359904,46.8606769879813,46.12576084003224,46.41585922241211,6683500
2025-01-31,46.41585406746697,46.75430152785532,46.09674330012882,46.2031135559082,11182500
2025-02-03,45.294138091468405,45.87433479627157,45.01370808566658,45.32314682006836,10881000
2025-02-04,45.59390814993799,46.25146637799229,45.42951674852408,45.88400650024414,10381200
2025-02-05,46.24179586045732,46.60925575026661,45.729288635134395,45.81631851196289,10811100
2025-02-06,46.34816443415431,46.48354341789712,45.82598519217437,46.16443634033203,9101100
2025-02-07,46.23213236261884,46.41586048239323,45.3424931185297,45.67127227783203,8115000
2025-02-10,45.71961748331516,45.75829824905354,44.946020612551955,45.332820892333984,8459800
2025-02-11,45.149091279077815,46.10641998891351,44.92668239854652,46.01939010620117,7744900
2025-02-12,45.59391220196837,46.048398305278944,45.4391928221348,45.922691345214844,6180100
2025-02-13,45.903346481601,45.990376354813584,45.30380571555849,45.825984954833984,6352200
2025-02-14,45.990378496473895,46.464204959184634,45.932357348696726,46.17410659790039,5398900
2025-02-18,46.29982021429898,46.41585882850596,45.99038145054636,46.35783767700195,5459800
2025-02-19,45.913018968826435,46.02905758064156,44.53021290795951,45.56489944458008,10999200
2025-02-20,45.5455569269177,45.680939604625884,44.62691273396011,45.21677780151367,6909100
2025-02-21,45.25545909044955,45.381169733947694,44.230444626113226,44.35615158081055,9327000
2025-02-24,44.559226125003086,44.665592702603405,43.921004526595034,44.104736328125,8069300
2025-02-25,44.472194142559864,44.67526262948276,43.87265334002437,44.394832611083984,12635700
2025-02-26,44.665593503821384,45.00404469287876,44.104737119282255,44.240116119384766,9056100
2025-02-27,44.307802955202725,45.226450857689905,44.307802955202725,44.752620697021484,6315400
2025-02-28,44.91701201364704,45.39083848452102,44.55922415152575,45.3521614074707,10100600
2025-03-03,45.55522596299285,45.80664354172328,44.25944992922704,44.71393966674805,9676000
2025-03-04,43.998367915018704,44.24011718927705,42.72193204203874,43.13774108886719,10798400
2025-03-05,43.10873262156086,43.514869634188706,42.431833911713234,43.19575881958008,8956600
2025-03-06,42.75093756715333,43.3408063422971,42.39314970095827,42.91532897949219,9879700
2025-03-07,42.91533095639976,43.311799607149865,42.14173403893626,43.244110107421875,10793200
2025-03-10,42.354466577161986,42.837965062492145,40.59453238566426,40.97166061401367,18143800
2025-03-11,41.00067407748613,41.30044078520573,40.03367708215675,40.18839645385742,17587400
2025-03-12,40.72991308702525,40.816942965602685,39.66621785001286,40.30443572998047,13661400
2025-03-13,40.54618425804892,40.584865023125424,39.46314865751228,39.569515228271484,9565400
2025-03-14,39.95631442776618,40.71057088248643,39.77258633179093,40.63321304321289,12739900
