Ticker,USB,USB,USB,USB,USB
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,40.59453321377191,41.097372091429015,40.304434854416094,40.787933349609375,9851300
2025-03-18,40.96199364146799,41.13605339712982,40.69123566101663,40.8846321105957,13725500
2025-03-19,40.884630705769226,41.503508176279155,40.7782604488752,41.27143096923828,12043400
2025-03-20,40.865291815863294,41.66790110078766,40.80727435638499,41.20374298095703,9203000
2025-03-21,40.95232489765258,41.590542823448686,40.72991601171769,41.42615509033203,69001600
2025-03-24,41.79361267806772,42.41249018500203,41.68724241491321,42.31578826904297,8235200
2025-03-25,42.33512838180226,42.57687763695426,42.054702049314606,42.25777053833008,7377800
2025-03-26,42.470505861253955,42.99268511908923,42.14173042721037,42.32545852661133,9585400
2025-03-27,42.29645041254792,42.45116978503055,41.706581652207646,41.803279876708984,8171600
2025-03-28,41.73559037094803,41.99668000359475,40.75892502405549,40.865291595458984,7154100
2025-03-31,40.503222022198734,41.43286909612979,40.27815020143104,41.3154411315918,10548400
2025-04-01,40.963152012078154,41.10993602915907,40.454292540335665,40.87508010864258,9514200
2025-04-02,40.385793877079955,42.1472282691446,40.385793877079955,42.0885124206543,10427100
2025-04-03,40.26836487402165,40.336864829008995,37.88063935857401,37.958927154541016,16695400
2025-04-04,36.56935180896615,36.882495554036055,34.9742770240688,36.040924072265625,19859300
2025-04-07,35.03298726333587,37.508784764466796,34.426271756439554,36.01156234741211,21816400
2025-04-08,37.127135149557326,37.772994517520154,34.96448523760261,35.62013244628906,18709400
2025-04-09,35.052559327363056,38.99621573451026,34.729631489707266,38.45800018310547,22911600
2025-04-10,37.635994435922434,37.6555663843111,35.58098838368944,36.45191955566406,20954100
2025-04-11,36.20727962314903,37.156498688900214,35.6984201102189,37.04885482788086,18556300
2025-04-14,37.684920949599096,37.94913664294256,36.960777552702766,37.38156509399414,12809900
2025-04-15,37.42070925648514,38.53628414770243,37.42070925648514,37.80235290527344,11717300
2025-04-16,37.40113992102979,38.31121502384371,36.62806472909665,37.009708404541016,17381600
2025-04-17,37.12713350797422,37.85128063783786,36.990133607640715,37.38156509399414,12538500
2025-04-21,37.09777971713159,37.26413941552337,36.442136230387774,36.99992370605469,11261300
2025-04-22,37.44027775570337,38.232924847416605,37.342421749156365,38.164424896240234,8311400
2025-04-23,39.143001333647575,40.268364115176944,38.47757001233816,38.66349792480469,12753700
2025-04-24,38.45799759741829,39.33871660993379,38.418853700647055,39.19192886352539,9478300
2025-04-25,38.90814447187318,39.27021994789771,38.80050434618327,39.06471633911133,6432700
2025-04-28,39.19192940286326,39.52464506406249,38.92771369547262,39.31914520263672,5264900
2025-04-29,39.09407435065921,39.70078984196197,38.90814270036414,39.63228988647461,8390000
2025-04-30,38.8787842901154,39.60293143239887,38.438424793657035,39.47571563720703,10563200
2025-05-01,39.299574217121304,40.033505511315276,39.13321824892845,39.63228988647461,7192000
2025-05-02,39.95522119992179,40.708720705609196,39.8769334038689,40.58150863647461,9089500
2025-05-05,40.121576502347615,41.11972348767919,40.06286065628075,40.571720123291016,5230500
2025-05-06,40.10200500488281,40.5130084660404,40.0139331012753,40.10200500488281,5271100
2025-05-07,40.366221681760585,40.78700926095938,40.248793718462764,40.4151496887207,8325800
2025-05-08,40.88486070145825,41.44264813093778,40.61086090675736,41.23714828491211,8840400
2025-05-09,41.237148409501366,41.37414830726573,40.92400471947789,41.119720458984375,6997700
2025-05-12,42.969229256667646,43.40958876510796,42.78330134553395,43.06708526611328,12301800
2025-05-13,43.05730084670462,43.54658835632626,42.87137293691668,43.41937255859375,10139300
2025-05-14,43.27258741356527,43.39979947500272,43.057299720413646,43.282371520996094,5877300
2025-05-15,43.282374419196934,43.73251805050357,43.27259031111096,43.6248779296875,6533800
2025-05-16,43.6542323280842,44.03587598938407,43.35087272740016,43.95758819580078,7369200
2025-05-19,43.44873201408604,43.90865973118222,43.36066011371147,43.83037567138672,5717500
2025-05-20,43.71294302219308,43.761874758078946,43.3117274255134,43.45851516723633,6605400
2025-05-21,43.125803488061145,43.18451933674462,41.941728536868666,41.97108459472656,6298600
2025-05-22,41.971083732219135,42.528871217862715,41.71665585908794,42.1961555480957,6608900
2025-05-23,41.31543664350006,42.18636777406911,41.305648803287326,42.0200080871582,5798500
2025-05-27,42.61694006690683,42.8126558114957,42.10808062416268,42.80287170410156,6500400
2025-05-28,42.80287403810121,42.9300861059985,42.235298721140865,42.30379867553711,4800100
2025-05-29,42.61694124341804,42.84201304937016,42.254869532361795,42.82244110107422,6372800
2025-05-30,42.636514019341725,42.84201388098692,42.274442301257224,42.65608596801758,9784900
2025-06-02,42.38208420535651,42.70501201125323,41.86343692169308,42.68544006347656,6159500
2025-06-03,42.64630179085311,43.527017082030056,42.56801399627693,43.429161071777344,10105600
2025-06-04,43.52701753812364,43.77166129928641,42.92030205567089,42.95944595336914,6980500
2025-06-05,43.204087323874816,43.204087323874816,42.55822797946182,42.74415588378906,6079100
2025-06-06,43.45851486837828,43.86951830259566,43.311727127664795,43.8108024597168,7647700
2025-06-09,44.035876688781485,44.2805204481636,43.80101703726894,43.908660888671875,5605000
2025-06-10,44.02609293299736,44.43709266022175,43.859733234143995,44.27073669433594,5792500
2025-06-11,44.114164504194946,44.14352056078489,43.18451747151555,43.25301742553711,13017700
2025-06-12,43.06708706363202,43.22365892506047,42.66587143541116,43.21387481689453,9552800
2025-06-13,42.763730412966794,42.87137426569472,41.93193938104856,42.06894302368164,9468800
2025-06-16,42.626729065727616,42.67565706996271,42.17658172104942,42.22551345825195,14247900
2025-06-17,42.04937129052112,42.24508331506617,41.697083673591905,41.775367736816406,10921100
2025-06-18,41.648153920472765,42.48972529643144,41.638366079875524,42.34294128417969,12696500
2025-06-20,42.421226609314395,42.61694236445462,42.254870643874106,42.36251449584961,22312700
2025-06-23,42.2548711479046,43.17473035517826,42.01022738430301,43.1453742980957,12500800
2025-06-24,43.56615955834198,43.98694710804554,43.478087658800135,43.585731506347656,10996900
2025-06-25,43.45851417928693,43.94780166328384,43.38023012299039,43.8597297668457,8481800
2025-06-26,44.03587412635947,44.701305411795175,43.977158283656095,44.6425895690918,13437100
2025-06-27,44.66216645596062,45.25909785740885,44.55452259891681,44.77959442138672,15796400
2025-06-30,44.91810844867176,45.21492337844931,44.6707620448227,44.76969909667969,13621100
2025-07-01,44.49267344370104,46.08558492815866,44.43330894657975,45.99654006958008,16514400
2025-07-02,46.2043082379051,47.00570815777227,46.07568705323009,46.985923767089844,15421800
2025-07-03,47.17390679863733,47.549874392091915,47.01560524995224,47.4212532043457,7036300
2025-07-07,47.59934146440745,47.87636822259255,46.956239319527434,47.27284240722656,14353700
2025-07-08,47.28273876911326,47.421252149355354,46.985923843707845,47.154117584228516,13523600
2025-07-09,47.47072182737126,47.59934301537954,46.63963775152946,46.79793930053711,9179400
2025-07-10,46.80783251926599,47.371781990348175,46.68910353383344,47.06507110595703,8606300
2025-07-11,46.50112361205386,46.886983395599984,46.26366940529886,46.6396369934082,11510200
2025-07-14,46.75836376350471,46.75836376350471,46.29335507839199,46.560489654541016,13464200
2025-07-15,46.36261169534991,46.580277743901114,45.15556000677574,45.20502853393555,15895100
2025-07-16,45.47215996150964,45.69971819005577,44.492670359254845,45.195133209228516,21086500
2025-07-17,43.68137530277092,45.11598138872798,43.45381329579739,44.73012161254883,25242800
2025-07-18,44.937893958224535,45.43258677823603,44.60150646385515,45.20502853393555,15539700
2025-07-21,45.294071197509766,46.00643003155083,45.26439083749356,45.294071197509766,10538100
2025-07-22,45.33364886838747,46.115264415064715,45.32375667282487,45.670040130615234,10511800
2025-07-23,46.02621851315969,46.15483969779292,45.630462763922004,45.79866027832031,10145800
2025-07-24,45.749191852456605,46.2043083231226,45.56120617276798,45.571102142333984,9025600
2025-07-25,45.640360525289736,45.86791876906297,45.02693871246796,45.82834243774414,8082200
2025-07-28,45.75908585320062,45.8679188774813,45.35343789174051,45.60078430175781,6597600
2025-07-29,45.808554380362736,45.877811073231044,45.45237494606475,45.60078430175781,10034100
2025-07-30,45.79866095102222,46.08558368472361,45.16545476230647,45.39301300048828,11488700
2025-07-31,45.22481585805436,45.422693737218,44.35415922846497,44.4827766418457,11817100
2025-08-01,43.84956988306936,44.07712812020408,42.99869765557028,43.473602294921875,9632900
2025-08-04,43.60222196026665,44.02765805917951,43.523073076904915,43.94850540161133,6515800
2025-08-05,44.126597245215955,44.235430267542796,43.36477363734129,44.0870246887207,8020600
2025-08-06,44.225538428454485,44.284899150779154,43.938615689863056,43.96829605102539,5854700
2025-08-07,44.393732684794685,44.403628654767104,43.49339190184651,43.622013092041016,5412500
2025-08-08,44.02765923342103,44.46298753903713,43.68137578284079,44.38383865356445,6067000
2025-08-11,44.354159259648426,44.59160969544643,43.86935864406701,44.0870246887207,7201900
2025-08-12,44.50256415212236,45.31386004796534,44.38383893605442,45.2841796875,8836600
2025-08-13,45.32375714214239,46.20430975039006,45.13577145664682,46.115264892578125,10438100
2025-08-14,45.77887419921922,46.37250407591623,45.49195145665942,46.33293151855469,6181100
2025-08-15,46.461547979207474,46.59016916705544,45.442481994628906,45.442481994628906,8995400
2025-08-18,45.32375620795482,45.670039662193474,45.23471135197823,45.62057113647461,5892900
2025-08-19,45.56120757468776,46.075688555960745,45.422694190154004,45.71950912475586,5597400
2025-08-20,45.808552082496995,46.03611031539325,45.47216083077939,45.91738510131836,7720200
2025-08-21,45.7294039403154,45.89759768180176,45.37322451810127,45.679931640625,4976000
2025-08-22,46.00643098084181,47.84668882394854,45.89759795959473,47.76753616333008,12679300
2025-08-25,47.589446844377655,47.75764436247841,47.47072162667553,47.64881134033203,7520800
2025-08-26,47.43114462913044,48.10392714366051,47.43114462913044,48.05445861816406,9280600
2025-08-27,47.98520067960445,48.47989347011584,47.86647546665954,48.24243927001953,9492900
2025-08-28,48.4502153136146,48.46010750922381,47.86647764329852,48.15339660644531,10464800
2025-08-29,48.20286970373833,48.53926097311049,48.06435631768039,48.311702728271484,12069900
2025-09-02,47.82689991460956,48.034669984190245,47.441040135615,48.00498962402344,7053600
2025-09-03,47.965411965844304,48.420528422093845,47.510295509594755,48.024776458740234,8335500
2025-09-04,48.242438616098994,48.67777068134028,47.90604737214274,48.64808654785156,5564600
2025-09-05,48.82617808188993,48.96469523688038,47.84668844680007,48.28201675415039,8041000
2025-09-08,48.32159167241375,48.32159167241375,47.52018799731182,48.133609771728516,8543600
2025-09-09,48.14350346426299,49.45938813260753,48.04456641328957,48.84596633911133,17261800
2025-09-10,48.984479644037584,49.21204165449465,48.41063795571166,48.677772521972656,9988700
2025-09-11,48.776709180124755,49.01416338406958,48.52936278086022,48.7964973449707,8636500
2025-09-12,48.826178963617764,48.85586309875505,48.28201762605149,48.608516693115234,8103200
2025-09-15,48.638197810533086,49.043845771123316,48.48978845515828,48.76681900024414,7729900
2025-09-16,48.944907755939326,48.944907755939326,47.52019004977804,47.87636947631836,13158800
2025-09-17,48.08413823880113,49.637473315570766,48.05445787880124,49.08341979980469,12828100
2025-09-18,49.142782398527245,49.825460898275615,48.88554379554544,49.67705154418945,12345900
2025-09-19,49.904607880753375,49.98376053969917,49.49895993917243,49.87492752075195,20595300
2025-09-22,49.40991547718823,49.53853666189292,48.717348576947295,48.96469497680664,7669900
2025-09-23,48.9350125279545,49.686947722983355,48.57883309601522,48.82617950439453,9970900
2025-09-24,48.756922740780425,49.10320997652976,48.40074330936131,48.65798568725586,6621100
2025-09-25,48.51947085971888,48.80639359029668,48.29191262401439,48.50957489013672,7199000
2025-09-26,48.875649612800416,49.19225269938612,48.54915055676775,48.91522216796875,8309500
2025-09-29,48.89543354779677,48.98447840095741,48.00498879039685,48.470001220703125,9379500
2025-09-30,48.52000045776367,48.720001220703125,47.470001220703125,48.33000183105469,10181200
2025-10-01,48.18000030517578,48.349998474121094,47.81999969482422,47.880001068115234,9419800
2025-10-02,47.86000061035156,48.119998931884766,47.61000061035156,47.90999984741211,8468600
2025-10-03,48.029998779296875,48.45000076293945,47.849998474121094,48.06999969482422,9291100
2025-10-06,48.310001373291016,49.0,47.47999954223633,47.720001220703125,8426600
2025-10-07,48.040000915527344,48.22999954223633,47.45000076293945,47.5,6619000
2025-10-08,47.72999954223633,47.75,46.880001068115234,46.9900016784668,5315700
2025-10-09,47.18000030517578,47.400001525878906,46.7599983215332,47.099998474121094,7011500
2025-10-10,47.34000015258789,47.400001525878906,45.22999954223633,45.279998779296875,12468400
2025-10-13,45.88999938964844,46.31999969482422,45.59000015258789,46.15999984741211,6896400
2025-10-14,45.9900016784668,47.36000061035156,45.93000030517578,47.09000015258789,8844600
2025-10-15,47.36000061035156,47.41999816894531,46.16999816894531,46.45000076293945,11325200
2025-10-16,47.2400016784668,47.779998779296875,45.38999938964844,45.650001525878906,21622900
2025-10-17,46.290000915527344,46.5,45.5099983215332,45.689998626708984,14032400
2025-10-20,45.970001220703125,47.189998626708984,45.90999984741211,47.099998474121094,9439000
2025-10-21,47.029998779296875,47.83000183105469,46.95000076293945,47.61000061035156,11278200
2025-10-22,47.650001525878906,47.84000015258789,47.06999969482422,47.33000183105469,8497400
2025-10-23,47.65999984741211,47.880001068115234,47.09000015258789,47.81999969482422,12065700
2025-10-24,48.209999084472656,48.61000061035156,48.130001068115234,48.2599983215332,10982500
2025-10-27,48.439998626708984,48.4900016784668,47.5,47.79999923706055,10275400
2025-10-28,47.540000915527344,47.66999816894531,47.09000015258789,47.27000045776367,7549200
2025-10-29,46.90999984741211,47.4900016784668,46.369998931884766,46.63999938964844,8829500
2025-10-30,46.650001525878906,47.709999084472656,46.61000061035156,46.84000015258789,7191000
2025-10-31,46.43000030517578,46.869998931884766,46.08000183105469,46.68000030517578,9636200
2025-11-03,46.54999923706055,46.810001373291016,45.97999954223633,46.619998931884766,10455200
2025-11-04,46.45000076293945,46.9900016784668,46.15999984741211,46.43000030517578,7204300
2025-11-05,46.43000030517578,47.0099983215332,46.02000045776367,46.7400016784668,5577200
2025-11-06,46.790000915527344,47.18000030517578,46.4900016784668,46.849998474121094,7170000
2025-11-07,46.619998931884766,47.34000015258789,46.470001220703125,47.31999969482422,6870400
2025-11-10,47.40999984741211,47.810001373291016,47.11000061035156,47.58000183105469,5685900
2025-11-11,47.70000076293945,47.939998626708984,47.31999969482422,47.619998931884766,4751600
2025-11-12,47.77000045776367,48.5099983215332,47.70000076293945,47.88999938964844,5664400
2025-11-13,47.72999954223633,48.02000045776367,47.06999969482422,47.310001373291016,6287900
2025-11-14,47.189998626708984,47.380001068115234,46.66999816894531,47.099998474121094,6121500
2025-11-17,46.900001525878906,46.9900016784668,45.27000045776367,45.470001220703125,7832100
2025-11-18,45.27000045776367,46.34000015258789,45.02000045776367,45.91999816894531,8035200
2025-11-19,45.880001068115234,46.84000015258789,45.79999923706055,46.79999923706055,8899100
2025-11-20,47.20000076293945,47.7599983215332,46.43000030517578,46.4900016784668,8172200
2025-11-21,46.83000183105469,48.15999984741211,46.630001068115234,47.779998779296875,7874000
2025-11-24,47.77000045776367,47.93000030517578,47.220001220703125,47.75,10955800
2025-11-25,48.04999923706055,49.189998626708984,47.97999954223633,48.90999984741211,10153100
2025-11-26,48.91999816894531,49.29999923706055,48.7400016784668,48.95000076293945,4452700
2025-11-28,48.90999984741211,49.2599983215332,48.84000015258789,49.04999923706055,3280100
2025-12-01,48.939998626708984,49.849998474121094,48.91999816894531,49.40999984741211,8975600
2025-12-02,49.630001068115234,49.70000076293945,49.18000030517578,49.525001525878906,1089478
