Ticker,MDT,MDT,MDT,MDT,MDT
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,90.88760054463815,91.48329724591042,90.64346279659189,91.1610336303711,8099200
2025-03-18,91.47353121813538,91.52236174877893,89.58878747288529,90.04776763916016,12259300
2025-03-19,90.09659065483541,90.64345679006298,89.00285093388796,89.71573638916016,11665200
2025-03-20,89.84268693856372,89.84268693856372,88.17278571669951,89.08097839355469,10469600
2025-03-21,88.43645558356354,88.70988866965344,87.52826286162619,88.21185302734375,14027600
2025-03-24,88.56340648669465,88.70988316623219,87.59661569879279,88.01653289794922,5420400
2025-03-25,88.16302311071726,88.37786552285166,85.46774026388235,86.51264953613281,8819800
2025-03-26,86.55170908997886,87.06928735831299,85.95601240704995,86.16109466552734,7460400
2025-03-27,86.58101289759337,87.35248161032148,85.93648567876615,86.89350891113281,7340100
2025-03-28,86.47026148453386,86.99193631467953,85.8600037630368,86.25371551513672,6320200
2025-03-31,85.63360983449834,88.89162178261051,85.56470952926718,88.44869232177734,8241100
2025-04-01,87.39549577503836,88.18292674512828,86.82460325276347,87.10020446777344,7059400
2025-04-02,87.04115435147452,87.59235681405276,86.08638757910126,87.46440124511719,5577200
2025-04-03,87.208476370932,88.13371544668594,86.31277243319623,86.50962829589844,7663100
2025-04-04,86.60805253144605,86.71632550418289,81.38145225116692,81.57830810546875,12034000
2025-04-07,79.94438963652543,84.02921275879434,79.31444184282665,81.84407806396484,12129100
2025-04-08,83.17287087659305,83.97014688075014,79.34396653404565,80.5940170288086,10183900
2025-04-09,79.23569466139193,84.15716637949082,78.30061803878111,83.94062042236328,11981100
2025-04-10,83.497695030761,83.96031459628348,79.71800066253677,81.24365997314453,8838400
2025-04-11,81.85391819531782,82.12951939981606,79.9050121627566,81.5979995727539,8014000
2025-04-14,82.6511966185679,82.93664287723611,81.81454793464786,82.89727020263672,5596000
2025-04-15,83.30082418136593,83.39925961934748,80.92867881548786,81.07632446289062,5829400
2025-04-16,81.89328547198505,83.16302606224158,80.90899113934307,81.40113830566406,7111600
2025-04-17,81.21412097917805,82.01139692164934,80.83024682098304,81.30270385742188,5940500
2025-04-21,81.30271265975267,81.58815892539118,79.88533388741283,80.5152816772461,5220000
2025-04-22,81.5094132230389,82.30669675796264,81.2042843757198,82.06062316894531,5284900
2025-04-23,82.83821853579704,84.00952374022246,82.05078002882065,82.43465423583984,6468200
2025-04-24,82.71025711998391,83.21224936599303,81.95235373720726,82.97602081298828,5959000
2025-04-25,83.08429228415369,83.33036587934252,82.18858079307263,82.83821868896484,5879600
2025-04-28,83.27129517104736,83.54689636985229,82.07045493948064,82.7200927734375,4513400
2025-04-29,82.68072615604493,83.7437658660623,82.49370782477243,83.27130126953125,4495500
2025-04-30,83.6453408288505,83.66502341250136,82.36575511400767,83.42879486083984,7469800
2025-05-01,82.87758268168898,83.153191412435,81.64721472317477,82.24763488769531,6015000
2025-05-02,83.15318803653763,83.73391808478593,82.56260543277155,83.51737213134766,5727500
2025-05-05,83.30083386312401,83.46816962139975,81.92282768605631,82.13936614990234,7168400
2025-05-06,82.0310918539424,82.14920988562174,80.75151363714923,81.02711486816406,7415800
2025-05-07,81.02710884178927,82.25747675271874,80.58417939768256,81.85391998291016,7557000
2025-05-08,82.15904838032951,83.25161568013026,81.85391954312074,82.30669403076172,6252400
2025-05-09,82.18857448863272,82.91695017184053,82.04092884093085,82.16889190673828,6588600
2025-05-12,83.12365461923638,84.89538744806748,82.73978042458461,84.46229553222656,7720300
2025-05-13,84.14731402676233,84.45245035329663,83.477993630836,83.77328491210938,5532400
2025-05-14,83.56658876552495,83.77328967032899,82.76930526462978,82.92679595947266,5684900
2025-05-15,83.46816798870843,84.76743629422235,83.36973254121153,84.7575912475586,6567700
2025-05-16,84.77726873864806,85.09224262683453,84.4918224791088,85.08240509033203,6506800
2025-05-19,84.44261257523596,85.70250813256749,84.34418464286378,85.60408020019531,7296500
2025-05-20,84.07841990860796,85.50565119356794,84.04889228022425,85.01350402832031,9253500
2025-05-21,85.23004402104786,86.89350387286106,82.88742617536465,83.08428955078125,12936800
2025-05-22,81.97203213810104,82.31653365814756,79.59988666329217,79.6392593383789,14683400
2025-05-23,79.353809429927,79.55066528674536,78.67464395763535,79.4128646850586,10571900
2025-05-27,79.87548640970664,80.31841585453562,79.4423945012909,79.90501403808594,8294300
2025-05-28,80.21999182216034,81.00743032853721,79.86564524524776,79.96407318115234,7515900
2025-05-29,80.00344236317065,81.1255373045281,79.97391473464594,81.1156997680664,8093300
2025-05-30,80.9089867082587,81.96218128612327,80.22982876243815,81.67674255371094,11025900
2025-06-02,81.10585389635858,82.4543323157241,80.91883557151296,82.4248046875,7904400
2025-06-03,81.83423285602882,84.2752861839689,81.83423285602882,84.19654083251953,11977600
2025-06-04,84.19653709001439,84.99381308668299,84.19653709001439,84.2555923461914,9070700
2025-06-05,84.50166598557034,85.84030686336537,84.1473194291205,85.63360595703125,10361500
2025-06-06,85.91905051978334,86.07653370312177,85.42690336880021,86.06669616699219,7577400
2025-06-09,86.02732787407525,86.43088465345342,85.02334342959017,86.0765380859375,8624700
2025-06-10,86.34230081868233,87.11004920335017,86.08638218726976,86.57852935791016,6628000
2025-06-11,86.54900061748005,87.08052045609269,86.38167238390841,86.67695617675781,4643300
2025-06-12,86.6474299703185,87.13957714271342,86.27340082274353,87.10020446777344,5855300
2025-06-13,86.82460741768071,87.23800926002627,85.71235745815949,85.89936828613281,6011700
2025-06-16,86.82460030417799,87.37580271547897,86.2044975914644,86.53915405273438,8414700
2025-06-17,86.7261684116791,86.75569603813946,84.60993423704404,84.81663513183594,6939100
2025-06-18,84.95444521161943,85.04303561045896,84.06858628064485,84.38356018066406,8514400
2025-06-20,84.78711477576104,85.07256103863676,84.383557996916,84.98397064208984,13089200
2025-06-23,84.88554843988508,84.98397637969475,83.25162361224741,84.60994720458984,6746800
2025-06-24,84.47213923244799,85.03318670104345,83.6059629241372,84.72805786132812,11144100
2025-06-25,84.51151614087563,85.0725636375795,84.09811430321385,84.61978912353516,8461700
2025-06-26,84.54103842662384,85.31863183949228,84.15716424312254,84.82648468017578,11117300
2025-06-27,84.85625584211463,85.86857275558997,84.57836522162931,85.3723373413086,10134000
2025-06-30,85.99759800999759,86.7518779528406,85.53113551339666,86.51367950439453,8205600
2025-07-01,86.17624491255887,88.081787109375,86.05714568577602,88.081787109375,10089300
2025-07-02,88.15126109843466,88.49862438353159,87.3672082138149,87.61532592773438,8663000
2025-07-03,87.70465647706348,88.03216612056801,87.39698534801995,87.72450256347656,2989500
2025-07-07,87.8237440127242,87.9825429843755,86.66255492734307,87.00991821289062,7218300
2025-07-08,86.90074616026632,88.36960636610588,86.65262844503307,87.91307067871094,5403000
2025-07-09,88.1611920422482,88.47878242801127,87.31759328993556,88.32991027832031,4673100
2025-07-10,88.55817996101457,89.80868781810743,87.83367288689884,88.72689819335938,7962900
2025-07-11,91.0790505962491,91.15845008502497,88.39938221165569,89.24298095703125,12259500
2025-07-14,89.07425892716925,89.56056752428532,88.31005970312972,89.05441284179688,8911800
2025-07-15,89.02463004711555,89.44147354864235,87.74434934512733,88.54824829101562,8617300
2025-07-16,88.91546253354227,89.2429797413171,88.34975443463661,89.10403442382812,5173500
2025-07-17,88.86583808322382,89.01471022053336,87.68479538504009,88.85591125488281,6951700
2025-07-18,89.30253495222539,89.83846257513903,88.63757369425466,88.93531799316406,6413500
2025-07-21,88.756671507773,89.77891530734244,88.50855378663665,89.0246353149414,6015900
2025-07-22,89.29260200671742,91.22791710120732,89.13380303898924,90.95995330810547,7457100
2025-07-23,91.15844651207082,92.07151788134944,90.20567539996031,91.31724548339844,7818800
2025-07-24,91.34701782114747,91.8035535029061,90.63243759858555,91.62490844726562,6684900
2025-07-25,91.27754408109048,92.39903340088351,91.23784433898035,92.24024200439453,5376500
2025-07-28,92.02190291750365,92.05167583294538,91.17830416819591,91.27754974365234,4311500
2025-07-29,91.12867625140882,92.01197473227121,91.05920359241802,91.74401092529297,4676800
2025-07-30,91.56536211451183,91.68445376964775,90.53319152894137,90.95002746582031,5424000
2025-07-31,90.74161252908456,90.99965707708643,89.4712510188475,89.5605697631836,8310000
2025-08-01,88.93531451256992,89.28267779973503,88.02224313717828,88.66734313964844,6658000
2025-08-04,88.776516002916,89.44147723832867,87.58555399158452,88.965087890625,8078800
2025-08-05,89.46132029116188,89.52086611812425,88.61772159740508,88.99485778808594,5597000
2025-08-06,89.00478518998335,89.32237555574794,88.29020497402512,88.68719482421875,5545000
2025-08-07,89.31245097023917,91.03935572615903,89.0544139972917,90.55303955078125,8207000
2025-08-08,90.52326999229722,92.26009406944479,90.51334316313837,92.18069458007812,6636900
2025-08-11,92.15092045032765,92.57768323511019,91.6546850062527,92.041748046875,6782900
2025-08-12,92.1409911529827,92.41888935465985,90.76145726116611,91.38671875,5445200
2025-08-13,91.30731998127756,92.45858982427401,90.96988352023145,92.2104721069336,6596900
2025-08-14,92.15092041222161,92.2104738144133,91.02943103497869,91.2874755859375,6873500
2025-08-15,91.8233980677636,92.47843245158286,91.32716265164048,92.31963348388672,6641200
2025-08-18,92.07152156905458,92.6173835899168,91.81348458823973,92.11122131347656,11581800
2025-08-19,87.17863421050136,89.47124698035324,86.84119776230456,89.22312927246094,19583900
2025-08-20,89.67966779654469,93.72895073530954,89.61019513900493,92.51813507080078,13227300
2025-08-21,92.6173795184534,93.08384202996595,90.34462036088168,90.41409301757812,6808600
2025-08-22,90.98972676797324,92.26008822962112,90.98972676797324,92.01197052001953,4876000
2025-08-25,92.0417419275955,92.34941303139416,91.22791615629684,91.34701538085938,5106500
2025-08-26,91.73407962292339,91.80355227852637,91.16837154959863,91.4859619140625,6251600
2025-08-27,91.34702202344913,91.48596734290021,90.64236859710381,91.35694885253906,4223300
2025-08-28,91.40656158188949,91.40656158188949,90.6423623773469,91.26761627197266,5626500
2025-08-29,91.35694888531496,92.12114814257005,91.26762256737751,92.11122131347656,5174500
2025-09-02,91.84325121538767,93.1235394905197,91.71423273381367,92.62730407714844,7150300
2025-09-03,92.44866045291452,92.85556956074709,90.73168256448022,91.55543518066406,5365400
2025-09-04,91.56536288533736,93.63962333056696,91.09890037359055,92.15091705322266,6641400
2025-09-05,92.43873715569741,93.23271688846317,91.82340248420634,92.20054626464844,4856900
2025-09-08,91.46611852342492,92.29979041521908,90.7019117173285,92.28986358642578,5024100
2025-09-09,92.14099000671523,93.59992336657564,92.03182517949696,93.36173248291016,7038300
2025-09-10,93.54037748809621,93.59000405931089,90.90040139607044,91.62490844726562,5625500
2025-09-11,91.614986414989,93.56022847160779,91.55544058397531,93.5403823852539,6957800
2025-09-12,93.2525640836171,94.5725521869615,92.805955211094,93.32203674316406,7334200
2025-09-15,93.88774398605926,94.21526119460836,92.51813689387929,92.72655487060547,5716300
2025-09-16,92.56775599322845,94.82066913957378,92.56775599322845,93.4808349609375,7722300
2025-09-17,93.70909805939317,94.40383221402016,93.1036902207969,93.8678970336914,8145800
2025-09-18,93.77856861222115,94.91991160552168,93.11361495916798,94.87028503417969,9364500
2025-09-19,95.18788071703321,95.18788071703321,93.37165728511602,94.36412811279297,15677000
2025-09-22,94.67179198179787,94.78096437898529,93.59000241033362,93.9075927734375,7581600
2025-09-23,93.80834365667864,94.93976741896729,93.460980365251,94.24503326416016,7101000
2025-09-24,94.13585895566293,95.26727512308403,94.08623995615075,95.01915740966797,11265300
2025-09-25,94.55269432911882,94.90998444004846,92.02189821064415,93.59000396728516,7560800
2025-09-26,93.8499984741211,94.7300033569336,93.4800033569336,94.22000122070312,5042800
2025-09-29,94.20999908447266,94.33000183105469,93.29000091552734,93.97000122070312,5452000
2025-09-30,93.9000015258789,95.38999938964844,93.80999755859375,95.23999786376953,7119000
2025-10-01,95.1500015258789,95.7300033569336,91.87000274658203,94.80999755859375,10343500
2025-10-02,94.41000366210938,95.73999786376953,93.9800033569336,95.4800033569336,6212500
2025-10-03,95.66999816894531,97.94000244140625,95.37999725341797,97.69999694824219,8573200
2025-10-06,97.63999938964844,98.66000366210938,97.62999725341797,98.43000030517578,8134500
2025-10-07,98.33000183105469,99.37000274658203,97.9000015258789,98.33000183105469,5894000
2025-10-08,98.56999969482422,98.68000030517578,96.7699966430664,97.87000274658203,7470100
2025-10-09,98.19000244140625,98.23999786376953,95.95999908447266,96.5,6207200
2025-10-10,96.68000030517578,97.05000305175781,95.30000305175781,95.44999694824219,6829800
2025-10-13,95.69999694824219,96.41000366210938,95.05999755859375,95.58000183105469,4619500
2025-10-14,95.26000213623047,96.5999984741211,95.26000213623047,96.54000091552734,4862700
2025-10-15,96.06999969482422,96.86000061035156,94.05999755859375,95.33999633789062,7246800
2025-10-16,95.19999694824219,95.97000122070312,94.69999694824219,95.04000091552734,4802600
2025-10-17,95.27999877929688,95.80999755859375,94.9000015258789,95.77999877929688,6136000
2025-10-20,96.08999633789062,96.5999984741211,94.93000030517578,95.91999816894531,5137800
2025-10-21,95.62000274658203,96.16000366210938,95.23999786376953,95.83000183105469,4405000
2025-10-22,96.58999633789062,97.23999786376953,95.55000305175781,95.9000015258789,6651700
2025-10-23,96.1500015258789,96.23999786376953,91.87000274658203,94.20999908447266,9122200
2025-10-24,94.41999816894531,94.95999908447266,93.29000091552734,93.66999816894531,4309300
2025-10-27,93.73999786376953,94.23999786376953,93.11000061035156,94.12999725341797,5562600
2025-10-28,93.80999755859375,94.5999984741211,93.20999908447266,93.2300033569336,4279800
2025-10-29,92.77999877929688,92.80999755859375,91.37999725341797,91.7300033569336,6963600
2025-10-30,91.7699966430664,91.94999694824219,90.70999908447266,90.97000122070312,5617400
2025-10-31,90.5999984741211,91.31999969482422,90.08999633789062,90.69999694824219,5959700
2025-11-03,90.6500015258789,90.6500015258789,89.04000091552734,90.19999694824219,7307700
2025-11-04,90.18000030517578,90.47000122070312,89.66000366210938,90.41999816894531,4729200
2025-11-05,89.80000305175781,90.48999786376953,89.36000061035156,90.4000015258789,5675100
2025-11-06,90.08999633789062,90.81999969482422,89.62000274658203,90.05999755859375,5462000
2025-11-07,90.69999694824219,92.23999786376953,90.19999694824219,92.19999694824219,7520500
2025-11-10,91.94999694824219,92.79000091552734,91.5199966430664,92.66000366210938,5375000
2025-11-11,92.97000122070312,95.4000015258789,92.80000305175781,95.4000015258789,8555500
2025-11-12,95.0,96.29000091552734,94.81999969482422,95.80999755859375,6322000
2025-11-13,95.0,96.70999908447266,94.63999938964844,96.13999938964844,5284400
2025-11-14,95.80999755859375,96.56999969482422,95.13999938964844,95.87000274658203,6324500
2025-11-17,95.81999969482422,97.25,95.80000305175781,96.27999877929688,11087600
2025-11-18,99.97000122070312,102.4800033569336,99.41000366210938,100.80000305175781,21965400
2025-11-19,100.98999786376953,102.58999633789062,99.97000122070312,100.33999633789062,12429800
2025-11-20,100.37000274658203,101.19000244140625,99.08000183105469,99.3499984741211,6726200
2025-11-21,99.6500015258789,102.02999877929688,99.26000213623047,101.19999694824219,11381000
2025-11-24,101.52999877929688,103.69999694824219,100.97000122070312,103.19999694824219,13926400
2025-11-25,103.80000305175781,105.5999984741211,103.80000305175781,105.3499984741211,9482900
2025-11-26,105.05999755859375,106.33000183105469,104.69999694824219,105.0199966430664,5249600
2025-11-28,105.04000091552734,105.33000183105469,104.62000274658203,105.33000183105469,2618200
2025-12-01,105.0,105.7300033569336,103.30999755859375,103.33999633789062,6666300
2025-12-02,103.41999816894531,103.47000122070312,102.5,102.56500244140625,789461
