Ticker,AMGN,AMGN,AMGN,AMGN,AMGN
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,307.1830989752558,311.1078149222913,304.4006375392731,309.65313720703125,2292900
2025-03-18,310.0338893351244,311.74241468626326,307.71029009048465,311.0980529785156,2549300
2025-03-19,309.98505184705635,311.3616385525469,305.97244297457314,308.2667541503906,1834300
2025-03-20,306.7340052084785,308.50110627636207,304.8399803410808,307.5736389160156,2049700
2025-03-21,304.4299085691274,308.9892134147592,303.78554691884267,308.5498962402344,9995000
2025-03-24,307.5345310303133,310.053372174968,306.0017327250188,306.9292297363281,2439400
2025-03-25,306.5387145652051,306.77301705383303,296.31685137841066,299.5874328613281,2565300
2025-03-26,299.17743154180386,301.7646210772276,297.1369677272878,298.4647216796875,2375200
2025-03-27,298.96263189552934,300.2806430514733,297.07837976441266,298.5232849121094,1736900
2025-03-28,300.15373156085434,300.866441422573,297.4884213271781,299.67535400390625,1768400
2025-03-31,300.2903776173888,307.5345376128798,298.3084895667673,304.1662902832031,3336200
2025-04-01,303.21928948253606,305.2109501441144,297.771547719012,299.64605712890625,3042300
2025-04-02,298.1718206798956,299.48983178951056,292.98766947048273,298.4549560546875,1912500
2025-04-03,303.8050578197457,307.4368953817535,299.4312524422322,302.506591796875,3280300
2025-04-04,304.7130355261691,304.7130355261691,286.75889067085393,287.41302490234375,5253100
2025-04-07,280.87180149320614,289.9025781686706,275.0237729424112,282.82440185546875,4923000
2025-04-08,282.39481821319833,287.0420164585111,270.933063993454,273.6178894042969,4097200
2025-04-09,262.53689174473203,284.59150980396475,261.06266890075966,284.19122314453125,6055700
2025-04-10,281.1549302937388,281.6821109272766,263.2788767800477,274.7406311035156,4679100
2025-04-11,275.8047962473134,281.0768111724695,270.53278132215723,279.20233154296875,3467100
2025-04-14,279.9735924610311,288.184280566818,278.45056656068454,286.95416259765625,2492700
2025-04-15,287.3349249209554,289.15085888359596,285.2163700579139,288.30145263671875,2593600
2025-04-16,287.7547061720914,287.764478708095,274.36963901632214,275.9414978027344,2656300
2025-04-17,270.47418669496955,272.0753033579259,262.1365755402208,270.71826171875,4371800
2025-04-21,270.71827616315585,271.65551596207206,263.9524934992882,267.1938171386719,1803600
2025-04-22,269.1659787555107,272.124167188397,267.9846340541506,271.8019714355469,2081000
2025-04-23,273.27618513876905,276.8787351625171,269.8689070674471,271.3138122558594,2679500
2025-04-24,271.87026792832074,275.570453348803,267.9162647626146,273.2077941894531,2260500
2025-04-25,272.84661656694254,275.5021542879329,269.88842816918236,274.18414306640625,1994600
2025-04-28,273.9791083788457,277.3668709985939,273.36403453405364,276.38079833984375,2082400
2025-04-29,274.457485595696,283.02939947714935,272.4463097274366,281.7211608886719,2147700
2025-04-30,282.580333526317,285.07965966586966,279.30972188293066,284.0252685546875,2612300
2025-05-01,280.2371912445204,281.05727975963515,275.3849785176882,277.054443359375,2942700
2025-05-02,284.59147856156966,284.69885727107663,268.6777988821991,274.55511474609375,4537000
2025-05-05,274.89683012754114,275.28734421410473,269.5466947792436,273.422607421875,2781400
2025-05-06,270.5229990264174,271.0306643672757,262.43923515433937,264.0306091308594,3253400
2025-05-07,265.5829113583935,270.1227008020902,264.03059779606184,269.3026123046875,2363400
2025-05-08,263.0640606947,268.2677268577251,259.7153288756462,265.6024169921875,3618000
2025-05-09,264.24540165376413,266.99857522197635,259.3639009133805,259.55914306640625,3328900
2025-05-12,260.1547232559054,269.5467266933289,256.7571877324757,268.2482604980469,4216800
2025-05-13,267.3402440765474,267.4281373048082,262.16586544873024,264.0403747558594,2660700
2025-05-14,263.4448219160986,263.9329719781565,255.2341342969666,256.0639953613281,3933000
2025-05-15,259.01240462199485,265.2509765625,257.88966546581565,265.2509765625,3995100
2025-05-16,266.5806361243507,268.4323057127495,263.6948040812663,268.30426025390625,2589300
2025-05-19,268.4716793136779,271.8401465286242,267.9004342600934,271.6924133300781,2189400
2025-05-20,271.7515110504911,272.726580234449,270.14607346560945,270.8650817871094,2188300
2025-05-21,270.0475890269325,271.4363413051559,266.4329196012546,267.2503967285156,2559700
2025-05-22,267.2503835937055,268.33381050122966,265.04415429665266,267.80194091796875,1919800
2025-05-23,265.4184158700839,268.41257543443976,265.0736850486773,267.5655517578125,2532000
2025-05-27,269.57482281843977,275.41543901716756,269.00354770973416,275.2381591796875,2917100
2025-05-28,274.81463011045497,277.0996705368148,272.45080866074017,274.2039794921875,3863800
2025-05-29,275.0116436375589,279.5423192114434,274.20399532783057,279.26654052734375,2801900
2025-05-30,278.35052152765826,284.4570878938755,276.80420722326056,283.8365783691406,5439200
2025-06-02,281.33488947823975,285.087463302249,280.47797674456245,284.1222229003906,2394000
2025-06-03,281.216680828103,287.3626530601162,278.77407819860025,285.2056579589844,2320400
2025-06-04,285.81629888540704,288.79077104261575,282.56604805175266,282.6842346191406,2338300
2025-06-05,282.0144438078435,286.96863084595003,280.69464378808766,282.7728576660156,2522400
2025-06-06,285.432151905957,289.145350086976,284.65408034694707,285.95416259765625,1996100
2025-06-09,286.09204114309654,287.2641078831951,283.2062092787875,285.60943603515625,1967100
2025-06-10,285.62915010680064,291.18415903998374,285.4223236211328,289.0074462890625,2441500
2025-06-11,288.7907585569882,290.2287752183606,286.76180908422447,287.411865234375,1828300
2025-06-12,289.77566994426746,292.9569983310482,288.2687312468699,292.80926513671875,2159700
2025-06-13,290.28787214035935,294.9761094960451,289.63781598205566,290.7704772949219,2191200
2025-06-16,291.84404275430256,294.26695746290625,288.05206355975463,291.1053466796875,2047600
2025-06-17,289.972677267776,291.34171165781527,285.2647222861912,285.6783752441406,2515100
2025-06-18,286.40726023150995,287.470969389872,282.28040894933764,285.2647399902344,2026800
2025-06-20,287.7664605784939,290.1105642437403,284.1911667119042,284.96923828125,6801300
2025-06-23,285.7079489948616,286.27922416306404,263.7932973146362,268.3338317871094,5764900
2025-06-24,269.013406301302,275.7897161750161,264.95550749631764,273.30767822265625,3686900
2025-06-25,271.6431623100961,276.31174201809296,269.01342107322125,276.1246032714844,2740300
2025-06-26,275.7798596875794,281.8568791067618,273.56377152937563,274.90325927734375,2998200
2025-06-27,274.3714238469822,277.07997608067996,271.54468505230597,272.953125,2894500
2025-06-30,274.647179848271,275.8192465773047,272.41137404295614,275.0017395019531,2963500
2025-07-01,275.789722654241,289.5491692017484,274.77524792916154,286.14129638671875,3502700
2025-07-02,286.64362671209295,293.4199369195566,285.13668790577657,292.37591552734375,2287000
2025-07-03,292.5236329098692,294.48363012473294,291.0560997234732,293.74493408203125,1518500
2025-07-07,293.3903557670821,293.5085423171857,286.98832380378775,288.53466796875,2144500
2025-07-08,287.5595749911824,294.17829245769167,286.8602845163056,292.52362060546875,1534100
2025-07-09,294.01090018381143,297.11341772352824,287.37246427308537,292.0508728027344,2098000
2025-07-10,291.72584242491325,297.8225494776394,290.7212266315883,295.84283447265625,1925800
2025-07-11,293.7351108945694,295.3897828482424,289.56885431279534,290.8197021484375,1619800
2025-07-14,289.43092664659173,292.6615193306781,288.4263109108249,292.55316162109375,1202300
2025-07-15,292.71077449691074,293.04564643261693,287.5399021476238,288.101318359375,1592700
2025-07-16,288.1013222335923,294.8283677931069,287.92401233544183,294.51318359375,1881000
2025-07-17,293.1047351390829,295.4291809697925,291.8144817966671,293.7547912597656,1725600
2025-07-18,296.39440281108557,296.46335499119135,289.32262634107127,290.3174133300781,1967700
2025-07-21,290.30752997297185,292.612257901721,289.17486877679755,291.41064453125,2025100
2025-07-22,291.9917749708593,302.1759278782183,291.4008121016405,301.0826721191406,2520800
2025-07-23,303.17069610566256,304.82536799094487,301.37811986779764,304.5594482421875,1782700
2025-07-24,304.5693406317553,306.58843130285857,302.7176709127771,303.8995666503906,1531200
2025-07-25,303.92908461674693,304.3723142625468,299.8613570163299,301.959228515625,1451300
2025-07-28,301.2107159693419,301.387995811873,295.576926087155,296.7489929199219,1948000
2025-07-29,296.58154475912534,299.4870946781173,293.2918885109711,298.9847717285156,1406500
2025-07-30,299.74313737313145,300.96446858266694,295.1435402557546,296.8277587890625,1550400
2025-07-31,293.9419388984719,298.39380300385216,289.2044372334679,290.65228271484375,2252700
2025-08-01,292.58273638556705,294.0207229826754,288.1801066153228,292.40545654296875,2410900
2025-08-04,292.8191098966667,297.77329699996625,291.83418180410126,297.3891906738281,2316200
2025-08-05,296.19741720683686,297.54676379837264,292.54331257498706,295.55718994140625,2664100
2025-08-06,291.0561027243303,294.0404335653095,277.40498408449497,280.3794860839844,4576000
2025-08-07,283.01911121516247,284.8904686972414,277.444414253619,280.4090576171875,2588800
2025-08-08,279.21725416203753,284.1418946040368,279.21725416203753,283.8858337402344,1803300
2025-08-11,285.3730615649453,287.3429177890316,280.42873326323206,280.79315185546875,1856800
2025-08-12,281.17727849206176,281.94552119049825,278.340680818567,280.684814453125,2200300
2025-08-13,281.01969697937,285.2154703099945,280.39918745771456,284.96923828125,1784900
2025-08-14,284.52604265337,287.1459550828594,283.07819710174743,285.914794921875,1932300
2025-08-15,287.6285345262781,292.5137691920673,286.20037684420106,292.0016174316406,2168300
2025-08-18,292.4546625002858,293.646447016367,287.8944410717414,288.2096252441406,1743800
2025-08-19,288.00283088123564,292.5137883782122,287.70733441506974,291.0954895019531,1858500
2025-08-20,291.78493595992785,296.9262616034506,291.34170631263737,291.98193359375,1723700
2025-08-21,291.44021194729015,295.37992425494565,290.05145975192727,291.3023376464844,1843700
2025-08-22,293.3973773299472,295.7804051545285,291.27254822482644,291.6399230957031,1644000
2025-08-25,290.5377587977252,292.51368647681227,285.5235343734896,286.4270935058594,1734300
2025-08-26,285.7320260150284,287.83703780552685,284.5008172878043,287.5292053222656,1750400
2025-08-27,286.7944674650661,288.1944856568867,284.6199743481379,285.9306335449219,1400800
2025-08-28,285.1958941820146,285.1958941820146,282.852591566205,283.58734130859375,1886700
2025-08-29,283.7759776482698,286.2582728701807,283.1405258282174,285.6724548339844,1302700
2025-09-02,285.45403236358703,286.6951800646377,282.69372108850854,284.8880920410156,1948200
2025-09-03,282.0681650061258,284.8979876964701,278.3943861585095,281.8398132324219,2604100
2025-09-04,282.74336546855335,282.74336546855335,276.77591804140127,278.1163635253906,2622000
2025-09-05,277.81848479731843,283.26962601731736,277.02416240205304,281.6313171386719,2299400
2025-09-08,279.0596446086738,280.42987655630714,275.35607916047525,278.20574951171875,2452900
2025-09-09,277.52063192979944,280.08234750727905,276.80572962654446,277.9873046875,1733000
2025-09-10,278.01706643805056,278.32486862320485,273.21134649722467,276.5376281738281,2150700
2025-09-11,276.547545557844,280.89653179815906,276.03123904082435,280.7277526855469,2233100
2025-09-12,279.0497108013982,280.9362491276794,274.11490664130605,274.4326477050781,2143700
2025-09-15,274.1149126672991,275.2766098989114,269.6864760349448,272.45672607421875,2563100
2025-09-16,273.93618482313735,275.6241273855798,269.80564195626096,271.14605712890625,2157400
2025-09-17,272.1985860718232,275.8326397005131,271.0666448781824,272.7645263671875,1748800
2025-09-18,272.7546149113205,274.5418553754609,272.02977378788114,273.8765869140625,3322500
2025-09-19,276.66671868372765,284.1235131378966,275.40569328212297,283.3887634277344,8735100
2025-09-22,282.11782684389476,285.1660927074759,279.7149516901529,283.9745788574219,3050500
2025-09-23,281.9490164533729,285.22566437891004,281.9490164533729,284.7788391113281,2342000
2025-09-24,283.4483533557482,284.66965362265313,276.03125335743084,277.24261474609375,2374200
2025-09-25,277.02414825254846,279.0596182248613,268.7233675306116,269.259521484375,2802700
2025-09-26,272.39716813637443,273.54895685404006,267.85952481022065,271.04681396484375,1812200
2025-09-29,271.1659512190999,272.5758780149324,268.75316740124117,272.02978515625,1769100
2025-09-30,272.19858988861665,282.8029482129441,272.07941426014963,280.2015075683594,3508700
2025-10-01,282.4355895182732,299.52370297801764,280.9958460310995,296.3860778808594,4835400
2025-10-02,296.197412918591,298.3719061060093,293.367590111537,295.2938537597656,2123200
2025-10-03,295.6115860935182,299.4045406124323,293.5363908434837,295.7803955078125,2518500
2025-10-06,295.5122923518112,295.5122923518112,290.95480171962976,292.0370788574219,1957300
2025-10-07,291.19307802191,293.75482366887326,288.1547510835716,293.447021484375,1504300
2025-10-08,293.6952663798034,295.5222321290964,290.2200528748374,292.5335388183594,2940600
2025-10-09,292.04701760977287,294.5293129618412,291.6200700815668,293.3377990722656,1369000
2025-10-10,294.06264313683647,294.9860497446043,287.5292247366511,288.0753479003906,2660500
2025-10-13,289.68386342840785,294.0328496710417,287.3902249801349,290.3292541503906,1838400
2025-10-14,289.6838782186126,294.7676144380033,288.90940325240007,291.7690124511719,1975900
2025-10-15,290.7462850578481,296.0980978553697,290.359032454491,295.21441650390625,2502100
2025-10-16,295.9591231456791,300.12936123570734,292.35482537759424,293.7151184082031,1715000
2025-10-17,293.14915300805205,297.24990992907243,291.06404907661494,296.6938781738281,1959400
2025-10-20,297.35914354645877,301.5095342119564,295.64138420911195,301.1818542480469,1613400
2025-10-21,300.4570372637383,301.698184947163,295.91939406078797,299.00738525390625,1533400
2025-10-22,299.15630383739045,300.6754673234306,293.5065974053133,293.8839111328125,1698500
2025-10-23,293.9136955120287,294.3604904746877,289.84272525510977,290.8157958984375,1496800
2025-10-24,290.8158195273826,291.8583714930837,288.60160108322526,289.6938171386719,1376300
2025-10-27,289.1476867655681,289.9321005906151,286.21859639595505,289.0980529785156,1794300
2025-10-28,286.88382892068984,290.55763813369714,286.2185907403368,290.0214538574219,2217200
2025-10-29,289.6937962579159,292.722184360162,287.3902189800052,289.7037048339844,2824300
2025-10-30,288.5221412898941,292.473966416182,286.95334395317184,289.9320983886719,2058200
2025-10-31,286.4171635832793,296.7633841299028,285.9604297146709,296.3165588378906,2687100
2025-11-03,296.31655010265655,298.86835696772056,290.051239129875,294.2016296386719,2753300
2025-11-04,296.59456071787497,296.9420881173273,292.39453649751755,294.59881591796875,3412500
2025-11-05,300.9832862007384,320.6927177050547,299.99036804234925,317.59478759765625,5486200
2025-11-06,316.84019397562446,319.0345346460044,310.3067754509231,313.35504150390625,3330300
2025-11-07,313.841555335624,319.1437649188022,311.77629891747426,317.9324035644531,2665200
2025-11-10,318.32956231457035,323.8700322130549,317.2770715084014,321.3678894042969,2518600
2025-11-11,321.1296029661328,336.1524291954104,321.1296029661328,336.05316162109375,3136500
2025-11-12,336.2418010154871,339.97515247856404,333.4417646920876,333.89849853515625,2941000
2025-11-13,335.5070217383161,343.3907939189313,332.7467106174944,333.6204833984375,3413500
2025-11-14,334.3552551269531,337.3935823053775,328.0105237725226,334.3552551269531,3310300
2025-11-17,335.24888538177686,341.62340268252086,334.44459383491346,339.2900390625,2996600
2025-11-18,341.29575593703066,343.0432712214017,336.8971056409519,341.55389404296875,2966600
2025-11-19,341.0375883536048,342.8447066068191,337.6120087143501,339.97515869140625,2129800
2025-11-20,342.08014243941926,342.6461130445458,332.62757277244026,333.69000244140625,3183700
2025-11-21,334.8699951171875,342.8399963378906,334.739990234375,337.5400085449219,4128600
2025-11-24,335.8399963378906,338.6600036621094,331.7099914550781,334.29998779296875,3551600
2025-11-25,335.4100036621094,341.7300109863281,335.4100036621094,341.1099853515625,2868600
2025-11-26,341.5299987792969,345.0299987792969,340.0,344.57000732421875,2333100
2025-11-28,344.0,345.6600036621094,342.260009765625,345.4599914550781,1268800
2025-12-01,343.07000732421875,343.9800109863281,336.25,337.489990234375,2383800
2025-12-02,338.07501220703125,342.2998962402344,336.3299865722656,341.0159912109375,514594
