Ticker,LIN,LIN,LIN,LIN,LIN
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-18,461.1635958964856,461.8492178764032,454.82412462273106,457.7851867675781,2023000
2025-03-19,456.0860296999261,458.6397212833742,452.01205256376505,456.8312683105469,4051400
2025-03-20,453.2143606452311,457.08962566482444,452.3399728174433,454.8439636230469,2298100
2025-03-21,450.8594312453259,455.7184017364149,446.5271251710298,455.4202880859375,4969900
2025-03-24,454.21795096566734,458.9676037359296,452.13127683296017,456.1754455566406,2049500
2025-03-25,456.02639887675497,456.07606931971935,452.09154762553385,454.5458679199219,2002500
2025-03-26,454.545896737202,460.16002172070927,454.07887931315304,458.5006103515625,1597900
2025-03-27,459.05703741130117,463.68745694564757,456.51329204913,461.7796630859375,1493300
2025-03-28,463.56821976061525,463.63778264133714,455.87736707525306,456.1953125,1334700
2025-03-31,455.956858864829,465.06865646055167,455.49978766559195,462.68389892578125,2373300
2025-04-01,459.06698193243585,464.54201126906725,457.8547259187084,464.1246643066406,1544600
2025-04-02,459.961270438503,467.32423164679363,459.4644446915779,466.7578430175781,1527700
2025-04-03,463.59803159986666,469.0134442897589,462.03799150017124,464.25384521484375,2445200
2025-04-04,461.4119890905575,467.0161980222664,434.3449323385969,435.1795959472656,4430700
2025-04-07,426.3659077687205,438.75674287491904,415.17738245659723,423.1564025878906,4159300
2025-04-08,428.0253319094731,430.3107182409685,406.0556813700422,410.7059631347656,3780800
2025-04-09,411.530683100962,445.48373574782556,410.34823546412247,443.13873291015625,4103300
2025-04-10,437.574305631682,441.70789950514376,424.388561160485,429.1382141113281,4239000
2025-04-11,434.54367681508774,446.7755242291263,429.9629276785244,439.0250244140625,3343000
2025-04-14,440.2770265080842,445.2850384110236,438.94553717622324,443.1983642578125,1897800
2025-04-15,446.51714624765344,451.6245292448047,445.096231955015,448.10699462890625,2321000
2025-04-16,447.64995629803553,451.94250782137965,442.42333959548046,445.14593505859375,1828900
2025-04-17,448.4945404746122,452.2704344866974,446.83515939919937,449.2497253417969,1730200
2025-04-21,447.67975755690946,449.59749768385365,437.47493719322296,441.0322265625,1303400
2025-04-22,445.44402275427416,452.3697746630212,444.5099879533248,451.723876953125,1458600
2025-04-23,451.5053218164142,454.9035929814429,442.67174538340004,445.3645324707031,1973400
2025-04-24,444.2416892115643,448.26599588968105,439.2635159295727,446.6761474609375,2114500
2025-04-25,445.0763809094346,446.49729523740405,440.2869735342128,445.5533142089844,1866600
2025-04-28,445.80175121639957,448.0275512555547,441.3502117857653,445.1558837890625,1644900
2025-04-29,445.99053850432585,449.4782649955008,443.9336726083079,447.719482421875,1214000
2025-04-30,446.5171809950004,452.37971892848856,442.09544990248315,450.3526916503906,2670400
2025-05-01,434.662908184381,447.7492812653017,430.4001348214868,445.2055358886719,2540400
2025-05-02,450.8197031879486,454.237866815621,449.2397705986672,452.061767578125,1548600
2025-05-05,450.1241120368577,452.59829447224064,447.282283412552,449.6173400878906,1462100
2025-05-06,449.9849962378352,450.6507560742321,443.40702826923774,444.2118835449219,1441300
2025-05-07,445.12605494115616,451.3363766944014,442.0755376182413,446.8053283691406,1573900
2025-05-08,447.0736234231651,455.09239850867,446.6761688778814,450.3526916503906,1626400
2025-05-09,452.1412345709662,452.1412345709662,447.69961121451865,449.7862854003906,1058900
2025-05-12,453.5720991677815,455.0923847422859,449.49812197322507,451.5351257324219,1944900
2025-05-13,451.4158588728079,453.06532398176273,447.2325945989657,447.8089294433594,1666300
2025-05-14,444.3907434253594,445.8216039216386,436.7793697732683,443.13873291015625,1941300
2025-05-15,443.1387702121144,452.11144223741104,443.1387702121144,451.3363952636719,2279500
2025-05-16,452.8666116965203,455.4500813052354,449.09071784930217,454.86383056640625,1850500
2025-05-19,454.86381694963546,458.71918945795994,452.40949663575896,457.4075622558594,1640500
2025-05-20,458.43102664113167,458.7788107196383,454.95324650373783,456.9306335449219,1329700
2025-05-21,453.8205018593499,456.17545099801595,450.90911032183607,452.6082458496094,1867600
2025-05-22,453.1845533903465,456.1953161600287,450.7501254600751,456.0860290527344,1654400
2025-05-23,450.69051470611447,457.5467039392193,450.69051470611447,455.9866638183594,1627000
2025-05-27,460.318989708957,465.15806751618123,459.5737511064358,464.9792175292969,3330800
2025-05-28,463.1508820962618,464.0849169240752,459.16636023599784,459.5737609863281,2692900
2025-05-29,461.00460932649145,462.008176685955,458.2124511356865,461.1337585449219,1306800
2025-05-30,463.5880819452527,466.12191139213354,457.69573599638795,464.6115417480469,4344700
2025-06-02,462.21686344525983,463.3893648914923,458.3912992557303,461.62066650390625,1865400
2025-06-03,459.3750107695723,469.28171718370885,459.0669812383713,468.82464599609375,2606600
2025-06-04,469.642059321515,473.9682569574677,467.4789452932638,472.263671875,2092600
2025-06-05,472.4929613458728,473.37016833549075,467.8377957889209,468.7648620605469,1679000
2025-06-06,471.8948398596075,473.7190384922357,469.7516817722365,471.20703125,1352700
2025-06-09,470.6687927246094,474.42679540836417,466.6117256106607,470.6687927246094,1616000
2025-06-10,470.8880695560928,474.48657710411567,470.24011186856626,474.0479736328125,1859600
2025-06-11,472.24375019499297,473.0312469716473,465.90398590241864,467.0503234863281,2734200
2025-06-12,466.9306893332166,470.6488104671283,464.9768991778738,469.0339660644531,1572800
2025-06-13,469.1436617673767,471.3865081172884,463.65117052701703,464.49847412109375,1415800
2025-06-16,465.3258093983466,468.06706597497947,463.40195299276894,465.1164855957031,1586500
2025-06-17,463.5913560481255,464.08976633985276,458.73684467399,459.4346008300781,1272700
2025-06-18,459.4345946678719,460.95972892327933,456.81295170126157,457.2416076660156,1223200
2025-06-20,461.0195393120593,461.7671547454416,453.9321596054591,454.4106140136719,4365000
2025-06-23,455.85602435491506,458.5972809941063,451.5099011579161,458.28826904296875,1611000
2025-06-24,459.4046808756543,462.4549493174708,457.4309956606843,461.6874084472656,1470600
2025-06-25,460.26198120717146,462.34533258634303,458.26834003048475,458.7368469238281,1608900
2025-06-26,459.35486528801096,464.9569920597304,457.05221219031915,462.9832763671875,1983000
2025-06-27,463.0630451295693,465.88403401260194,460.38159531037013,462.3154296875,2643200
2025-06-30,464.7177571404425,468.5455444395547,462.0761583205702,467.6882629394531,1856200
2025-07-01,468.2963294619211,476.3207226314069,467.4789293191362,475.23419189453125,1856300
2025-07-02,474.516502994926,477.1979528086292,472.9315619114536,475.65289306640625,1423100
2025-07-03,475.1046034963307,475.6927239676695,472.49293853458767,474.0679016113281,952700
2025-07-07,470.86811423373723,472.1939025891936,466.3026895395554,468.0969543457031,2099500
2025-07-08,466.890825461857,470.28998727071456,466.0435218895849,468.4558410644531,1627200
2025-07-09,470.9079964664308,474.94510749819574,466.0734107477718,469.7716064453125,1522500
2025-07-10,470.53918107832806,470.7186014764491,467.5586669469769,468.8445739746094,2238500
2025-07-11,467.5188342938805,468.12688025145263,463.00323824144675,467.3194580078125,1326400
2025-07-14,466.94065749376244,468.505673106988,464.8174247887768,467.28955078125,1133000
2025-07-15,466.6814928534622,467.76802360849126,458.6072402698026,459.0956726074219,1263700
2025-07-16,459.03587430266236,461.06939679126845,454.5501817199002,458.2085266113281,1438000
2025-07-17,457.39111965979095,460.6507119368829,455.6167802812883,459.8233642578125,1515000
2025-07-18,462.4151209753199,463.9900841322813,459.5641982514879,463.53155517578125,2267600
2025-07-21,463.531545174941,474.71587323987575,462.7440484031756,468.9342956542969,1797700
2025-07-22,468.9342850467669,474.86537950027616,467.4191287588973,470.51922607421875,1405300
2025-07-23,471.9646436087706,472.6923335872371,468.2066409546231,468.4956970214844,1193900
2025-07-24,465.156350488501,470.6587889072694,460.96969206037267,469.99090576171875,1383200
2025-07-25,470.9379236915962,472.15404603265563,467.08023286150836,471.3865051269531,1212100
2025-07-28,467.2596313885694,469.8513708947811,464.5283528244684,465.9737243652344,1283700
2025-07-29,468.40596736389557,470.1703591952579,465.7643990074069,470.0108642578125,1386100
2025-07-30,469.9011952898129,470.8382090286997,463.78073300829476,464.7476501464844,1301600
2025-07-31,456.95250677873963,466.11328996269185,456.95250677873963,458.796630859375,2228600
2025-08-01,456.87275757130607,461.0394906653909,447.8914249391101,457.9493408203125,2219300
2025-08-04,458.39790461900645,467.00047122872945,458.39790461900645,465.9139404296875,1684900
2025-08-05,466.4522079385905,469.5423577100647,464.4884702494756,468.3461608886719,1691000
2025-08-06,470.27004362009905,471.874940605159,466.4622120468308,469.9809875488281,1275900
2025-08-07,471.82506359313356,474.277264080355,466.0036351569949,467.9374694824219,1090400
2025-08-08,467.50885944479353,471.88491646235633,467.1998474937299,470.9179992675781,939300
2025-08-11,469.6021724701119,471.9247509926893,464.6479730640765,468.88446044921875,1069200
2025-08-12,469.00407176180306,472.9714285274664,468.44585468389204,471.72540283203125,1347700
2025-08-13,473.06113997511164,474.6361030732552,467.0104318811835,474.1177673339844,1797800
2025-08-14,474.1975107743287,477.0783368595631,471.1173388249281,476.1114196777344,1545400
2025-08-15,479.3510941156325,481.13541150411226,477.05838848750955,478.5536193847656,1951300
2025-08-18,478.9024953872375,479.5205192685012,475.6429031003064,476.9886169433594,1218100
2025-08-19,476.94873254736405,481.28490804917584,475.0348236951988,478.3941345214844,1512400
2025-08-20,481.25501094468467,484.83359313632957,478.972283324303,480.82635498046875,1160900
2025-08-21,479.86941873784014,481.37462754071925,478.5237048774327,479.1816101074219,1263500
2025-08-22,482.5209656806926,484.185669427985,478.1648646299959,480.1385803222656,1782500
2025-08-25,480.3877860450858,482.46115946103345,475.16442553354204,476.3307189941406,1151800
2025-08-26,474.77568213760964,480.55722932817355,473.4997530131828,480.3877868652344,1699500
2025-08-27,478.63338209391975,482.2817491338873,477.8558632441267,481.1752624511719,2259600
2025-08-28,481.0257349989716,481.47431642665083,477.60664772224715,480.6170349121094,2579200
2025-08-29,480.6469338148633,481.7833238633902,475.4834105774489,476.7693176269531,2058200
2025-09-02,475.6528723556541,475.6528723556541,470.9977070302292,472.63250732421875,1262500
2025-09-03,470.30990217903326,472.7222212997792,468.5056594136586,470.2799987792969,1617900
2025-09-04,470.760009765625,472.92999267578125,468.6099853515625,472.3900146484375,1660600
2025-09-05,471.1499938964844,475.04998779296875,466.5899963378906,469.5199890136719,1066200
2025-09-08,469.6600036621094,475.07000732421875,466.6000061035156,474.6300048828125,1677200
2025-09-09,473.1199951171875,474.5199890136719,470.3800048828125,473.44000244140625,2966100
2025-09-10,472.92999267578125,474.92999267578125,469.489990234375,472.70001220703125,1551500
2025-09-11,472.9100036621094,484.44000244140625,472.4800109863281,483.5899963378906,1907400
2025-09-12,479.1600036621094,483.9200134277344,479.1400146484375,482.0400085449219,2069700
2025-09-15,481.3800048828125,483.29998779296875,475.5199890136719,476.7300109863281,1130700
2025-09-16,476.44000244140625,478.44000244140625,470.8999938964844,471.4700012207031,1470500
2025-09-17,473.8999938964844,481.3800048828125,472.010009765625,479.8599853515625,1698800
2025-09-18,478.8900146484375,479.94000244140625,471.29998779296875,476.0,1650900
2025-09-19,477.510009765625,480.8800048828125,474.0,479.010009765625,3742100
2025-09-22,476.9800109863281,478.67999267578125,474.2900085449219,477.760009765625,1562700
2025-09-23,478.4200134277344,482.9700012207031,474.6499938964844,479.94000244140625,1462900
2025-09-24,479.6000061035156,481.739990234375,473.32000732421875,474.1300048828125,1579400
2025-09-25,474.1300048828125,476.3500061035156,469.9100036621094,473.7799987792969,1536700
2025-09-26,472.7300109863281,475.1600036621094,470.7200012207031,474.4100036621094,1476400
2025-09-29,474.739990234375,476.7099914550781,471.3999938964844,476.489990234375,1859600
2025-09-30,473.70001220703125,478.7799987792969,473.2300109863281,475.0,2171200
2025-10-01,472.7799987792969,475.0799865722656,460.79998779296875,466.80999755859375,2286100
2025-10-02,463.42999267578125,470.2900085449219,462.95001220703125,469.4800109863281,1677500
2025-10-03,467.0199890136719,469.42999267578125,463.0,466.7300109863281,1250700
2025-10-06,466.7300109863281,470.57000732421875,465.1000061035156,468.54998779296875,1539000
2025-10-07,468.1000061035156,470.57000732421875,465.8900146484375,470.3699951171875,1283300
2025-10-08,470.30999755859375,471.69000244140625,467.5299987792969,467.8299865722656,1208500
2025-10-09,467.8500061035156,470.0,457.510009765625,458.1600036621094,1499900
2025-10-10,458.07000732421875,463.0400085449219,452.9200134277344,453.82000732421875,2038900
2025-10-13,456.55999755859375,459.79998779296875,455.0,456.6400146484375,1287400
2025-10-14,453.25,462.07000732421875,453.07000732421875,459.25,1664800
2025-10-15,459.0299987792969,461.5299987792969,450.7900085449219,451.4200134277344,1838000
2025-10-16,452.0400085449219,452.4700012207031,440.95001220703125,444.239990234375,3033700
2025-10-17,444.20001220703125,451.3299865722656,442.8900146484375,450.8900146484375,2365300
2025-10-20,452.3599853515625,455.239990234375,449.7099914550781,451.55999755859375,1895900
2025-10-21,450.54998779296875,452.45001220703125,448.3800048828125,450.0799865722656,1766100
2025-10-22,450.3299865722656,455.0799865722656,447.75,449.9200134277344,1856800
2025-10-23,452.5799865722656,452.6700134277344,448.6600036621094,450.0799865722656,1527000
2025-10-24,449.5400085449219,450.3999938964844,445.5899963378906,446.0,1593300
2025-10-27,447.6499938964844,450.1499938964844,444.260009765625,444.82000732421875,2337600
2025-10-28,445.4700012207031,447.2200012207031,441.989990234375,442.7200012207031,2110300
2025-10-29,438.7900085449219,439.44000244140625,431.2200012207031,432.010009765625,4087200
2025-10-30,432.45001220703125,435.19000244140625,428.6099853515625,429.9100036621094,3635300
2025-10-31,425.0,426.4100036621094,414.4700012207031,418.29998779296875,4072800
2025-11-03,422.25,422.25,409.0,412.17999267578125,4908100
2025-11-04,416.1700134277344,421.32000732421875,414.0,417.94000244140625,3483500
2025-11-05,416.2900085449219,419.7900085449219,415.0,418.2300109863281,3076400
2025-11-06,416.3500061035156,419.489990234375,413.5899963378906,415.32000732421875,3443900
2025-11-07,417.0,422.82000732421875,414.0,420.510009765625,2563300
2025-11-10,420.5199890136719,422.1700134277344,415.9200134277344,420.6700134277344,2624200
2025-11-11,425.739990234375,428.3999938964844,421.94000244140625,426.6499938964844,2477700
2025-11-12,428.0,431.55999755859375,424.8999938964844,428.9599914550781,2592700
2025-11-13,427.20001220703125,429.0,420.9200134277344,428.6400146484375,2873300
2025-11-14,428.6400146484375,430.1000061035156,423.07000732421875,423.3900146484375,2469700
2025-11-17,421.6099853515625,423.3800048828125,417.55999755859375,417.8500061035156,2249300
2025-11-18,418.7300109863281,419.3800048828125,413.6499938964844,414.7200012207031,2586700
2025-11-19,414.7300109863281,416.07000732421875,410.7300109863281,413.20001220703125,2635300
2025-11-20,414.6000061035156,415.95001220703125,408.2099914550781,408.510009765625,2723600
2025-11-21,407.3800048828125,416.4200134277344,406.4200134277344,412.739990234375,3100100
2025-11-24,410.239990234375,412.4599914550781,406.7099914550781,407.6700134277344,4038300
2025-11-25,411.6700134277344,412.8699951171875,406.0899963378906,407.8500061035156,3580000
2025-11-26,407.5,410.489990234375,407.0299987792969,407.8999938964844,2591500
2025-11-28,407.82000732421875,411.5799865722656,406.4700012207031,410.32000732421875,1160800
2025-12-01,410.0199890136719,411.57000732421875,406.7200012207031,407.1400146484375,2074800
2025-12-02,408.0,408.8500061035156,404.2699890136719,406.6600036621094,284492
