Ticker,HON,HON,HON,HON,HON
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,193.28757579776808,195.76348252644124,192.62917956264528,195.12364196777344,4684421
2025-03-18,195.1143724310961,196.13440923560978,193.64922456297174,194.49307250976562,4043471
2025-03-19,195.00309994991096,196.70007369544894,193.16703368736592,193.48231506347656,6799206
2025-03-20,192.4993684203168,196.2827748376929,192.23044622093718,195.55947875976562,3801457
2025-03-21,193.92741813848886,196.07876568848368,193.60285893705876,194.84544372558594,6944351
2025-03-24,196.25496224902741,197.21936205288566,195.19782909644906,196.44969177246094,4507340
2025-03-25,195.7449362646774,197.52536551631692,194.9845438232124,196.7000732421875,4042728
2025-03-26,197.2657095774478,201.3736750805401,197.1544355706251,197.6273651123047,5570993
2025-03-27,197.60881018995636,199.56542819299744,196.83915496470752,198.6010284423828,3802942
2025-03-28,198.6937676564702,199.27797122446188,194.70635386530782,195.04945373535156,3451857
2025-03-31,195.50383811633927,196.9967894110305,194.51161985749798,196.35694885253906,4210366
2025-04-01,195.76349182983483,198.10029114688132,194.43743647102593,197.93338012695312,2720192
2025-04-02,197.04316482802446,200.67820084965524,196.89479447890858,200.28872680664062,3632758
2025-04-03,198.06320102302814,200.5669262615145,191.33095837866443,191.655517578125,6907853
2025-04-04,188.47487025621035,189.75455147814608,176.84646524169602,177.10610961914062,8960463
2025-04-07,176.93917213886968,181.9651783624799,170.0585740625016,173.83270263671875,9922684
2025-04-08,174.55598744346463,177.2729977355509,167.68465263644916,169.5670928955078,7376072
2025-04-09,167.37867769042032,185.25713420726194,166.32154445889608,184.62655639648438,9698919
2025-04-10,182.66994510148407,185.04384083542288,175.0752982902296,179.33163452148438,6176399
2025-04-11,178.76596598362966,184.91398981681573,177.67173658171856,184.11651611328125,5414177
2025-04-14,184.55237392829636,186.72226233317616,183.79198144950433,185.69296264648438,4766118
2025-04-15,186.2307830872389,187.6495567839841,183.9681614383182,184.35763549804688,3203690
2025-04-16,183.14285065309554,184.15362461881296,178.51559625618313,179.22962951660156,4380763
2025-04-17,181.05641071247098,183.91251361535134,180.80604419695246,182.3082733154297,3411752
2025-04-21,180.80604248865978,181.5664198661669,178.15394696104272,180.1105499267578,5250359
2025-04-22,181.62207905119263,185.1365632755295,181.20478650011566,183.94961547851562,4611849
2025-04-23,185.1180071138146,186.6480697886334,182.51228566772124,182.96665954589844,4411320
2025-04-24,182.9852170679993,186.94481237553185,181.97444310452798,186.14732360839844,3437322
2025-04-25,184.7192710236512,185.9989521688309,183.4117713758669,184.6821746826172,3860979
2025-04-28,185.062376645784,187.0560911075939,183.59724377525941,186.07315063476562,6037727
2025-04-29,192.36953496950116,196.98752639716795,191.8224277557327,196.11585998535156,9278021
2025-04-30,195.77275594775352,196.27350402352653,190.83022006113092,195.1978302001953,5338952
2025-05-01,195.10508327065003,196.15293851754026,194.5208797250257,195.42037963867188,3810688
2025-05-02,196.75571702648466,199.31507947241482,196.60734666601348,198.56396484375,4645589
2025-05-05,197.5809872651082,199.87144225130015,197.02460222864406,198.6752166748047,6668491
2025-05-06,197.2657090285464,197.78499773406284,194.26123578927792,194.66925048828125,5442081
2025-05-07,198.35066722631947,201.0120256839365,197.63663397293104,199.00904846191406,4598374
2025-05-08,200.0198263939151,200.91003350606053,198.23939715694047,198.9441375732422,4139598
2025-05-09,198.9441327677898,199.25942914564496,197.2100777530037,197.54391479492188,2540034
2025-05-12,202.15261805787512,203.50649190778924,200.78948138206007,203.3952178955078,4278483
2025-05-13,203.78466459320873,204.35032747161648,202.20824281423145,202.3566131591797,4093550
2025-05-14,200.64111257149045,202.338086309887,200.13110167371622,201.39222717285156,3432335
2025-05-15,201.8744168460887,206.77059309549264,201.8744168460887,206.13075256347656,4385007
2025-05-16,207.19329421970767,207.8364040368568,205.62746818203607,207.73388671875,3072656
2025-05-19,206.550178452704,209.8030133283288,205.62746225876114,209.6538848876953,3623527
2025-05-20,208.08804808916105,209.95213086619324,208.08804808916105,209.76571655273438,3536950
2025-05-21,209.1785358222779,209.67251717293806,206.4569682275344,206.79251098632812,3831695
2025-05-22,206.34512407217133,209.73776206882422,206.15872484263224,208.4329071044922,3093346
2025-05-23,205.81386934456864,207.8457312225017,205.81386934456864,206.941650390625,2691969
2025-05-27,209.16923361662083,211.35020881878637,207.22125368969023,211.0706024169922,3279339
2025-05-28,211.07059311669136,212.40340872216694,208.94552419913023,209.3463134765625,2740245
2025-05-29,210.21310410403387,210.55795700717798,208.06939983384154,209.8868865966797,7151246
2025-05-30,211.2476762498637,211.5925291503094,208.56337953948554,211.2663116455078,8805876
2025-06-02,209.70980207165965,210.58592221240426,207.87367987321275,210.19447326660156,2685815
2025-06-03,209.70978945997643,211.77893697805612,209.70047930713412,211.35951232910156,2980455
2025-06-04,212.02127729030863,213.22361498556367,210.81893959505362,211.99331665039062,1944495
2025-06-05,212.01195381210988,212.43136338452115,210.75369491609763,211.2663116455078,3447826
2025-06-06,213.20496477706354,214.8080765629028,212.64573692816347,213.23292541503906,2350858
2025-06-09,213.14905159871958,213.1583617521391,211.13582523044062,211.69505310058594,2717327
2025-06-10,211.68574928307285,212.14244476415575,210.39020442696983,210.88418579101562,2827671
2025-06-11,210.56728247521085,211.38748132107463,206.58745604212947,210.4740753173828,2645816
2025-06-12,209.73776936922906,211.3036104703198,208.56339231575853,210.68846130371094,1696327
2025-06-13,209.6166032306195,210.7630196533169,208.32107345367274,209.04806518554688,2649317
2025-06-16,210.24107533100963,211.0146781807876,208.3397065572722,208.8616485595703,2587779
2025-06-17,208.4049349464982,208.89891626602702,206.4289945789942,206.7179412841797,3294829
2025-06-18,207.06280722405225,208.39562283761217,205.87910495952323,206.79251098632812,3817796
2025-06-20,208.20922354523003,208.21853369867316,205.2359951099206,206.72726440429688,6233481
2025-06-23,208.14397805423437,209.70980403085298,206.67134414884632,209.4674835205078,2737062
2025-06-24,210.25970654045554,210.74437773964453,208.45154496514982,209.3369903564453,3802412
2025-06-25,209.41153298066283,209.41153298066283,206.12142756809044,206.7179412841797,3187032
2025-06-26,207.67795127843064,211.09854985656108,207.03484150512926,210.9960174560547,2790324
2025-06-27,210.80028961649023,213.4006893065482,210.44611147576825,213.2981719970703,5299165
2025-06-30,213.29817971511648,217.688105663157,212.80418327721105,217.05430603027344,4308721
2025-07-01,217.70674086693873,222.64656943712023,217.34323747092725,222.54405212402344,4160605
2025-07-02,221.9754991023327,224.17512469669725,220.81977257188075,223.00074768066406,4353601
2025-07-03,223.58793225451853,224.90211244233913,223.12191155342143,224.0632781982422,2019295
2025-07-07,223.56929642956058,224.52929846840254,221.77044505884234,223.08462524414062,2875947
2025-07-08,223.0193724074104,225.22832313888742,222.7863620639093,223.50404357910156,2936636
2025-07-09,224.34288392656117,225.29357581122608,220.63335372450464,222.4974365234375,2309797
2025-07-10,221.6586147362646,223.11259819397696,220.43764164151116,220.67996215820312,2402210
2025-07-11,218.44305033590376,220.00887624346194,218.09819743726896,219.89703369140625,2564649
2025-07-14,220.42831028379248,222.5533641314539,218.68538014212035,221.88229370117188,3088783
2025-07-15,221.07142581322864,221.46288986163347,219.2073429128803,219.3098602294922,2498973
2025-07-16,219.45898051254431,220.89432851747412,217.1754730087646,220.78248596191406,2997007
2025-07-17,220.53082118146565,222.46947574116012,220.12072175881448,222.1712188720703,2659503
2025-07-18,223.4294794801717,223.4294794801717,219.253928549279,220.46559143066406,3834242
2025-07-21,220.46558878993136,222.15258250736574,219.19800464652283,219.23529052734375,3070534
2025-07-22,219.16071261555703,220.95956392497436,218.40576031410694,220.5028533935547,3617055
2025-07-23,221.4535550072131,224.16579732023266,221.10870209991808,223.01007080078125,4062675
2025-07-24,210.75369858370996,214.9199242784994,208.59134380762853,209.2251434326172,11877152
2025-07-25,210.94010422138402,211.20107521981905,207.18397783887798,209.00144958496094,6333215
2025-07-28,209.83097408787432,212.27293532908058,209.4488352877931,209.7843780517578,5117309
2025-07-29,210.352915053024,210.64184669006383,206.2053246409775,206.6527099609375,3994135
2025-07-30,207.27716504376124,209.14126296088386,206.18668503959555,207.06280517578125,5035612
2025-07-31,206.50356651934203,208.52610292108207,206.2612309357946,207.23988342285156,3241143
2025-08-01,206.3264955042532,206.5781412626843,202.40259014924553,202.9152069091797,4208987
2025-08-04,203.48374585538585,205.8045391567189,202.99908976905778,205.785888671875,3662890
2025-08-05,205.06822460665134,206.3264835044074,204.59287866787056,206.0375518798828,2631068
2025-08-06,206.58745600541198,206.820466355246,204.11753422566005,204.3319091796875,2963267
2025-08-07,205.31055850185516,205.52491836315144,200.95790350609266,201.8619842529297,3079553
2025-08-08,202.0390711109982,202.90588105731211,201.32140468473594,201.61033630371094,3246130
2025-08-11,201.61035168125858,201.87132268247635,199.64373638436874,201.7408447265625,2558389
2025-08-12,201.91791871162582,202.51441734578657,200.9019803331184,202.2627716064453,4615244
2025-08-13,202.59830022975922,204.9936501990233,202.44917179815715,204.8072509765625,3849414
2025-08-14,204.20144185609044,204.20144185609044,202.51443295326882,203.37191772460938,3153716
2025-08-15,204.2619674229588,204.2619674229588,202.16331601151646,203.09083557128906,2908201
2025-08-18,203.0533696983043,203.69045353062148,202.2944721367043,202.7441864013672,4364105
2025-08-19,202.6130297838637,204.40249789238604,201.8728797945305,203.06272888183594,2521679
2025-08-20,203.36253257606847,205.66730105901917,202.57554400918534,203.3063201904297,4309252
2025-08-21,202.82850675815175,204.02774480775446,201.4325405199506,203.6998291015625,2851331
2025-08-22,205.70478166007055,209.00264068858087,204.88031311095796,208.76841735839844,3483051
2025-08-25,207.7472142630283,208.38429810781776,206.58547134983098,206.6885223388672,2394783
2025-08-26,206.32314374831023,208.74969575441193,205.9671218411398,208.51547241210938,4304477
2025-08-27,207.63479509851544,208.66538085643538,206.76348789006812,207.28814697265625,2240514
2025-08-28,207.7097364827743,207.8971212240232,205.9109097057246,207.3818359375,2758918
2025-08-29,207.11948576324568,207.61605379764848,205.348765227348,205.6485595703125,2112557
2025-09-02,203.33443638051608,204.35564832708377,201.8072977703845,203.86846923828125,3450372
2025-09-03,203.47496851931544,203.52182228854699,199.14652357983104,200.4956512451172,3736418
2025-09-04,200.24267423229628,202.02278371420806,198.71553565988793,201.5824432373047,4939486
2025-09-05,201.41379610619384,202.6411403688482,199.9054050691568,200.72987365722656,4355299
2025-09-08,201.26390465669527,201.6199113910366,199.12777324300356,201.1983184814453,4842192
2025-09-09,201.39505770596605,201.72297340754534,198.56563012038853,200.68301391601562,3124751
2025-09-10,200.467547476543,200.81419560052325,198.0409802727991,198.34078979492188,4546597
2025-09-11,198.54690093953377,202.51933906764555,198.12529286380553,201.7229766845703,5920911
2025-09-12,200.54248826662158,201.03904114174298,197.62874202359538,198.11593627929688,3362309
2025-09-15,198.39699778759902,199.49316969259368,197.394518252184,198.37826538085938,4022994
2025-09-16,198.32204488504118,199.85854204515894,197.31019160365187,197.6381072998047,3543528
2025-09-17,198.3126782146598,200.1677325184833,196.98228297633253,198.32205200195312,5742450
2025-09-18,197.76926724404822,199.9335048017559,196.79490909685666,196.93544006347656,4725270
2025-09-19,197.77863729539297,197.77863729539297,194.3308583611131,196.15780639648438,11677472
2025-09-22,195.57694913912295,197.25399254514332,194.24655385865037,195.81117248535156,5098529
2025-09-23,196.22340684331087,197.70370688593883,195.63316158377827,196.1016082763672,6615653
2025-09-24,196.0922328894877,197.0103938599324,195.08039471564206,195.43641662597656,6534487
2025-09-25,195.71747880515315,196.16719308736512,194.21844636572092,194.59320068359375,4322514
2025-09-26,195.2677523675226,195.8579975862015,194.26528804240297,195.05227661132812,3768248
2025-09-29,196.64501443776018,196.8979701906613,191.47333808920132,196.07350158691406,5981918
2025-09-30,195.76432831983647,197.7880197938931,195.2958664727514,197.2165069580078,4437420
2025-10-01,197.21651179281588,199.36200188291775,196.7386913146337,196.9167022705078,4124319
2025-10-02,197.21650022854692,199.57748111835483,196.83237214460294,197.69432067871094,4570364
2025-10-03,197.66621738292014,198.649949322799,195.26775647788094,195.85800170898438,4590417
2025-10-06,196.748065870266,197.21651256272324,194.6868943562778,195.81117248535156,5471895
2025-10-07,195.46451898309462,196.4482509430185,194.69626278829162,195.7924346923828,4109677
2025-10-08,195.66126154390534,196.63563488046555,194.78058057646564,196.60752868652344,2985760
2025-10-09,196.73868901132835,196.7480627987723,190.63950831701032,191.34217834472656,3983949
2025-10-10,192.03547533797504,192.5132958124367,188.05367849863697,188.231689453125,5870195
2025-10-13,189.63702208137948,190.4146368773958,187.95060497358142,190.10546875,3950634
2025-10-14,188.7094906695133,195.55821020718062,188.64391966239225,195.44577026367188,4297262
2025-10-15,195.60504881658758,196.19529405628788,189.3465896862495,189.72134399414062,4700548
2025-10-16,190.8456282040441,191.94178496896564,189.47775294287516,190.3490753173828,3294299
2025-10-17,190.31159177857418,192.06357994654567,189.2716322547345,190.15231323242188,4109677
2025-10-20,191.44522879797995,193.178484561741,191.42649639108544,193.02859497070312,4147661
2025-10-21,193.13164075827416,197.31956977356978,192.88804363550287,195.8861083984375,4031800
2025-10-22,196.56066659842787,196.92606227215003,193.00047806606077,193.5719757080078,4532910
2025-10-23,201.43254366476205,208.44052666279086,200.72987364106928,206.74473571777344,10045972
2025-10-24,206.98833374520953,206.98833374520953,201.19832119720374,202.50059509277344,8531289
2025-10-27,205.14264551843883,205.37686885191457,201.15145989433145,201.4981231689453,5723140
2025-10-28,201.2545303088831,201.88224036183988,199.71801792814358,200.87977600097656,4500232
2025-10-29,199.9147613663383,200.9266146828302,197.21650607961402,199.4556884765625,4441983
2025-10-30,200.59851955080217,203.99815562207084,198.6104272166375,198.9185791015625,6511200
2025-10-31,197.6163815431077,200.668095396343,197.46726551690847,200.13131713867188,4067800
2025-11-03,200.13131595391746,200.25059663981807,195.926504928573,196.59251403808594,4963400
2025-11-04,196.48316606966705,196.83107312214705,193.5208976154123,195.29031372070312,5727000
2025-11-05,194.95232971307234,198.5408369880859,194.14715474345542,195.87680053710938,4206400
2025-11-06,194.82311682336902,196.07560955321213,194.05769701560547,194.74359130859375,3031300
2025-11-07,194.88275798437985,195.2704353905712,192.54674337787998,192.91455078125,3706900
2025-11-10,193.8290620172005,195.31018105616488,192.4672084931814,194.9026336669922,3820700
2025-11-11,195.31018753358987,200.31023856290952,194.61435824711276,199.216796875,4196500
2025-11-12,199.7833865043898,201.07564950402838,198.39172799274223,200.38975524902344,4606900
2025-11-13,200.07166634121896,201.83111704849674,198.34202063609467,198.67999267578125,4162200
2025-11-14,198.4600067138672,199.55999755859375,195.6699981689453,199.0399932861328,3725400
2025-11-17,197.88999938964844,199.35000610351562,194.97000122070312,196.0800018310547,2837500
2025-11-18,191.8300018310547,193.83999633789062,190.57000732421875,191.4499969482422,6072500
2025-11-19,190.67999267578125,191.35000610351562,189.00999450683594,190.57000732421875,3394100
2025-11-20,192.42999267578125,193.25,186.75999450683594,188.13999938964844,3673200
2025-11-21,188.27000427246094,191.0800018310547,187.83999633789062,190.02000427246094,4711500
2025-11-24,190.0500030517578,190.19000244140625,187.0399932861328,188.66000366210938,5304200
2025-11-25,189.82000732421875,191.6300048828125,189.22999572753906,191.02000427246094,3663400
2025-11-26,192.2899932861328,192.2899932861328,189.9499969482422,189.99000549316406,3120900
2025-11-28,190.0,192.39999389648438,189.60000610351562,192.19000244140625,1644100
2025-12-01,190.27999877929688,192.16000366210938,189.97999572753906,190.22000122070312,3220200
2025-12-02,190.8000030517578,191.14999389648438,189.52999877929688,190.1699981689453,333891
