Ticker,COP,COP,COP,COP,COP
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,96.7098846537832,97.94737814357308,96.48576779616073,96.81707000732422,8031100
2025-03-18,97.88891461825898,98.34688704293718,96.20319487302359,97.95712280273438,7861500
2025-03-19,97.92789665133358,100.03261919252313,97.70377978598779,98.73665618896484,8784600
2025-03-20,98.56125834142532,100.0033763745018,98.25918715052497,99.69156646728516,11577800
2025-03-21,99.78901104417326,100.32493036175806,98.74638855734958,99.3115463256836,55090400
2025-03-24,99.41873731978508,100.2957050386842,98.97051102659994,99.57464599609375,6768300
2025-03-25,99.9546613153108,100.70495135525823,98.82434574598936,99.92543029785156,6556500
2025-03-26,100.99727969285465,102.18605733587488,99.98389559444617,100.55879211425781,7168400
2025-03-27,100.26647667908857,101.18241415721711,99.61362580653837,100.18852233886719,4712000
2025-03-28,99.81824633337153,100.61725970295896,99.00948681311718,99.75003814697266,3745400
2025-03-31,99.60387936294875,102.76095579129212,99.39925479606988,102.33221435546875,7905800
2025-04-01,102.22503025063389,103.00455130102722,101.35780128038266,102.69274139404297,6809500
2025-04-02,101.72808606510232,103.48201409735022,101.57217738625273,103.38457489013672,6527500
2025-04-03,97.76224462273397,98.84383686055037,92.6855856405273,92.812255859375,13870900
2025-04-04,89.74286713365682,90.2787938612873,83.36050688768596,84.0815658569336,15158400
2025-04-07,81.85992076131163,87.13145790326888,79.62852820421568,83.47743225097656,12870200
2025-04-08,84.91956434819866,86.0206414887013,79.19004691536827,80.54447937011719,11509800
2025-04-09,79.03414325998645,90.10340609953664,77.83561951703696,89.16797637939453,17841900
2025-04-10,86.23500692086563,86.38116943637192,78.73207708897512,81.1583480834961,15621900
2025-04-11,81.16810219552467,84.75392008156335,80.34959648888162,84.17901611328125,9233400
2025-04-14,86.33244101207052,86.35193331118977,83.39947446187102,84.23746490478516,6537200
2025-04-15,84.38363659506568,85.4652288557422,83.28255946728329,83.52616119384766,5739600
2025-04-16,84.16926514037071,86.09859406868314,83.80873934609644,84.1497802734375,6093300
2025-04-17,85.56266656118532,88.16433860527509,85.44574249232821,86.70272827148438,7804400
2025-04-21,85.02675488587224,85.61139758518533,84.12055609998961,85.30933380126953,6213500
2025-04-22,86.61503184506978,88.15459658634266,85.57241672213384,87.4627685546875,5556800
2025-04-23,88.45666239564117,89.32388399292118,86.80017354185884,87.62841796875,7699600
2025-04-24,88.42743124610946,89.85006450959804,87.83304240829186,89.4505615234375,6520300
2025-04-25,88.32998925750329,89.65518327052553,88.29101208839853,89.37260437011719,4736600
2025-04-28,89.27516505070587,90.95113871526635,89.27516505070587,90.5516357421875,4667600
2025-04-29,88.67102802108629,90.23982372695936,88.07663921654384,89.52850341796875,4828800
2025-04-30,88.40793748153304,88.42742234767044,85.81601167133253,86.83914184570312,8415300
2025-05-01,86.16680207458926,89.04129944293257,85.99140853601726,88.32998657226562,8027600
2025-05-02,89.41158232181901,90.07417933412968,87.40429898309661,89.07054138183594,6895400
2025-05-05,87.51149027757765,87.51149027757765,85.30933581049486,85.3677978515625,9275000
2025-05-06,86.25450496647179,87.27763529721325,85.33856743533912,85.38728332519531,8902400
2025-05-07,85.94269017393879,86.05962168444182,84.65647329494566,85.4652328491211,9200900
2025-05-08,87.07300221861847,89.8987837491929,86.42015137201398,86.54682159423828,15884200
2025-05-09,88.56384708847888,88.73924063683975,86.04013665642897,86.32270812988281,7569300
2025-05-12,90.99985426816713,91.80861373022854,89.73312240146528,89.90851593017578,8799600
2025-05-13,90.35675445407367,92.64660916567419,89.92801304225353,91.75989532470703,8293600
2025-05-14,90.62958521348304,91.41885240059442,90.00596541035945,90.20084381103516,7605200
2025-05-15,88.58333428089178,90.69779545617742,88.40794074264804,90.58086395263672,6696200
2025-05-16,91.17525351021258,91.22397682895975,89.16797767129225,90.0644302368164,6696200
2025-05-19,90.16270801301579,90.31011448472508,88.44298333701822,88.84589385986328,7190100
2025-05-20,88.60021389749213,88.86553953364604,87.67647372457819,88.13834381103516,5313200
2025-05-21,88.0105908035348,88.0105908035348,85.5341906313028,85.64228820800781,8639100
2025-05-22,84.8855980225427,85.07231336610997,83.39189776621576,84.63992309570312,6587200
2025-05-23,83.56878769076113,84.23702382106568,83.30345455955268,83.71619415283203,6789600
2025-05-27,84.16823765576439,84.30581502517087,83.09709099692326,84.0699691772461,7227100
2025-05-28,85.02317737382428,85.11162424820874,82.8219320770409,83.11674499511719,6793000
2025-05-29,83.33294712621301,84.12893157542884,82.88089861459916,84.11910247802734,6999800
2025-05-30,83.48033932263594,84.56131502690117,83.07743633074034,83.87342071533203,20170600
2025-06-02,85.5440192909564,86.04519078322063,84.37460414753113,85.2197265625,8634400
2025-06-03,85.1607625998075,87.06719498671062,83.90290064169103,86.3891372680664,5642900
2025-06-04,86.42844277570278,87.33253227262367,84.31564424360319,84.46304321289062,7268000
2025-06-05,85.33764121828588,85.33764121828588,83.75550154570598,83.87342071533203,5110200
2025-06-06,85.24920473928674,86.27121339608024,85.22955404281566,85.71107482910156,6042100
2025-06-09,86.28103801765675,87.27355933215563,85.51452594176712,86.51688385009766,6212600
2025-06-10,87.78456894419864,90.10374091376347,87.53889401096002,89.6025619506836,9687600
2025-06-11,90.23149402595098,92.19689359741356,89.56325787175753,91.73502349853516,8738500
2025-06-12,91.09626383501616,93.12063041845046,90.53612527735713,93.05184173583984,7862300
2025-06-13,94.86000867944266,96.55025350268764,93.80852021345714,95.2825698852539,16849700
2025-06-16,94.45710224419292,95.24325754221431,92.38360518122728,93.35647583007812,10330400
2025-06-17,94.2703852799431,95.07619875763099,93.18941707778673,93.84782409667969,9468100
2025-06-18,93.8674757166478,94.4865813502017,91.69571019439044,92.17723846435547,9116000
2025-06-20,92.71771992215679,93.53336251411416,92.069141985743,93.05184173583984,16026400
2025-06-23,94.5848478151655,94.64380739904988,89.57308075508945,90.1233901977539,9749700
2025-06-24,88.67882202316727,90.06443224883431,87.4995853396496,87.8435287475586,11016200
2025-06-25,87.7649159080171,88.46263185972374,87.26374441289259,87.46028137207031,8380800
2025-06-26,87.73543395291172,89.33723937063404,87.66664526915338,89.31758117675781,6545000
2025-06-27,89.32741290686857,89.37654339819895,88.24644463134257,88.61003875732422,7555700
2025-06-30,87.9614603585181,88.62969651604232,87.5585498456059,88.1874771118164,6518900
2025-07-01,88.30540407899207,90.7326737694918,87.65681861626875,90.39855194091797,11895200
2025-07-02,91.50900422106666,92.84547649257208,90.31993841283396,92.80616760253906,9436000
2025-07-03,92.32463654105955,93.13045001894751,91.9315626473807,92.05931091308594,4331500
2025-07-07,91.73502312479104,92.09862474309583,89.66152598555345,90.94886779785156,6287100
2025-07-08,90.94886732309605,95.24326054849007,90.9193800319785,94.1328125,12934700
2025-07-09,93.57267278065868,94.13281134655973,92.76685927361848,92.89460754394531,5351500
2025-07-10,92.47204463815532,93.88713467216199,91.58761336690115,93.72007751464844,4065100
2025-07-11,93.06166460425618,94.52589264999855,93.02236321143198,93.95592498779297,4903400
2025-07-14,93.31716621216799,94.00506052714682,92.18706001409161,92.54083251953125,5504200
2025-07-15,92.6391051246034,92.92408896099293,90.87025001593632,90.94886779785156,4152400
2025-07-16,90.81128827671077,91.39107753543966,89.52394649491221,89.9268569946289,3773700
2025-07-17,89.52394529714341,91.36159651991565,89.19965258181819,91.20436096191406,4899400
2025-07-18,91.75468519919598,92.12810843297864,89.34706613370467,90.05461120605469,7968000
2025-07-21,90.15287782277612,90.55578834073718,89.32741358705762,89.4256820678711,4436500
2025-07-22,89.67135551393586,91.6858930751285,89.57308703477133,91.37142944335938,5545500
2025-07-23,91.92174039680837,93.63163595335068,91.53848807374553,93.39579010009766,6921500
2025-07-24,92.76686430003993,94.13281644699308,92.6685958177406,93.96575927734375,5047900
2025-07-25,94.04435968583333,94.34900169558608,93.10096885953013,93.30733489990234,4501800
2025-07-28,94.0345448301091,95.6363427806666,94.0345448301091,95.3415298461914,4632400
2025-07-29,95.62651026905947,96.37336417829925,94.97793233273858,96.29474639892578,5157700
2025-07-30,95.70512648996494,95.76408607483289,94.21142619321296,94.9975814819336,6607600
2025-07-31,93.61197962336726,95.27273709090743,93.45474406572339,93.69058990478516,5648100
2025-08-01,93.2975211483896,93.8380015384246,90.78180456924028,91.15523529052734,6349200
2025-08-04,90.6540492693735,92.246025516584,90.50664281173115,91.24366760253906,9384500
2025-08-05,91.5384854765239,91.8922579950681,90.36907034592478,91.58761596679688,7716200
2025-08-06,92.9535674839153,94.04436482651093,90.97834634778094,91.49917602539062,7078500
2025-08-07,90.44769160304047,93.494059520991,89.6025691648639,90.99800109863281,10307300
2025-08-08,91.94138843671847,93.2876898258777,90.11356625767482,92.28533935546875,8765300
2025-08-11,92.97322087566103,93.84782302447377,91.26332546642537,91.91190338134766,6491400
2025-08-12,92.75703055014192,95.10568239709546,91.91190814942847,92.95356750488281,7524800
2025-08-13,92.76685345031174,94.22124481201172,92.62927609170238,94.22124481201172,7263300
2025-08-14,93.94609364245744,94.12297989554972,92.65875938225498,93.99523162841797,10057700
2025-08-15,93.7986900480854,94.76173912154889,93.09115251150085,93.68077087402344,6564700
2025-08-18,93.59159626767591,93.73030859544103,92.4818900863001,93.13582611083984,4849500
2025-08-19,92.68005447073183,93.69067392245418,92.33327365686901,92.89803314208984,5412100
2025-08-20,93.13582187691308,94.32478679206545,93.08627852242566,94.01763916015625,6133300
2025-08-21,93.88884045231113,94.4932331147213,92.94756959743641,93.90865325927734,5342100
2025-08-22,94.3545206458543,96.50456926305104,94.30497728963121,95.89026641845703,6338400
2025-08-25,95.9001765176195,97.31703032885453,95.31559666356905,97.27739715576172,6850800
2025-08-26,96.69282009174928,97.09905445823125,95.49394491830418,96.15779113769531,7052100
2025-08-27,96.20732116376134,97.7232540808891,95.88035316536977,96.99996948242188,5759500
2025-08-28,97.16841042999125,97.7529902997464,95.93981226812718,97.54491424560547,4241000
2025-08-29,97.38638606657008,98.40691570167415,97.15849721209554,98.06013488769531,4594300
2025-09-02,98.18893776182048,98.73388444445804,96.89098346586266,98.07994842529297,5192300
2025-09-03,96.73244562589491,97.37647142767408,93.47269100514742,93.77984619140625,9793500
2025-09-04,93.68077149582739,95.28587342601476,93.11601200941797,94.8895492553711,5612700
2025-09-05,93.26462638173545,93.99782873862677,91.2830131000385,92.09547424316406,8510300
2025-09-08,92.17474266949532,92.37290853769146,89.67791320426339,90.55973052978516,9750600
2025-09-09,91.46135524864647,92.79895021221591,90.60926096397822,91.01549530029297,5838300
2025-09-10,91.01549746137643,93.46279104224723,90.84706214882172,93.452880859375,4353800
2025-09-11,91.97658146326249,93.29435609805051,91.82795895661077,93.2646255493164,4721000
2025-09-12,93.88884259637739,94.19599024652442,91.57035104713191,91.58026123046875,5170400
2025-09-15,91.84777190015704,92.1945602692798,90.84706264300276,91.4811782836914,4932100
2025-09-16,92.22428350883118,94.22570958782046,91.79823635290832,93.67086029052734,7860400
2025-09-17,93.15563969437763,94.32479186618124,92.28373254697941,92.95748138427734,7072700
2025-09-18,92.73949742433501,93.53214573808971,92.0558460019575,92.62060546875,4416600
2025-09-19,92.92775466042913,92.96738783270797,90.53000443196946,91.07494354248047,15284100
2025-09-22,90.65881001846195,91.97658469961817,90.2426730325984,91.16412353515625,5798800
2025-09-23,91.74869041472016,94.65175407934576,91.74869041472016,92.6106948852539,8241900
2025-09-24,93.6213202331154,95.7614662710759,93.13582708088093,94.75083923339844,7935600
2025-09-25,94.32479120881922,96.17760238828981,94.32479120881922,95.91999053955078,8076300
2025-09-26,96.16768723419938,98.73388028722157,95.96952893572282,97.57463836669922,6812900
2025-09-29,96.30640616926881,96.49466185722903,93.7897638569056,94.96881866455078,8700500
2025-09-30,93.74021831551866,94.195988470103,92.68996567927014,93.72039794921875,7318300
2025-10-01,93.40333518383677,95.05798795667911,92.96738541859932,94.5823974609375,4794600
2025-10-02,94.12663202092438,95.25615100043508,92.27382085875969,92.52152252197266,5428600
2025-10-03,92.79895397742064,93.83929641887426,92.6206084789922,93.29435729980469,4321600
2025-10-06,93.9086506280851,94.54276626280497,93.4726932944947,94.03746032714844,3454100
2025-10-07,93.5816871511075,94.40405850312746,91.77841931035273,94.35452270507812,4071900
2025-10-08,94.31488654005527,94.33469934679567,92.43235241101682,92.88812255859375,5289400
2025-10-09,93.44297194228928,94.14644375065413,90.97586552150902,91.10466766357422,6940000
2025-10-10,90.08413397925251,90.1634003212285,86.83428955078125,86.83428955078125,7892400
2025-10-13,87.54767680010102,88.16197964865238,86.77484881727328,87.96381378173828,5887300
2025-10-14,86.10109965319302,88.07280277597187,85.95247714339956,87.35942077636719,6003900
2025-10-15,88.11243481839884,88.17188079785136,85.7939433494383,86.9333724975586,6036100
2025-10-16,86.81447948938299,87.61703043931126,84.81304586711725,86.11100769042969,7816600
2025-10-17,86.13081936477515,86.68566865034546,85.33817104888507,85.6849594116211,5774600
2025-10-20,85.90292968373956,86.44787634053355,85.40752638092849,86.2596206665039,4636400
2025-10-21,86.44788219194676,86.8739293635724,85.44716533594142,85.61560821533203,5895500
2025-10-22,86.46769490638019,86.95319561813858,85.7245899026637,86.60641479492188,8307800
2025-10-23,88.88526040388163,90.15349165987932,88.33041111919627,89.25186157226562,7866300
2025-10-24,89.65809427794544,89.76708361739023,87.12163159833247,87.22071075439453,7886600
2025-10-27,87.88454404197925,88.56820302774253,87.49813006548382,87.87464141845703,5716000
2025-10-28,87.48823138407487,87.54767736490516,85.89303205158589,85.99211120605469,5234800
2025-10-29,86.05155295126684,87.59721641006846,85.94256361893933,87.27024841308594,5476300
2025-10-30,87.1216281679592,88.42949263054497,86.48751252302397,87.32969665527344,6114200
2025-10-31,87.1018123100852,88.78618051558136,86.7253009621063,88.04307556152344,5635800
2025-11-03,87.88454707761127,88.01335678039538,86.58659278143506,87.75574493408203,5310100
2025-11-04,86.56677778394808,87.26033939963996,86.21008679323378,87.10181427001953,5740400
2025-11-05,86.80456882536193,87.89445459855476,86.75502547052173,86.89373779296875,6384600
2025-11-06,86.20017478313318,87.54767237298918,84.78332103317817,84.87249755859375,13101800
2025-11-07,85.30845370756678,86.57668504954769,84.80314018375233,86.03174591064453,7567400
2025-11-10,86.52714912465437,87.73593448298126,85.60569861045887,87.41887664794922,6071400
2025-11-11,88.3006884902272,90.54981618632073,87.98363067493528,89.85625457763672,6561600
2025-11-12,88.50875624425083,89.43020669349136,88.12234227127138,88.25114440917969,6941500
2025-11-13,88.71683043032549,89.82653662570242,87.82510291254536,88.59793090820312,8207700
2025-11-14,89.41039005531776,90.975866377868,87.85482391586729,90.5300064086914,7628400
2025-11-17,90.52999877929688,90.72000122070312,88.0999984741211,88.72000122070312,8610800
2025-11-18,88.4000015258789,90.3499984741211,88.0999984741211,89.68000030517578,6876800
2025-11-19,88.0,88.5,87.04000091552734,87.9800033569336,5092900
2025-11-20,88.48999786376953,90.58999633789062,87.44000244140625,87.47000122070312,4911200
2025-11-21,87.4000015258789,88.48999786376953,86.54000091552734,87.37000274658203,7046600
2025-11-24,87.0999984741211,88.12999725341797,86.31999969482422,87.55999755859375,7143900
2025-11-25,86.66000366210938,86.9800033569336,85.69999694824219,86.62000274658203,6926400
2025-11-26,86.44999694824219,87.63999938964844,86.4000015258789,87.08999633789062,5066000
2025-11-28,87.08999633789062,89.38999938964844,86.87999725341797,88.69000244140625,3304700
2025-12-01,89.12999725341797,91.18000030517578,88.77999877929688,90.26000213623047,8525400
2025-12-02,90.08000183105469,90.3949966430664,88.58000183105469,88.8499984741211,890564
