Ticker,MRK,MRK,MRK,MRK,MRK
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,91.81469195174704,93.4323575080751,91.25586284827486,92.9323501586914,12237900
2025-03-18,93.36372344170385,93.54019617214013,92.00095723007685,92.86371612548828,8670100
2025-03-19,93.3833351564249,93.55980790001009,91.80488658321222,92.17743682861328,11355900
2025-03-20,92.15783044607512,93.29510088021877,91.84410196077293,92.87352752685547,12970200
2025-03-21,92.72646345719689,92.82450220404453,91.24605369620352,91.28527069091797,68435800
2025-03-24,91.079387368958,91.28527098195754,89.7656442214048,90.50094604492188,16950100
2025-03-25,90.50094619359484,90.50094619359484,85.37344565791014,86.14796447753906,20640200
2025-03-26,86.51071226321787,87.5695487309427,85.5989376626566,86.38326263427734,13808800
2025-03-27,86.76561872518215,86.82444047990968,85.66756526437884,85.88325500488281,12931900
2025-03-28,86.4714947864786,88.37347797017712,85.95188267461307,87.48131561279297,12393500
2025-03-31,87.50091582906383,88.50092300453589,86.63816439375702,88.00092315673828,15003000
2025-04-01,87.99112213747745,87.99112213747745,84.91265896414976,85.41266632080078,13922100
2025-04-02,85.17736642237969,85.36364529075489,83.6479409174643,84.9028549194336,10590800
2025-04-03,86.99111372881833,87.15778035215794,84.5695184513319,84.69696807861328,12684100
2025-04-04,84.43226316610601,84.5793175522809,79.49103383394474,79.8733901977539,22965700
2025-04-07,79.42240655565361,81.57928900765818,77.74591922180075,79.58907318115234,26582000
2025-04-08,81.57928755770533,81.63810931157064,76.02040742111888,77.40277099609375,20571600
2025-04-09,75.25569711159164,80.38319793771299,74.51058912596632,80.30477142333984,22928300
2025-04-10,79.03024148261679,79.5302488226213,74.4713686293451,76.03021240234375,19466900
2025-04-11,76.34394808313422,77.88317976368604,74.85373204139928,77.6282730102539,16194400
2025-04-14,78.4517944995389,78.4517944995389,76.82433045190227,77.61845397949219,15796700
2025-04-15,77.9910226378124,78.3929837772491,76.19688424990859,76.85375213623047,16042500
2025-04-16,76.93218176676976,77.14787150344301,74.4419586358753,74.9615707397461,16551300
2025-04-17,75.38314999235968,77.20669929797833,75.37334387268623,76.47139739990234,21416500
2025-04-21,76.54982905724692,76.65767393072457,75.48118644184405,76.32433319091797,11010000
2025-04-22,76.50080543125722,77.49101404483753,76.13806129549816,77.4223861694336,12918200
2025-04-23,76.96159727589719,78.62827855616304,76.47139601936281,77.19689178466797,17935700
2025-04-24,76.74590413068543,78.40278669802511,74.53999857387912,78.27532958984375,18471500
2025-04-25,78.59886566110863,81.64791799691966,76.53021581321428,81.11849975585938,28378000
2025-04-28,81.3734058885461,82.04007987453892,80.78516589617062,81.55968475341797,14241000
2025-04-29,82.13812160107737,84.01069399714682,81.12830820628709,83.04989624023438,18802900
2025-04-30,83.59891657101623,84.14794704871093,82.14792508253399,83.53028869628906,13825100
2025-05-01,82.85381423587869,82.92244210908812,81.54007104602748,81.62831115722656,10036400
2025-05-02,82.54008188766882,83.0498878534055,81.32437750497618,81.54987335205078,11755600
2025-05-05,81.59890132249689,81.94204069292745,80.30477035410357,81.21653747558594,8688000
2025-05-06,80.85379336392897,80.86359948305115,76.75571071650202,77.49101257324219,16991100
2025-05-07,78.05965164033444,78.33416315022724,77.2165048714479,77.56945037841797,12216900
2025-05-08,76.96159069090086,77.25571441160666,75.42235917627792,76.12825012207031,15059100
2025-05-09,76.43217714237238,76.9125722676011,74.33411641437071,74.4811782836914,15614500
2025-05-12,74.43215036092792,79.67730184223292,74.34391773295944,78.85376739501953,21761100
2025-05-13,75.44196333895152,77.01061319717978,75.05960699297454,75.12823486328125,23353200
2025-05-14,75.94197016741468,75.94197016741468,71.88310476775294,72.03016662597656,23721800
2025-05-15,72.32428563605313,73.34390508432683,71.87330140544925,73.3341064453125,15274800
2025-05-16,73.52038184895811,74.67725710552249,72.91253708220772,74.56941223144531,15021800
2025-05-19,74.47136877674345,75.73608882756572,74.20666340790952,75.71648406982422,11682600
2025-05-20,76.03021123028769,77.62826449405668,75.90275412761541,76.44197845458984,13262400
2025-05-21,76.2458934763518,76.56942807251588,75.36353727572525,75.47138214111328,11879500
2025-05-22,75.21648337140105,76.82434292377175,75.17726637257766,76.31452941894531,11800000
2025-05-23,76.03021284159925,76.37335220245654,75.56942249421499,76.05962371826172,10902200
2025-05-27,76.49099319888023,76.66746593294079,75.54000913853503,76.06941986083984,11884500
2025-05-28,75.91256291942791,76.19688053094663,74.1086185001071,74.67725372314453,12293200
2025-05-29,74.20666327127454,75.4909880774735,74.20666327127454,74.90274810791016,10785200
2025-05-30,75.43216793435215,76.0400126745935,74.10861862474115,75.33412170410156,20641500
2025-06-02,75.51059046485766,75.51059046485766,73.92234334488033,74.75568389892578,11271800
2025-06-03,74.51058432617333,75.67726560589377,73.96156136154109,75.62824249267578,18139200
2025-06-04,75.9517741913348,77.58904438404238,75.81451845541181,76.73609161376953,13009300
2025-06-05,76.87336532536106,77.01062108002407,75.7360948097217,76.09884643554688,13983700
2025-06-06,76.76551829344199,77.93219217530891,76.67727817942125,77.4223861694336,9863100
2025-06-09,78.04984108413245,78.83416605056637,77.12826037055419,77.77532958984375,18305800
2025-06-10,77.78513373923174,80.27535708220547,77.77533509936818,79.75574493408203,13254100
2025-06-11,79.75573924823058,80.07927385772918,78.4125926546567,78.74592590332031,11803300
2025-06-12,78.6184765118514,80.50084746025384,78.50082552262226,80.2165298461914,13169200
2025-06-13,80.04985897354307,80.82437778181144,79.85377400189971,80.10868072509766,14550500
2025-06-16,80.08887914708009,80.55428310655269,78.93032517654314,80.16809844970703,12569400
2025-06-17,79.49474999383158,79.91064000312221,77.42519669419345,77.51431274414062,14040600
2025-06-18,77.28656584836854,79.52445447668414,76.34585363216168,78.51443481445312,23803400
2025-06-20,78.4748260853118,79.1382707513744,77.83118246766469,78.28668212890625,34052300
2025-06-23,78.46491634265931,79.4353338526335,78.21736170340516,79.37592315673828,18553800
2025-06-24,79.58386911393376,80.66320372790507,78.3163829995498,79.53435516357422,15906400
2025-06-25,78.86100357603274,79.33631179725013,78.38570290958323,78.89070892333984,12753200
2025-06-26,79.05904473088978,79.46503795921299,77.60342982081953,78.05892944335938,13760100
2025-06-27,78.2866766670819,78.7619848983467,77.37567740815642,78.32628631591797,60202500
2025-06-30,78.47482008373443,78.61345007634634,77.61332722555929,78.38570404052734,13895200
2025-07-01,78.1876593974472,82.2574584295075,77.8311800986705,81.00978088378906,21800800
2025-07-02,81.25733250780357,81.99999642681401,81.0889971659722,81.5841064453125,16052700
2025-07-03,81.74254639882831,81.79205279472386,79.9106359910246,80.13838958740234,7734500
2025-07-07,80.15819475293112,80.7424276707518,79.3660243849909,80.10868835449219,15777400
2025-07-08,80.14829475618694,81.57420438256784,79.5541575608626,80.57408905029297,12752900
2025-07-09,81.57420466766281,83.65366974902899,81.0889996742359,82.89119720458984,18394600
2025-07-10,82.82187793932128,84.16857575579543,82.35647401755578,83.19815826416016,14725600
2025-07-11,83.19816468585815,83.30708933786038,81.4553853633595,82.54462432861328,9717400
2025-07-14,82.61393504829793,83.4754279181896,82.29706541019434,82.8515853881836,10368700
2025-07-15,82.96051428638636,83.5348428957493,80.5047763539155,80.72261810302734,10827000
2025-07-16,80.66320502552962,81.83166325799141,80.66320502552962,81.62371826171875,11517800
2025-07-17,81.17812531374173,81.85147427356797,80.54437845028603,80.72261810302734,8984800
2025-07-18,80.90085760357512,81.1187069070456,79.07885898321909,79.1778793334961,11823600
2025-07-21,79.37592492933666,79.52445167239156,78.17775380039352,78.53423309326172,11620800
2025-07-22,79.0887588862884,80.97016810122551,79.0887588862884,80.81173706054688,10571000
2025-07-23,81.8118638004215,83.31699275473869,81.60391880010738,83.15856170654297,11542100
2025-07-24,83.37640089643217,83.68337379156866,82.70305196402208,83.28728485107422,8016700
2025-07-25,83.33680062612011,84.38642991985638,83.01992342297281,83.88141632080078,10058800
2025-07-28,83.64376331813534,84.13887260018443,83.04963369063006,83.2377700805664,12882000
2025-07-29,79.06895552224861,82.07922104223267,75.91016325265446,81.82176208496094,27826400
2025-07-30,82.09902799424832,82.76247264505919,80.7226171858049,80.95037078857422,13055200
2025-07-31,80.0096669213072,80.69291262676991,77.08851748122794,77.35588073730469,19813300
2025-08-01,77.25685294394158,79.0887634237455,76.77164793839313,78.51443481445312,11900300
2025-08-04,78.28667952576288,79.2075831192167,77.66284453204321,79.078857421875,13380700
2025-08-05,79.11846951835022,80.336434194427,78.79169555949312,79.99976348876953,9984300
2025-08-06,79.50464812199691,80.52457201762918,78.49462097241124,78.6629638671875,13028700
2025-08-07,78.87091134825873,80.02946527283748,77.88069276900819,79.58386993408203,10830100
2025-08-08,79.32641297366345,80.37604227641516,79.32641297366345,79.90074157714844,6882900
2025-08-11,80.16809597177276,80.84144491375196,78.85110343668916,79.2471923828125,8210700
2025-08-12,79.68289223422003,80.14829618663856,78.89071432949467,79.51455688476562,7852700
2025-08-13,79.96015057238908,82.02970378444452,79.4155273298649,81.9009780883789,11043800
2025-08-14,81.2078289142557,82.58423215392374,80.80183566490194,81.95049285888672,10217600
2025-08-15,82.90110176773545,83.91112140792492,82.54462247007604,83.38630676269531,10481400
2025-08-18,83.43581936642677,84.31711329507964,83.2575797204763,83.39620971679688,8273600
2025-08-19,83.55464280000164,84.96075895449596,83.55464280000164,84.0992660522461,14307700
2025-08-20,84.47554521725381,85.40635310631515,83.72298453076465,83.8319091796875,8904700
2025-08-21,84.04974743357161,86.4658831024407,83.77248744955739,85.2380142211914,13889000
2025-08-22,86.64412944873719,86.98080015402051,85.91136978359162,86.5154037475586,11977400
2025-08-25,86.35696467359804,86.53520432683145,84.11906848406053,84.47554779052734,9417700
2025-08-26,84.72310044357346,84.75280579261596,83.84180649972703,84.15867614746094,14062700
2025-08-27,84.23789158274528,84.64388481374559,83.05952909300753,83.24767303466797,10588100
2025-08-28,83.4259158826465,83.4259158826465,81.84156765576948,82.39608764648438,14485300
2025-08-29,82.60403028182729,83.41600919706497,82.46540028811121,83.29718780517578,10872900
2025-09-02,83.67347281582038,84.66369142902535,83.51503421141871,84.64389038085938,11642700
2025-09-03,84.53496039325326,84.97065141832046,83.24767325543183,83.35659790039062,12714400
2025-09-04,83.3764014991964,83.5843540494047,82.18814222389081,83.22787475585938,12554800
2025-09-05,82.97041702605729,84.43593631677189,82.43569807789872,83.88141632080078,13231100
2025-09-08,83.33680149786096,83.49523254632354,82.00990463749086,83.2674789428711,13111200
2025-09-09,83.35660011885442,83.97053835634635,83.30708616809429,83.78239440917969,9767500
2025-09-10,83.4457191994583,83.74278780528721,82.72286384258626,83.20806884765625,13073300
2025-09-11,83.51503357585679,84.7132047369128,83.17836287621807,84.3171157836914,9667200
2025-09-12,83.79230080655444,84.34682080605324,81.99010325341493,82.0,9939500
2025-09-15,82.11000061035156,82.75,80.91999816894531,81.0199966430664,10229800
2025-09-16,81.01000213623047,81.4800033569336,80.54000091552734,81.08999633789062,10065900
2025-09-17,80.9800033569336,82.25,80.80000305175781,81.13999938964844,12642100
2025-09-18,81.22000122070312,81.69000244140625,80.81999969482422,81.52999877929688,10458900
2025-09-19,81.80999755859375,82.4000015258789,81.0,81.51000213623047,25627800
2025-09-22,81.76000213623047,81.94000244140625,80.26000213623047,80.4000015258789,11986400
2025-09-23,80.08999633789062,81.11000061035156,79.66999816894531,79.95999908447266,13145300
2025-09-24,79.9000015258789,80.11000061035156,79.33000183105469,79.66999816894531,11804200
2025-09-25,79.77999877929688,79.87999725341797,77.58000183105469,77.5999984741211,14923800
2025-09-26,78.76000213623047,78.95999908447266,77.69000244140625,78.55999755859375,12205400
2025-09-29,78.5999984741211,78.80000305175781,78.02999877929688,78.58000183105469,12739000
2025-09-30,78.41999816894531,84.0,78.4000015258789,83.93000030517578,21636600
2025-10-01,85.19000244140625,90.75,85.19000244140625,90.12999725341797,33460900
2025-10-02,89.94999694824219,91.0,88.22000122070312,89.51000213623047,14575400
2025-10-03,89.62999725341797,90.69999694824219,88.0999984741211,89.19000244140625,12970600
2025-10-06,88.83000183105469,90.30999755859375,88.55000305175781,88.80000305175781,11648300
2025-10-07,88.66999816894531,88.94000244140625,87.13999938964844,87.61000061035156,9449100
2025-10-08,87.93000030517578,87.93000030517578,86.19999694824219,86.4000015258789,9696200
2025-10-09,86.95999908447266,87.80000305175781,86.63999938964844,87.5,10938200
2025-10-10,87.94000244140625,88.23999786376953,85.91999816894531,85.98999786376953,11230700
2025-10-13,85.66000366210938,86.45999908447266,85.23999786376953,85.69999694824219,6553900
2025-10-14,85.37999725341797,85.68000030517578,84.1500015258789,84.69999694824219,9675000
2025-10-15,84.19000244140625,84.69000244140625,83.61000061035156,84.11000061035156,9168700
2025-10-16,84.41000366210938,85.5,83.5999984741211,83.91999816894531,11709100
2025-10-17,83.27999877929688,84.88999938964844,83.16000366210938,84.79000091552734,10758900
2025-10-20,85.25,87.0,85.02999877929688,86.31999969482422,8611800
2025-10-21,86.95999908447266,87.66999816894531,86.2300033569336,87.62000274658203,9852400
2025-10-22,87.68000030517578,88.79000091552734,87.01000213623047,87.61000061035156,10926300
2025-10-23,87.55999755859375,88.11000061035156,86.91000366210938,87.18000030517578,7687500
2025-10-24,87.33000183105469,88.05999755859375,87.11000061035156,87.48999786376953,7902100
2025-10-27,87.51000213623047,88.30000305175781,87.02999877929688,88.0,7226600
2025-10-28,88.11000061035156,88.11000061035156,86.93000030517578,87.02999877929688,8345900
2025-10-29,86.94999694824219,87.83999633789062,86.06999969482422,86.58000183105469,10921900
2025-10-30,84.62000274658203,87.30000305175781,83.30000305175781,86.27999877929688,16678800
2025-10-31,85.41999816894531,86.45999908447266,84.55999755859375,85.9800033569336,12385000
2025-11-03,85.7699966430664,86.0999984741211,82.33999633789062,82.48999786376953,13875800
2025-11-04,82.69999694824219,84.95999908447266,82.01000213623047,83.86000061035156,12846100
2025-11-05,84.02999877929688,85.37999725341797,82.91000366210938,84.38999938964844,9440200
2025-11-06,84.4800033569336,86.16999816894531,84.3499984741211,85.77999877929688,10601400
2025-11-07,85.94999694824219,86.58999633789062,85.23999786376953,86.27999877929688,9214300
2025-11-10,86.69000244140625,87.37000274658203,85.80000305175781,86.75,8319600
2025-11-11,87.3499984741211,91.06999969482422,87.26000213623047,90.94999694824219,15436000
2025-11-12,91.41000366210938,92.91000366210938,91.16000366210938,91.44999694824219,13218900
2025-11-13,91.30999755859375,94.26000213623047,90.9000015258789,92.93000030517578,16086100
2025-11-14,92.19999694824219,95.08000183105469,91.48999786376953,92.91999816894531,19632000
2025-11-17,93.2300033569336,94.75,92.68000030517578,92.86000061035156,14345800
2025-11-18,94.11000061035156,97.66000366210938,92.11000061035156,96.43000030517578,28153500
2025-11-19,96.0,97.13999938964844,94.08999633789062,95.05000305175781,14641300
2025-11-20,94.97000122070312,96.0,93.9000015258789,94.97000122070312,12554200
2025-11-21,95.4800033569336,100.2699966430664,95.36000061035156,97.76000213623047,23183300
2025-11-24,99.12000274658203,102.36000061035156,99.12000274658203,100.4000015258789,28320900
2025-11-25,100.7300033569336,105.83999633789062,100.70999908447266,105.66000366210938,22225500
2025-11-26,104.5999984741211,105.75,104.19999694824219,104.62999725341797,12624000
2025-11-28,104.83999633789062,105.41000366210938,104.12000274658203,104.83000183105469,6154500
2025-12-01,104.72000122070312,105.68000030517578,101.70999908447266,101.83000183105469,14175200
2025-12-02,101.52999877929688,101.80000305175781,100.30999755859375,101.02999877929688,2383882
