Ticker,BAC,BAC,BAC,BAC,BAC
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,43.36501462211749,43.80711453001667,43.03098399700711,43.51238250732422,25610600
2025-01-03,43.96430648916506,44.0625492503876,43.37484242638761,44.02325439453125,23455700
2025-01-06,44.36710596538677,45.33972575110106,44.3081580624668,44.6028938293457,30518500
2025-01-07,45.467443473547746,45.830949943059615,44.84850731832283,45.270957946777344,41111200
2025-01-08,45.09411539880205,45.44779157542007,44.887799611123654,45.3986701965332,40246000
2025-01-10,45.19235883421636,45.24148021383977,43.95448282818942,44.31798553466797,40741300
2025-01-13,44.30815471453782,44.5439425606806,43.90535344432277,44.26885986328125,34353600
2025-01-14,44.79937921670817,45.113760535948714,44.43587651903397,44.976219177246094,36379000
2025-01-15,46.292693887749046,46.626724518952834,46.01761116124748,46.27304458618164,57154800
2025-01-16,46.17480498750408,46.675849094754085,45.01552234970223,45.82112503051758,56339300
2025-01-17,45.79164804551797,46.056907984847314,45.270954691123826,45.713050842285156,44486100
2025-01-21,45.8014721187066,46.322169235562654,45.72287866096972,45.84077072143555,52089100
2025-01-22,45.78182191450493,45.90954049699485,44.95657001207639,44.986045837402344,40296200
2025-01-23,45.241481296133465,46.066733235800605,45.241481296133465,45.57551193237305,35324100
2025-01-24,45.418322548035064,46.037262457197784,45.33972908608175,45.70323181152344,24655100
2025-01-27,45.732701842351794,46.31234312070787,45.56568840085786,46.263221740722656,44260000
2025-01-28,46.253400335003874,46.607076530014844,45.88989386735074,46.01761245727539,27156600
2025-01-29,45.92919158935547,46.55795425425886,45.82112230362749,45.92919158935547,23681500
2025-01-30,46.28287125070097,46.34181540786027,45.58533790769476,45.89971923828125,31199900
2025-01-31,45.88006959865167,46.00778818442436,45.34954970179995,45.487091064453125,30388900
2025-02-03,44.62253966786941,45.663930139787446,44.31798487013826,45.3986701965332,36497700
2025-02-04,45.5362126453291,46.302520415627235,45.457619186775055,45.889892578125,32894000
2025-02-05,46.15515265963633,46.30252054796283,45.82112202745453,46.28287124633789,27696600
2025-02-06,46.6070777154924,47.137597643084696,46.34181775169626,46.90181350708008,39793400
2025-02-07,47.000052924714716,47.127771508790744,46.548130239794624,46.567779541015625,26504700
2025-02-10,46.64637728950736,46.72497450162209,45.58534116000796,45.8505973815918,26725200
2025-02-11,45.73270652042556,46.10603579239956,45.467446544106245,45.9684944152832,20314900
2025-02-12,45.752350120872194,45.76217664528216,45.13341025327896,45.3986701965332,29777100
2025-02-13,45.703229974115395,45.75235135432654,45.162887296350625,45.51656723022461,26815400
2025-02-14,45.663926105327256,46.26321661887355,45.663926105327256,46.135498046875,25960500
2025-02-18,45.74252666735792,45.83094664713437,45.34954814663572,45.713050842285156,37824100
2025-02-19,45.07446412510566,45.2513040795361,44.62253771504965,45.202178955078125,38967800
2025-02-20,45.09411407375389,45.37901956201442,44.24921288993092,44.50464630126953,40001100
2025-02-21,44.45552779071998,44.710961218531246,43.75799444196506,44.02325439453125,43485900
2025-02-24,44.2393895714268,44.59306951100113,43.65974828106244,43.67939758300781,35512200
2025-02-25,43.74816696898086,44.05272551852329,42.588884422620694,43.16852569580078,38119000
2025-02-26,43.266772202614966,43.7678162703437,43.08993223807046,43.16852569580078,32251700
2025-02-27,43.315891540149,43.9937755404652,43.16852366073551,43.34536361694336,28477700
2025-02-28,43.541853292261926,45.388846326125346,43.423961236230056,45.29059982299805,62621100
2025-03-03,45.39867536798125,46.135507378381064,44.42605921297747,44.76008987426758,46946000
2025-03-04,43.944659160718366,44.052728451548695,41.29206326366234,41.92082595825195,78278100
2025-03-05,41.90117287000688,41.97976631883985,40.97767454910547,41.54749298095703,52588900
2025-03-06,40.85978568865433,41.15451770327518,40.240845834545915,40.7320671081543,58103500
2025-03-07,40.84082015663177,41.256048167132406,40.14876970109247,40.9297981262207,50651400
2025-03-10,39.941158058047456,40.15865684106141,38.73501301481273,39.37763214111328,77498400
2025-03-11,39.249107521880426,40.198203405086254,38.823990950395604,39.16012954711914,50608400
2025-03-12,39.8521807704293,40.04002148885599,38.75478698546338,39.456722259521484,42290700
2025-03-13,39.516040027707966,39.73353880269466,38.8833094616164,39.219444274902344,37766100
2025-03-14,39.80274845096034,40.554118920700134,39.7137704682641,40.425594329833984,35979900
