Ticker,UPS,UPS,UPS,UPS,UPS
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,111.04233286546261,112.73169369410193,110.96640474619919,112.04835510253906,4427900
2025-03-18,112.02936452246274,112.94048013192959,111.85852989313126,112.80760955810547,3930700
2025-03-19,112.3425611979026,112.81710102467956,110.34000254963158,111.48838806152344,5010300
2025-03-20,110.34950057466494,112.19071762724647,110.33052216545141,111.02335357666016,3655600
2025-03-21,108.53675773922053,109.5427799288605,106.73350481671397,109.23907470703125,19575300
2025-03-24,109.82749901368325,111.22264726734575,109.38143041656362,109.90342712402344,6611600
2025-03-25,109.93190403285257,110.09324584498097,104.29436826473598,104.35131072998047,10645500
2025-03-26,105.06311832523795,106.62910125504138,104.74043470768869,105.35733795166016,6609200
2025-03-27,105.177010494263,106.0881261237533,104.79737717174955,105.35733795166016,4031700
2025-03-28,105.59461409021696,105.67053496646696,104.03812389308325,104.07608795166016,3284100
2025-03-31,103.45917298089965,105.2149688564864,102.78532730933514,104.38926696777344,6536100
2025-04-01,104.40825904950188,104.49367274623424,102.67144147357625,103.69644927978516,5877400
2025-04-02,103.30732115766058,104.87330406931976,103.06055841475043,104.58857727050781,4540000
2025-04-03,101.30476093362081,101.92166416112221,94.87949481807738,95.02185821533203,10057700
2025-04-04,93.3230053643364,95.46792019762599,91.65262312349313,92.73457336425781,9567700
2025-04-07,90.16257133595843,94.14870317234468,88.48270345601232,90.69405364990234,8729800
2025-04-08,92.82000406168689,92.82000406168689,86.091024751814,87.23941040039062,8233800
2025-04-09,86.53708973620728,95.08830009787401,85.93917211534607,94.58528900146484,8849800
2025-04-10,93.12370435175181,93.13318993546235,89.19451490631548,91.64313507080078,7553700
2025-04-11,90.87438751869429,94.62324969490547,88.84335740042086,92.13666534423828,5544100
2025-04-14,93.45588549098304,95.80011366588924,93.00032401840491,93.64569854736328,4926900
2025-04-15,93.47486359558619,93.55079171425238,91.3204557249863,91.58619689941406,5767000
2025-04-16,91.53873438372858,91.7285546687167,88.75793056655834,89.40330505371094,4632800
2025-04-17,90.10562582723871,92.36443282609767,89.83988467924391,91.5197525024414,4740100
2025-04-21,90.70354823252042,91.43433642835878,89.80192539804531,91.34892272949219,3930800
2025-04-22,91.36789937330046,92.81999739412126,91.16859350555724,91.90887451171875,4305300
2025-04-23,93.56028212846765,94.73713897385298,92.03226317397778,92.26004028320312,5817200
2025-04-24,92.06073374538646,93.93991479546517,91.38688800646786,93.88296508789062,6641000
2025-04-25,93.04777044889039,93.62670961898057,92.1651260781712,92.92439270019531,4577700
2025-04-28,92.91490050348413,93.92092262969052,91.60516593369506,92.1461410522461,8664600
2025-04-29,91.11165014735465,93.76907617301386,90.6560887106204,91.80448150634766,10314600
2025-04-30,91.55771762719652,91.62415291497105,89.27992495350779,90.44729614257812,9305800
2025-05-01,90.02021366526292,91.1970705386076,88.80539273266145,89.78294372558594,7501500
2025-05-02,91.11165389204771,92.68712971623147,91.00725454269077,91.49128723144531,5689600
2025-05-05,90.79845299598468,91.53873400209326,90.17206416039413,90.69405364990234,5406800
2025-05-06,90.16256442003588,90.65608263928512,89.03315734863281,89.03315734863281,5154300
2025-05-07,88.93825955035912,89.57414122392747,88.45422686647855,89.17552947998047,5890000
2025-05-08,89.86836021164375,92.58272876618719,89.6405758674012,92.01327514648438,6649600
2025-05-09,92.25053996104074,92.73457261459728,90.82692047250059,91.00724792480469,5619000
2025-05-12,95.46792629971256,97.60335568627711,95.24014919259871,96.05635833740234,8336500
2025-05-13,96.21769301642848,96.29362112680246,94.2530984161462,94.7276382446289,7031800
2025-05-14,94.7656110873009,95.0598307320569,93.75009604981672,94.57579803466797,6175500
2025-05-15,94.81305986988052,95.29709252591266,94.1866638160856,95.24014282226562,4523300
2025-05-16,96.12279491365753,96.47395702420117,95.24015046577546,96.16075897216797,6321200
2025-05-19,94.96454198272215,95.63982528148772,94.8970136528456,95.61088562011719,6217700
2025-05-20,95.12853861931951,95.49511993128851,93.93231933180954,94.10596466064453,4671800
2025-05-21,93.28596181144601,93.7683090956004,92.42738423445402,92.46597290039062,5298600
2025-05-22,92.36950395639609,93.84548545297618,91.88715667725042,93.54643249511719,5179900
2025-05-23,92.23444668973595,92.77467328355218,91.86786540965142,92.00292205810547,3318500
2025-05-27,93.02550401900056,94.26996098231203,92.55280570829706,94.10596466064453,6117400
2025-05-28,94.20243007064413,94.5883093863733,93.12196945860961,93.32455444335938,3816500
2025-05-29,93.84549395883013,94.85842628085912,93.3824446505008,94.63654327392578,4593900
2025-05-30,94.26995880138021,94.54007211553315,93.21843784552965,94.0963134765625,6763200
2025-06-02,93.83583449198069,94.08665713272171,92.55279634980582,93.92266082763672,4274800
2025-06-03,93.51749727530115,94.94524116772831,92.82291598275357,94.61724853515625,4098100
2025-06-04,94.80052754446801,95.28287480600706,94.3374782950102,95.07064819335938,3933800
2025-06-05,95.25394058129805,95.31182726080853,93.17020411980928,93.44996643066406,4584200
2025-06-06,94.47254039977948,95.26358966002331,94.47254039977948,94.78124237060547,3043400
2025-06-09,95.02241748330613,96.27652339918129,94.96453816289319,95.80381774902344,4037200
2025-06-10,96.14146518810976,99.03554892246535,96.08357850859848,98.84260559082031,6902500
2025-06-11,98.98731282244152,99.6722451005849,97.3859162645017,97.58850860595703,4917400
2025-06-12,97.4920360282338,97.4920360282338,96.6431074114957,97.35697937011719,3106400
2025-06-13,96.84568983706994,97.90685241993341,96.18969721783942,96.4694595336914,4240000
2025-06-16,97.35697689060663,97.89721086935012,96.9807465868586,97.5209732055664,4293700
2025-06-17,96.9903947289841,97.34733437604011,95.81346615440356,96.15110778808594,3800500
2025-06-18,96.10288000876727,96.71063496542087,95.48547604517243,95.70735168457031,4363000
2025-06-20,96.20899425767959,96.96145485682138,95.61088096501109,95.76522827148438,11096600
2025-06-23,95.63017278998352,96.90356936414122,95.24430083905476,96.85533905029297,5077200
2025-06-24,97.64638116193284,98.0033134263592,96.57556964858345,97.06756591796875,3686800
2025-06-25,96.11251725403129,96.73957019585038,95.13818103862589,95.86170196533203,6058100
2025-06-26,96.59486355878971,97.72356178663044,96.26687094149327,97.04827117919922,4161700
2025-06-27,97.43415040041504,98.36025629329393,96.88427479651708,97.60779571533203,5869900
2025-06-30,97.58850809594168,97.69461772943355,96.72028149436939,97.37627410888672,5446800
2025-07-01,97.19298161437898,102.151511303471,97.16404195378688,100.78164672851562,6819300
2025-07-02,100.56941632096199,102.15151494334738,100.28000498465704,101.81387329101562,5243200
2025-07-03,102.67244427315458,102.7013839329008,100.45364379882812,100.45364379882812,2961300
2025-07-07,100.3282411442473,100.60800346910385,97.22192326967544,97.2894515991211,5299800
2025-07-08,97.71392064385088,100.03883089130053,97.6270942993209,98.76543426513672,6511400
2025-07-09,99.28636014024555,99.60471110437258,98.3023749493491,98.54354858398438,4566500
2025-07-10,99.11272399633035,100.8009395949287,98.86190869233587,99.28636932373047,3645800
2025-07-11,98.62073151149724,99.26707512259983,97.61744825126074,97.69461822509766,4342900
2025-07-14,97.43414888551176,97.51132621539391,96.05463539401845,96.58522033691406,4030600
2025-07-15,96.75887120882948,97.10616185321891,96.00640323929524,96.01605224609375,4033400
2025-07-16,96.18970327883993,96.69134862164422,95.06101229758445,96.1125259399414,4782700
2025-07-17,95.82311001854559,96.46945359119817,94.80052880565495,95.98710632324219,3949900
2025-07-18,96.19935018618432,96.25722950907665,95.09959889101428,95.71700286865234,4572400
2025-07-21,96.044989268269,96.08357793436738,95.24429836684286,95.40829467773438,3750200
2025-07-22,95.69769645482216,97.64638356823276,95.504760488758,97.56920623779297,5751700
2025-07-23,98.12873725817944,100.27036047765377,97.82003527627549,99.87483215332031,5079500
2025-07-24,99.47930698693068,99.84588827494572,98.5049634076889,98.9101333618164,3676800
2025-07-25,99.23813617742847,100.48259309495648,98.66896253606184,99.90377044677734,5473600
2025-07-28,99.42141905999853,99.72047937860792,97.7042639197401,97.9936752319336,7045900
2025-07-29,94.72336157927064,94.72336157927064,87.51709200973379,87.63285064697266,26112300
2025-07-30,87.58462168750766,87.78720666583996,83.93807735745538,84.1020736694336,20976500
2025-07-31,83.8319596902708,84.00560500744885,82.73220846815512,83.11808776855469,15782000
2025-08-01,82.71291234984322,83.48467096832124,81.30445912715113,81.51669311523438,11276600
2025-08-04,82.38492210144392,83.06985439911666,81.7771597798202,82.0183334350586,8579500
2025-08-05,82.01832963775185,83.98630745658751,81.89292199244696,83.71619415283203,9513400
2025-08-06,83.73549525889203,83.90914058343952,82.70327231853634,83.20491027832031,6331600
2025-08-07,83.76443952747552,84.57477951324961,83.3882091969324,83.43643951416016,6839200
2025-08-08,83.4460805932389,83.97666555258584,82.72255966323974,83.61007690429688,6285100
2025-08-11,84.07313413985379,85.12464769949746,82.70326960232266,83.26278686523438,8701400
2025-08-12,83.57148786076607,85.16323537158333,83.44608021641197,84.34324645996094,7308600
2025-08-13,84.99924413148253,85.18253846573283,83.33996819626233,85.0667724609375,13633200
2025-08-14,83.93807555216719,86.15686861954008,83.60043392887518,85.4237060546875,12487300
2025-08-15,85.45264626810982,86.2533445228499,85.06676697040076,85.3561782836914,8897400
2025-08-18,85.51343989556787,85.94592406024714,84.9138623032741,85.03181457519531,9385600
2025-08-19,85.36600221478754,86.80105445737127,85.16942259214447,86.29977416992188,7227600
2025-08-20,85.67070985644598,86.92883743136964,85.39548788777854,85.4544677734375,7076400
2025-08-21,85.3660071039187,85.43481072568754,84.51087744751081,84.67797088623047,6193200
2025-08-22,84.97283842159163,87.77414688525269,84.90403480137381,87.3023452758789,10230700
2025-08-25,87.03696371275177,87.14508476076522,85.98524692673837,86.24079895019531,6029900
2025-08-26,86.10319104331083,86.76174105865597,85.55276207514562,85.96558380126953,5478000
2025-08-27,86.11302110376828,86.54550528660766,85.66088195763263,86.35874938964844,5482200
2025-08-28,86.69293334525231,86.73225076955558,84.98266663273562,85.77882385253906,8618500
2025-08-29,85.72968838246273,87.02713347439612,85.52327751545428,85.94593048095703,6838500
2025-09-02,85.13993791917498,85.36600373934864,83.36086005664527,83.77368927001953,10058800
2025-09-03,83.91129934247655,84.41257965581053,83.33137667737982,83.8326644897461,7430900
2025-09-04,84.1766820133942,84.22583067076826,82.2403418977593,83.03650665283203,10741500
2025-09-05,83.16428398724813,84.86471957339539,82.75146225525042,83.5869369506836,8585400
2025-09-08,83.59676419404374,83.59676419404374,81.63093794608534,82.87923431396484,11783700
2025-09-09,82.79077704943143,83.4788132475498,82.61385238433925,82.95787048339844,7889700
2025-09-10,82.90872342498463,83.71471191504503,82.28949083474156,82.41726684570312,6684600
2025-09-11,81.02152967222841,83.4198401110832,80.59887672602092,83.20359802246094,10453500
2025-09-12,83.34120610545557,83.56727192837381,82.43692781571832,82.90872192382812,5545500
2025-09-15,83.41984037841952,83.7147098191868,82.4762446697065,82.58435821533203,6389000
2025-09-16,82.9873542351082,83.89163249717087,82.86940196217449,83.74419403076172,6185500
2025-09-17,83.61642267138606,84.89421278587794,82.29932262943097,82.74163055419922,9007000
2025-09-18,83.22325182695302,83.6360735363766,82.56470183824895,83.59676361083984,8067300
2025-09-19,83.65573423620499,84.14719078441485,82.57453132994966,82.62367248535156,18120200
2025-09-22,82.36812615323477,84.2356551658452,81.70956863400687,82.79077911376953,10224300
2025-09-23,83.0266771638098,84.2651498651086,82.68265905206913,82.96770477294922,7486300
2025-09-24,82.86940590030873,83.56727334217554,82.27965950567801,82.46641540527344,6988400
2025-09-25,82.36812342098304,82.55487181663003,80.95272611190408,81.1689682006836,9021100
2025-09-26,81.3262315638712,82.44675194988655,81.22794174912167,82.28948974609375,6845800
2025-09-29,82.49589978571301,83.07581493628594,82.03392941205274,83.05615997314453,7275300
2025-09-30,83.0561567013541,83.1053053558197,81.22793774090471,82.10272979736328,9876200
2025-10-01,81.96512760745446,83.15445162819567,81.89632398638786,82.9382095336914,7074800
2025-10-02,83.22325628605753,85.62156682002701,83.09548027363694,84.10787963867188,9815500
2025-10-03,84.23565504842254,85.83780830309257,83.96044056269653,85.29720306396484,7098900
2025-10-06,85.3758354068893,85.56259130201272,84.31428742255419,85.13993835449219,6987000
2025-10-07,85.53309491507852,85.9360928868042,84.33394722872315,84.51087188720703,4726800
2025-10-08,84.39292484202517,85.63139752811631,83.75402978576207,84.77626037597656,4896000
2025-10-09,84.80574332636839,85.00233045102223,83.42966344991967,83.82283020019531,5784700
2025-10-10,83.94078677595014,84.58950557296681,81.13948572263006,81.45401763916016,8506000
2025-10-13,81.75871276855469,82.55486998775797,81.44418087339756,81.75871276855469,6132200
2025-10-14,81.0903350688352,82.85958174267722,80.59887849266045,82.61385345458984,6306800
2025-10-15,82.8005985620115,83.47881100985701,82.18136600030383,82.65316009521484,4903000
2025-10-16,83.30188941547114,84.2651476015015,82.41726608116412,84.17668151855469,7056200
2025-10-17,84.20616398773663,85.29719813527363,83.783511052213,84.93352508544922,9396100
2025-10-20,85.16942826727842,86.00490296772988,84.92369997308491,85.42498779296875,5456500
2025-10-21,85.2677145604824,87.18439217635014,84.89421026839929,86.55532836914062,6181500
2025-10-22,86.25062917533677,86.70276832583073,85.44464068984192,85.59207916259766,5258500
2025-10-23,86.03438718008624,86.9583279446473,84.8254081999794,85.54293060302734,5764800
2025-10-24,86.41771910190394,86.80105461608116,85.6510480735495,85.72968292236328,5256200
2025-10-27,86.712597731951,87.79380067768207,86.712597731951,87.69551086425781,12012900
2025-10-28,96.76779342207769,98.85157193091136,93.37674616618176,94.71350860595703,30027000
2025-10-29,95.244284095082,96.6105327501381,94.09427752914823,95.7357406616211,10789200
2025-10-30,95.42121112865709,96.62036638063705,93.23914271918962,93.43572235107422,10073600
2025-10-31,93.29811410531254,95.24428543577649,92.96392723489721,94.7724838256836,7305400
2025-11-03,94.76265782050677,94.76265782050677,91.9908356136242,92.48229217529297,7693100
2025-11-04,92.14810327933877,92.98357791593173,91.29296618125504,91.65664672851562,6457700
2025-11-05,90.8506623796302,92.42332191333529,89.54338609575602,91.32246398925781,6215300
2025-11-06,91.50921480078645,92.31520330175412,91.04724441016492,92.00067138671875,6571800
2025-11-07,91.80408482822307,94.57589946387351,91.60749770925705,94.31050872802734,7741700
2025-11-10,94.20239173854858,94.2810265895167,90.47715753707772,91.46989440917969,9771900
2025-11-11,92.20707950739664,93.86820511807699,91.27331502154172,93.40623474121094,6859200
2025-11-12,93.91735038891692,94.85111484110782,93.72076326806544,94.53658294677734,5814500
2025-11-13,94.45795331846973,95.46052894263794,94.11393521175802,94.3301773071289,6119500
2025-11-14,94.07461322708667,95.05752634094073,93.53401551388612,94.34000396728516,6583000
2025-11-17,94.22000122070312,95.41000366210938,93.55999755859375,94.19000244140625,6488200
2025-11-18,93.5999984741211,93.68000030517578,92.06999969482422,92.83000183105469,6347800
2025-11-19,93.2300033569336,94.0,92.37999725341797,92.41000366210938,5604300
2025-11-20,92.77999877929688,93.83999633789062,90.83999633789062,90.87000274658203,7452700
2025-11-21,91.58000183105469,96.22000122070312,91.30999755859375,94.66000366210938,8913200
2025-11-24,94.69999694824219,94.75,93.3499984741211,93.55999755859375,6554600
2025-11-25,94.05000305175781,95.37999725341797,93.54000091552734,94.54000091552734,5840200
2025-11-26,94.25,95.80000305175781,93.76000213623047,95.66999816894531,4685800
2025-11-28,95.52999877929688,96.3499984741211,95.29000091552734,95.79000091552734,2554800
2025-12-01,95.54000091552734,96.66000366210938,95.02999877929688,95.22000122070312,4767400
2025-12-02,95.44000244140625,95.61000061035156,94.49500274658203,94.53250122070312,835744
