Ticker,SBUX,SBUX,SBUX,SBUX,SBUX
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,89.18228678912814,90.26357995645348,89.04590814028342,89.78624725341797,8640900
2025-01-03,90.01030102049364,90.71168116703467,89.42582004240242,90.1856460571289,4964900
2025-01-06,89.65960646860684,92.05598356153386,89.56219421580398,90.7214126586914,8768100
2025-01-07,90.38046557303578,91.2279677752394,89.4842609607312,90.43891143798828,6638300
2025-01-08,90.56554976361801,90.60451614909951,89.63037880829619,90.20511627197266,6243700
2025-01-10,89.80572802424533,90.39020896962904,89.55245022281694,89.86417388916016,6550300
2025-01-13,89.88366267549476,91.16952386133943,89.01668090643703,91.09159851074219,6912100
2025-01-14,91.5786630710032,92.43590134504761,90.12719293025498,90.66297149658203,6406200
2025-01-15,91.66632343398308,92.02675693015343,90.54606399157957,90.6727066040039,4554700
2025-01-16,90.46814103622944,92.31899611011335,90.46814103622944,91.98779296875,6548200
2025-01-17,93.10805930514894,93.3808166021641,92.64047005878085,92.66969299316406,8361900
2025-01-21,92.94245854342077,96.03047250517818,92.94245854342077,95.44599151611328,8803100
2025-01-22,95.44598796901431,95.99150254759117,94.93943234712546,95.20245361328125,7678900
2025-01-23,95.46547007901512,95.49469301337606,94.51081210811024,95.45572662353516,7901800
2025-01-24,95.26089214737858,96.44934090100384,95.09529058192672,96.25450897216797,6957100
2025-01-27,95.97201380319252,97.73520755881967,95.56287787707826,97.43321990966797,9654900
2025-01-28,96.38115768784031,98.07615469962826,96.04020364880414,97.81314086914062,14736500
2025-01-29,100.04391016449662,107.23304908805214,100.02443068619114,105.77184295654297,40769300
2025-01-30,106.18097686767578,107.48631741956876,105.23606239816114,106.18097686767578,15023000
2025-01-31,106.18097210020835,106.53166214391291,104.7197660621321,104.89511108398438,19136900
2025-02-03,102.98580385699402,105.6354586902486,102.79097192391453,105.36270141601562,8894100
2025-02-04,105.85950805183943,108.19743926683975,105.33347297105847,107.73959350585938,11123700
2025-02-05,107.33045969490286,109.51252540345314,107.01873602225281,109.346923828125,12826000
2025-02-06,109.15209599516587,109.40536636192581,108.17795861879519,108.81114196777344,11967300
2025-02-07,108.54813521490134,109.70736114653609,107.2135642468183,109.2982177734375,11502400
2025-02-10,109.66839172743782,109.66839172743782,108.12925283136457,108.56761169433594,8348400
2025-02-11,108.01235568212601,109.18132505866413,107.74934184585024,108.15847778320312,4683100
2025-02-12,107.7006291890024,110.26261532235898,107.54477106878129,110.11649322509766,7269400
2025-02-13,110.1944290747118,110.46718636676525,108.6455466918672,110.07752990722656,10046300
2025-02-14,110.49867136762745,111.13529878467082,109.72492511890286,110.2342300415039,9115000
2025-02-18,109.49966534623677,111.02756522051388,109.32336863209586,110.70435333251953,7574100
2025-02-19,110.12650169948174,111.0079778398114,110.02855326396377,110.17546844482422,8268900
2025-02-20,109.86204780980275,111.16468422894916,109.65636955505586,111.00797271728516,6343800
2025-02-21,110.99818377386283,112.32040539482698,109.3331575894794,109.45069122314453,9664700
2025-02-24,110.02855186873904,111.56625560684071,109.587813804163,110.86106872558594,13120500
2025-02-25,110.75332082978167,112.86887379872958,110.35175321043526,112.23224639892578,11001800
2025-02-26,112.25184663445111,112.42814334977389,109.9502004700377,110.67497253417969,7466800
2025-02-27,110.67496746228768,113.31941059852645,110.47908555309068,112.13430786132812,9013700
2025-02-28,112.69258612983229,113.70139221893747,111.91883984002924,113.42715454101562,11466000
2025-03-03,113.6524275478083,115.04320863830105,111.75234149838643,113.03539276123047,9225500
2025-03-04,112.6240247840807,112.8982624573121,109.69554752719375,109.75431060791016,12482400
2025-03-05,109.27439599120531,110.20484631832376,107.94237801459568,109.39192962646484,11926800
2025-03-06,107.74649998249264,108.15785651211867,102.75143612618872,103.29991149902344,16321700
2025-03-07,102.57513817258794,104.6613098098785,101.31167958467965,104.28913116455078,11637400
2025-03-10,103.55456884577451,103.81901020655042,97.74658052305855,99.04920959472656,15823300
2025-03-11,99.79356570660866,100.88072754297185,96.96302938596324,97.53109741210938,10663500
2025-03-12,98.23629040307125,98.23629040307125,94.97480469055895,96.65941619873047,9461200
2025-03-13,96.67899607149164,96.83570758566417,93.95619702828233,94.06393432617188,9274300
2025-03-14,94.53405025740639,96.22845794470287,94.1814643090256,96.09133911132812,8240900
