Ticker,BK,BK,BK,BK,BK
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,80.36030162167614,81.87523532679141,80.11437097159654,81.07841491699219,4496600
2025-03-18,81.04890729292323,81.66864985106537,80.61606693187967,81.29483795166016,4576700
2025-03-19,81.45223132630518,83.06553573134418,80.85215996166424,82.5343246459961,3748400
2025-03-20,81.90474282703508,82.99667547411744,81.80637207162022,82.56383514404297,3119800
2025-03-21,82.2588856106254,82.77041805471704,81.3243446477625,82.19002532958984,9720700
2025-03-24,83.22293355866672,84.02958582050286,82.88847146470916,83.32130432128906,2606900
2025-03-25,83.76398732674532,84.55096096408491,83.21309752487836,83.86235809326172,2538800
2025-03-26,84.2263353596301,84.66900754670813,83.25244453972539,83.7049560546875,2453000
2025-03-27,83.55740808431916,83.83284923798476,82.50482510126358,83.10489654541016,3171200
2025-03-28,82.86878757547561,83.46885894634484,81.13744124808308,81.36369323730469,2643600
2025-03-31,80.4783405624847,82.9376469725859,80.01598975655247,82.50481414794922,4254500
2025-04-01,82.36709843457002,82.78026013452107,81.24564774080461,82.40644073486328,2881900
2025-04-02,81.65881009237454,83.17374370358864,81.21613044654548,82.84911346435547,3191100
2025-04-03,79.91762115941994,80.61606329812568,78.48138707775928,78.6092758178711,5262500
2025-04-04,75.78599572541638,77.44848944657811,71.74289493380174,72.11670684814453,6696700
2025-04-07,70.17877292429539,75.06787588204175,69.31309966116372,72.8840103149414,7460700
2025-04-08,75.70729108159763,76.395901410964,70.95590907928049,72.3036117553711,4832700
2025-04-09,70.93623814736482,78.85520817555994,70.93623814736482,78.05838775634766,6400900
2025-04-10,76.36637738298583,77.24188983519743,73.41520978985712,75.36298370361328,5387200
2025-04-11,72.41181991686135,77.38945378392482,71.31988724958896,76.40573120117188,6804400
2025-04-14,76.75003237142839,77.76327293296677,75.67777836197787,76.25817108154297,4435300
2025-04-15,76.9566236226162,77.7731076906877,76.17948185463786,76.50410461425781,3813700
2025-04-16,76.41557048635323,76.56313037472641,73.98577450745901,74.497314453125,5147300
2025-04-17,74.71373036845434,76.23850343932402,74.03496686072955,75.09738159179688,4318600
2025-04-21,74.62226920562676,74.95881075998601,72.80101037587416,73.28601837158203,2627400
2025-04-22,74.63216882233773,75.92882607659871,74.58267497452741,75.53289794921875,3789100
2025-04-23,77.11661333129445,78.86858535420714,76.69099190005447,76.93844604492188,3764100
2025-04-24,76.89884803935365,78.41326611030534,76.7008802038595,77.9183578491211,4897900
2025-04-25,77.90846189547827,78.3538838862977,77.37396003751566,77.84907531738281,2508000
2025-04-28,78.14601607146511,78.69041821185023,77.73029491973533,78.10643005371094,2995300
2025-04-29,77.94805785014073,79.5416631925464,77.75999027814832,79.22492218017578,3142200
2025-04-30,78.07673027251613,79.77921602369835,76.97803324824625,79.59115600585938,4856700
2025-05-01,79.19522317737504,80.69974098967985,78.90817547566736,80.0860595703125,3275800
2025-05-02,81.51139604260618,82.46161907873143,81.13526845071328,81.30353546142578,4335000
2025-05-05,80.64035554527842,81.93701280937088,80.36320811952135,81.34312438964844,2710500
2025-05-06,80.29392412232528,82.69917872679744,80.29392412232528,82.0656967163086,4368700
2025-05-07,82.06569778614394,83.40194868344801,82.06569778614394,83.09510040283203,4827900
2025-05-08,83.67909521944085,85.31229409927295,83.67909521944085,84.62931823730469,4467700
2025-05-09,85.12422849072092,85.50035608404416,84.81738775805465,85.03514862060547,3855200
2025-05-12,87.06426316510189,87.6482588587221,85.638924911101,86.21302032470703,4648700
2025-05-13,86.36149323640686,87.55917034528643,86.08434581308939,87.0345687866211,3073800
2025-05-14,87.17314517644438,87.33151945274908,86.72773073981439,87.04447174072266,3006800
2025-05-15,86.98508062093711,88.61827953125756,86.87620019013566,88.47970581054688,3692100
2025-05-16,88.69746390710404,89.57840005488895,88.44010948307775,89.15277862548828,6290900
2025-05-19,88.72715750600388,89.70707380439055,88.0936754998043,89.4101333618164,3429300
2025-05-20,88.915225075508,89.49921323211444,88.57868351187113,89.1824722290039,3286900
2025-05-21,88.73705232974483,89.05379331336792,87.92540308722934,87.99468994140625,6474700
2025-05-22,87.84622152483347,88.73705795767907,87.62846066883775,88.27184295654297,3695900
2025-05-23,87.27212508543474,88.57868265458313,86.98507737419064,88.18275451660156,2974000
2025-05-27,88.638074048878,89.35073561321366,88.28173949085972,89.31114959716797,3793000
2025-05-28,89.14287723818089,89.31115179316662,87.83631967722165,87.89571380615234,3223500
2025-05-29,88.44011130568066,88.95482016434052,87.61856171893213,88.1629638671875,3767700
2025-05-30,87.89571680085994,87.94520309967034,87.06426693281139,87.70764923095703,6337700
2025-06-02,87.30181977690638,88.10357634591863,86.90589918426473,88.07388305664062,2449400
2025-06-03,87.87591379589912,88.8855309253277,87.53937978722368,88.41041564941406,3199500
2025-06-04,88.31143232649276,88.74695401777383,87.42059593600915,87.43049621582031,4026700
2025-06-05,87.68784835614727,87.97489607434464,87.23253362953459,87.6779556274414,3214300
2025-06-06,88.49950127496801,89.46951726407998,88.21245356954071,89.40023040771484,2263300
2025-06-09,89.39033185789737,89.57839942240035,88.78654314715725,89.09339141845703,2536000
2025-06-10,88.76675507637361,89.5388108342472,88.56879477240145,89.08349609375,2745600
2025-06-11,88.925119546122,89.19237425655464,88.37082466774518,88.6479721069336,3067400
2025-06-12,88.19265143622967,88.79644012451172,87.78683058524548,88.79644012451172,3002500
2025-06-13,87.82642726358227,88.69746312344316,87.2919254114968,87.69774627685547,3527800
2025-06-16,88.33122602752711,89.63778355992169,87.89571188452952,89.56849670410156,3941400
2025-06-17,89.12308967821157,89.61799798991753,88.26194649723067,88.8558349609375,3622100
2025-06-18,89.0339992964566,91.14231346734978,88.94491942812655,90.66719818115234,5008600
2025-06-20,91.18190474276682,91.69660603413645,90.5880087620389,90.68699645996094,6110600
2025-06-23,90.06340575051638,90.06340575051638,86.51986824157663,88.71725463867188,9338000
2025-06-24,89.4695217238064,90.62760533150752,89.30125471448942,90.27127075195312,3910800
2025-06-25,90.44944031524162,90.48903388637635,88.87563550906876,89.08349609375,4496300
2025-06-26,89.29135202675319,89.6476865967009,88.83603730997584,89.12308502197266,4527800
2025-06-27,89.12308975501324,90.8354682860386,88.53909401981215,90.25148010253906,6279100
2025-06-30,90.74638509452691,91.02353253090882,89.4299272200116,90.18218994140625,5596500
2025-07-01,89.81595517337114,90.1821900299217,88.7271584357873,89.72687530517578,4343100
2025-07-02,90.01392338035512,91.36007455091725,89.6575888027533,91.15220642089844,4257200
2025-07-03,91.25119277872807,91.90446779358379,91.02353164294883,91.4887466430664,2408200
2025-07-07,91.7262967465403,92.83489398750098,91.52833645965845,92.3003921508789,4348200
2025-07-08,92.30039624863281,92.59734424383973,91.52834052313628,91.74610137939453,4319200
2025-07-09,92.47855981831279,92.76560752168815,91.87477112357509,92.10243225097656,3991500
2025-07-10,92.05294755610122,92.9734773337303,91.71641352318603,92.70623016357422,4661800
2025-07-11,92.16182103202691,92.84479687887139,91.72629932659552,92.76560974121094,4276900
2025-07-14,92.73591784776978,94.388909724871,92.42906957264412,94.280029296875,7011400
2025-07-15,92.7458096477058,95.48760577731403,92.50825578523,94.19094848632812,8709100
2025-07-16,95.02239433879578,95.02239433879578,92.41917937916837,94.51758575439453,5438200
2025-07-17,94.36910775172356,97.16039771671053,94.16124717912474,96.92283630371094,5685900
2025-07-18,97.01192356721681,98.03143342002333,96.70507529717231,97.83346557617188,5658200
2025-07-21,97.69489689922625,98.40756607044005,97.01192856989758,97.59591674804688,3336900
2025-07-22,97.7839799856178,98.21950169353723,97.0317172769482,97.89286041259766,3237400
2025-07-23,98.4867516705143,98.81339296082483,97.36826163146164,98.61542510986328,3857500
2025-07-24,98.92227204271705,100.00116849687312,98.48675032823873,98.95196533203125,4245000
2025-07-25,98.95196574664145,100.66352545799086,98.28524823678981,100.42469787597656,4123300
2025-07-28,100.42470130137401,100.47445894731183,99.70823371479428,100.13612365722656,2331100
2025-07-29,100.87249481443202,101.51929864373095,100.39484723801597,101.37004089355469,3561400
2025-07-30,101.1710149561856,102.65370769493441,101.01180416332392,101.79792785644531,3188300
2025-07-31,101.52925029766784,102.19596021247409,100.60381429952237,100.95209503173828,4076100
2025-08-01,99.8475422759377,100.06646376274881,97.91706867540904,99.32014465332031,3665800
2025-08-04,99.96695799782034,101.08146395586704,99.74803650677985,100.91230010986328,2344400
2025-08-05,101.36008499758205,101.49939728846508,99.73808755832933,100.16597747802734,3630000
2025-08-06,100.51426236126619,101.88748682472878,100.16598161965801,101.78797912597656,3765000
2025-08-07,102.28552165547069,102.90248151340555,100.92224269491567,101.70836639404297,4098800
2025-08-08,102.30542082474028,103.46968440230067,101.86758544420827,102.58404541015625,3083300
2025-08-11,102.66365301116863,103.23085522038141,102.23576309250281,102.7631607055664,2812800
2025-08-12,103.14130606311171,103.95728134772766,102.85272841963217,103.10150146484375,2870400
2025-08-13,103.02188784980784,103.56919156258039,99.5888230099089,101.40984344482422,4605200
2025-08-14,103.43982721638643,103.47963181390563,101.65861892709461,102.8427734375,2943100
2025-08-15,102.85272877006491,103.0019941160906,100.33514675865811,100.50431060791016,3736900
2025-08-18,100.41475613536926,101.32028607683259,100.33514693841948,101.24067687988281,2966100
2025-08-19,100.77297805523183,101.62875790619697,100.34508812974926,100.58391571044922,3206900
2025-08-20,100.295340787939,101.12126911162272,99.18083482374104,100.75308227539062,2581300
2025-08-21,100.5142618038634,101.40984627156853,99.94705957297528,101.28047943115234,2454200
2025-08-22,101.64866545918889,102.62385152254706,101.4098454670125,102.03675079345703,3471600
2025-08-25,101.79793158815349,103.16120299631754,101.21082326257459,102.61390686035156,2467700
2025-08-26,102.38502944701771,104.24585447773559,102.04670176431473,104.0766830444336,3620600
2025-08-27,103.94732415042677,104.99217393538363,103.78811335566175,104.5145263671875,2384300
2025-08-28,104.50457567982818,105.77830002646277,104.19609953853931,105.57927703857422,2777700
2025-08-29,105.71859209760268,106.04697434223966,104.40507071100568,105.08173370361328,2933100
2025-09-02,104.02693117632566,104.48467264066979,102.83281607669063,104.18614196777344,3308400
2025-09-03,104.17619755388539,104.51452523406205,103.10149623105868,104.16624450683594,2258200
2025-09-04,104.59413509820453,105.1712903595714,104.26575287101815,105.04192352294922,2308600
2025-09-05,105.13148625342077,105.53947008356543,102.39498286467175,103.18110656738281,2780500
2025-09-08,103.33036644458747,104.13639625822977,102.98208570632262,103.50948333740234,3055200
2025-09-09,103.38012000509569,105.65888187678537,102.66365246214255,104.25579833984375,3918200
2025-09-10,103.9970850098745,104.44487345044428,102.12630686787452,103.48958587646484,2737400
2025-09-11,103.48958771863977,105.80815434248136,103.15126001831142,105.08173370361328,3697900
2025-09-12,104.64389141952935,105.99720972377612,104.53443067851705,105.95741271972656,2609400
2025-09-15,106.48481339608698,106.48481339608698,105.57927589290938,105.897705078125,2523200
2025-09-16,105.91760923389822,106.4748583998377,104.25579959927072,104.9722671508789,2369300
2025-09-17,105.31060087033661,106.68382526268672,105.29069477644654,106.48480987548828,2935700
2025-09-18,106.61417181316928,108.16651313002117,106.28578958323504,107.98739624023438,2784200
2025-09-19,108.26603013779912,108.67401397593528,107.63911721761205,108.17646789550781,8770400
2025-09-22,107.42019166612266,109.18150897573567,106.74352871864684,108.92278289794922,2905300
2025-09-23,108.73371584039783,110.32586935323141,107.56945984749754,108.12671661376953,2282800
2025-09-24,108.64416267858977,108.96259186712616,107.29083672932236,107.57941436767578,2292800
2025-09-25,107.6391173346921,108.93274018199091,107.121672750943,108.5446548461914,2961400
2025-09-26,108.73371319169394,109.7387583639988,108.34562787018075,108.99243927001953,2095300
2025-09-29,109.52979393415832,109.61935617652529,108.16651493953307,109.21136474609375,2457700
2025-09-30,108.79342639094538,110.2064554194014,107.53960815839609,108.42523956298828,3707000
2025-10-01,108.04710581593432,108.5446518833218,106.25593693655918,106.30569458007812,2586200
2025-10-02,106.54451855497656,106.79329159798266,105.26084874203097,105.85790252685547,3009100
2025-10-03,106.6440225884162,107.0321079148111,105.20114202535315,106.07682037353516,3613700
2025-10-06,106.28579373477451,106.97240977110167,104.8528661524603,105.90766143798828,2580600
2025-10-07,106.08677558602436,106.66393085981025,105.47976876220655,106.40520477294922,2395300
2025-10-08,106.97240841506151,107.00225996548846,104.91256792414254,105.4897232055664,3413300
2025-10-09,105.92755901168854,106.86294808578693,105.2708021238807,106.29574584960938,3180000
2025-10-10,106.64402132096363,106.88284889740707,103.85776792334403,104.02693176269531,3809800
2025-10-13,105.0319783199829,106.18628125353779,104.02693313373429,105.7782974243164,3045400
2025-10-14,105.26084569579983,107.66896686034012,104.99217415758689,106.58432006835938,4086800
2025-10-15,107.44009821091026,108.70386187225971,106.24598310285089,108.3953857421875,5545500
2025-10-16,107.17142171402766,109.64920663825914,105.5096196425596,106.19623565673828,6858700
2025-10-17,106.5743677337831,106.5743677337831,102.60395218150714,105.45986938476562,7925200
2025-10-20,105.99721297263575,108.51480250113347,105.99721297263575,107.96749877929688,3982200
2025-10-21,107.79833554019869,108.13666323054186,106.47486114501953,106.47486114501953,4875300
2025-10-22,106.61417571313582,106.95251100264306,104.84291284486797,106.50471496582031,3367900
2025-10-23,106.84304913287983,106.84304913287983,105.71859012080652,106.15643310546875,2720200
2025-10-24,106.72363301968673,108.04710740041392,106.72363301968673,107.45999908447266,2250600
2025-10-27,108.16999816894531,108.44999694824219,107.5199966430664,107.58000183105469,2324300
2025-10-28,107.9800033569336,108.91999816894531,107.4800033569336,108.44999694824219,3162300
2025-10-29,108.12999725341797,108.45999908447266,106.62000274658203,107.05000305175781,4258400
2025-10-30,106.7300033569336,108.76000213623047,106.4800033569336,107.91999816894531,2369700
2025-10-31,107.31999969482422,108.27999877929688,106.70999908447266,107.93000030517578,2770600
2025-11-03,108.0199966430664,108.54000091552734,106.87000274658203,108.05999755859375,3386800
2025-11-04,107.06999969482422,108.56999969482422,106.26000213623047,108.0,3738500
2025-11-05,108.18000030517578,109.05999755859375,107.29000091552734,108.69000244140625,2036500
2025-11-06,108.52999877929688,109.04000091552734,107.73999786376953,108.41999816894531,3254500
2025-11-07,108.05999755859375,109.66999816894531,107.36000061035156,109.63999938964844,3292800
2025-11-10,109.55000305175781,111.45999908447266,109.44999694824219,110.95999908447266,2547000
2025-11-11,110.9000015258789,111.94000244140625,110.87000274658203,111.25,2088600
2025-11-12,111.81999969482422,113.73999786376953,111.61000061035156,112.63999938964844,3090500
2025-11-13,112.25,112.86000061035156,110.75,111.04000091552734,2830400
2025-11-14,110.62000274658203,112.01000213623047,109.5,110.4800033569336,4468100
2025-11-17,110.45999908447266,110.7300033569336,106.69999694824219,106.7699966430664,3547600
2025-11-18,106.5,108.12999725341797,105.8499984741211,107.5,3766500
2025-11-19,107.27999877929688,108.13999938964844,106.86000061035156,107.51000213623047,3242900
2025-11-20,108.79000091552734,109.62000274658203,106.22000122070312,106.45999908447266,2565900
2025-11-21,106.94999694824219,107.62000274658203,105.41999816894531,106.43000030517578,4199000
2025-11-24,106.5999984741211,108.19999694824219,105.48999786376953,108.06999969482422,5511400
2025-11-25,108.44999694824219,109.30000305175781,107.41000366210938,109.12999725341797,3155600
2025-11-26,109.5999984741211,112.0199966430664,109.2699966430664,111.38999938964844,3075100
2025-11-28,112.05999755859375,112.7300033569336,111.44999694824219,112.0999984741211,1724000
2025-12-01,111.7699966430664,112.63999938964844,111.43000030517578,111.80999755859375,2886900
2025-12-02,112.2300033569336,112.69000244140625,111.86299896240234,112.54499816894531,390102
