Ticker,MMM,MMM,MMM,MMM,MMM
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,148.31161191644753,151.87219598857803,147.9466815845118,151.1127471923828,4562100
2025-03-18,150.4815180887695,151.1127567012546,148.43984653047062,148.85409545898438,3038500
2025-03-19,149.1203943330686,151.8623382944417,148.85408609224035,151.1127471923828,2344100
2025-03-20,149.5740983520847,151.54672089573194,149.02176644784998,149.19931030273438,2579000
2025-03-21,147.84804802269466,148.69627628631025,146.04311170759345,148.3017578125,5538500
2025-03-24,149.62341008087293,151.92151704508086,148.63709885416984,151.05355834960938,3207800
2025-03-25,151.03384285570647,152.87824003238242,150.58999076406758,151.39877319335938,4118900
2025-03-26,151.34944488826582,152.31602561362052,149.97847297427305,150.58998107910156,3836700
2025-03-27,150.58014308671542,150.58014308671542,146.09242369982906,146.40805053710938,2825300
2025-03-28,145.83596361765757,146.81241704986624,142.354286548654,142.8572998046875,2581500
2025-03-31,142.01896194579808,145.717629123931,140.23372594589046,144.84967041015625,4508600
2025-04-01,143.70555559324285,146.6546318432213,142.2063581803857,145.64859008789062,3641300
2025-04-02,143.71540931676617,146.14172640270624,143.59704174068335,145.73733520507812,4411100
2025-04-03,140.8846888836863,142.51211140157858,136.94931680842285,137.82713317871094,6712300
2025-04-04,132.35309638978822,133.4577600681866,124.6993197146597,125.1727523803711,9609100
2025-04-07,123.02260506086945,132.53063734816135,120.31024913356895,126.79031372070312,7174700
2025-04-08,130.42979705798658,132.03747406219685,123.11136231626556,125.4193344116211,5496800
2025-04-09,123.28890207767508,137.32410647622146,121.75025898773207,136.42657470703125,6428100
2025-04-10,133.89173934013454,133.93118516438685,126.91851224777993,131.14979553222656,4757100
2025-04-11,131.30762970318779,134.62163631150187,129.8577508714306,134.08901977539062,3337600
2025-04-14,136.21945309180683,136.3969819003442,132.58981971257776,134.148193359375,3815800
2025-04-15,134.1481806643585,135.58820163585548,133.29009473780027,133.408447265625,2541700
2025-04-16,131.68240089270824,132.63912394616102,128.09222878126863,128.67416381835938,5635500
2025-04-17,128.5557920029911,131.130064712975,128.29935652131383,128.42758178710938,4952000
2025-04-21,127.23415253271219,128.06265037908503,122.94370005694948,124.36398315429688,5971800
2025-04-22,131.4654266294819,135.3909564416444,128.57554174280517,134.4638214111328,7943800
2025-04-23,137.47207042495415,140.20414182274192,133.34928146651455,134.197509765625,4655800
2025-04-24,133.78324355619912,137.84684067130726,133.2703575450966,136.97889709472656,2921100
2025-04-25,137.09725744060384,137.09725744060384,135.22327217181322,135.4402618408203,2141300
2025-04-28,135.44026523280493,136.51534086077322,134.1777730133664,136.04190063476562,2499900
2025-04-29,135.6177896214656,137.31424608472364,134.9668206193031,136.48574829101562,1917200
2025-04-30,135.74602195138056,137.40301762495434,133.00407788445585,137.0084991455078,3062800
2025-05-01,136.38711692957907,138.33015127446856,135.78546647177194,136.01231384277344,2236300
2025-05-02,138.08357215464343,141.08195167089596,137.38328455961087,140.13510131835938,2734200
2025-05-05,138.69507578738674,139.92796478435872,137.95534238920354,138.87261962890625,2623500
2025-05-06,137.22548230539007,137.79754460835287,135.74601550287352,136.13067626953125,2850000
2025-05-07,136.37725716307506,137.8764393876891,135.81505254140862,136.7421875,2555400
2025-05-08,138.08356868834096,140.411263733941,137.30438945841917,139.188232421875,2899500
2025-05-09,139.32632643777933,140.66771038484052,139.03044509277126,140.6479949951172,2634100
2025-05-12,144.09020593068604,148.75546894772438,143.28143853708562,148.2721710205078,4974800
2025-05-13,148.74560867389832,149.67274372837375,148.11437002722178,148.67657470703125,3455700
2025-05-14,148.68642137039356,148.7061518094273,144.94830834397297,145.855712890625,3778700
2025-05-15,144.32693511675413,147.1379133070305,143.37021194657865,146.70394897460938,4472100
2025-05-16,147.38446630297435,151.18177020876388,146.91104117014612,151.01409912109375,4204500
2025-05-19,149.8699749709926,152.14835130032822,149.04147722394575,152.02999877929688,2613600
2025-05-20,151.1620548165853,152.61193353946666,151.15219712218138,152.0398712158203,2529700
2025-05-21,150.23493089630648,151.07328639577923,147.2858549571954,147.35488891601562,2661800
2025-05-22,147.67052954033295,148.50890016813995,145.65844605356259,147.72970581054688,2862800
2025-05-23,146.14387036246575,147.37289176492348,145.70776550599285,146.31236267089844,2369800
2025-05-27,148.67127890572775,148.67127890572775,145.36086872509676,148.16580200195312,3155300
2025-05-28,148.32437568528937,148.67128139131904,146.87731701564377,147.34315490722656,2297500
2025-05-29,148.54242980350895,149.02809477276944,146.86739759426618,148.3045654296875,2621400
2025-05-30,147.41252756095616,148.12615092436468,146.29254752074894,147.03590393066406,5339800
2025-06-02,146.56014444122368,146.98634331241152,142.6352310794405,145.10316467285156,2825700
2025-06-03,145.01397030105366,147.0458142394395,143.92372327521574,146.81785583496094,2343300
2025-06-04,147.59094073718308,147.6305797579228,145.41043162950237,145.50953674316406,2346900
2025-06-05,145.73749067667333,145.955543093125,143.6065417529063,144.9644012451172,3568300
2025-06-06,146.6889904323722,147.14492232729984,144.15166977440293,144.2111358642578,2297100
2025-06-09,144.2606917522953,144.73643558081523,141.40619853392843,142.95237731933594,3401900
2025-06-10,142.96229601746322,144.0228098594538,141.88193998160344,143.7750244140625,3129200
2025-06-11,143.75520825215108,146.73855492016145,143.14070514051085,145.87625122070312,2904400
2025-06-12,145.12298786637896,145.9654644883532,143.21009135516314,143.48760986328125,2069700
2025-06-13,141.86214871217888,143.17044819025267,140.47454094156208,141.059326171875,2450400
2025-06-16,142.40725617211731,144.10211541885482,142.23876386958486,143.7849578857422,1681300
2025-06-17,142.78390564121855,143.5966492924097,140.7124226136106,140.95030212402344,1739900
2025-06-18,140.8709960098911,142.3973478048196,140.31595899355347,141.24761962890625,2629100
2025-06-20,142.0405422765115,142.77399272189055,140.5637505349528,142.75416564941406,5566700
2025-06-23,143.1109695459289,146.41147368504116,142.08018868763634,146.29254150390625,2904700
2025-06-24,147.32333436554944,148.95871248389602,146.69891011646686,148.5424346923828,2700500
2025-06-25,148.37393146255502,148.53251778773566,145.81678368260867,146.4412078857422,2378000
2025-06-26,146.3817475623666,149.77145099763413,146.00510880612853,149.42454528808594,2740100
2025-06-27,149.8011759679062,151.5158471036172,149.22631189018753,150.6733856201172,3938200
2025-06-30,150.93107273359385,151.10948612263408,149.66241243410852,150.8914337158203,2302800
2025-07-01,150.65356070162852,154.70732722504854,150.0786966156953,152.44752502441406,3781900
2025-07-02,152.84398910416115,154.07299530104004,151.85284726867857,152.60610961914062,2864700
2025-07-03,152.88362898774787,153.6269853685635,148.1757052425822,151.58523559570312,3182900
2025-07-07,151.4464827203049,153.1016878497868,149.61286418762964,150.49497985839844,3877000
2025-07-08,150.38595370496225,153.25035314249652,150.18772835304506,152.37815856933594,3252200
2025-07-09,153.01247927854385,155.26236032486617,152.47725422557914,154.59829711914062,2855900
2025-07-10,154.72716427048385,158.05740169508303,154.5784990333423,155.92645263671875,4043400
2025-07-11,154.6676954020863,155.1632663485053,153.44859510851066,154.4595489501953,2401300
2025-07-14,154.21175882854985,156.70944055782837,153.54769559520042,156.51121520996094,2961300
2025-07-15,156.51121059806144,156.87792823699138,154.64785911104065,155.20289611816406,3058900
2025-07-16,156.22377273153072,156.28323882243643,153.4783207105547,156.164306640625,3194600
2025-07-17,155.8669637639982,158.05739393327787,155.40112587899696,157.63119506835938,5024200
2025-07-18,161.1001938498631,162.69593287496224,148.9190668497894,151.87266540527344,11701900
2025-07-21,150.9013504656716,152.2889430411934,148.01712397981052,151.46630859375,5194000
2025-07-22,151.62488816316733,152.6953232620239,148.9884621242551,149.86065673828125,4927800
2025-07-23,150.57427103034934,151.29780036061715,148.47305510614024,149.48402404785156,4976700
2025-07-24,148.67128961293471,149.94985604921067,146.50068636480574,147.9774932861328,4860900
2025-07-25,148.67128401289094,150.0588766142279,147.8783674734305,149.93003845214844,2818000
2025-07-28,149.26595719382837,152.51690100222245,148.8199312966896,150.70310974121094,3970300
2025-07-29,151.05001646327133,151.74382787817456,149.8110891132654,150.44541931152344,3918100
2025-07-30,151.1293045969586,151.14913166851358,145.20228058647368,145.3212127685547,3529500
2025-07-31,144.89503465629798,148.23517797076403,144.27061042889335,147.898193359375,4390400
2025-08-01,145.20228117886901,145.42033359599003,142.97221201400583,143.13079833984375,4074400
2025-08-04,144.10210742877112,146.86738642960785,143.71556272707085,146.5601348876953,3641300
2025-08-05,147.1449317898474,149.8804779644576,146.68899986559984,148.76048278808594,3743900
2025-08-06,148.9388929947903,150.04896704929706,147.32332690761555,149.48402404785156,2636900
2025-08-07,150.63373839505533,151.12930933409228,148.65145463890755,150.3958740234375,2293900
2025-08-08,151.05001038883447,152.3285918318527,150.07869562010598,151.94204711914062,2376400
2025-08-11,152.38805578992998,154.23158019174824,151.80328574209693,153.93423461914062,3354500
2025-08-12,154.4099867336245,157.05634886034886,154.2315884546767,156.45175170898438,2748200
2025-08-13,156.98695005744557,159.0485268288924,155.2326248260986,158.78091430664062,3132000
2025-08-14,158.18625562499963,158.65209353476752,155.2425629286473,155.2623748779297,6344900
2025-08-15,155.97598208588397,155.97598208588397,150.26701069432988,151.04010009765625,3921100
2025-08-18,151.01036477052844,154.05316222252367,150.84187247990155,151.5059356689453,2585500
2025-08-19,151.48611137418698,154.3406046409326,150.70311599473533,152.9728240966797,2146200
2025-08-20,152.75477198277855,153.9639662093,151.81319028143778,153.3791961669922,3258200
2025-08-21,153.00256059196013,153.83513122928744,151.79336634050478,153.01248168945312,2236900
2025-08-22,154.3703485304667,157.70058586775437,153.62699211699737,157.3140411376953,1958200
2025-08-25,156.91574265370673,157.24433256169812,155.13340790933347,155.18319702148438,1606300
2025-08-26,155.0935688233004,156.04946810809048,153.91862479578094,155.90011596679688,2960600
2025-08-27,155.37236629491866,156.5473254908267,155.083613763422,155.8602752685547,2155000
2025-08-28,157.08500550279908,157.79197439503,155.9100615219261,156.8858642578125,2982200
2025-08-29,156.9257137769634,157.56297492637879,154.65546998257696,154.86456298828125,3279100
2025-09-02,153.29131667194108,153.82901477201318,151.05094337314964,153.60995483398438,2745100
2025-09-03,152.84323727457146,153.43070926325777,149.78636523619858,151.3496551513672,3964400
2025-09-04,151.5487966022783,154.93425853558992,151.36957404013103,154.85459899902344,2741200
2025-09-05,155.13340454695287,156.88586882475323,153.61990369269137,154.6355438232422,2053300
2025-09-08,153.94850094918033,154.31691304040777,151.34966723949879,153.3411102294922,2715500
2025-09-09,153.49046293099929,153.49046293099929,150.90159615075518,152.425048828125,1669200
2025-09-10,152.5046991721591,154.54593115985247,151.80769720388665,152.91294860839844,2811600
2025-09-11,153.13199860218603,158.81757489647427,152.7436678355712,158.78770446777344,3663900
2025-09-12,158.42924969977116,161.40646247749117,157.13480870104488,157.19454956054688,2865100
2025-09-15,157.32399397284664,157.70237299748743,154.58575990053444,155.98973083496094,3219500
2025-09-16,156.2286963385765,156.8062166283443,152.97269799236577,155.83041381835938,2208600
2025-09-17,155.83040258577267,157.86166760206882,152.8830604907023,154.4961395263672,2757300
2025-09-18,154.4861770591027,156.24860828171174,153.64977468662855,154.735107421875,1795000
2025-09-19,155.24294241114956,156.73652465826046,154.028160968019,155.92999267578125,6507100
2025-09-22,154.9342667595208,155.04379672892568,152.9826459938074,153.2017059326172,2484800
2025-09-23,153.18179272384347,157.4633982351927,153.18179272384347,155.62130737304688,2254000
2025-09-24,155.33254150814864,155.83040221811066,153.799137206607,153.93853759765625,1739300
2025-09-25,153.34111046653427,153.34111046653427,151.17044489696798,152.37525939941406,2949300
2025-09-26,153.36101857773156,153.83896060893764,151.71806910561182,152.15618896484375,2104000
2025-09-29,152.84324085069332,153.73938406818203,151.8873415843358,153.42076110839844,2043400
2025-09-30,153.19175604564117,154.5558896137263,151.77781817126333,154.51605224609375,2177100
2025-10-01,153.78917872438578,155.87023296000925,153.59998921323745,155.33255004882812,2297900
2025-10-02,156.58715535499343,158.89723649445557,155.87023466988475,158.12057495117188,2167500
2025-10-03,158.2400527645047,159.70376452770685,157.0352383050141,157.98117065429688,3411600
2025-10-06,158.0209852098882,158.52881285437778,153.968406959459,155.26283264160156,2421400
2025-10-07,156.1590027640138,157.2642542232765,154.51605319294535,154.66542053222656,1696700
2025-10-08,155.04379750631497,155.42216133510766,152.12632568490403,155.33255004882812,2084200
2025-10-09,155.43213078785598,155.92999153324502,150.72235719715277,152.2259063720703,2512200
2025-10-10,152.58436611255146,153.59003934459525,147.8248186209513,148.1135711669922,3504400
2025-10-13,149.92579055951487,151.77781792683552,149.7764232213895,150.45352172851562,2724800
2025-10-14,148.63134908541008,153.05235487304424,148.63134908541008,151.8773956298828,2604800
2025-10-15,153.03242968202215,154.9940021232464,152.05662693050303,152.81336975097656,2381500
2025-10-16,153.80909704684092,153.80909704684092,149.96561155589333,150.76219177246094,4279200
2025-10-17,150.80201224807882,152.41509134667743,150.62278967795882,151.98692321777344,4494000
2025-10-20,152.57439602256318,155.40225653383644,152.37525476800968,154.11776733398438,4230400
2025-10-21,157.32398473058907,166.1062549685579,152.1462363730931,165.92701721191406,7302200
2025-10-22,166.44480324788566,168.45614966196638,164.82177240277258,166.51449584960938,5275800
2025-10-23,166.5045492094387,170.8956846382823,165.99673671787,170.86581420898438,4779100
2025-10-24,171.2640931443574,172.11046247276303,167.0322768893369,167.77906799316406,3612300
2025-10-27,169.2527308784209,169.8999589487307,166.68376766773065,167.6794891357422,2922300
2025-10-28,167.59984136418504,167.7790639318834,165.63826889680084,166.1162109375,2448100
2025-10-29,166.43483579954352,167.28120511712092,162.90998851971725,163.92562866210938,3163400
2025-10-30,164.3039973705176,168.53581369722968,163.89576310723913,165.7378387451172,2143700
2025-10-31,164.7819549380508,166.62403057943527,164.50315413618173,165.78762817382812,2096600
2025-11-03,165.29971124314838,165.5685602868749,160.79906126118962,161.49606323242188,3141200
2025-11-04,161.1276566810766,161.53589093953303,158.6682234177107,159.9029083251953,3520900
2025-11-05,160.00248483395234,164.1247710962625,159.4548349888439,163.61695861816406,2656200
2025-11-06,163.49746496161282,164.78195418690817,158.88728481304062,163.1489715576172,5193100
2025-11-07,163.20870619483642,164.5728397167314,161.96405438478521,164.1347198486328,2506400
2025-11-10,164.2940468880834,168.44620370439804,163.26845496238354,166.95262145996094,2754900
2025-11-11,166.95261229858232,169.45186764746776,165.28975931424375,167.94833374023438,2365800
2025-11-12,167.9383784462851,171.0450244166629,167.9383784462851,170.3480224609375,2694300
2025-11-13,169.69084288519383,171.82168612017173,168.52585064487212,169.88998413085938,3878900
2025-11-14,168.91000366210938,169.33999633789062,166.99000549316406,167.5800018310547,2748800
2025-11-17,166.91000366210938,167.82000732421875,164.97000122070312,165.38999938964844,2908400
2025-11-18,163.99000549316406,166.58999633789062,163.30999755859375,165.7899932861328,2325700
2025-11-19,165.58999633789062,167.30999755859375,164.55999755859375,166.5800018310547,2219100
2025-11-20,168.72999572753906,169.75,163.9600067138672,164.61000061035156,3303500
2025-11-21,165.36000061035156,169.3800048828125,165.1699981689453,168.08999633789062,3183500
2025-11-24,168.24000549316406,170.75999450683594,166.63999938964844,169.55999755859375,7138100
2025-11-25,170.2899932861328,172.16000366210938,170.22000122070312,171.5399932861328,2605800
2025-11-26,171.11000061035156,172.3699951171875,170.67999267578125,170.8000030517578,2031600
2025-11-28,170.66000366210938,172.24000549316406,170.00999450683594,172.0500030517578,1596300
2025-12-01,170.67999267578125,171.97999572753906,169.61000061035156,170.47999572753906,2244600
2025-12-02,170.8800048828125,171.16000366210938,169.6699981689453,169.8699951171875,409541
