Ticker,CAT,CAT,CAT,CAT,CAT
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,335.91285644575436,340.480807823834,335.181202120341,338.78021240234375,1683800
2025-03-18,338.1473783984919,338.1473783984919,331.5722965199476,332.9169616699219,3310000
2025-03-19,333.1344858278005,338.14737966275834,332.87743523863753,334.8054504394531,2407200
2025-03-20,330.80109057262484,335.95239169790403,329.8518832062257,332.462158203125,2782900
2025-03-21,327.47894044170863,332.16556528264994,325.50147026333013,331.9974670410156,6766100
2025-03-24,336.713697393895,339.2844144684575,335.4679117927886,337.82110595703125,2277200
2025-03-25,339.7095837172678,340.9257387218181,336.99056226161616,338.7604064941406,1678000
2025-03-26,339.49204885958767,343.3580064869416,334.9735526587602,337.26739501953125,1703200
2025-03-27,337.2377303474413,338.1473798504108,332.8378775735498,335.477783203125,1481100
2025-03-28,333.2037253123634,334.439644174798,324.3545341878117,325.97607421875,1965200
2025-03-31,321.96180007668903,328.2402736968384,318.3726870071545,326.0848083496094,2837500
2025-04-01,323.3262362476814,328.46764005184247,320.2413879304253,326.84613037109375,1955300
2025-04-02,322.45616690819,332.56104033315785,322.4265060636214,330.89007568359375,1747600
2025-04-03,316.06895169376577,321.04228786673366,301.5641950050823,302.3156433105469,4638700
2025-04-04,281.78948717690673,290.97484417249484,278.3289145273658,284.83477783203125,7216800
2025-04-07,272.89085917563966,291.03415240559116,264.2888526321059,276.9051208496094,7824700
2025-04-08,286.6244000645634,288.4930935009209,265.24792428473927,270.85406494140625,4989000
2025-04-09,267.709906008795,298.45954126030085,266.09826308431235,297.619140625,6457300
2025-04-10,293.33789480252085,294.9099798436926,276.6480430470246,285.9026184082031,4116800
2025-04-11,285.6950098232099,292.0822299105863,280.9391965624461,290.1443176269531,3197900
2025-04-14,295.3054800402352,299.0725577762292,292.37880287056214,294.76165771484375,2758400
2025-04-15,293.4862047756495,298.3310305467854,289.09624901584795,290.12451171875,3611300
2025-04-16,289.41263878964986,292.3986380628229,284.37008381253935,286.8716125488281,3017200
2025-04-17,288.87874700596194,294.346450893729,288.6117692181339,290.935302734375,2717600
2025-04-21,287.4481118219761,289.1072630638046,280.62280087492536,282.8879699707031,2978300
2025-04-22,285.630011039655,291.3227522615063,285.1332631943687,289.2761535644531,2231200
2025-04-23,299.3800004311332,303.3738423614184,293.260063079869,293.8462219238281,2458300
2025-04-24,295.4954471505271,306.2053306122223,295.13780321734265,304.8641052246094,2874400
2025-04-25,303.1155617725108,305.98674874666597,301.9332993951868,304.456787109375,2162400
2025-04-28,304.4567873162641,309.40437678932005,301.8736922803786,305.06280517578125,2189600
2025-04-29,303.0161901016819,306.662332680351,300.9397877159964,305.40057373046875,2651000
2025-04-30,313.1597589891426,313.9942917065583,300.21451173185517,307.2583923339844,5124800
2025-05-01,309.35470209802673,316.8158646562088,308.99702787295735,311.91790771484375,2961000
2025-05-02,316.4085471628867,322.55828847115407,316.4085471628867,321.57470703125,3765200
2025-05-05,317.3026726472102,324.3465537690014,317.3026726472102,321.0083923339844,1829100
2025-05-06,319.45853694033906,321.99196922018376,317.7696124061925,318.8028564453125,1724200
2025-05-07,320.640802944513,320.70041026292506,316.04091285285153,318.2067565917969,1555500
2025-05-08,322.7668983733645,326.73093664329053,320.79976590846303,322.1409912109375,2553400
2025-05-09,323.53187885449006,325.60828129474834,321.2071024813911,323.5020751953125,1646200
2025-05-12,340.87831564927376,348.71701174857753,337.5203254486147,340.32196044921875,4592000
2025-05-13,346.66044355583233,353.0188099028932,345.80605181628016,350.2469787597656,4132500
2025-05-14,349.43234109301295,350.1377146158235,346.5114610396915,347.3857421875,2052200
2025-05-15,347.1671709306113,349.0548068658775,346.2332824634327,347.5347595214844,1580400
2025-05-16,349.25350291098243,351.91606423271253,345.9749487589261,351.28021240234375,2561700
2025-05-19,347.425466558832,350.6642419997498,346.27300788153656,350.27679443359375,2277700
2025-05-20,348.5580527475846,350.16751104595846,345.2298358500751,347.2168273925781,2266000
2025-05-21,344.38536871066407,346.1537898680841,339.4278044828927,340.2822265625,2093400
2025-05-22,339.7755398947555,345.1106071174882,338.3747072761976,342.9447937011719,2174100
2025-05-23,335.4339493547254,342.6964003081103,334.0529758143313,341.156494140625,1936600
2025-05-27,347.6738429339691,351.041777693645,344.36548517349894,349.22369384765625,2240100
2025-05-28,350.19731470633263,350.5052959698938,346.5909202056361,347.2168273925781,1924400
2025-05-29,349.90922900161024,350.793424487866,346.47171174204493,349.50189208984375,2290300
2025-05-30,349.54159865117055,350.94243130605423,344.76288648817604,345.7663269042969,4867100
2025-06-02,344.21647235396597,344.21647235396597,337.29180579108805,342.4281921386719,2552700
2025-06-03,343.7495313839757,348.55804720203946,342.67656930849216,347.1274108886719,2614300
2025-06-04,348.02155343038675,349.4422754130793,347.057861328125,347.057861328125,1616300
2025-06-05,348.7169862736485,349.22367877632337,343.60048954741,346.69024658203125,1753300
2025-06-06,351.2702975714205,355.11512125061853,349.9688205719783,351.0517272949219,1608000
2025-06-09,352.9095589017832,358.1154668909394,351.6279409044761,355.74102783203125,2147100
2025-06-10,357.10209886403334,358.0160979345441,353.7738821862923,356.2377624511719,1894300
2025-06-11,358.59234297089324,361.920559653724,355.4230892394994,360.7780456542969,2551700
2025-06-12,357.5094474186363,359.64545719173174,355.5423149423307,358.6122131347656,1571800
2025-06-13,354.90648288527893,358.0359883034398,353.386435663939,354.7276306152344,1609600
2025-06-16,358.65197474258684,362.23847993685195,357.85719025029266,360.0826110839844,1579800
2025-06-17,358.37378165717945,360.03293287000406,354.7077799805996,355.3535461425781,1560100
2025-06-18,354.80713072529545,361.8609563889976,354.63822311278886,357.4597473144531,2000500
2025-06-20,360.58926635408295,361.8807986003155,356.8040502685122,358.175048828125,6268300
2025-06-23,357.5790056345484,364.7122978819513,355.4032475046313,363.84796142578125,2927400
2025-06-24,367.4841642313238,371.6766872665631,365.5269763553201,370.5937805175781,3841800
2025-06-25,370.57389368026253,371.75615598106936,367.10660341200935,369.1631164550781,1737700
2025-06-26,371.5673975925413,379.8432035621604,370.61365019501596,379.3961486816406,2575100
2025-06-27,380.5287229479021,384.9696500662751,380.2604900161246,382.2077331542969,4455000
2025-06-30,383.7973312267053,386.6188554483525,382.3070876387103,385.6849670410156,2791400
2025-07-01,384.0754965218626,391.32803327605063,381.750720237302,388.3773498535156,2393600
2025-07-02,390.1457597037588,396.04712637833603,386.8870951359015,395.8384704589844,2713700
2025-07-03,396.325319619197,399.8025545835402,395.00395335406023,395.2721862792969,1737800
2025-07-07,395.4709165408775,395.4709165408775,385.5657626825455,388.9635314941406,3012900
2025-07-08,389.87751555665005,393.37463987224345,388.9734308191112,391.7254333496094,2003600
2025-07-09,397.1200960207684,401.13382707346665,394.29857191650166,399.5640869140625,3101000
2025-07-10,402.02799039061296,409.3202454948772,400.8159243732288,405.6741027832031,3382800
2025-07-11,402.8128409676455,404.23353253245483,399.0872321178489,403.27978515625,2072600
2025-07-14,401.37226083914805,404.14412231794967,399.6137843736086,403.1307373046875,2497500
2025-07-15,403.61757587103745,406.09137048085097,400.3986291614422,402.00811767578125,2167000
2025-07-16,402.3657678931548,410.38328565590206,400.6967023547706,410.19451904296875,3242100
2025-07-17,412.16162590514585,417.1688528968994,410.19452375484116,415.35076904296875,2444700
2025-07-18,415.9766682416348,417.1688449088828,409.4791977723881,411.01910400390625,2526600
2025-07-21,416.0247436503992,416.2341335190825,408.66588110659075,408.8952331542969,1833300
2025-07-22,409.20432413423094,417.3209883603129,409.20432413423094,415.99481201171875,2185000
2025-07-23,418.7967685154,426.93339509817434,418.24835634773757,426.3650207519531,3254900
2025-07-24,425.8166139854562,428.9276708650651,423.28388211853326,428.28948974609375,2511400
2025-07-25,428.4590188488235,433.62417178908066,427.3920769006959,432.50738525390625,2218400
2025-07-28,430.014546143545,435.1497862317508,429.8849137013906,431.69970703125,2550300
2025-07-29,433.3050708587468,433.96318371482994,423.58300306551155,428.8179626464844,2383700
2025-07-30,428.7681202515753,435.5785400281656,425.2083404150878,432.8763122558594,3172600
2025-07-31,432.8862967265972,439.8861746733199,432.43757372751287,436.76513671875,4116400
2025-08-01,425.7468098149209,429.62564984866833,420.08308928520626,427.4618835449219,4027300
2025-08-04,429.62562897383896,435.63838304123453,428.75812627659764,432.45751953125,4059500
2025-08-05,426.4248563817632,438.4802171338295,425.347963769708,432.98602294921875,4329900
2025-08-06,432.09855425368823,433.4646245783156,424.3209120396743,426.4946594238281,2630800
2025-08-07,425.6171734050628,426.1057599019703,408.7855268233796,415.9250183105469,4261100
2025-08-08,419.31526178629974,420.691313160362,414.56891917087836,415.32672119140625,2965200
2025-08-11,415.7854213999866,417.09166599824556,405.6345625535386,407.3695983886719,3416000
2025-08-12,409.8225562995755,416.9919606312964,408.46646707011735,411.52764892578125,2765100
2025-08-13,413.9905721176337,414.34955660211324,409.3638807576498,412.51483154296875,4403000
2025-08-14,408.1274041695732,418.03892998154646,405.8340054997427,416.3039245605469,3676000
2025-08-15,414.529039841298,415.3666297441018,405.9337394254602,406.62176513671875,3107400
2025-08-18,405.83399847707943,411.956422790306,404.2984018542919,411.4578552246094,3185200
2025-08-19,418.1087562822111,420.6714010372175,412.87379650719436,414.8979797363281,3543600
2025-08-20,413.6116497382451,420.711277596585,410.8695280645389,419.38507080078125,4060200
2025-08-21,418.72697446099795,419.37510625067733,412.9735153499375,416.6928405761719,2504300
2025-08-22,420.40212709183606,436.58564118884374,418.8465987251537,434.421875,3785100
2025-08-25,433.7538005786692,435.64835132275283,430.93192142623974,431.0615234375,1857900
2025-08-26,430.1640887096639,430.95183398228136,426.0160029200068,430.0245056152344,2792200
2025-08-27,428.4989011665529,433.8136181541011,427.7211369627617,431.43048095703125,1970900
2025-08-28,433.6640625,434.7310044402134,431.3905955187873,433.6640625,1651700
2025-08-29,424.19128486624453,426.87358096198886,413.1829038472491,417.83953857421875,3673800
2025-09-02,412.724209368634,416.01474315793325,409.3439066382206,414.8580627441406,2329500
2025-09-03,416.93214227776474,416.93214227776474,410.19149864901925,413.9307556152344,1496700
2025-09-04,414.61877403235366,419.58451815092326,413.1031395235839,419.0161437988281,1634600
2025-09-05,419.6343469550297,423.6827131725115,416.71274830997766,421.867919921875,1843200
2025-09-08,421.43918469430895,422.6955847794866,415.5860059599613,421.5688171386719,1876700
2025-09-09,421.94772508143404,422.3365919767216,415.24697547589176,416.8922424316406,1710700
2025-09-10,418.61728136502654,425.27813679041907,418.2981908173055,421.69842529296875,2221000
2025-09-11,422.70554535497484,434.54153469362626,422.1072581801087,430.1441650390625,2737900
2025-09-12,427.8308084730765,431.3706261120489,426.52456385045963,430.28375244140625,2341800
2025-09-15,432.58713007751237,437.49304842000095,429.37635366734366,434.69110107421875,2255800
2025-09-16,434.88056013055586,439.53716426471664,433.03585400730253,439.4075622558594,2366300
2025-09-17,443.72513844339227,451.04410673823384,441.73086815825343,449.3689270019531,4512200
2025-09-18,449.6680604395089,466.37007426574445,447.5840516196742,465.6222229003906,4331900
2025-09-19,468.9128048223913,470.7674616718317,461.3844158696002,465.2034606933594,5069300
2025-09-22,465.9712420078949,471.8842463661743,458.29328889255106,470.7475280761719,3180000
2025-09-23,471.9041823736526,483.9495613806235,466.8486999504731,469.909912109375,3856600
2025-09-24,471.34578920100705,475.1548222794047,467.28744190938994,468.4441223144531,2776700
2025-09-25,463.3786640642868,466.65924720718954,458.2633559087687,462.3915100097656,2979200
2025-09-26,464.1464930649597,467.1079857573462,461.05536793076135,464.4256896972656,2329000
2025-09-29,466.7390251384249,471.1363949665665,466.1208061910485,470.2589111328125,2892100
2025-09-30,470.268894145333,476.072228263086,468.89284271224193,475.7830505371094,2315300
2025-10-01,472.6520473886032,482.54361114453235,469.79027434544594,479.4425354003906,2964700
2025-10-02,485.4652183944898,494.55911678366994,482.8028845087986,489.16461181640625,2648600
2025-10-03,491.8369088326519,503.03474743310267,491.11897031314584,496.4237365722656,2996500
2025-10-06,498.98638510566,504.14155678979466,491.6275228305234,493.9608154296875,2629200
2025-10-07,496.503500979323,496.9522239716332,482.1646925656168,485.3156433105469,2135400
2025-10-08,489.5833691396807,508.02041843855267,487.93810225651043,500.6814880371094,3959400
2025-10-09,502.615956528483,505.07888164093634,495.715798121954,498.9265441894531,3113900
2025-10-10,501.67863133765894,510.03462875579584,489.8924865722656,489.8924865722656,3889100
2025-10-13,500.7114261917434,504.9293189718192,494.03063872194167,503.31396484375,2618400
2025-10-14,499.1459132338522,530.037171954866,497.5804341337534,525.9588623046875,5459800
2025-10-15,532.6696141492312,536.9074385752943,525.699649124954,532.52001953125,3447100
2025-10-16,536.518561903597,543.4287015186642,533.1682022466497,539.4102783203125,3463100
2025-10-17,535.8404871076843,540.6566668811106,525.4602762048469,525.5700073242188,2814700
2025-10-20,529.5599975585938,534.2000122070312,526.9400024414062,531.1799926757812,2170800
2025-10-21,525.0700073242188,533.3800048828125,522.0399780273438,524.6500244140625,2259100
2025-10-22,525.72998046875,525.7999877929688,510.2099914550781,513.9099731445312,4149000
2025-10-23,518.3300170898438,522.8900146484375,513.010009765625,520.5,2619400
2025-10-24,522.8599853515625,527.22998046875,521.02001953125,522.72998046875,2392000
2025-10-27,527.0499877929688,529.469970703125,521.4299926757812,527.0700073242188,2493800
2025-10-28,525.9600219726562,530.2899780273438,521.6699829101562,524.469970703125,2775400
2025-10-29,558.1799926757812,596.2100219726562,558.0,585.489990234375,6948500
2025-10-30,577.8900146484375,593.77001953125,575.77001953125,583.1500244140625,2574800
2025-10-31,584.030029296875,587.0499877929688,571.3499755859375,577.260009765625,2974800
2025-11-03,575.9299926757812,576.219970703125,565.3900146484375,570.5900268554688,2439400
2025-11-04,565.0,566.5,545.2000122070312,547.5800170898438,3440700
2025-11-05,551.9400024414062,574.010009765625,550.3599853515625,569.1500244140625,2701300
2025-11-06,573.2000122070312,583.989990234375,564.22998046875,569.780029296875,2245800
2025-11-07,563.5499877929688,565.5800170898438,550.3300170898438,563.0999755859375,2320100
2025-11-10,570.0,574.1799926757812,561.510009765625,570.8499755859375,1829900
2025-11-11,568.719970703125,570.4500122070312,560.260009765625,567.9299926757812,1517400
2025-11-12,570.5,581.27001953125,570.5,573.02001953125,2645100
2025-11-13,572.77001953125,576.8200073242188,544.6300048828125,553.5499877929688,3458700
2025-11-14,548.9600219726562,558.3099975585938,541.0,554.030029296875,2764500
2025-11-17,552.5900268554688,561.5900268554688,547.5700073242188,552.0499877929688,1941100
2025-11-18,543.3499755859375,551.5700073242188,538.0499877929688,546.8800048828125,1918600
2025-11-19,550.0,560.9099731445312,547.6400146484375,553.1099853515625,1880900
2025-11-20,565.9500122070312,568.8699951171875,541.0,546.1300048828125,3195000
2025-11-21,545.8200073242188,554.989990234375,537.0800170898438,550.4299926757812,2921600
2025-11-24,552.1300048828125,565.739990234375,550.6699829101562,559.5999755859375,4653500
2025-11-25,564.5900268554688,567.1400146484375,547.5499877929688,566.6099853515625,3105100
2025-11-26,566.6099853515625,574.8800048828125,566.02001953125,573.72998046875,1995100
2025-11-28,573.7899780273438,577.3599853515625,572.4000244140625,575.760009765625,1019500
2025-12-01,570.4099731445312,575.5900268554688,567.0,568.0599975585938,1763800
2025-12-02,571.3300170898438,577.5800170898438,569.0599975585938,570.125,388503
