Ticker,AIG,AIG,AIG,AIG,AIG
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,72.1407981205998,72.2884199344483,71.43218337916994,71.82585906982422,2422000
2025-01-03,71.91443678946959,72.14080276651417,71.31408301202497,71.6585464477539,2964600
2025-01-06,71.91443866807458,72.78051925892319,71.16645553899536,71.32392883300781,3789200
2025-01-07,71.62901423564554,72.27858022220418,70.95976784437555,71.4420166015625,3235400
2025-01-08,70.72356932020307,70.72356932020307,68.40089098254275,70.30036926269531,6850300
2025-01-10,68.14501007861153,69.60160809689934,68.14501007861153,69.38508605957031,7175200
2025-01-13,68.94219612067006,69.75906436530946,68.8634594798949,69.71969604492188,4117800
2025-01-14,69.71969210287018,71.54044115133605,69.52285802080092,71.4420166015625,4827300
2025-01-15,72.54431447851388,72.83957314086024,71.58965331349897,71.91443634033203,3856500
2025-01-16,71.79632515740617,73.55801800373264,71.77664475236557,73.4300765991211,4627400
2025-01-17,73.63676191613136,74.50284248952211,73.47929613403295,73.9024887084961,4899400
2025-01-21,74.21742633843088,74.72919945444791,73.9221677080918,73.98121643066406,3965200
2025-01-22,74.36505128772787,74.5914172483865,73.51865118763948,73.56786346435547,2484700
2025-01-23,73.5580200455017,74.02058841855553,73.38086636026277,73.42023468017578,3193100
2025-01-24,73.26277098995848,73.626914819202,72.19984884833744,72.61320495605469,3628300
2025-01-27,72.8297248666535,74.93588117426029,72.73130782128426,74.90635681152344,4188800
2025-01-28,75.02445808478699,75.71338487725968,73.85327502884454,73.98121643066406,2914700
2025-01-29,73.84343482945519,75.35908135875279,73.84343482945519,74.2174301147461,3340700
2025-01-30,74.66031607647419,74.80794541003557,73.91233295950569,74.2272720336914,3199800
2025-01-31,73.81391456072878,74.16822195131945,72.23921921851449,72.49510955810547,4453600
2025-02-03,71.510917978277,72.32778619030432,70.60546166299021,71.94395446777344,4056200
2025-02-04,71.68806662903883,72.64272774430637,71.54044481429791,71.5699691772461,2641400
2025-02-05,71.70775504980185,72.31795275375015,71.50107699896597,72.21952819824219,3148500
2025-02-06,73.00688275877819,73.50881948044609,72.13095823966069,73.40055847167969,3153400
2025-02-07,73.5383439445563,73.88280737803461,73.16434863786012,73.50881958007812,2904400
2025-02-10,73.62691795826903,74.23711569715738,73.51865694800271,73.9024887084961,3839700
2025-02-11,74.02058753798201,75.39844868358894,73.86312176894248,74.72920227050781,4672900
2025-02-12,74.05010999585097,75.752754101531,72.45573439741358,75.64449310302734,5532400
2025-02-13,75.91022365918755,76.0283286203848,73.84343564504147,75.1917724609375,3641300
2025-02-14,74.8965211403338,75.10319921109627,72.78052064147047,73.16435241699219,5336400
2025-02-18,73.17418564570487,74.43394180205699,72.67224897102929,74.26663208007812,4305400
2025-02-19,73.93201938889995,74.61110229564561,72.6427312443742,74.08948516845703,4189900
2025-02-20,73.8631240912423,75.12288031812268,73.58754584646525,75.04414367675781,5043800
2025-02-21,75.19177405840325,76.57947171544096,74.86699103976524,75.43782043457031,5936200
2025-02-24,75.742914374413,77.75065367413562,75.72323396846743,77.32745361328125,4967900
2025-02-25,77.75065193092144,78.98088376527146,77.61286656617338,77.77033233642578,6206400
2025-02-26,77.7506526026318,78.05574769738986,76.59915739782949,76.93377685546875,3684600
2025-02-27,77.2684092909469,79.23678038223463,77.0321993536997,78.42974853515625,4883300
2025-02-28,78.73484147711844,81.68739803251039,78.7249975194867,81.62834930419922,10011800
2025-03-03,81.62835309556691,82.44522140719074,80.53590651863217,81.28388214111328,7009000
2025-03-04,80.38827289742706,80.85084128933256,78.14433113210971,78.58721160888672,8103800
2025-03-05,79.55171170512872,80.67368251714092,78.64626289345908,80.02411651611328,4689200
2025-03-06,79.63045454947779,80.42764242310773,79.07930554872134,79.99459838867188,4287300
2025-03-07,79.44345293728684,80.51621150346014,78.95136019858585,80.23079681396484,4439100
2025-03-10,79.60091222817182,81.61849529607385,79.22692448035458,80.62446594238281,5444400
2025-03-11,80.62447261223225,80.8705189819049,79.39424076386906,80.33905792236328,6174600
2025-03-12,80.41779416588979,80.45716248589183,78.24274516976637,79.10882568359375,4357000
2025-03-13,79.47297124536975,80.81146399335928,78.90214190986917,80.26032257080078,6233900
2025-03-14,80.2603307471709,82.21885779505999,79.3253500143798,81.81533813476562,6241300
