Ticker,AMT,AMT,AMT,AMT,AMT
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,207.00007512127866,211.0288749953991,206.1709131455897,207.4780731201172,3097600
2025-03-18,207.47807242558034,210.9898461462063,206.1904116419382,209.60464477539062,3996500
2025-03-19,209.00958289611762,210.33625687910876,206.45379039787898,208.52183532714844,2244200
2025-03-20,209.63389996198376,209.85827456164657,207.44880037126444,209.01934814453125,1839300
2025-03-21,208.61938626805298,214.22848318948652,207.42928103480233,210.93130493164062,6326100
2025-03-24,208.66817314727717,211.69219921089302,207.20493040798328,207.5853729248047,2879900
2025-03-25,206.82449349141982,207.37076841396788,203.09809473637705,204.36624145507812,2646600
2025-03-26,204.36622774944635,206.36599572349215,202.56155582253015,204.8734893798828,1607400
2025-03-27,205.89777590392978,209.78024257361946,204.52232412030062,208.79498291015625,2458400
2025-03-28,210.3557818797907,210.53137875387844,208.13165404051475,210.27774047851562,1907500
2025-03-31,211.24348829466854,213.99437701537786,210.4338254934122,212.26776123046875,3281300
2025-04-01,214.68698417571807,215.2917864331028,212.26776026130378,214.0626678466797,2124800
2025-04-02,214.49188546533608,215.0771736438402,210.9898464480792,212.56039428710938,2794100
2025-04-03,219.48640423787634,225.3686386806615,214.60892858814577,222.59823608398438,5852900
2025-04-04,227.43668787179527,228.07076864911397,214.63819628928167,214.77476501464844,9877200
2025-04-07,212.0238711713401,216.47212655553568,206.4537874635353,208.16090393066406,5082200
2025-04-08,209.81925950030228,211.38005777800663,197.0597804674272,199.6448516845703,5455000
2025-04-09,197.15733231719582,206.746451766165,192.66029892165486,202.39573669433594,5646900
2025-04-10,202.65912478410485,207.94630690323797,198.51327024580186,203.2151641845703,3565200
2025-04-11,203.11680137638177,210.22765541357816,201.7693671343522,209.70639038085938,2555400
2025-04-14,209.49000534922897,215.22393546553724,207.68033003154227,214.20106506347656,2080600
2025-04-15,215.6665260687332,217.1811571105445,212.46025238118136,214.41744995117188,3854900
2025-04-16,216.66972507032514,216.90576055548752,212.94217128881442,214.40762329101562,3376800
2025-04-17,215.33212947880213,220.66281247174925,214.66332727280647,218.99082946777344,2599000
2025-04-21,217.68275391125792,219.8661722251379,211.58492533506268,214.39779663085938,2781000
2025-04-22,216.1582817219572,218.55807577992968,214.24041844032905,217.32867431640625,2747400
2025-04-23,216.1484482685473,216.295970438746,205.91981926008563,209.0966033935547,7046000
2025-04-24,210.79810426258803,211.7324464173674,207.28692631400543,207.43446350097656,2885500
2025-04-25,207.99505985416752,208.2999490259898,205.01499180900896,207.345947265625,2464500
2025-04-28,206.98203989183173,210.08014077133328,205.91000535268793,207.8180389404297,3390200
2025-04-29,208.15243144576903,218.1155062567495,206.8935254784347,217.68275451660156,3174900
2025-04-30,217.7122621029402,222.3643133621577,216.9549465467233,221.69552612304688,3491100
2025-05-01,221.1644110556754,222.1184278358523,219.3940848726207,220.3382568359375,2253000
2025-05-02,221.81353293276322,222.25611446709934,217.54505456698786,219.91534423828125,2732600
2025-05-05,221.3906348624492,222.29547259311292,218.7842945987022,220.18089294433594,1832900
2025-05-06,220.61364782900569,221.90205825740387,218.69578440477395,220.12188720703125,1637100
2025-05-07,218.91215435233985,221.25293965191514,215.65670152417994,215.87307739257812,3571500
2025-05-08,215.3321419259478,216.27631390889962,213.96504800747184,214.28961181640625,3007500
2025-05-09,213.49296346503888,216.95494743581725,213.01103265322715,216.3451690673828,2499800
2025-05-12,213.85685477980152,213.85685477980152,203.51020742550517,204.4937286376953,4450800
2025-05-13,205.06416325826456,205.06416325826456,198.39589094858317,200.59898376464844,4525300
2025-05-14,199.55644128686342,201.80871319168298,197.69758685818852,201.1300811767578,4060300
2025-05-15,202.84141456281873,208.28028551436367,201.62184289098127,208.19175720214844,3115600
2025-05-16,209.4506924063362,209.94245303228263,207.91638664721495,209.86376953125,2812700
2025-05-19,210.11947836097664,211.94882847853287,208.45732505433202,211.58493041992188,1733400
2025-05-20,209.991609369735,212.30289022965815,209.90309606208078,211.8504638671875,1755900
2025-05-21,212.08650634776353,212.99134403117208,209.94243738199282,210.20797729492188,2231500
2025-05-22,210.89644474094248,212.10618662812857,205.6247854902833,206.8050079345703,1969800
2025-05-23,209.6080362582406,210.01128355761378,207.0902243523813,208.36880493164062,1573200
2025-05-27,207.54265238528544,211.44723283564738,207.54265238528544,210.17848205566406,1867000
2025-05-28,209.49001819118214,209.58837631533575,207.25742083751123,208.95892333984375,1787600
2025-05-29,208.17210249664782,210.57189664545336,207.17873647182267,210.18832397460938,1790600
2025-05-30,209.6080372230508,211.8209599640284,208.8212322543552,211.11282348632812,5861500
2025-06-02,209.86375979569945,210.90628987316813,207.42461639886946,210.58172607421875,2142600
2025-06-03,209.63754569185093,210.84728761881092,208.24094733600398,209.87359619140625,2035500
2025-06-04,209.73591224260136,212.90285195395637,208.69338209054231,210.82762145996094,1579000
2025-06-05,211.58491741399058,213.61096865470665,210.5423873586584,212.65695190429688,2526800
2025-06-06,211.77180050902692,212.56845031190858,208.59501609990943,209.03759765625,2516300
2025-06-09,208.61469369703065,210.40469457472668,206.91320613039431,209.3228302001953,1777800
2025-06-10,210.4145289218972,211.85046147656,209.2244616610518,211.073486328125,1625000
2025-06-11,211.0735017791199,212.15538118635683,209.43102304801923,210.82762145996094,1577900
2025-06-12,212.2242051674934,214.18141777503286,211.01447828310603,214.11256408691406,1738000
2025-06-13,213.61694551014045,215.46069330146435,212.19944821314618,212.92306518554688,2455600
2025-06-16,211.13879181306115,215.4210506255453,211.13879181306115,213.1014862060547,2424500
2025-06-17,213.24025658630322,213.87466360174298,210.92070735411315,213.2600860595703,1659500
2025-06-18,213.72597581890366,214.76680382416546,211.72362257430495,213.59710693359375,1665700
2025-06-20,213.26008638439413,216.93767472003893,212.42743001138427,215.5796356201172,4018600
2025-06-23,216.7394033500797,220.66480703809546,215.64902436068235,219.69337463378906,2618000
2025-06-24,218.94001597875427,223.06366920639465,217.08636102385648,221.95346069335938,2219000
2025-06-25,219.802422418769,220.88289427572192,217.59189745857864,218.2957000732422,1727300
2025-06-26,218.86070874292477,219.64381411595903,213.93415100415422,215.61929321289062,2040100
2025-06-27,214.40995079151924,217.95867018865354,213.9837003116747,215.87701416015625,2086300
2025-06-30,215.4904289766243,219.1977540162288,213.37903623910987,219.08871459960938,2071800
2025-07-01,218.96974793302965,223.2916504274404,218.69219581071982,222.50856018066406,2567600
2025-07-02,220.87298162020815,222.99428146007983,220.5954143755506,220.8828887939453,1937900
2025-07-03,220.53594912437927,221.21001509948937,215.99596768694698,219.8123321533203,1369100
2025-07-07,220.35751849869723,221.0315693155007,216.14465551730802,218.09744262695312,1894900
2025-07-08,216.11492498587128,219.2274867657596,215.72833344754125,218.77149963378906,2022600
2025-07-09,217.79016166366804,220.06014479031325,215.47059729080163,219.89163208007812,1712900
2025-07-10,218.56333584424763,221.72544851404308,218.27586143079432,219.0787811279297,1459200
2025-07-11,218.1569208927374,219.47530103555167,215.60937054805072,217.3242645263672,1358500
2025-07-14,217.03678336782275,220.35751668183818,216.95748060318397,219.84205627441406,1475900
2025-07-15,219.31669156245135,219.36625768168096,216.07526097067188,217.00704956054688,1754200
2025-07-16,217.74059806296063,221.48756692920642,217.18549380506593,221.40826416015625,2426500
2025-07-17,220.86306319073796,222.3202194048043,219.89163075651248,221.09104919433594,1522400
2025-07-18,221.46772912220231,223.7972006083464,221.2199136502915,222.80593872070312,1253800
2025-07-21,224.02518205453228,225.75989032265366,223.39077506435183,224.52081298828125,1458800
2025-07-22,227.58380969977398,230.51795149786602,225.96806313274843,230.3197021484375,2274400
2025-07-23,228.92202411489242,230.4386536019767,227.5838145084269,228.1686553955078,1839700
2025-07-24,228.70394570721538,232.28240175447885,226.48351361644748,229.2194061279297,2034700
2025-07-25,228.60482034525347,229.52670180090988,226.255534422719,227.8613739013672,1031300
2025-07-28,225.73016308821843,227.068372715318,221.3983533867886,222.25083923339844,2176300
2025-07-29,217.08635389857392,217.08635389857392,209.9492713160408,212.83384704589844,3704000
2025-07-30,209.7113663336208,213.20061247654306,205.84545095187192,206.916015625,3693300
2025-07-31,205.40928670198798,207.76849480181363,203.9124867176914,206.56906127929688,2774000
2025-08-01,209.56268518343552,215.49042720292618,209.2851330571354,210.2466583251953,3232200
2025-08-04,209.51311806423854,212.46707432318948,209.15626317134502,211.11895751953125,2804500
2025-08-05,210.40524946232875,210.93061706931366,205.96440030074703,208.21456909179688,1854800
2025-08-06,208.6606252743697,209.73118991743542,206.6781015187937,207.07460021972656,1634100
2025-08-07,207.0944396304941,209.22566184528523,206.1824804742206,208.17491149902344,2025800
2025-08-08,208.49211784140914,209.0472220869319,204.01160980540124,204.7054901123047,1727500
2025-08-11,204.13055274059263,206.06352551692297,203.06000321507454,204.2792510986328,2339200
2025-08-12,204.3486301964448,204.9731300200269,201.444240152746,202.83200073242188,1757100
2025-08-13,203.0897361793152,203.51597152196567,201.17659291050248,202.36610412597656,2717800
2025-08-14,201.42442164110858,202.4057763993613,199.0354767538851,201.68215942382812,2636900
2025-08-15,202.4057652684889,206.39064225277482,201.4145033905888,204.3188934326172,2640400
2025-08-18,204.7947216250994,205.21104982234598,200.88914718486578,201.35504150390625,3227700
2025-08-19,201.76144363644028,205.022703808865,201.45415486269192,204.84426879882812,1669400
2025-08-20,206.66820346302217,209.2950415048695,205.86526860120685,207.66937255859375,2217500
2025-08-21,206.54923733647777,209.15626097455305,206.54923733647777,207.89735412597656,1483300
2025-08-22,209.05713214339806,212.91314039363363,208.41281794784416,210.02857971191406,2343000
2025-08-25,209.15626093165923,210.06822006474252,208.07578909060518,209.27520751953125,1238900
2025-08-26,207.27287457679117,207.27287457679117,202.76262979275165,205.6372833251953,3538700
2025-08-27,205.93465388252363,206.21220599661282,201.4343316394009,201.49380493164062,3083500
2025-08-28,201.48388885156194,202.65358576171772,199.94744500309332,200.79000854492188,2978200
2025-08-29,201.22616219422352,202.0786480183897,199.91768924880083,202.06874084472656,2618100
2025-09-02,200.82966129928099,203.42676256354102,197.01329704224264,198.73809814453125,2601200
2025-09-03,199.72936994216116,201.02792063882376,193.49432398773203,194.54505920410156,3630500
2025-09-04,196.1905574736599,196.45820242730002,191.36311676138058,193.38528442382812,3523700
2025-09-05,195.34798927928477,197.65761618862464,194.5648839104904,196.58706665039062,4126100
2025-09-08,192.68149151616723,193.7619633489493,187.3584048678041,191.9479522705078,5376600
2025-09-09,192.2354078846856,193.07798652741766,190.32227972887972,192.89956665039062,3383900
2025-09-10,192.31470999880835,194.03951109817845,191.6307520137302,192.06689453125,2539100
2025-09-11,192.62202492780833,195.36780957545412,191.38294751897502,194.83253479003906,2277400
2025-09-12,194.03950984464865,194.8325223608035,192.88964245249693,193.3753662109375,3096400
2025-09-15,194.34680683475906,195.0109504966029,186.90243536722423,190.8179168701172,3883400
2025-09-16,190.32228635011057,193.44475531035954,189.80682592278458,193.02842712402344,3253800
2025-09-17,193.2564271299238,197.38998744750955,192.73104440627873,195.49667358398438,3041900
2025-09-18,193.52405005985437,194.74331304659609,190.5502644588456,191.34327697753906,2368700
2025-09-19,191.8587426503617,192.93921448494632,190.4114936296074,191.62083435058594,5329500
2025-09-22,192.5922627699417,194.82260198558103,190.27271361578616,191.52171325683594,3471300
2025-09-23,191.72988107680146,193.04826126144664,191.0360007494768,192.58236694335938,2774700
2025-09-24,192.0470907482285,193.85117958605483,190.86748663769066,191.24415588378906,2963500
2025-09-25,192.73104389551747,195.68501524690697,191.45232270012468,192.01734924316406,3022700
2025-09-26,192.6319220229079,193.7421304829874,191.69022626655791,192.57244873046875,2608300
2025-09-29,192.85991327737364,193.7917018855408,190.629573997361,192.85000610351562,3314300
2025-09-30,192.88999938964844,193.8000030517578,191.1300048828125,192.32000732421875,3426900
2025-10-01,192.27999877929688,194.5,192.11000061035156,193.32000732421875,2960500
2025-10-02,190.9499969482422,193.2100067138672,188.8800048828125,191.1699981689453,2822300
2025-10-03,191.0,192.41000366210938,189.4600067138672,190.2100067138672,2863100
2025-10-06,189.4499969482422,189.4499969482422,185.3300018310547,185.57000732421875,2968100
2025-10-07,186.25999450683594,186.99000549316406,183.9499969482422,186.97000122070312,2741700
2025-10-08,186.7100067138672,188.88999938964844,183.77000427246094,185.58999633789062,3329700
2025-10-09,186.3000030517578,186.50999450683594,183.99000549316406,185.32000732421875,2211000
2025-10-10,186.77000427246094,187.99000549316406,184.00999450683594,186.67999267578125,3154400
2025-10-13,184.36000061035156,186.07000732421875,182.5,183.1999969482422,3242800
2025-10-14,183.80999755859375,186.52000427246094,183.1300048828125,186.50999450683594,4174900
2025-10-15,185.9199981689453,190.19000244140625,185.75999450683594,190.02999877929688,3353900
2025-10-16,190.57000732421875,194.0800018310547,190.24000549316406,191.47000122070312,3394700
2025-10-17,192.0800018310547,192.50999450683594,188.16000366210938,191.2899932861328,1981400
2025-10-20,191.9499969482422,193.1199951171875,190.6199951171875,193.0800018310547,1782100
2025-10-21,192.14999389648438,194.39999389648438,190.85000610351562,192.3699951171875,1749500
2025-10-22,192.02999877929688,193.42999267578125,190.8699951171875,191.19000244140625,1535700
2025-10-23,191.27000427246094,192.22000122070312,187.47000122070312,190.3000030517578,2279900
2025-10-24,191.30999755859375,192.72999572753906,189.97000122070312,191.52000427246094,1721800
2025-10-27,190.0,191.08999633789062,188.74000549316406,189.72999572753906,2979100
2025-10-28,185.94000244140625,186.33999633789062,177.49000549316406,182.72000122070312,6047500
2025-10-29,182.6699981689453,183.9199981689453,178.75,179.0800018310547,4501500
2025-10-30,180.25,182.5800018310547,178.47000122070312,179.4499969482422,2954900
2025-10-31,177.1300048828125,180.05999755859375,176.88999938964844,178.97999572753906,2604700
2025-11-03,177.75,178.02000427246094,175.0,176.63999938964844,3481700
2025-11-04,178.64999389648438,180.77000427246094,177.44000244140625,180.35000610351562,2663800
2025-11-05,180.60000610351562,182.02999877929688,178.72000122070312,179.42999267578125,2330500
2025-11-06,178.8800048828125,182.11000061035156,177.85000610351562,178.08999633789062,1960500
2025-11-07,177.75,178.47999572753906,175.3800048828125,177.9499969482422,4255800
2025-11-10,176.24000549316406,180.97000122070312,176.0,179.72000122070312,2911100
2025-11-11,181.47999572753906,184.9600067138672,180.80999755859375,184.7899932861328,2429500
2025-11-12,184.0,185.3800048828125,181.92999267578125,183.35000610351562,2947600
2025-11-13,183.02000427246094,184.24000549316406,180.85000610351562,181.1300048828125,3072000
2025-11-14,182.85000610351562,184.39999389648438,179.61000061035156,183.58999633789062,3807200
2025-11-17,183.69000244140625,184.6999969482422,179.9600067138672,180.47000122070312,3253600
2025-11-18,180.0,182.36000061035156,178.94000244140625,181.5500030517578,3436500
2025-11-19,181.5399932861328,182.36000061035156,178.9199981689453,180.5,2673200
2025-11-20,180.5,180.66000366210938,178.00999450683594,179.1199951171875,3094500
2025-11-21,180.3699951171875,181.99000549316406,179.00999450683594,179.55999755859375,2609900
2025-11-24,179.5800018310547,180.36000061035156,176.5800018310547,179.57000732421875,6032500
2025-11-25,180.22999572753906,182.0,179.47000122070312,179.75999450683594,2005100
2025-11-26,180.02000427246094,182.3000030517578,178.5,181.24000549316406,1941700
2025-11-28,180.41000366210938,182.0500030517578,180.02000427246094,181.27000427246094,1088800
2025-12-01,178.5,179.10000610351562,174.91000366210938,176.27000427246094,3329600
2025-12-02,177.05999755859375,177.72999572753906,175.41000366210938,177.17999267578125,450070
