Ticker,BMY,BMY,BMY,BMY,BMY
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,54.2341694988435,54.6628611819814,53.84358455066413,54.100799560546875,9092000
2025-01-03,54.26453432974295,54.70758786263987,54.23564065234507,54.486061096191406,9533500
2025-01-06,54.235637875065734,54.92911181629782,53.879265392611465,54.59200668334961,9459600
2025-01-07,54.59200736681238,55.54553542575806,54.4379016363681,55.03506088256836,10814600
2025-01-08,54.880956040193496,54.9483770687182,53.98521531931325,54.717220306396484,11995900
2025-01-10,54.2837976183753,54.43790335368104,53.580689971407224,53.77332305908203,9681300
2025-01-13,53.628848225053005,53.734796608761236,52.79089850489704,53.32063674926758,7120700
2025-01-14,53.45547364214678,53.91779081112438,53.41694629285608,53.6866340637207,7409900
2025-01-15,54.062269071327215,54.649798315990516,53.60958188134,53.850372314453125,8458400
2025-01-16,53.78295041537251,54.341582300571744,53.050949127208256,54.30305862426758,9061000
2025-01-17,53.93705946143171,54.53421873384408,53.50363592735394,54.21637725830078,10911600
2025-01-21,54.54385123328608,55.55517034155182,54.46679652925757,54.93874740600586,9113200
2025-01-22,54.40901234182117,55.275855767565986,53.888904081871836,54.986907958984375,8439800
2025-01-23,55.03506405557783,57.067336018973116,54.91948566962364,56.961387634277344,14504300
2025-01-24,56.9324907580052,57.78970411450306,56.922857083117336,57.471858978271484,12677500
2025-01-27,58.37723316215976,58.849180353286314,57.664491863871966,58.36759948730469,10882600
2025-01-28,58.05938898815006,58.357970452702865,56.576122688741556,56.59538269042969,9232600
2025-01-29,56.90359980548966,57.539286434210815,56.64354568362592,56.87470245361328,6780900
2025-01-30,57.10586337234806,57.16365072823984,56.42201938371069,56.961387634277344,8128600
2025-01-31,56.999911921085456,58.01123101066011,56.508697377408616,56.778385162353516,11342000
2025-02-03,56.62428290837938,58.088289280227286,56.39312246054206,57.74155044555664,13978200
2025-02-04,56.701329169484936,57.64522720988715,56.5664871171661,56.94211959838867,11718500
2025-02-05,57.4429663918418,58.136444030108066,57.04807021986696,57.5103874206543,12600800
2025-02-06,55.256587368838815,57.1925445018351,54.813533855260616,55.304744720458984,25072300
2025-02-07,55.3432703436517,55.58406076840567,54.120054545001096,54.755741119384766,14340200
2025-02-10,54.707587057474896,54.775008086524736,52.588630457445724,53.484371185302734,16656800
2025-02-11,53.359160299577574,54.235637310286165,53.07020884672193,53.87926483154297,8724200
2025-02-12,53.61921445234625,54.45716784515118,53.40732135948518,54.08153533935547,8502900
2025-02-13,54.17784909556849,54.18747909655044,53.58068983208286,53.908164978027344,8917200
2025-02-14,53.96595697993922,53.96595697993922,51.68326443688934,51.914424896240234,13227200
2025-02-18,51.74105225483206,52.579001978834484,51.567682839635616,52.424896240234375,10918500
2025-02-19,52.40563368497154,52.95463562011719,52.12631587960391,52.95463562011719,10770900
2025-02-20,52.9931633944539,53.7636921100531,52.78126661985009,53.734798431396484,8953500
2025-02-21,53.388056883732425,53.994849823948364,52.82942129689254,53.77332305908203,11105500
2025-02-24,53.90816395152651,55.86338111481032,53.88890027575888,55.747802734375,13215800
2025-02-25,56.152328013042144,57.73191265924893,56.02711595962222,56.065643310546875,15344100
2025-02-26,56.0174889193518,56.2679093652553,55.112118169798414,55.2662239074707,7273100
2025-02-27,55.227695835586836,56.6531748090421,54.86169333556558,56.6339111328125,9812100
2025-02-28,56.79765308300332,57.539288117232566,55.78633024367298,57.4237060546875,20219700
2025-03-03,57.54891517832197,57.71265091397224,56.83617385906002,57.664493560791016,11214100
2025-03-04,57.75117641890154,58.45428404053466,57.10585982373966,57.25033187866211,16502200
2025-03-05,57.24070431984859,58.040126678866116,57.192546966153415,57.616336822509766,9707000
2025-03-06,57.731913296539496,58.463918275506764,56.85543626126559,57.96307373046875,10682400
2025-03-07,58.22313087595669,60.785141087557044,58.049761460014736,58.83955383300781,18538200
2025-03-10,58.70471167737564,60.83329834574723,58.48318490717219,60.78514099121094,20295700
2025-03-11,60.486555275633734,60.9970334856229,58.97439166930567,59.244075775146484,14637900
2025-03-12,58.483181744084234,58.5794964479476,57.3273869268717,57.60670471191406,10812400
2025-03-13,57.7800768974216,58.52170823601686,57.587443806258804,58.059391021728516,8990400
2025-03-14,57.63560390637986,57.780079650177726,56.556863688313754,56.836177825927734,11905700
