Ticker,DIS,DIS,DIS,DIS,DIS
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,98.32071743930427,99.69486239659977,98.24106291764768,98.9380874633789,8332100
2025-03-18,98.84846898220054,99.30652238126329,98.06183022445762,98.92813110351562,6727000
2025-03-19,99.23682125108444,100.5312965532697,99.0476256096812,99.86414337158203,8614600
2025-03-20,99.14719262919859,99.62515773353142,98.22114141211428,98.4402084350586,7836500
2025-03-21,97.96225045558441,99.46584073397037,97.33492833270726,99.03766632080078,15089900
2025-03-24,99.79443921480883,100.0135062491256,98.4402135453943,99.75460815429688,8224400
2025-03-25,100.22261280787,101.32790003788718,99.98363404373052,101.17853546142578,7365200
2025-03-26,101.26815000725063,101.83572932221287,99.83426982034483,100.35205841064453,6314000
2025-03-27,100.28235848837458,100.6009993820719,99.15715949434927,100.0234603881836,6598800
2025-03-28,99.62516010964994,99.96371271900395,97.3249639108712,97.653564453125,7679700
2025-03-31,96.41883678068713,98.43025599934185,95.2936301887532,98.28089141845703,10554000
2025-04-01,97.90250239526834,98.17135254861017,96.42878359291947,97.26522064208984,8762700
2025-04-02,96.20972651855966,97.89254512815842,96.04044261357214,97.46437072753906,7959900
2025-04-03,94.10868243593515,94.37753258689038,88.233734203788,88.46275329589844,19353400
2025-04-04,85.63482116728184,87.16828283005667,82.72722208581182,83.17530822753906,22580900
2025-04-07,80.6460927715143,86.26214322226193,79.7598725562118,82.9462890625,20456000
2025-04-08,85.58502736021111,86.5807810588616,80.50668501649314,81.37299346923828,14845600
2025-04-09,80.94481821250953,91.85827772180144,80.84524436310497,91.05171966552734,24970900
2025-04-10,88.54242156701268,88.63204335489132,82.71726365284047,84.86809539794922,16377000
2025-04-11,84.74860042197254,85.30622007877196,82.99607173303404,84.52953338623047,10204400
2025-04-14,85.46554425914881,86.08290670815289,83.6731845107543,84.3005142211914,10841300
2025-04-15,84.39012687177511,85.614907277018,84.1611001759337,84.6490249633789,7840500
2025-04-16,83.92212359260475,84.43991978926142,81.66176595623263,82.41853332519531,10144300
2025-04-17,83.01598711395607,85.41574953455576,83.00602744998743,84.44986724853516,14810900
2025-04-21,84.54945005769176,84.86809093684757,82.6276451186277,83.643310546875,14166800
2025-04-22,84.6490256576701,86.19243936170272,84.24076298690792,85.72443389892578,9578500
2025-04-23,88.65195136494012,89.48838842969539,86.66044394990115,86.91934204101562,12089100
2025-04-24,87.07865772913617,89.85681145429837,86.40154491156619,89.62779235839844,10310000
2025-04-25,89.68753722280353,89.95638738442334,88.69178350317786,89.89664459228516,7749600
2025-04-28,90.06592254312822,90.98202175560162,89.25936444656827,89.77716064453125,8491800
2025-04-29,89.44855353788901,91.27078456786703,89.37885108522852,90.7828598022461,6359900
2025-04-30,89.50830049421167,90.8027833576027,88.18394623500356,90.56379699707031,8474800
2025-05-01,90.8824384988338,91.22099871339147,89.97630656589621,90.42439270019531,7790600
2025-05-02,91.45001808348148,92.79429168433286,91.45001808348148,92.09725952148438,7594000
2025-05-05,89.31910205501241,92.68475435540846,89.22948787037349,91.7188720703125,10231000
2025-05-06,90.8127355422311,92.34619717113824,90.613587838528,91.77861785888672,11839400
2025-05-07,101.98509469316078,102.8713149006678,99.71477741563727,101.656494140625,36155300
2025-05-08,103.52851150732728,105.73908589633746,103.41897799457469,104.67362976074219,19265400
2025-05-09,104.81303762508794,105.73908887912056,104.31516077016714,105.49015045166016,10438200
2025-05-12,109.40346579236005,110.46892198680962,108.19860468252442,110.02082824707031,18366600
2025-05-13,109.7818445202239,111.72356118042194,109.68227067044411,110.90704345703125,14076700
2025-05-14,110.90704537849786,112.92843178933717,110.35938539672192,112.4604263305664,15352200
2025-05-15,111.75344416150311,112.37080661037216,111.10620271933566,111.74348449707031,8322400
2025-05-16,111.44475443094737,112.95830433846874,110.94687757134128,112.93838500976562,10961000
2025-05-19,111.64390981640034,112.51021069068346,111.42484278249032,112.1816177368164,7209700
2025-05-20,111.96255091497221,112.91847357630093,111.33522120813292,111.88288879394531,6433300
2025-05-21,111.21573191782056,112.01233031055239,109.66235099754766,109.99095153808594,10150600
2025-05-22,109.51299328619895,111.32526468351205,109.51299328619895,110.6581039428711,7903700
2025-05-23,109.13460380615696,109.88141907982637,108.31808607749164,109.25409698486328,8086100
2025-05-27,110.55853452061572,112.41063705100198,109.6822739803139,111.88288879394531,10201100
2025-05-28,111.72356056447266,111.99241831409337,110.69793548309951,111.04644775390625,5787900
2025-05-29,111.53437471500693,111.78331314145959,110.05069622351064,111.54432678222656,9682100
2025-05-30,111.53437247770182,112.86867877016378,110.8970907265263,112.55999755859375,12881100
2025-06-02,112.2015249102484,113.11761647211148,111.7733505241823,112.47037506103516,7546800
2025-06-03,112.25132149118895,114.20299789322858,112.04220652222214,113.11762237548828,9738800
2025-06-04,113.37651876822666,113.56571440540064,112.50025823262764,113.00808715820312,5614900
2025-06-05,113.24707116354278,113.85447392872955,111.36508968928385,112.05216217041016,8547200
2025-06-06,112.87864339274736,113.73499220794447,112.72927881391102,113.41635131835938,5790700
2025-06-09,113.49601012720663,115.61696277438115,113.49601012720663,115.16887664794922,7960400
2025-06-10,115.03942137498008,119.98831837752284,115.03942137498008,118.22583770751953,18948400
2025-06-11,117.87732305242857,119.0423606826363,117.15042708859605,119.01248168945312,10439200
2025-06-12,118.36524421770144,118.88303279536437,117.1603831608532,118.1063461303711,7980300
2025-06-13,116.81186403295311,117.81757739639784,116.80191196579862,117.43919372558594,13204900
2025-06-16,117.51884915248343,119.82899744874567,117.36949217403807,118.97265625,9592100
2025-06-17,118.4847285968,118.82328879941248,117.15042230832145,117.62837982177734,9241200
2025-06-18,117.3794469492046,118.24575542916283,116.34386215843786,117.35953521728516,8181200
2025-06-20,117.74787846983256,118.5444844919372,116.40361245490428,117.13050842285156,17180400
2025-06-23,116.16463209666517,117.48897876456031,114.5315890140088,117.25,8348000
2025-06-24,117.75,119.08000183105469,117.75,118.6500015258789,8350200
2025-06-25,118.7699966430664,119.72000122070312,118.62999725341797,119.41999816894531,6976300
2025-06-26,119.9800033569336,121.66999816894531,119.68000030517578,121.45999908447266,10439600
2025-06-27,121.8499984741211,122.94000244140625,121.4800033569336,122.33999633789062,13435600
2025-06-30,124.30999755859375,124.69000244140625,123.18000030517578,124.01000213623047,13456200
2025-07-01,123.5,123.76000213623047,122.44999694824219,123.48999786376953,9815700
2025-07-02,123.31999969482422,123.69999694824219,122.52999877929688,122.9800033569336,7317100
2025-07-03,123.06999969482422,124.23999786376953,122.9000015258789,124.0,4252300
2025-07-07,123.20999908447266,124.61000061035156,122.58000183105469,123.16000366210938,7023500
2025-07-08,123.22000122070312,123.70999908447266,121.81999969482422,121.81999969482422,6622900
2025-07-09,121.83999633789062,122.3499984741211,120.61000061035156,120.61000061035156,6724900
2025-07-10,120.62000274658203,121.94999694824219,120.62000274658203,121.55999755859375,6888700
2025-07-11,120.63999938964844,121.2300033569336,119.7300033569336,119.87000274658203,6112400
2025-07-14,119.77999877929688,120.5,119.5999984741211,119.97000122070312,6853300
2025-07-15,120.2300033569336,120.2300033569336,118.87999725341797,118.9800033569336,7943600
2025-07-16,119.36000061035156,120.56999969482422,118.87999725341797,119.81999969482422,6747500
2025-07-17,119.75,122.38999938964844,119.75,122.20999908447266,9933700
2025-07-18,121.97000122070312,122.16000366210938,120.29000091552734,121.41999816894531,9486800
2025-07-21,121.06999969482422,121.97000122070312,120.77999877929688,120.83999633789062,6392500
2025-07-22,120.75,121.43000030517578,120.55999755859375,121.05999755859375,5614500
2025-07-23,121.5199966430664,123.18000030517578,121.5,122.94000244140625,8258900
2025-07-24,122.8499984741211,123.4000015258789,121.80999755859375,121.94999694824219,6702200
2025-07-25,122.26000213623047,122.44999694824219,120.87000274658203,121.47000122070312,5656600
2025-07-28,121.02999877929688,121.4000015258789,119.88999938964844,120.37000274658203,6042200
2025-07-29,120.58000183105469,120.80999755859375,119.36000061035156,119.91000366210938,6283700
2025-07-30,119.94999694824219,120.5,119.18000030517578,119.54000091552734,5281500
2025-07-31,119.45999908447266,119.91000366210938,118.58000183105469,119.11000061035156,7235000
2025-08-01,117.58999633789062,117.88999938964844,115.56999969482422,116.58999633789062,8637800
2025-08-04,117.7300033569336,119.5199966430664,117.7300033569336,119.3499984741211,8845000
2025-08-05,119.25,119.56999969482422,117.33000183105469,118.31999969482422,15365700
2025-08-06,115.77999877929688,116.12000274658203,112.19999694824219,115.16999816894531,22153700
2025-08-07,115.75,116.4000015258789,111.81999969482422,112.87999725341797,15484400
2025-08-08,113.30000305175781,114.29000091552734,112.0199966430664,112.43000030517578,9491000
2025-08-11,112.91000366210938,113.1500015258789,111.54000091552734,112.55000305175781,8532600
2025-08-12,113.30999755859375,114.4000015258789,112.48999786376953,113.72000122070312,7274000
2025-08-13,114.2300033569336,117.2300033569336,114.1500015258789,116.63999938964844,9025700
2025-08-14,115.4800033569336,116.70999908447266,114.62000274658203,116.30999755859375,6800900
2025-08-15,116.56999969482422,116.83999633789062,115.19000244140625,115.38999938964844,6768600
2025-08-18,115.19000244140625,117.01000213623047,115.16000366210938,116.55000305175781,5798400
2025-08-19,116.5,116.98999786376953,115.72000122070312,116.2699966430664,5914000
2025-08-20,116.08000183105469,117.88999938964844,116.0,117.04000091552734,7046700
2025-08-21,116.56999969482422,116.66000366210938,115.52999877929688,116.20999908447266,6337100
2025-08-22,117.58999633789062,119.77999877929688,117.12999725341797,118.86000061035156,7161700
2025-08-25,118.48999786376953,119.05000305175781,117.69999694824219,117.70999908447266,5424900
2025-08-26,117.43000030517578,118.37999725341797,117.16000366210938,117.6500015258789,5787400
2025-08-27,117.52999877929688,118.45999908447266,117.29000091552734,118.08999633789062,4378000
2025-08-28,118.0999984741211,118.37000274658203,116.61000061035156,117.63999938964844,5687700
2025-08-29,117.38999938964844,118.6500015258789,117.25,118.37999725341797,5212600
2025-09-02,117.0199966430664,118.27999877929688,116.0,118.2699966430664,6015900
2025-09-03,117.83000183105469,118.62000274658203,116.3499984741211,117.37999725341797,6288700
2025-09-04,117.08000183105469,119.68000030517578,116.76000213623047,118.80999755859375,6949300
2025-09-05,118.91000366210938,119.77999877929688,117.69999694824219,117.91000366210938,6669100
2025-09-08,117.95999908447266,118.87999725341797,116.73999786376953,118.83999633789062,6450700
2025-09-09,118.52999877929688,119.05000305175781,117.22000122070312,117.37000274658203,5444300
2025-09-10,116.8499984741211,117.51000213623047,114.5,115.79000091552734,7484900
2025-09-11,115.44999694824219,117.16999816894531,114.62999725341797,117.08000183105469,8399100
2025-09-12,116.26000213623047,117.01000213623047,115.0999984741211,115.95999908447266,7640900
2025-09-15,116.11000061035156,116.75,115.0,115.62000274658203,7150900
2025-09-16,115.44999694824219,115.8499984741211,114.70999908447266,115.2300033569336,6844900
2025-09-17,115.23999786376953,116.66000366210938,115.22000122070312,116.0999984741211,7333900
2025-09-18,115.33000183105469,115.77999877929688,114.05000305175781,114.86000061035156,9460500
2025-09-19,114.5999984741211,114.5999984741211,111.93000030517578,113.76000213623047,23398400
2025-09-22,111.76000213623047,113.62999725341797,111.5199966430664,112.55999755859375,15479800
2025-09-23,112.72000122070312,113.62000274658203,111.5999984741211,112.25,13145000
2025-09-24,112.41000366210938,114.1500015258789,112.19999694824219,113.43000030517578,8755200
2025-09-25,112.70999908447266,114.05000305175781,112.6500015258789,112.98999786376953,6365500
2025-09-26,113.12999725341797,113.56999969482422,112.76000213623047,113.47000122070312,6145700
2025-09-29,113.47000122070312,115.01000213623047,113.33000183105469,114.77999877929688,9304100
2025-09-30,114.52999877929688,114.87999725341797,113.33999633789062,114.5,9303700
2025-10-01,114.08000183105469,116.05999755859375,112.79000091552734,112.94999694824219,9736300
2025-10-02,112.9800033569336,113.16999816894531,110.77999877929688,112.13999938964844,8695100
2025-10-03,112.04000091552734,113.56999969482422,111.55999755859375,112.47000122070312,7148400
2025-10-06,112.69000244140625,113.11000061035156,111.44999694824219,112.75,6141200
2025-10-07,112.62999725341797,113.4000015258789,111.80000305175781,112.52999877929688,5409800
2025-10-08,112.80999755859375,113.19999694824219,111.6500015258789,111.88999938964844,7074400
2025-10-09,111.81999969482422,113.0,110.87999725341797,110.98999786376953,6502400
2025-10-10,111.52999877929688,112.68000030517578,109.11000061035156,109.19000244140625,9635200
2025-10-13,110.38999938964844,110.95999908447266,109.37999725341797,110.2699966430664,7435100
2025-10-14,109.6500015258789,111.83999633789062,109.19999694824219,111.16999816894531,7898000
2025-10-15,111.47000122070312,112.68000030517578,111.13999938964844,111.70999908447266,7012600
2025-10-16,111.79000091552734,112.08999633789062,108.51000213623047,109.87999725341797,7531200
2025-10-17,109.73999786376953,111.45999908447266,109.44000244140625,110.66999816894531,10090500
2025-10-20,111.02999877929688,112.25,110.5999984741211,111.95999908447266,8047500
2025-10-21,112.25,114.54000091552734,112.04000091552734,114.30000305175781,8163200
2025-10-22,114.0,114.27999877929688,112.9800033569336,113.08000183105469,7569200
2025-10-23,113.16999816894531,113.83000183105469,111.9000015258789,113.02999877929688,6945400
2025-10-24,113.2300033569336,113.6500015258789,111.58999633789062,111.68000030517578,6235200
2025-10-27,111.94000244140625,112.5999984741211,111.30999755859375,112.33999633789062,6029600
2025-10-28,111.91000366210938,112.4800033569336,111.45999908447266,111.6500015258789,6839400
2025-10-29,111.18000030517578,111.52999877929688,110.01000213623047,110.23999786376953,7097100
2025-10-30,110.12999725341797,113.58000183105469,109.55000305175781,111.83999633789062,8311300
2025-10-31,111.58000183105469,113.0999984741211,110.52999877929688,112.62000274658203,8700600
2025-11-03,112.55000305175781,112.80999755859375,111.02999877929688,112.12000274658203,8542300
2025-11-04,110.97000122070312,111.79000091552734,110.63999938964844,111.47000122070312,7950100
2025-11-05,111.3499984741211,111.97000122070312,110.5999984741211,111.36000061035156,5746000
2025-11-06,111.16999816894531,111.70999908447266,109.18000030517578,110.48999786376953,10291800
2025-11-07,110.26000213623047,111.43000030517578,110.04000091552734,110.73999786376953,8782100
2025-11-10,111.1500015258789,112.79000091552734,111.02999877929688,112.23999786376953,9158700
2025-11-11,112.6500015258789,114.97000122070312,112.41999816894531,114.8499984741211,9713300
2025-11-12,114.56999969482422,117.08999633789062,114.38999938964844,116.6500015258789,15248700
2025-11-13,108.88999938964844,109.36000061035156,104.91000366210938,107.61000061035156,44045400
2025-11-14,107.5199966430664,108.7300033569336,105.30000305175781,105.80000305175781,16691400
2025-11-17,105.75,107.66999816894531,105.12000274658203,105.69000244140625,12296400
2025-11-18,105.0999984741211,107.08000183105469,105.0,106.27999877929688,11796200
2025-11-19,106.08000183105469,107.58999633789062,104.08000183105469,104.66999816894531,12790000
2025-11-20,105.37000274658203,105.80000305175781,102.5,102.69999694824219,12609900
2025-11-21,103.4800033569336,104.77999877929688,102.69000244140625,104.27999877929688,10785400
2025-11-24,104.08999633789062,104.33999633789062,101.88999938964844,101.94000244140625,15024800
2025-11-25,102.48999786376953,103.91999816894531,102.0,103.30999755859375,10574500
2025-11-26,103.31999969482422,104.25,102.87999725341797,103.43000030517578,10130200
2025-11-28,103.30000305175781,104.73999786376953,103.23999786376953,104.47000122070312,6525500
2025-12-01,104.91999816894531,106.83000183105469,104.47000122070312,106.7699966430664,12627600
2025-12-02,106.5250015258789,106.56999969482422,104.87000274658203,105.0999984741211,1486045
