Ticker,CSCO,CSCO,CSCO,CSCO,CSCO
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,59.2827984094105,60.077813653866315,59.22390686591319,59.76373291015625,15335800
2025-03-18,59.54780560716018,59.675402089218615,58.566302271008105,59.18465042114258,16669000
2025-03-19,59.508544557347136,60.440973416574494,59.38094808335488,59.989479064941406,15488800
2025-03-20,59.36131984123713,59.89133252813859,59.22390997666372,59.49872970581055,16528600
2025-03-21,59.05705393908414,59.28280300124064,58.330743567048934,59.18465042114258,65935200
2025-03-24,59.91095956697156,60.24467082334338,59.75391919598117,59.842254638671875,28335600
2025-03-25,59.71466189045455,60.07781706898702,59.577252025287564,59.86188888549805,20877600
2025-03-26,59.901144333874605,60.69616334325727,59.88151381886218,60.65690231323242,30621200
2025-03-27,60.74523964298604,60.8335750912131,60.19560018214038,60.264305114746094,25720200
2025-03-28,60.519489098254,60.63726843766324,59.39075888449087,59.73428726196289,24931700
2025-03-31,59.5085437931826,60.75505338458579,59.12575812025914,60.568565368652344,29335700
2025-04-01,60.2446727303852,60.89246474924362,59.930591978462196,60.65690231323242,17381400
2025-04-02,60.068001757359,60.725607160756404,59.96984918243095,60.67653274536133,18610700
2025-04-03,58.6707796216721,59.20432711795457,56.57609771354323,56.62550354003906,40006300
2025-04-04,55.983266114120056,56.78359302121278,53.789780066696935,53.888587951660156,42924400
2025-04-07,52.74244275187109,55.44971471849595,51.4876108841651,53.76013946533203,46816200
2025-04-08,54.08620058538447,55.202701430018884,52.09032651539604,52.554710388183594,37377000
2025-04-09,52.44602759491061,57.73212702835724,52.040920913764595,57.43571090698242,53380800
2025-04-10,57.12941322129118,57.24797891831542,54.34309484184039,55.91410446166992,31964600
2025-04-11,55.99314673324531,57.10965136815058,55.60780539292341,56.645267486572266,23036900
2025-04-14,57.198574552022954,57.514752244094254,56.418009225725214,56.724308013916016,15657700
2025-04-15,57.1788110279223,57.21833418036911,56.37848792111829,56.516815185546875,18543600
2025-04-16,55.89434010985856,56.39825089318898,54.758073948269505,55.09401321411133,20551300
2025-04-17,55.528760363515666,55.7362512652939,55.02484958018525,55.09401321411133,15910400
2025-04-21,54.50118070188154,54.66915221848438,53.187067895080276,53.72061538696289,15578800
2025-04-22,54.56046838039058,54.619749344283925,53.937991875561636,54.38261795043945,19961800
2025-04-23,55.479358228882475,56.299442931062444,54.83712017859612,54.96556854248047,30231500
2025-04-24,54.63950987927711,55.89434176925948,54.50118260731826,55.6176872253418,22782300
2025-04-25,55.53864094207885,56.10183270339453,55.40031367005542,56.03266906738281,16493500
2025-04-28,55.854818758488015,56.64526677594905,55.74613196763035,56.16111755371094,23140600
2025-04-29,56.01290568790709,56.80335367826982,55.95362472702463,56.65514373779297,13466000
2025-04-30,56.41800890535274,57.21833580400217,55.78565352480101,57.04048538208008,19921200
2025-05-01,57.08988775743614,57.771648968313045,56.991083642100406,57.42582702636719,16420800
2025-05-02,58.354604209173786,58.71030129753311,58.03842650676404,58.62137985229492,18753200
2025-05-05,58.295318275782556,58.9375563407123,58.17675258210499,58.61149597167969,14758500
2025-05-06,57.92973816783957,58.79922494167905,57.88033610987023,58.512691497802734,13766500
2025-05-07,58.492929315567736,59.18456942738837,58.36448095086816,58.8585090637207,14078300
2025-05-08,59.243851677767836,59.560029375342324,58.72018307287299,58.9968376159668,16196700
2025-05-09,59.935491275356306,60.10346279584812,58.73006145828888,59.056121826171875,17480700
2025-05-12,60.874144941758786,61.11127632627568,60.38999573057243,60.93342590332031,23700000
2025-05-13,60.94331013991808,61.496622999879115,60.87414650356489,61.0421142578125,18591200
2025-05-14,60.89390741359739,61.13103880159933,60.12322097975246,60.55796813964844,34509200
2025-05-15,62.316707145273256,64.96469818657633,62.16849720069152,63.492496490478516,60718000
2025-05-16,63.14667515823136,63.26524085357096,62.22778253879461,62.860137939453125,30289900
2025-05-19,62.672409712613664,63.36404608856736,62.42539564430576,63.15655517578125,16249000
2025-05-20,62.978706642644724,63.087389663396564,62.31670699930191,62.66252517700195,14995200
2025-05-21,62.23766518836297,63.14667513417949,62.21790361095798,62.44515609741211,15595900
2025-05-22,62.65264684030785,62.95894563556964,62.19814186860493,62.60324478149414,15641100
2025-05-23,61.96100388399798,62.46491466067104,61.78315346507047,62.35622787475586,15645400
2025-05-27,62.99846151464267,63.22571775698053,62.583479720742815,62.988582611083984,17429400
2025-05-28,63.12691099961046,63.22571888263287,62.49455562480844,62.58348083496094,13814500
2025-05-29,62.968826048796195,62.978708722277084,61.74363837665703,62.29694747924805,13982800
2025-05-30,62.168494141148486,62.425390863229254,61.55590035402056,62.28706359863281,25829000
2025-06-02,61.9807689401972,63.1170351505673,61.96100736263631,63.0873908996582,15816000
2025-06-03,63.03798810649832,63.6901050818742,62.95894556631043,63.59130096435547,15156900
2025-06-04,63.88771673962519,64.11496544145213,63.58141419529645,63.62093734741211,14770900
2025-06-05,63.709866857886226,64.13473132385022,63.512251095652665,63.84819412231445,17025200
2025-06-06,64.53982900606292,65.36980011240531,64.45090756874251,65.27098846435547,20943800
2025-06-09,65.3203983144749,65.56741237328376,64.80660485072082,65.11290740966797,13689800
2025-06-10,65.22159327214149,65.29075690609469,64.03592128373882,64.37186431884766,17214900
2025-06-11,64.33234214248064,64.3718652965214,63.10715075116474,63.42333221435547,20442600
2025-06-12,63.55178127698505,64.4311507859395,63.34429035739402,64.32246398925781,15160800
2025-06-13,63.81854822568419,63.94700035997355,63.166435034312734,63.324520111083984,14635000
2025-06-16,64.41138427711458,64.82636606024822,64.07544125867042,64.7275619506836,16957700
2025-06-17,64.85601580906992,65.35992663962423,64.24341818097895,64.54972076416016,18845200
2025-06-18,64.90540936700076,65.54763981865892,64.5991068417387,65.0536117553711,22664200
2025-06-20,65.69586082707261,65.85395345236185,64.93506079811415,65.52789306640625,50421700
2025-06-23,65.55752912287151,66.68391261805851,65.41920185421843,66.57522583007812,34030000
2025-06-24,66.97045291648051,67.22734965794113,66.55547109138564,67.07913970947266,23162700
2025-06-25,67.03961390665361,67.71149244667714,66.97045027186901,67.37555694580078,19395700
2025-06-26,67.89922376691337,68.33397091034081,67.60280388943636,68.12647247314453,23154000
2025-06-27,68.04743644668072,68.39325462548676,67.52376030360765,67.83006286621094,26224600
2025-06-30,68.0079193637761,68.94656986694575,67.92887304777169,68.55134582519531,32561200
2025-07-01,68.55134327816785,68.71931857800399,67.82018372797232,68.27468872070312,21939500
2025-07-02,67.85970382406664,68.11660056081425,67.36567569708255,67.7707748413086,16655200
2025-07-03,67.77077625683964,69.05303444143935,67.77077625683964,68.9536361694336,17973500
2025-07-07,68.66538234178773,68.88406311096584,68.19820207738046,68.51628112792969,23985200
2025-07-08,68.38706044733523,68.50633534513302,67.93975682978643,68.17831420898438,21182600
2025-07-09,68.12861855112735,68.90393571767589,67.89999569205678,68.85423278808594,23765900
2025-07-10,68.84429661802835,68.97351361482013,68.14849353846722,68.34729766845703,15005300
2025-07-11,67.88012329248744,68.08886195926453,67.28372601832393,67.54216003417969,14699400
2025-07-14,67.42288308195883,67.62167963944187,66.79665951704241,67.4129409790039,16451400
2025-07-15,67.27377812442855,67.47257467083723,66.7469604512036,66.77677917480469,13944600
2025-07-16,66.74696407334784,67.15449929068193,66.57798624137035,66.96564483642578,15156100
2025-07-17,67.14456199078532,68.05903824978454,67.10480116427202,67.89006042480469,20400000
2025-07-18,68.36717767097184,68.42681512111729,67.55209965670667,67.64156341552734,16145100
2025-07-21,67.4924632525251,68.20814299977161,67.38312286982895,67.92981719970703,14674200
2025-07-22,67.92981260967454,68.18825418618452,67.67137861676667,67.75090026855469,14527200
2025-07-23,67.93975383678061,68.4168761577598,67.65149354046432,68.20813751220703,13042300
2025-07-24,67.94969887525471,68.17831415157623,67.51233736075812,67.88011932373047,13534000
2025-07-25,67.96957308713367,68.40693458612355,67.66143616753737,68.27771759033203,11590000
2025-07-28,67.34335890506054,67.55209755768601,66.96564242653857,67.51233673095703,20558400
2025-07-29,67.82048483398763,68.30754171590834,67.42288412924304,67.5521011352539,15261800
2025-07-30,67.43281670170525,68.16838063850511,66.94575983384773,67.87017822265625,15518200
2025-07-31,67.89999436033992,68.73495654274083,67.47257495849708,67.67137908935547,18529200
2025-08-01,67.104799769949,67.20419804236582,66.12073639729698,66.70719909667969,21650000
2025-08-04,67.36323870930066,68.09880266313634,67.2042029784731,68.07891845703125,17052200
2025-08-05,68.27772183315606,68.45664176807904,67.03522439163613,67.11473846435547,15434500
2025-08-06,67.55209643491416,68.93375291047253,67.36323440699108,68.79459381103516,23107800
2025-08-07,69.38105521969888,69.71901085956029,68.79459252565431,69.48045349121094,22579600
2025-08-08,69.81841570448489,71.58773088822764,69.7985390817519,71.35911560058594,31662400
2025-08-11,71.8660558866749,72.11455537786865,69.91781320214555,70.24583435058594,28911400
2025-08-12,70.36511347246469,71.07085108368297,70.13649061471119,70.95156860351562,21912100
2025-08-13,71.42869119345688,71.5976690199238,69.8283539343237,69.97745513916016,38096400
2025-08-14,67.59185581435801,70.18619088686198,67.07498025373897,68.8840560913086,39317300
2025-08-15,68.03915336062592,68.23795749119354,65.46470243449296,65.80265808105469,40877300
2025-08-18,65.68338341402118,66.7072000432867,65.35536228514907,66.54815673828125,20903400
2025-08-19,66.35930633544922,67.11473932943672,66.08098811833776,66.35930633544922,18746600
2025-08-20,66.41893879814948,66.78672074805397,66.14062060194159,66.70719909667969,14946400
2025-08-21,66.69725846953936,66.81654094923901,66.0710425142212,66.61773681640625,12456600
2025-08-22,66.92588143361282,67.63161904319468,66.60780240417307,66.91593933105469,16830600
2025-08-25,66.87618150755614,67.09486227204144,66.70720367449118,66.73702239990234,11724500
2025-08-26,66.76683643676999,68.33735492269423,66.70719899013558,67.9795150756836,28307900
2025-08-27,67.9099380996645,68.33735751180973,67.7409602720635,68.02922058105469,13876700
2025-08-28,67.94969768687066,69.16237634960078,67.93975558436898,69.01327514648438,15256000
2025-08-29,68.69520006307864,69.04309783459044,68.4168818458692,68.6753158569336,14953000
2025-09-02,67.70120335480051,67.90994202158662,66.97558148907501,67.39306640625,18928800
2025-09-03,67.64156379767479,67.72107787045043,66.92588405747622,67.26383972167969,14320100
2025-09-04,67.69125718753921,67.99940170119233,67.00540377601965,67.58191680908203,14388500
2025-09-05,67.3135445333399,67.69126103628463,66.0809891594546,66.49846649169922,21050800
2025-09-08,66.31954094001631,66.60780124034721,65.95175898781437,66.47857666015625,14038000
2025-09-09,66.33941668981379,67.03521975914275,66.24001841808166,66.9358139038086,11649400
2025-09-10,67.18431716735711,67.90993900080537,66.71714450548495,67.72107696533203,14689500
2025-09-11,67.8999957833997,68.158437367131,67.10480199410682,67.28372192382812,17560800
2025-09-12,66.47858167259011,66.93581982992077,65.73308319319395,66.13068389892578,18529200
2025-09-15,66.11080334078775,66.79665674415462,65.95176003452156,66.61773681640625,16203100
2025-09-16,66.61773833964585,66.97557820332473,66.15056567991184,66.52828216552734,18019300
2025-09-17,66.5978579112043,67.4725733148667,65.98157649595913,67.31353759765625,18652100
2025-09-18,67.49245933593333,68.34729814180447,67.07498203546665,68.26777648925781,20279000
2025-09-19,68.50633576739355,68.50633576739355,66.77678148624365,67.80059814453125,47822500
2025-09-22,67.4527012817235,67.59186038759802,66.8960648582255,67.3433609008789,20396700
2025-09-23,67.17438149347814,67.81053955786105,66.6674404290597,67.1346206665039,22240000
2025-09-24,67.29365580863868,67.45269911515967,66.48851992428231,66.91593933105469,17433100
2025-09-25,66.91593897409545,67.8304152309062,66.70720032310183,67.44275665283203,22351700
2025-09-26,67.46264376493426,67.50240459306578,66.44876160658694,66.81654357910156,15077400
2025-09-29,67.31353759765625,67.54215286307164,67.03521940483648,67.31353759765625,14358300
2025-09-30,67.3036007396654,68.3572361470387,67.28372411731608,68.00933837890625,20498900
2025-10-01,67.49245985745198,68.40693611799824,67.2837212056057,68.33735656738281,15530700
2025-10-02,68.76477479670581,69.07291171792859,67.8502985518109,67.89999389648438,15708300
2025-10-03,67.94999694824219,68.58000183105469,67.6500015258789,67.91999816894531,11113200
2025-10-06,68.44000244140625,68.94999694824219,67.80999755859375,68.91000366210938,21952700
2025-10-07,68.91999816894531,69.22000122070312,68.44000244140625,68.98999786376953,16493200
2025-10-08,69.80999755859375,70.76000213623047,69.0,70.33000183105469,34246300
2025-10-09,70.30999755859375,70.62000274658203,69.02999877929688,69.95999908447266,21209500
2025-10-10,70.41000366210938,70.80999755859375,67.88999938964844,67.94000244140625,20961500
2025-10-13,68.55000305175781,68.88999938964844,67.12999725341797,67.45999908447266,14127900
2025-10-14,67.11000061035156,69.16000366210938,66.80999755859375,68.66000366210938,15402000
2025-10-15,69.30999755859375,70.30000305175781,68.81999969482422,69.5199966430664,16260500
2025-10-16,69.77999877929688,70.06999969482422,68.56999969482422,69.08999633789062,13950600
2025-10-17,69.05999755859375,70.7699966430664,68.94999694824219,70.12999725341797,16286900
2025-10-20,70.12000274658203,70.97000122070312,70.12000274658203,70.6500015258789,12183500
2025-10-21,70.58000183105469,71.23999786376953,70.37999725341797,70.72000122070312,15763300
2025-10-22,70.86000061035156,70.97000122070312,69.8499984741211,70.66000366210938,14967200
2025-10-23,70.5999984741211,71.23999786376953,70.2300033569336,70.2699966430664,14614100
2025-10-24,70.63999938964844,70.94000244140625,70.05999755859375,70.62999725341797,13075600
2025-10-27,70.54000091552734,71.45999908447266,70.43000030517578,71.38999938964844,15986800
2025-10-28,71.19999694824219,72.68000030517578,71.02999877929688,72.62000274658203,19896800
2025-10-29,72.68000030517578,72.81999969482422,70.91999816894531,71.33000183105469,18020600
2025-10-30,71.37000274658203,73.11000061035156,71.33999633789062,72.91000366210938,18101800
2025-10-31,72.72000122070312,73.4800033569336,72.43000030517578,73.11000061035156,24008000
2025-11-03,74.61000061035156,74.83999633789062,73.62000274658203,74.44999694824219,21733400
2025-11-04,73.9000015258789,73.98999786376953,71.9800033569336,72.31999969482422,22345000
2025-11-05,72.22000122070312,72.58000183105469,71.33999633789062,72.0999984741211,16113500
2025-11-06,71.70999908447266,72.2300033569336,70.69000244140625,71.04000091552734,16469900
2025-11-07,71.38999938964844,71.58999633789062,70.54000091552734,71.06999969482422,16913700
2025-11-10,71.76000213623047,72.5,71.1500015258789,72.08999633789062,22201200
2025-11-11,71.73999786376953,72.25,71.0999984741211,71.70999908447266,21412900
2025-11-12,71.91000366210938,74.20999908447266,71.72000122070312,73.95999908447266,57591600
2025-11-13,77.94999694824219,79.5,76.6500015258789,77.37999725341797,57638500
2025-11-14,76.58000183105469,78.66999816894531,75.83999633789062,78.0,38819600
2025-11-17,77.88999938964844,79.38999938964844,77.47000122070312,77.77999877929688,28720100
2025-11-18,77.55000305175781,78.19999694824219,76.44999694824219,77.37000274658203,26025500
2025-11-19,77.30000305175781,78.93000030517578,77.16000366210938,78.38999938964844,24759700
2025-11-20,79.12000274658203,80.05999755859375,75.31999969482422,75.44000244140625,27381900
2025-11-21,75.63999938964844,76.94000244140625,75.47000122070312,76.0999984741211,24428800
2025-11-24,76.48999786376953,76.87999725341797,75.68000030517578,76.23999786376953,26691500
2025-11-25,76.48999786376953,77.05999755859375,76.08000183105469,76.31999969482422,18818800
2025-11-26,76.45999908447266,76.5999984741211,75.33999633789062,76.06999969482422,15972600
2025-11-28,76.13999938964844,76.95999908447266,75.80999755859375,76.94000244140625,7320900
2025-12-01,76.66999816894531,76.81999969482422,75.93000030517578,76.04000091552734,15526000
2025-12-02,76.19999694824219,76.3584976196289,75.8550033569336,75.93499755859375,2081214
