Ticker,AXP,AXP,AXP,AXP,AXP
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,262.9805561446071,264.2201416951724,259.0932025421737,262.17730712890625,2975800
2025-03-18,262.39550013320445,263.2879957610861,258.28997787629805,260.5311584472656,3251700
2025-03-19,260.8385415804349,269.7437348280519,259.0832993834148,268.3950500488281,2894200
2025-03-20,266.7885866108085,272.2625860671771,265.9853375129534,268.5735778808594,2129500
2025-03-21,265.61838403966544,268.30579690005925,262.9507936522568,268.2562255859375,4229700
2025-03-24,272.9368900609498,275.9317175743302,271.94522171387223,275.5449523925781,2651400
2025-03-25,276.5763166753158,277.45891609675317,273.908726200689,276.9531555175781,2767600
2025-03-26,277.66714344853943,279.7794019176179,272.3121403061238,273.7004699707031,2578600
2025-03-27,272.5699970974802,273.20467948183614,268.2860120563651,269.753662109375,2312000
2025-03-28,268.375244558801,270.36850788024526,260.81873561221323,263.2681579589844,3261500
2025-03-31,260.303037619404,268.08764088085206,256.8421244681684,266.8083801269531,3946000
2025-04-01,263.5259722888396,268.61323643526083,262.9111426731425,268.22650146484375,2881400
2025-04-02,264.6663928077667,275.0094869177007,264.34905165776297,272.95672607421875,2473700
2025-04-03,258.0321396442208,258.82546228920495,245.1205972143731,245.75527954101562,7736200
2025-04-04,236.7210186835098,237.76573032585105,227.46788228003444,232.50238037109375,9097500
2025-04-07,224.15466408690654,240.7207669785877,219.31915502418525,233.099365234375,6283600
2025-04-08,244.5911718159748,245.75527392325765,226.21424789145334,230.22393798828125,4782100
2025-04-09,225.81625870806334,263.43570042549396,225.11977416027665,261.037841796875,8640600
2025-04-10,253.73486299140325,254.21243984076077,237.31801266900578,245.6458282470703,4799900
2025-04-11,245.64581783750293,251.49619092631886,241.9147156496139,249.8644561767578,4413500
2025-04-14,255.22727208688562,256.3217347763576,250.88925861707074,254.09303283691406,3067000
2025-04-15,254.70990428372804,259.3165765514404,254.0134349255809,256.5605163574219,3509100
2025-04-16,253.87414871376308,257.63509854312525,248.372017845552,251.6454315185547,4244900
2025-04-17,251.67528337785248,254.3318263859362,245.85477291583553,250.04354858398438,3907500
2025-04-21,247.59594926143615,248.99883215717733,238.06422497327358,241.2878875732422,4302900
2025-04-22,245.8746550781994,251.9638241863271,245.1284346389298,251.14794921875,2324100
2025-04-23,260.5503334899077,268.80852487917923,257.9535008384653,258.8290710449219,3872900
2025-04-24,256.7694844962772,266.64943578100315,256.6998299682792,265.9728698730469,2696300
2025-04-25,265.65446036517835,267.50507236838615,262.6695787880415,263.4754943847656,1940100
2025-04-28,263.6048783235233,266.64945549824336,261.20701950169405,263.6148376464844,1561500
2025-04-29,264.0923936777054,266.1320811947704,260.5105293241427,265.67437744140625,1730800
2025-04-30,259.6448967030358,266.0723637198655,255.9137946394308,265.06744384765625,3522700
2025-05-01,266.64944981651837,271.2859700129528,265.1768971477617,267.1867370605469,2473800
2025-05-02,273.1166706221386,276.69853467026815,271.7237319266955,275.454833984375,3099300
2025-05-05,274.0718501111857,280.1709637085845,272.69879956617916,276.62890625,2416300
2025-05-06,273.0968006461508,276.71844149703946,272.23115940517,273.9822998046875,3064000
2025-05-07,275.94236309934297,277.40495636376903,272.5097673230118,274.847900390625,2329200
2025-05-08,278.3203418819694,284.0612536607161,277.32538127370066,282.23052978515625,3418000
2025-05-09,283.56378442840924,285.5537057226437,281.54401552931284,283.0762634277344,2704600
2025-05-12,295.84158050566396,297.66237540335584,293.2447479200288,297.41363525390625,4089000
2025-05-13,298.4881835488543,301.49295366561563,297.31413731420463,300.7765808105469,3531700
2025-05-14,301.62229463429236,302.0899273228083,297.9409586958236,298.5876770019531,1954400
2025-05-15,296.5479948899814,299.41348627817314,295.50329840477264,298.0404357910156,1955000
2025-05-16,298.84635372668833,300.129861413223,296.32910460230556,298.2095947265625,2962200
2025-05-19,295.51324916408953,299.37370104110624,294.1998939219275,297.79168701171875,2751300
2025-05-20,294.9958545455448,296.697259010217,292.70745734233805,294.677490234375,2706600
2025-05-21,291.5632778265305,292.63782197011676,283.67321678340903,284.5587463378906,3447500
2025-05-22,284.1905808931818,287.59332890027866,283.63340542577663,285.7327575683594,2051800
2025-05-23,280.39979395743364,285.65318453061286,280.0415923645556,283.78265380859375,1724200
2025-05-27,289.06589893242653,292.37910433630674,286.69788787055893,292.2796325683594,2604300
2025-05-28,291.9811244455993,293.89146212672864,290.90658037506785,291.8816223144531,1676900
2025-05-29,294.76704971594967,295.11526164985537,291.32446403035846,293.8914794921875,2362200
2025-05-30,293.48355345664146,294.2596215737129,290.16038842385944,292.56817626953125,5251700
2025-06-02,290.87674211982335,294.2596021409943,288.8669022429589,293.8417053222656,1751200
2025-06-03,293.7123912050336,296.7470089922129,291.1752233709006,295.891357421875,2202400
2025-06-04,296.30919030550035,297.1449534994172,294.30930994204374,294.43865966796875,1842100
2025-06-05,295.0058236132191,296.9957448517568,292.657731126363,294.4685363769531,1696900
2025-06-06,298.7767328832434,301.9705479694617,297.7220770558469,300.94573974609375,2099000
2025-06-09,302.259086772021,302.259086772021,298.07028081740697,300.0403137207031,2097800
2025-06-10,300.1796267958687,300.2592102842343,296.49826041035914,298.0105895996094,2045300
2025-06-11,298.6672564573091,301.8611017472463,297.1449680005658,297.59271240234375,2013500
2025-06-12,295.1749564152197,297.0753043242563,292.51839841647364,296.48828125,1604500
2025-06-13,291.07571352310856,291.85178158225904,284.70797170908037,286.3397216796875,3405600
2025-06-16,289.46390603559104,294.9561084730656,288.5584881647206,292.7373352050781,2307800
2025-06-17,290.6180387726631,293.1054402791878,289.48379947485756,291.33441162109375,2625800
2025-06-18,290.6080832221643,297.73200487297026,290.6080832221643,294.9262390136719,3691500
2025-06-20,296.0803766586537,298.23945462770223,295.14514158299784,297.0852966308594,5687000
2025-06-23,295.3242192324613,298.358836985311,290.40911132862925,298.12005615234375,3101700
2025-06-24,301.5725674374529,307.6617215220113,300.6273427109529,306.8259582519531,2805900
2025-06-25,307.33338798392657,309.2038883678513,305.6319835310129,307.0348815917969,2467200
2025-06-26,308.01989272748517,310.6963392013441,306.6170249854977,309.85064697265625,3255200
2025-06-27,312.49720950282267,318.50677998281566,311.5221675550888,315.591552734375,4605500
2025-06-30,316.97451956400636,318.5167266391817,315.9895183331055,317.3725280761719,3416600
2025-07-01,315.3328472837944,322.7453157021604,314.70601726426014,320.9046325683594,3836200
2025-07-02,321.3622939461104,324.97400555156827,319.72061513375303,323.9690856933594,3040200
2025-07-03,324.5077481479725,328.3081467660213,323.36066074399855,327.3006896972656,1541800
2025-07-07,326.69220890605254,327.5799741149255,319.4505786644934,321.9143371582031,2160300
2025-07-08,323.6499232706157,323.6499232706157,316.14894056616134,316.1788635253906,2643900
2025-07-09,317.85462981661595,320.11888171310915,316.50803568697387,316.5479431152344,2424200
2025-07-10,317.04666229072825,325.27581098876743,316.6975408033281,324.41796875,2844400
2025-07-11,322.16370564407777,323.53023821158735,318.3932604999666,318.6625671386719,2091200
2025-07-14,318.4830320428373,320.95674458615787,316.87708534260145,320.1089172363281,1890900
2025-07-15,317.8047105206396,318.64261423962455,309.6453924706447,309.8648376464844,3006500
2025-07-16,311.65033805717553,311.70019951043287,305.83505581824505,311.1116943359375,2921900
2025-07-17,310.13418237166053,316.17886366216084,309.7950149129864,314.552978515625,3223300
2025-07-18,311.07178287832505,311.07178287832505,301.7454386469303,307.17169189453125,5481100
2025-07-21,307.18166336290074,308.38862716527643,302.20428466796875,302.20428466796875,2667200
2025-07-22,302.21426599615916,305.38622162866375,300.96742521856,303.371337890625,2296100
2025-07-23,307.22154727263364,308.8075249839472,304.46851327690996,307.8798828125,2139100
2025-07-24,307.5207781998889,309.7152300089815,306.2240760475276,307.4709167480469,2288100
2025-07-25,308.6379812526481,311.85979822666,306.73280495869034,310.8224182128906,2149300
2025-07-28,310.81246261080213,312.70765442833897,308.50830338182914,309.9546203613281,1653800
2025-07-29,312.11914309752945,312.8273400933815,307.0719343679253,307.76019287109375,1796400
2025-07-30,307.77015117096397,307.9696578623574,300.6083053804714,302.6431579589844,3132400
2025-07-31,301.13697826822295,303.1419079778853,297.316671522621,298.55352783203125,2718200
2025-08-01,293.28686143896397,294.1646421797134,287.6112400243181,293.5262451171875,3012900
2025-08-04,294.7930480256981,298.34404789346183,294.783063559185,297.8353271484375,1876000
2025-08-05,299.0921678577881,299.5909041622232,294.48384927527997,295.8902893066406,2181000
2025-08-06,296.4588224956843,297.2966958256238,293.69583435622513,294.7930603027344,3430500
2025-08-07,296.94760223192003,297.53610740719154,289.89546371461,293.985107421875,2842500
2025-08-08,296.2493472831321,297.3764961348491,293.79557333401095,296.6782531738281,1778100
2025-08-11,296.36905803912884,296.6882565811419,294.1447135930123,295.4813232421875,2316700
2025-08-12,298.1445599943302,304.2989794527931,297.7256385406314,302.44366455078125,2170500
2025-08-13,303.9199383569728,306.82258736586806,301.6656404701001,306.09442138671875,2586800
2025-08-14,304.7677726618151,307.1716851697246,301.7454320409188,306.9522399902344,2108300
2025-08-15,308.6778426923181,309.0269641682619,303.47103483298355,304.69793701171875,2728000
2025-08-18,303.5009836282828,306.4634785321759,302.0247436301406,306.2739562988281,2115100
2025-08-19,305.88493717567974,307.79011340737827,303.8002231899019,305.32635498046875,2215800
2025-08-20,304.9573096323429,308.2389725764925,303.1019947631986,307.62054443359375,2481700
2025-08-21,306.0146267436566,307.74023485563276,303.25160816639425,307.3911437988281,1848500
2025-08-22,309.4359554355142,320.8969060258312,309.3661250468485,318.3533630371094,2785200
2025-08-25,318.2536014318962,319.14136664646327,314.6128325744738,315.0018310546875,1599600
2025-08-26,314.22378953263336,319.9792255875435,313.32607033203595,319.7897033691406,1848600
2025-08-27,319.11143066116614,322.70230747835933,318.7024632640027,321.6449890136719,1970100
2025-08-28,323.1711260115595,326.7121718752023,321.18616535172634,326.1635437011719,2194800
2025-08-29,326.452828144552,331.2207459086964,325.98401480948047,330.4427185058594,2981300
2025-09-02,325.8343915108418,330.5424632320098,321.89436270563266,330.34295654296875,3225100
2025-09-03,329.9140613061026,331.2307324392449,320.5976709072587,322.891845703125,3439000
2025-09-04,324.1785865815503,330.2033294524219,322.004103675726,329.8143005371094,2485100
2025-09-05,329.85421148391936,331.61972700035346,324.40801969454753,325.3955078125,2971800
2025-09-08,325.6847808544207,326.6224075120284,323.181114945229,324.5875549316406,2264400
2025-09-09,321.9741932977882,325.7645770512936,319.9892020982641,323.520263671875,2056000
2025-09-10,322.17366990877304,323.82947810114365,320.4280928339812,322.53277587890625,1846600
2025-09-11,322.68237329117045,329.8542034357215,321.6051163197291,328.4876708984375,2825900
2025-09-12,328.766958733731,328.766958733731,323.2309678141739,324.48779296875,2000300
2025-09-15,325.2259280861717,329.43526366326546,325.1760666324992,326.4328918457031,1646300
2025-09-16,326.97149840004096,327.1610206248115,322.88188518875484,326.21343994140625,1987600
2025-09-17,328.0687259374203,336.6469962256295,327.56998964671567,335.1507873535156,3586500
2025-09-18,337.64445616109475,341.60442337859314,334.15330225691804,340.80645751953125,3204000
2025-09-19,341.66428301401226,343.4896444491176,338.8613874879282,340.2578430175781,8632000
2025-09-22,338.65193912789897,344.63677485091665,337.52479019625883,340.11822509765625,3328000
2025-09-23,341.07577744292394,348.30745366917927,339.15066266357303,340.6069641113281,2697600
2025-09-24,342.1031733112798,344.12804143894033,337.6544541104959,339.6194763183594,2279100
2025-09-25,336.05849651166136,339.9087261269983,333.1558475997796,339.3202209472656,2223900
2025-09-26,340.58703754735546,342.4622604989713,338.16315595119426,340.8164367675781,1728600
2025-09-29,342.8911715842256,343.9784130047057,337.64445626003965,341.44482421875,1658100
2025-09-30,340.7366391896469,342.0931872861306,327.3206208213838,331.32049560546875,3327300
2025-10-01,330.163419235697,334.9213524153665,327.569984476874,327.7295837402344,2598800
2025-10-02,327.6198767798247,331.14095372342126,325.4553479158198,329.6447448730469,1907600
2025-10-03,331.1608959511719,331.20080337762374,327.88918711240467,329.40533447265625,2404000
2025-10-06,331.1608938904908,333.1558390344094,325.4254266017248,331.1509094238281,2116200
2025-10-07,331.80924712499365,334.09346785291217,324.91670795522305,327.1410827636719,1708900
2025-10-08,327.8393351462461,328.31810251573353,322.7621727888706,323.0015869140625,2184300
2025-10-09,325.6548476334578,327.48020899803885,323.2309662130043,323.6199951171875,2094800
2025-10-10,325.20001220703125,328.1000061035156,315.95001220703125,316.260009765625,2684700
2025-10-13,319.1700134277344,324.3599853515625,319.05999755859375,323.1199951171875,1693100
2025-10-14,321.6099853515625,336.3299865722656,320.5,332.8500061035156,2810400
2025-10-15,333.8599853515625,336.9200134277344,330.2799987792969,330.6600036621094,2186000
2025-10-16,331.0199890136719,332.5,320.0,323.1199951171875,3268000
2025-10-17,332.3800048828125,348.70001220703125,331.0,346.6199951171875,7025200
2025-10-20,347.3900146484375,350.2200012207031,342.6499938964844,349.4800109863281,3465400
2025-10-21,352.0899963378906,356.6700134277344,350.7900085449219,355.2200012207031,2658400
2025-10-22,355.2799987792969,357.7300109863281,349.17999267578125,352.0,2710000
2025-10-23,352.7200012207031,356.17999267578125,350.54998779296875,354.92999267578125,1892600
2025-10-24,358.3999938964844,362.32000732421875,356.8699951171875,357.55999755859375,2397500
2025-10-27,362.0,362.8399963378906,358.9100036621094,361.6700134277344,2179900
2025-10-28,361.2200012207031,362.5299987792969,359.44000244140625,361.0299987792969,1416800
2025-10-29,359.0,362.0,355.8800048828125,358.2200012207031,1840500
2025-10-30,358.5899963378906,365.75,357.9599914550781,358.8800048828125,2045100
2025-10-31,357.0,361.989990234375,356.0,360.7300109863281,2155600
2025-11-03,361.0,363.5400085449219,358.8500061035156,361.6199951171875,1822900
2025-11-04,359.32000732421875,362.5400085449219,356.8500061035156,360.489990234375,1887800
2025-11-05,359.69000244140625,367.82000732421875,356.4100036621094,365.79998779296875,2195800
2025-11-06,366.0400085449219,369.260009765625,362.4100036621094,365.7300109863281,2354600
2025-11-07,364.1400146484375,370.0,361.0,368.5400085449219,2752200
2025-11-10,369.4800109863281,371.79998779296875,362.760009765625,367.8800048828125,2876800
2025-11-11,367.8900146484375,373.0799865722656,366.260009765625,370.1600036621094,2132900
2025-11-12,371.1099853515625,377.2300109863281,370.510009765625,372.7699890136719,2961500
2025-11-13,371.0899963378906,373.8900146484375,363.3399963378906,364.7300109863281,2273500
2025-11-14,361.79998779296875,362.20001220703125,355.3999938964844,357.17999267578125,2943500
2025-11-17,356.2200012207031,358.2300109863281,339.3999938964844,341.25,3599000
2025-11-18,336.8500061035156,343.7300109863281,334.1000061035156,340.6600036621094,4216800
2025-11-19,341.7099914550781,345.32000732421875,340.739990234375,344.6400146484375,2005000
2025-11-20,349.9700012207031,353.1300048828125,340.32000732421875,343.79998779296875,3095700
2025-11-21,345.6000061035156,356.30999755859375,344.29998779296875,352.8900146484375,3044100
2025-11-24,353.6199951171875,356.3900146484375,350.17999267578125,355.92999267578125,3330900
2025-11-25,357.04998779296875,363.7900085449219,355.30999755859375,362.6400146484375,2059400
2025-11-26,362.7099914550781,366.7300109863281,362.7099914550781,363.9700012207031,1679900
2025-11-28,365.69000244140625,367.5299987792969,364.010009765625,365.2699890136719,872300
2025-12-01,363.8599853515625,366.5299987792969,360.1400146484375,360.30999755859375,2228600
2025-12-02,362.0799865722656,362.260009765625,357.3500061035156,359.6099853515625,346950
