Ticker,COF,COF,COF,COF,COF
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,168.35884266983945,170.83470800321945,158.36625381107365,163.6645965576172,13698500
2025-03-18,164.01122407131626,167.83396075802946,162.99116876087697,167.15061950683594,4972200
2025-03-19,166.3781629939193,172.86493368056233,164.44699091003665,170.9337615966797,4132000
2025-03-20,168.7946115236446,174.25141373531156,168.665861679851,172.78570556640625,2845300
2025-03-21,171.00307089219146,173.6175841693717,169.82455653528177,173.13232421875,5074900
2025-03-24,176.60842395875216,179.99540584826877,174.7960887604921,179.11399841308594,3801300
2025-03-25,182.1642759609843,182.22369431303164,178.60893685630666,180.6787567138672,3463600
2025-03-26,181.6294762299515,183.05557709094768,177.19272974911678,178.0939483642578,3255400
2025-03-27,176.32122184153584,178.2028885928343,173.96420828108504,176.43016052246094,2463200
2025-03-28,175.54875376785466,177.6086755809653,169.87407453826785,171.85476684570312,2617300
2025-03-31,169.85427118392053,178.49009124982575,169.5967866122638,177.56907653808594,6130700
2025-04-01,175.46954314561145,177.72754652165068,173.86518703960814,176.49951171875,3248200
2025-04-02,173.31058613920962,182.53070690397814,171.63689863237067,180.4212646484375,3579000
2025-04-03,164.39746021705918,174.74657441927022,156.98967527704787,162.4563751220703,13576300
2025-04-04,155.38530228690598,156.96986214494967,144.7787036605514,149.11642456054688,11073800
2025-04-07,143.54078479210588,158.1582896862078,141.83738806998346,153.17684936523438,8586300
2025-04-08,161.3670203608106,162.72378988736628,148.244932550915,150.87925720214844,5796500
2025-04-09,147.92800136816453,175.94490275090448,145.87799267099118,173.22145080566406,10828400
2025-04-10,167.86368094000764,167.87357896187584,155.23676688699823,160.59454345703125,6294400
2025-04-11,159.86168365669445,160.14889252047794,154.3256519608282,159.41603088378906,5339500
2025-04-14,164.555940147116,164.555940147116,158.21771494077933,160.95108032226562,3174500
2025-04-15,162.08996200087896,165.3184851978467,161.65420725165353,161.96121215820312,2734400
2025-04-16,159.9409018873004,162.42666526287633,156.3657517112426,158.51480102539062,4003400
2025-04-17,159.76267033914044,163.18926003116127,156.89065703874877,161.19866943359375,2340500
2025-04-21,167.44773757210368,169.71562372460912,159.95080957282877,163.56558227539062,12120200
2025-04-22,166.30882524380047,169.74532766611563,165.38781055827536,168.55691528320312,6890700
2025-04-23,175.29128055270607,182.70897916425145,173.90480189236303,174.75650024414062,7665100
2025-04-24,175.2912752298775,184.25391125121598,174.3108270638814,183.26356506347656,6516700
2025-04-25,182.9070274282064,184.83819934104562,180.76787618099252,180.9659423828125,3464000
2025-04-28,181.48094303280027,183.86768102631794,179.886485029799,181.3621063232422,3185900
2025-04-29,181.33238744830683,182.13456541789174,178.3118286462105,181.3125762939453,2602900
2025-04-30,178.46037229855406,179.06448405143578,173.0332796554171,178.51979064941406,4171100
2025-05-01,178.00484736324665,180.21331535573475,176.60845546948462,178.48020935058594,3232000
2025-05-02,182.27321630487623,187.5121409150729,181.1244111165457,186.0167236328125,4696700
2025-05-05,183.67951030710393,187.64089509382276,183.3526942488216,186.08604431152344,3105000
2025-05-06,183.21405333518038,185.4126231841213,182.22370710093617,183.91720581054688,3461900
2025-05-07,185.12540574844826,187.28436829718243,183.72902910749897,184.74908447265625,4733900
2025-05-08,187.10610392210526,190.8001061996376,186.6604511458046,187.6706085205078,5081500
2025-05-09,188.00730950081726,188.00730950081726,184.67974583215312,185.9473876953125,3178400
2025-05-12,196.3163177282467,201.0402732067336,195.49432859092,198.01971435546875,6840700
2025-05-13,197.83154027358003,202.50597528190158,197.3264691803038,199.09918212890625,4635200
2025-05-14,199.70330702104977,200.04993423882942,194.4940914013016,195.3358917236328,7114300
2025-05-15,193.63248734533715,195.91028655811294,191.53294318960863,195.59336853027344,8200600
2025-05-16,195.48444286212208,197.54436484577474,193.44433203439922,195.3160858154297,18227300
2025-05-19,193.89987086479044,198.06923490867067,192.62233094868222,195.50424194335938,6054400
2025-05-20,194.46437991826002,195.88056772697402,192.8699219360495,194.05833435058594,5240400
2025-05-21,193.11751325073195,193.11751325073195,184.98676412071225,185.1254119873047,5918900
2025-05-22,185.07589550195027,187.6606995879966,184.23409522005855,186.7396697998047,4771200
2025-05-23,182.37818130633624,185.26927664568947,182.18941245344715,183.8783721923828,6580600
2025-05-27,185.46798516488963,191.19059844790993,185.33883948990646,190.80313110351562,7053500
2025-05-28,191.58799966033754,191.97546701332678,189.5115724394394,189.8394317626953,4359200
2025-05-29,192.025127508262,192.28343399957996,188.29947440031552,189.521484375,4204000
2025-05-30,188.21007697944472,188.86579561569602,185.24942865781045,187.9219512939453,6183000
2025-06-02,187.37551745366633,190.5149895801664,185.29907529174469,190.21694946289062,3858300
2025-06-03,190.27656207789448,194.64798904693174,189.4519490275169,194.35987854003906,4623100
2025-06-04,194.86656789165684,195.82034179838868,191.3495578775097,191.6078643798828,3022800
2025-06-05,191.9257801118171,193.03851886993166,189.61092087438738,190.75344848632812,2558300
2025-06-06,193.67437068480996,197.47950654744105,193.227295304337,196.8535919189453,3452300
2025-06-09,197.70800395889614,199.16846128132002,195.8004712675046,197.6980743408203,3622300
2025-06-10,197.9861883411615,200.06261553466135,196.37671092070815,199.6950225830078,4808000
2025-06-11,200.68851509983236,203.78825365026347,198.55248003765834,199.22805786132812,4464900
2025-06-12,197.211244117786,198.39352050052116,195.33351549806596,196.3965606689453,2541800
2025-06-13,192.84975242455712,194.5685162528112,190.62429004019762,191.57806396484375,3413400
2025-06-16,193.74390449186072,197.92657800428412,192.63118087190227,196.3369598388672,3080700
2025-06-17,194.6281209079332,195.72098526518087,191.9158495700465,192.66098022460938,4038400
2025-06-18,192.07482701482743,197.12184746531864,192.07482701482743,195.889892578125,3403800
2025-06-20,197.5291828205126,198.70151447927353,196.04885108014193,197.08209228515625,5359400
2025-06-23,196.85359498681467,200.6686605272331,194.94606221660547,200.33087158203125,3541800
2025-06-24,202.3079465383726,206.15281589209235,200.31098666774994,205.0202178955078,3549700
2025-06-25,205.57657311774963,206.99729674679264,204.3148143293881,206.6793670654297,3039800
2025-06-26,208.13982762228687,210.2063251047201,207.79209392275231,209.1432647705078,3585200
2025-06-27,208.90482879178344,211.43827597931346,207.39469312882994,209.6400146484375,4410800
2025-06-30,211.21971242183974,214.2200943252829,210.3056721299704,211.378662109375,6402200
2025-07-01,210.76268749481864,215.40236585587564,210.06723525349608,213.78294372558594,4923800
2025-07-02,214.03131357618017,217.83644912261965,213.17691167900233,217.38937377929688,3573100
2025-07-03,217.97554770008165,220.5089949530749,217.47879393124853,219.4757537841797,1856000
2025-07-07,218.57166041475813,219.54529356642894,215.17386642202263,216.71380615234375,2743100
2025-07-08,219.4658102076629,219.48568460324714,215.2632775450575,216.087890625,2989300
2025-07-09,217.458928364287,218.93924485008895,216.39586805326806,216.61444091796875,3461600
2025-07-10,217.697361765654,220.47918583870336,216.90256788168696,219.30685424804688,2874900
2025-07-11,217.4390670883774,219.24724298032504,216.64425800148643,218.36302185058594,2981000
2025-07-14,218.86970159416057,219.87313869475372,217.43904839271053,219.40618896484375,2145700
2025-07-15,218.66107059985038,219.0882867246361,213.83262335437036,213.94190979003906,3134800
2025-07-16,214.9056076259449,216.08788399149984,211.74626101252863,215.21359252929688,3272800
2025-07-17,214.43866061007202,217.43905758102736,214.3492485711334,216.5846405029297,3584400
2025-07-18,217.18075317413496,217.38938126700157,213.87237126403915,216.86282348632812,3107000
2025-07-21,216.86282080364418,218.35308208742939,214.4486048005786,214.47840881347656,2999800
2025-07-22,214.09093019332184,216.96216617557528,212.62052822254748,216.00839233398438,4398100
2025-07-23,226.38062878511485,230.94082475768457,217.82652825500602,218.03517150878906,9069600
2025-07-24,219.20751532732328,219.7141987436727,209.9579620361328,209.9579620361328,7498600
2025-07-25,210.12683741694408,212.80930464989694,207.45429980154668,211.46807861328125,4726800
2025-07-28,211.6667907247454,214.68704706590202,210.87198163716027,212.78944396972656,6192000
2025-07-29,213.60410951103083,215.00495870476183,211.36871766731073,212.43177795410156,3435900
2025-07-30,212.52120425614308,215.4719229007141,211.93503843832895,213.83262634277344,3471400
2025-07-31,212.93846251749392,214.88572871180273,211.99463343231312,213.60411071777344,4299500
2025-08-01,210.19640345034176,210.33549390348074,202.307950934419,206.12301635742188,4794900
2025-08-04,207.69275433597045,209.82878948377098,206.37138748817736,209.42144775390625,2174800
2025-08-05,210.61366657361407,211.60717410281882,207.22580226069263,210.62359619140625,3683600
2025-08-06,210.93158770107345,211.93504003919557,210.0672409747263,211.49789428710938,3186500
2025-08-07,213.03781120961955,213.26632885526251,205.52689674968175,205.9441680908203,3456600
2025-08-08,207.80203689491705,209.03397651970874,204.9308007633468,206.87806701660156,3109200
2025-08-11,207.60333094529983,209.08364739722157,205.49708476636474,206.89793395996094,4378400
2025-08-12,208.91477044573708,215.73023297707087,208.17956938700388,215.32289123535156,3250600
2025-08-13,216.46542054322498,217.31983760589813,213.7332748981299,215.5613250732422,2951900
2025-08-14,214.61750748914744,219.83342218238525,213.63392954663684,219.6446533203125,3032900
2025-08-15,220.2523441789302,220.2523441789302,213.65743049145038,214.61378479003906,4464100
2025-08-18,213.75704544831183,215.43067297542086,212.76083424380118,215.380859375,2744400
2025-08-19,214.5938696504403,216.37708110482603,212.7907297147215,213.80685424804688,2432500
2025-08-20,212.30257088136617,214.08578225304274,208.60662061584458,213.89651489257812,2967000
2025-08-21,212.42212027231858,212.45200539369694,209.82200830556062,211.2067413330078,3284800
2025-08-22,212.53170177974755,221.7566275684794,211.2366241306819,220.38185119628906,4137900
2025-08-25,220.1626866372073,221.10908428617628,219.59483892723946,220.26231384277344,1959200
2025-08-26,219.66457355815737,224.3766483627913,219.3856356332093,224.0678253173828,3672300
2025-08-27,223.97817193620324,225.8610105467375,223.59960680572243,223.69923400878906,2829100
2025-08-28,224.6057913696778,226.8273381638752,224.19734111575136,226.2794189453125,2822300
2025-08-29,226.35911560058594,227.29555658358035,224.30692291069275,226.35911560058594,2551600
2025-09-02,222.5535846487827,223.00189186698665,218.4093574484664,222.42408752441406,3470900
2025-09-03,222.40416361285213,223.1214369355429,217.7618154968196,220.49143981933594,3019000
2025-09-04,221.43783766966885,225.8909032182074,220.62095234092936,225.46253967285156,2626400
2025-09-05,225.39279207669827,226.61812764033334,219.29598417853848,220.690673828125,3841400
2025-09-08,221.21866352266463,221.65699889645887,217.7618093350327,219.26609802246094,3820000
2025-09-09,218.92737394648512,221.9160076298511,217.33344510260943,221.63706970214844,3346700
2025-09-10,221.13896234744487,223.27085375009125,219.94351192370448,222.58346557617188,2667800
2025-09-11,220.7903041841387,225.42268041587695,219.80404957436582,223.5,2107300
2025-09-12,224.3866197306866,224.47627509187876,221.0194209567968,222.91221618652344,2153800
2025-09-15,224.2172625694841,229.62668210081324,223.9682097689409,225.67172241210938,2744800
2025-09-16,226.9269523412359,226.9269523412359,221.47769082724443,223.5597686767578,3254900
2025-09-17,224.0080600757217,228.34158505091116,222.6532121810329,224.75521850585938,2850600
2025-09-18,226.50853697690798,229.25808963327975,224.4862294454043,228.86956787109375,2295600
2025-09-19,229.09869850903328,229.09869850903328,225.62191583290533,227.4549560546875,4825300
2025-09-22,225.1437454941523,226.50855006048988,223.62950011774095,224.5559844970703,2567100
2025-09-23,224.65558981232536,227.8534345605478,221.81639691720795,222.17503356933594,3131500
2025-09-24,223.16126922625767,224.78509837412335,222.23480009100604,223.49002075195312,2432000
2025-09-25,222.20491796006823,222.84249253942534,218.82776249736816,221.61715698242188,3083600
2025-09-26,222.68309200977555,224.5758872407485,221.2485454258489,223.2011260986328,2402500
2025-09-29,225.37286334507348,225.37286334507348,220.34199357019742,222.75283813476562,3195700
2025-09-30,222.46392398987447,223.2608960020712,207.92920601123402,211.7745819091797,9877100
2025-10-01,212.50181900755774,216.04832862043153,210.89791828926624,212.67117309570312,5092600
2025-10-02,211.18682035678725,213.94631447001072,209.50322097593198,212.97003173828125,3155200
2025-10-03,212.09336018934343,215.67972661999735,212.00370482882127,213.58767700195312,2499500
2025-10-06,214.67356548794663,216.38705003609044,210.68872052965446,213.03977966308594,2903900
2025-10-07,213.23902301379232,214.1356070664368,210.33008796183907,212.88038635253906,2227200
2025-10-08,213.28882906050748,214.94252813899806,210.72855891929825,211.11708068847656,2409800
2025-10-09,211.6251430377886,212.91026402941677,209.44345322584368,209.94155883789062,2756500
2025-10-10,210.67875362151204,211.63512312232476,201.25460358703916,201.7228240966797,4641200
2025-10-13,204.4723509691988,207.012692596344,203.52595335935402,206.8234100341797,3036500
2025-10-14,205.33905440924502,215.9088561956872,205.33905440924502,213.38844299316406,3997800
2025-10-15,215.7295527342607,217.17405603004485,212.45200915593873,214.28504943847656,2774600
2025-10-16,213.66738538433395,215.43068355921952,199.8399835230704,202.38031005859375,7841900
2025-10-17,203.60565452672617,211.39601838246904,203.60565452672617,210.53927612304688,4621800
2025-10-20,211.72477750697553,214.9026938530572,211.22667187783364,214.055908203125,3780000
2025-10-21,213.68730425181354,217.76180444688876,213.29878248848567,216.22764587402344,5354100
2025-10-22,226.1498985928091,227.55456003026808,219.24616228691863,219.54502868652344,7675600
2025-10-23,221.15889480151958,221.82635450675826,217.7717826732385,219.20631408691406,4353200
2025-10-24,223.18120320158584,226.75759791008664,222.00568123316697,224.15748596191406,3263600
2025-10-27,226.55835228314874,226.72770636527653,221.51752597648363,222.64324951171875,3402600
2025-10-28,222.3443868858266,222.92219122342172,218.97718806366007,220.15272521972656,2953300
2025-10-29,217.67215493978085,221.60718627950368,216.26749344960086,217.76181030273438,3482500
2025-10-30,217.40317150026556,222.1351748217317,217.1541186938726,217.5526123046875,2808400
2025-10-31,217.17404362061737,220.27226108948267,216.36711497326584,219.15650939941406,2550300
2025-11-03,219.15651840264437,221.65700316828077,217.20393766383307,220.8600311279297,2584100
2025-11-04,218.42926920411463,221.1588934514984,216.71578466940323,219.84388732910156,2444200
2025-11-05,219.44540552852735,222.58346477973961,216.73570980389044,220.5611572265625,2539300
2025-11-06,220.5810962838154,222.01564293634678,215.08200584943768,216.0583038330078,4059000
2025-11-07,215.30116447923865,218.2300279046859,212.4918567371206,216.99473571777344,3945800
2025-11-10,218.27983670762225,221.97578694919628,217.3832527077353,219.5251007080078,3135300
2025-11-11,219.29598913811748,221.34818189791145,217.4231071083354,219.91363525390625,1778900
2025-11-12,219.3657107850791,222.72295298183062,218.85764852786278,221.2884063720703,4014600
2025-11-13,219.7741541714202,222.4738932208343,214.7034427947799,215.9785919189453,4608700
2025-11-14,213.14935711276357,214.02601264062275,208.83576075070766,210.34999084472656,5022000
2025-11-17,209.80999755859375,210.5800018310547,199.08999633789062,201.00999450683594,7102700
2025-11-18,199.7899932861328,204.5,199.44000244140625,200.0399932861328,6180400
2025-11-19,200.97000122070312,203.0399932861328,200.0,202.39999389648438,4297200
2025-11-20,206.3800048828125,209.9499969482422,201.16000366210938,202.22000122070312,5580000
2025-11-21,203.4600067138672,209.42999267578125,201.89999389648438,207.8699951171875,4623900
2025-11-24,209.02999877929688,210.52999877929688,206.41000366210938,208.83999633789062,4195400
2025-11-25,208.97999572753906,215.67999267578125,208.1300048828125,214.4499969482422,2885200
2025-11-26,214.60000610351562,219.14999389648438,214.5,217.47000122070312,2431500
2025-11-28,218.72999572753906,220.8000030517578,217.5500030517578,219.07000732421875,1639800
2025-12-01,218.14999389648438,223.02999877929688,217.55999755859375,220.3699951171875,3424200
2025-12-02,221.5399932861328,221.89999389648438,219.8699951171875,220.99000549316406,408582
