Ticker,UNP,UNP,UNP,UNP,UNP
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,234.56505711541126,236.59005286268683,233.09321674766693,234.96017456054688,2139000
2025-03-18,235.5726078946246,237.07408129654334,232.6585753265741,234.19955444335938,2184200
2025-03-19,234.12053899931823,235.22689501377272,232.03626199989344,233.5081024169922,2058300
2025-03-20,231.42382003725515,233.06358608968324,230.41625094720405,231.92759704589844,2869500
2025-03-21,230.2384518138206,231.39418617509895,228.519659262995,231.02870178222656,4167700
2025-03-24,234.0711487283883,234.9305374467304,231.02869622056465,232.3325958251953,3291100
2025-03-25,232.3326017615731,233.65626179376954,231.48308568201514,232.9154052734375,1849000
2025-03-26,232.98455451971347,235.83932098548584,232.81662885381675,235.1280975341797,1709900
2025-03-27,235.42444503526366,235.42444503526366,231.79918898035515,233.0932159423828,1913900
2025-03-28,232.7376185846069,233.81432649721432,229.18150108003667,229.31979370117188,1918000
2025-03-31,227.7491781563961,235.19726441412496,227.4725929180854,233.3599395751953,3478100
2025-04-01,231.79920048157882,234.77249933630466,230.98919008706505,234.27859497070312,2367300
2025-04-02,232.27333955078433,235.6022500814077,231.7498021401155,235.55287170410156,2023600
2025-04-03,228.5295502895407,230.13966823173786,220.3603680659948,221.23951721191406,5754800
2025-04-04,217.3179160840992,219.04658132567727,209.95874421307698,210.6600799560547,6784500
2025-04-07,208.5363033853341,213.6037670370678,202.293344923156,207.4102020263672,5055900
2025-04-08,214.87802984263058,215.0755885722494,202.1649364284604,205.73092651367188,5126200
2025-04-09,204.10103649743152,221.96062027827907,203.86397204702624,220.8048858642578,5361000
2025-04-10,218.68110861421593,218.98732691887656,211.58863386329227,216.64622497558594,5088800
2025-04-11,216.09303554113035,217.58463639203666,212.47766699121888,215.92510986328125,2965000
2025-04-14,218.45388571717805,220.54805038900523,216.61656095126457,219.56024169921875,3197700
2025-04-15,220.07389529504349,221.57536875070255,216.91291044583866,217.39694213867188,2807000
2025-04-16,217.02156370516968,217.85131937784996,212.78387110538074,213.95936584472656,3293600
2025-04-17,214.84840604673695,219.53062501160628,214.65084730860343,217.5747528076172,4545800
2025-04-21,215.50035365923543,216.3103489706196,210.75886879557856,213.41607666015625,3379600
2025-04-22,215.37193547153905,215.95473900281482,212.33937051847883,214.25570678710938,3353300
2025-04-23,218.6119473454375,221.84208610878605,215.6682815541715,217.10060119628906,3879500
2025-04-24,205.7111599541096,213.19875164256356,204.11091469755914,212.82337951660156,5205100
2025-04-25,211.39106333853502,212.14179252980367,208.9906954149918,210.68971252441406,3454900
2025-04-28,210.46253155640557,212.08253731652695,208.2300891896424,210.0180206298828,3053300
2025-04-29,208.7140907626453,212.33936190655115,208.7140907626453,211.92446899414062,2886400
2025-04-30,210.86751934111027,213.34691369249316,207.96335942106987,213.03082275390625,3139100
2025-05-01,212.8727793483468,212.8727793483468,209.97850703111314,211.4700927734375,4458500
2025-05-02,214.17668874563452,216.93266837602414,213.20862537096522,215.62875366210938,2926800
2025-05-05,214.15694085540588,216.12267062905417,213.62351568756287,213.89022827148438,1895600
2025-05-06,212.14179400160006,213.58400135611882,210.40325609108035,210.60081481933594,2265100
2025-05-07,211.1342298480486,212.28996417936355,210.10690039392594,211.24288940429688,3277100
2025-05-08,212.28996291117366,216.25107021480866,211.26263346318808,214.19642639160156,3335500
2025-05-09,214.09767816750417,215.06572654142008,212.49741771113545,213.68280029296875,2172900
2025-05-12,224.29184067457356,228.7172194235743,223.75843060938854,228.05538940429688,4965900
2025-05-13,228.19367745986793,229.16174081746726,225.2598844780561,225.4673309326172,3028100
2025-05-14,224.5684351572624,225.9711217582258,220.4196414670831,225.55624389648438,3253000
2025-05-15,226.45514458140156,228.62832070786973,224.91416542031985,228.03564453125,2607600
2025-05-16,228.50979467966883,229.1419916621877,227.31453948769965,228.59869384765625,2006800
2025-05-19,226.28722480486385,227.26516086998961,225.37844258549873,226.7021026611328,2509400
2025-05-20,225.86246241898897,227.08735068303983,225.03270669467958,225.54637145996094,1982900
2025-05-21,222.8792733689708,224.12390685766988,220.75547570069142,220.89376831054688,2183600
2025-05-22,220.6369399884018,221.6148759750894,219.2243657854086,220.1529083251953,2848900
2025-05-23,217.43644642110252,220.29121296382286,217.3277868610918,219.40219116210938,3227900
2025-05-27,220.93329302189935,222.21744732065935,220.02451084488447,221.61488342285156,2613300
2025-05-28,222.25695649164044,222.7014673900708,219.25402468928087,219.47132873535156,3073200
2025-05-29,219.7281787308598,220.8641527537547,217.0907312014676,219.7973175048828,2980600
2025-05-30,219.54887379770682,221.18864228765204,218.93272663644126,220.28428649902344,4179600
2025-06-02,217.42214572896344,218.6345750400396,216.04077333868298,217.53146362304688,4587000
2025-06-03,216.48798489334132,220.9898684950016,216.20972391041076,220.40353393554688,6229300
2025-06-04,220.4731046202671,220.79111067020256,217.99855322745242,219.49917602539062,3976800
2025-06-05,219.57867392398347,220.3836442442109,218.03829094419626,219.28053283691406,3084600
2025-06-06,221.5861526360741,222.76876940593158,220.77123463314877,222.0432891845703,2953400
2025-06-09,222.57994302427178,223.86193003397938,221.86441045380226,222.74888610839844,3128500
2025-06-10,223.10664630680077,227.77747284031753,221.97372229514704,225.19361877441406,3122200
2025-06-11,225.6110111583674,225.6110111583674,223.23584523105413,224.31907653808594,2655100
2025-06-12,223.17622688188945,224.09051513671875,222.12279297124084,224.09051513671875,1939200
2025-06-13,222.29173140758792,224.07063033334842,221.38739081227996,221.98365783691406,1670100
2025-06-16,222.64949213718884,224.7861572900956,222.38117880663143,223.25570678710938,2659500
2025-06-17,222.38118813956882,222.61968888785154,218.28674837970965,219.22091674804688,2767900
2025-06-18,219.6084892178493,220.76129334785347,218.88302418952156,220.63209533691406,2414500
2025-06-20,221.22838322357168,222.39111985975438,219.8370783163666,221.12899780273438,4274300
2025-06-23,221.04948855432215,224.56752615761212,220.4432890559251,224.47808837890625,2665300
2025-06-24,226.13771712686042,226.6147337676013,224.43832354584794,226.4954833984375,2777100
2025-06-25,225.50169865331347,225.5911364336642,224.07063351135716,225.40231323242188,2005400
2025-06-26,226.0085340290183,228.81103920195523,225.46194452747883,227.96630859375,2960200
2025-06-27,227.6482968628923,230.2420834832391,227.6482968628923,229.97377014160156,7430700
2025-06-30,229.50668638064374,230.56010512435466,228.3836948092115,228.6520233154297,3579000
2025-07-01,228.19487212630278,235.6383913410192,228.00604892387105,234.1079559326172,2687500
2025-07-02,234.79365654859086,235.93652821924601,233.05451785175936,235.68807983398438,1752100
2025-07-03,236.21479013547605,237.70548045296454,234.81353759765625,234.81353759765625,1327600
2025-07-07,234.2669439729822,236.03589523866452,232.37874233651684,233.88931274414062,2580900
2025-07-08,233.59117201968553,237.37752293884753,232.85575934916906,235.07191467285156,2574300
2025-07-09,235.8570302755989,236.999886817828,234.7340386866686,235.02224731445312,2432800
2025-07-10,235.6980110745659,239.24586127626213,234.12781546825448,235.52906799316406,2630100
2025-07-11,234.15763086731073,234.82347072460993,232.61726299957394,233.640869140625,3211700
2025-07-14,232.62719426787478,233.40235201796384,229.96381968842354,231.86196899414062,1973400
2025-07-15,231.59364604650244,232.55762701905752,229.60605891366086,229.7054443359375,2419300
2025-07-16,230.56009618621349,231.49426451942855,228.2743680618951,229.74517822265625,2356500
2025-07-17,226.08802695860194,228.91039693048478,225.34268181478237,226.07809448242188,5211300
2025-07-18,227.0023200988987,227.0023200988987,220.96005351576812,223.47434997558594,5794500
2025-07-21,224.56752307504902,225.90915039356466,223.52403684554642,224.44827270507812,2814100
2025-07-22,225.37250660713542,229.0992325279661,224.59734882872957,227.81724548339844,3806300
2025-07-23,228.01599915413533,229.72532530786526,225.89921399727626,229.56631469726562,3740100
2025-07-24,224.59733618857848,229.22841764494478,217.84948483988924,219.15135192871094,9784100
2025-07-25,221.69546812627658,224.87560447027963,219.79731879635625,223.3451690673828,8254700
2025-07-28,223.8221910503237,229.53650412893074,223.42467968440306,227.81724548339844,6858400
2025-07-29,224.9849139747002,228.95015557131794,217.76997849176843,222.3811798095703,19091000
2025-07-30,224.4482750112756,225.16380756662457,221.12899309348447,223.88180541992188,8361200
2025-07-31,221.09919071528014,222.39112539790682,219.42962478505726,220.5923614501953,5546800
2025-08-01,219.1811712454622,219.45943222730034,217.27308944253508,218.03829956054688,4637300
2025-08-04,218.50538291286523,222.01347293006427,218.26688216596017,220.68179321289062,4181100
2025-08-05,221.34763520975156,222.01347507477058,220.21471115874982,221.58615112304688,2430000
2025-08-06,222.4805562006832,224.88553476134183,221.03955859238224,224.06069946289062,3135700
2025-08-07,225.76007963726974,226.9923891021806,220.72155420839468,221.278076171875,3113700
2025-08-08,221.49671453064016,223.06691018239914,220.7314892399537,220.86068725585938,2345500
2025-08-11,221.3178164684507,222.38118282609094,217.33270986555445,218.2867431640625,4419600
2025-08-12,218.94265466238463,219.8370779561964,216.82586954752492,217.44203186035156,3224200
2025-08-13,218.07805226570756,222.11285152715064,217.1637640477917,221.79483032226562,3096800
2025-08-14,220.79111661811604,221.00975241762418,217.93893391192316,220.14515686035156,6245600
2025-08-15,221.88429572337347,222.27187461103762,219.04204549247424,219.4097442626953,3739200
2025-08-18,219.33022794356438,220.01594790209586,217.55134420594007,218.71408081054688,3188400
2025-08-19,219.54886221711683,223.62342170729804,218.69419918491673,222.3811798095703,4899200
2025-08-20,223.60355503833495,225.47189181738517,223.04703306093782,224.27932739257812,4521500
2025-08-21,224.08056318053082,224.77621562579827,222.14266881011213,223.9016876220703,3435500
2025-08-22,225.28306314772763,229.88433215454472,220.80104451486454,226.4358673095703,5317300
2025-08-25,226.8134898574348,227.5290224019135,219.7575649939443,221.93397521972656,5993000
2025-08-26,221.17868374367595,221.6060228432936,218.99234102894704,221.35757446289062,3758000
2025-08-27,221.11905729894636,221.6159540569215,219.04203248999073,219.57867431640625,3464900
2025-08-28,222.8780830110768,223.46441756437204,219.46936325985644,220.97000122070312,6299300
2025-08-29,221.39999389648438,223.7100067138672,221.1999969482422,223.57000732421875,5012800
2025-09-02,222.2100067138672,222.77000427246094,219.33999633789062,221.99000549316406,3955400
2025-09-03,221.4199981689453,222.5,218.75,221.75999450683594,5881000
2025-09-04,222.66000366210938,223.47999572753906,220.50999450683594,223.05999755859375,3601000
2025-09-05,222.1699981689453,223.1699981689453,218.8699951171875,220.30999755859375,4001800
2025-09-08,219.32000732421875,220.10000610351562,216.27000427246094,217.25999450683594,4131200
2025-09-09,217.47999572753906,218.6300048828125,215.64999389648438,216.0500030517578,3111200
2025-09-10,215.0,216.07000732421875,210.83999633789062,215.19000244140625,5004700
2025-09-11,214.77000427246094,216.77999877929688,214.16000366210938,216.0399932861328,4126700
2025-09-12,215.17999267578125,216.27999877929688,213.88999938964844,214.91000366210938,6207200
2025-09-15,216.00999450683594,217.05999755859375,214.32000732421875,216.25,4484400
2025-09-16,218.44000244140625,219.02000427246094,215.44000244140625,216.0,4425900
2025-09-17,216.30999755859375,219.6699981689453,216.1300048828125,217.1699981689453,4797500
2025-09-18,217.47999572753906,220.5500030517578,216.77999877929688,220.36000061035156,4349300
2025-09-19,221.66000366210938,221.66000366210938,219.22000122070312,220.61000061035156,8632100
2025-09-22,220.64999389648438,229.0,219.25,225.85000610351562,8136000
2025-09-23,225.85000610351562,229.0,225.4499969482422,227.97999572753906,5183000
2025-09-24,229.3300018310547,232.05999755859375,228.38999938964844,230.36000061035156,5925900
2025-09-25,231.0500030517578,232.5,230.47999572753906,232.0,6034400
2025-09-26,232.02000427246094,235.5,231.7899932861328,235.1999969482422,4940900
2025-09-29,235.75,237.36000061035156,235.08999633789062,236.17999267578125,5097300
2025-09-30,237.0,237.0,234.82000732421875,236.3699951171875,3797500
2025-10-01,235.9199981689453,237.25,234.0,234.74000549316406,3950800
2025-10-02,235.44000244140625,236.99000549316406,233.52000427246094,234.52000427246094,3873400
2025-10-03,234.86000061035156,237.74000549316406,234.52000427246094,236.8000030517578,3176600
2025-10-06,237.0,238.22999572753906,235.5,237.41000366210938,3261100
2025-10-07,237.77999877929688,238.22000122070312,231.25999450683594,231.86000061035156,3024100
2025-10-08,230.17999267578125,233.74000549316406,229.22000122070312,232.64999389648438,3580300
2025-10-09,232.74000549316406,233.47999572753906,230.1199951171875,231.5399932861328,2331300
2025-10-10,232.5500030517578,233.86000061035156,225.22000122070312,225.4499969482422,2762700
2025-10-13,226.72999572753906,227.41000366210938,224.82000732421875,225.85000610351562,2079700
2025-10-14,223.9199981689453,227.85000610351562,223.3300018310547,227.0800018310547,2306200
2025-10-15,227.13999938964844,228.0,224.58999633789062,225.72000122070312,2483700
2025-10-16,226.27000427246094,227.5,223.22000122070312,224.0399932861328,2971200
2025-10-17,225.11000061035156,228.6699981689453,224.82000732421875,226.0399932861328,3237300
2025-10-20,226.66000366210938,229.2100067138672,225.8000030517578,227.3000030517578,2922100
2025-10-21,226.2899932861328,228.14999389648438,225.4199981689453,226.5399932861328,2727700
2025-10-22,226.99000549316406,228.85000610351562,225.2100067138672,225.24000549316406,3756800
2025-10-23,223.27999877929688,225.94000244140625,219.10000610351562,220.0399932861328,5148500
2025-10-24,220.50999450683594,221.27000427246094,216.0,216.61000061035156,4128600
2025-10-27,218.1999969482422,218.92999267578125,216.39999389648438,218.22999572753906,4692000
2025-10-28,218.36000061035156,220.91000366210938,217.55999755859375,217.58999633789062,2782500
2025-10-29,216.63999938964844,218.16000366210938,215.52999877929688,216.3699951171875,3587900
2025-10-30,216.0500030517578,220.3000030517578,215.6999969482422,218.8300018310547,2806900
2025-10-31,217.5,220.99000549316406,216.33999633789062,220.3699951171875,2586300
2025-11-03,219.94000244140625,221.0,218.02999877929688,218.82000732421875,3552700
2025-11-04,218.61000061035156,221.1300048828125,217.4600067138672,220.91000366210938,2737800
2025-11-05,219.75,221.33999633789062,217.27999877929688,217.3800048828125,2707600
2025-11-06,216.92999267578125,218.55999755859375,216.32000732421875,217.99000549316406,3429800
2025-11-07,219.22000122070312,221.67999267578125,218.1999969482422,221.47999572753906,3735400
2025-11-10,221.05999755859375,224.63999938964844,220.74000549316406,223.8800048828125,4095300
2025-11-11,224.5,224.89999389648438,223.44000244140625,224.8000030517578,2698000
2025-11-12,224.8000030517578,227.05999755859375,223.50999450683594,223.5500030517578,1945700
2025-11-13,222.38999938964844,223.6199951171875,220.9499969482422,221.47999572753906,2682200
2025-11-14,221.72000122070312,224.22999572753906,220.4199981689453,223.02000427246094,2886400
2025-11-17,222.85000610351562,223.69000244140625,220.8699951171875,221.0,2921100
2025-11-18,221.7100067138672,221.97000122070312,219.88999938964844,220.82000732421875,3863100
2025-11-19,221.30999755859375,221.99000549316406,219.97000122070312,221.1699981689453,3396500
2025-11-20,221.55999755859375,223.47999572753906,220.4499969482422,221.2100067138672,3955100
2025-11-21,222.32000732421875,227.44000244140625,221.69000244140625,226.22000122070312,3595600
2025-11-24,226.58999633789062,226.58999633789062,222.5,224.5,4483200
2025-11-25,225.74000549316406,229.4499969482422,225.25999450683594,229.1300048828125,2582500
2025-11-26,229.0,231.8300018310547,228.42999267578125,230.66000366210938,3233700
2025-11-28,230.92999267578125,232.4600067138672,230.47000122070312,231.8300018310547,1207600
2025-12-01,231.4600067138672,234.1199951171875,231.13999938964844,231.36000061035156,3463000
2025-12-02,231.58999633789062,232.00999450683594,230.61000061035156,231.85499572753906,534154
