Ticker,SO,SO,SO,SO,SO
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,88.16618305285841,89.20056725894031,87.69778911933864,88.35159301757812,3649800
2025-03-18,87.95149863120976,88.28328448913236,87.49286508009105,88.04908752441406,3505400
2025-03-19,87.82464415387842,88.30279846523086,87.1122854310581,87.43431091308594,3366200
2025-03-20,87.74657756144903,87.88319308138334,86.98543182324721,87.79537200927734,4652800
2025-03-21,87.6685129787597,88.47845319764106,86.60486246684552,87.20011901855469,8327300
2025-03-24,87.0049584740683,87.96126717838855,86.6243781341995,86.73171997070312,3641000
2025-03-25,86.77075192830398,86.77075192830398,85.28749445683192,85.6095199584961,3912800
2025-03-26,85.87298711106878,87.04397941186109,85.72661121222286,86.90736389160156,3953300
2025-03-27,87.30745789948921,88.0978773337213,86.84881688876625,87.85391998291016,3830500
2025-03-28,88.68337266852932,89.22984219189637,88.08811614244262,88.92733001708984,4483700
2025-03-31,89.3371827487729,90.44962764676963,88.88829468222437,89.72750854492188,6340400
2025-04-01,89.38597094430992,89.94219340073515,88.94685069528536,89.60065460205078,4178900
2025-04-02,89.77630883386924,89.82510328405668,88.51748795790883,89.09323120117188,4704500
2025-04-03,90.48866582542357,91.04488829968584,89.77630706962005,90.32276916503906,6392600
2025-04-04,90.95705614537401,91.38642345746699,86.35114025378974,86.79026794433594,8268800
2025-04-07,85.62902767208124,87.26842132018383,84.27262543617945,85.1118392944336,8150900
2025-04-08,86.54631344456128,86.54631344456128,84.0774662087971,84.76054382324219,6248000
2025-04-09,84.22383473368598,87.23915150843597,82.94550057776586,85.67782592773438,7694500
2025-04-10,85.85346949969461,87.53188972811854,84.89715346077887,86.74147033691406,7047400
2025-04-11,86.32187135287485,88.00029918055934,85.56072558101509,87.68803405761719,4022000
2025-04-14,87.60020191858767,89.47380002384527,87.00495283427256,88.95661163330078,3330900
2025-04-15,89.3469408547221,89.48355638028076,88.73217098970817,88.81999206542969,2381200
2025-04-16,89.67871563877064,89.67871563877064,88.07835615596231,88.28327941894531,2731300
2025-04-17,88.69314288040005,90.79117779962543,88.61507473340833,89.59090423583984,3462000
2025-04-21,89.40548975609626,89.4933108259954,87.41479694352252,88.04908752441406,3015000
2025-04-22,88.25401817638885,89.99099341280365,88.06860819778686,89.63969421386719,3849500
2025-04-23,89.26887626106455,89.36645771149128,87.9905346920159,88.92733001708984,5214600
2025-04-24,88.83950567406657,89.22983890638857,88.08811289897399,88.8492660522461,3018400
2025-04-25,88.84927198869048,89.13225596991958,87.97102401853286,88.24425506591797,3442800
2025-04-28,88.16618530346547,88.84927035435089,87.64899690971599,88.5565185546875,2332200
2025-04-29,88.41014758328636,89.38597704324535,88.1564298391004,89.2396011352539,3234900
2025-04-30,89.62992650293492,90.00074642980555,88.21497688878719,89.66896057128906,5934700
2025-05-01,90.20567525187346,90.20567525187346,88.55652112619075,89.24935913085938,5319700
2025-05-02,89.13225001456769,89.6299250719029,88.18570179079487,88.8492660522461,4060800
2025-05-05,89.09322339182394,89.33718073140179,87.95149738440938,88.8492660522461,3572800
2025-05-06,88.8687837070354,89.6201690738644,88.70289449481164,89.0151596069336,2995100
2025-05-07,88.74192552488148,90.3227643436703,88.74192552488148,89.8836441040039,5011300
2025-05-08,89.43475902529508,89.82509224385623,87.99052835011491,88.12714385986328,3711500
2025-05-09,88.13690978131906,88.64433778587383,87.86367874463669,88.16618347167969,2982500
2025-05-12,87.19036191111537,87.55142149626957,85.3460448030075,85.65830993652344,6666100
2025-05-13,85.6680667745624,86.12670779904609,83.44317685960878,83.50172424316406,7041400
2025-05-14,83.14065760480426,83.51147752243008,81.08165708162659,82.85767364501953,8015100
2025-05-15,83.54075252405555,85.28748798061179,83.54075252405555,85.2679672241211,5255900
2025-05-16,85.1801504350371,86.5951001072354,85.02401415521483,86.56582641601562,4181800
2025-05-19,87.14640659056263,88.11076717500083,86.67407253470208,88.05172729492188,5997500
2025-05-20,87.91395071405496,89.54745738651874,87.7761859956079,89.38017272949219,9612400
2025-05-21,89.25225195691124,89.36049674765928,87.8647621509091,88.2288589477539,9104500
2025-05-22,88.06156226388792,88.06156226388792,86.9791219193652,87.42193603515625,5055500
2025-05-23,88.11076518002699,88.31741226323896,86.71343299395694,88.20916748046875,3129500
2025-05-27,88.57326275880632,88.82910723412331,88.14028363501731,88.48469543457031,4316700
2025-05-28,88.19932596157342,88.48469789130174,86.20172996108964,86.81183624267578,5217900
2025-05-29,86.4871082835306,87.38258656103453,86.01477419829233,87.33338165283203,3670400
2025-05-30,87.24481579339286,88.63230551888894,86.92991641485908,88.56342315673828,10682400
2025-06-02,87.87460313422328,88.58310424209846,87.42193901284885,88.50438690185547,4338600
2025-06-03,88.50438483958504,88.65198454136058,87.29401473172395,88.15996551513672,5353800
2025-06-04,88.16980951434101,88.18949447999269,86.86103708024676,86.88072204589844,5816000
2025-06-05,87.8745971012021,87.88443207579806,86.67406953044575,86.96927642822266,6725100
2025-06-06,87.12672572881795,87.26449044869568,86.32965734843765,86.8511962890625,3995800
2025-06-09,86.31982330960027,87.7466755511639,86.09349124331163,87.08737182617188,3907800
2025-06-10,87.254654478155,88.1009278249104,87.15625217198652,87.87460327148438,3969000
2025-06-11,87.78603624686679,88.2190154046563,87.5006643026523,88.12061309814453,5151500
2025-06-12,88.41581732518159,89.59666749020712,87.99268066321332,88.91767883300781,7122500
2025-06-13,89.31129612093154,89.61634551604698,88.49454273210974,88.9078369140625,5059000
2025-06-16,89.11448445002556,89.47858123553416,87.37274038446192,87.52034759521484,5374100
2025-06-17,87.53018307842558,87.75651513724246,86.44774270597865,87.0086441040039,4413400
2025-06-18,87.12673405915181,87.54002825830075,86.7429598017114,87.21529388427734,5189700
2025-06-20,87.1857721130756,88.5240644982881,87.05784986581806,87.87460327148438,10746100
2025-06-23,88.2682068398916,89.29160727521618,88.01236236177114,89.22272491455078,5907600
2025-06-24,89.03576492241716,89.83283333023081,88.9964025000096,89.43921661376953,4558100
2025-06-25,89.11448870218727,89.24241846116422,88.37646012082169,88.95704650878906,5548300
2025-06-26,88.98656176041956,89.54746315238819,88.04188612697845,88.9078369140625,6003400
2025-06-27,88.79958982850343,89.8426752466962,88.75039243151474,89.44905853271484,5228200
2025-06-30,89.14399950127523,90.47245681757363,88.9865573240249,90.36421203613281,4924600
2025-07-01,90.53149914869846,91.04319562314511,89.81314808036389,90.82671356201172,7399400
2025-07-02,90.32485210093837,90.72830379118315,89.04559965285468,89.695068359375,6437200
2025-07-03,89.547462528135,90.50198063762026,89.19320822961234,90.04932403564453,3467200
2025-07-07,89.98044036262658,90.26581229381651,89.69506843143667,90.19692993164062,3433100
2025-07-08,89.44905991170124,90.10836360090588,88.9373559233525,89.80331420898438,4600000
2025-07-09,89.94107521353774,90.51181905861426,89.31129149056166,90.49213409423828,3236200
2025-07-10,89.9902788043336,92.1846870112429,89.9902788043336,91.77139282226562,6686800
2025-07-11,91.36793136244268,91.5352160289714,90.75783257684037,91.18096923828125,5014900
2025-07-14,91.14160556707338,91.80090924914899,90.64958654923527,91.20064544677734,7698600
2025-07-15,91.07272050885497,91.51553460875489,90.4035743640993,90.9939956665039,5215600
2025-07-16,90.90543215883147,91.94851759474399,90.78735239796121,91.81075286865234,4498100
2025-07-17,91.51553664488124,92.31260504548071,91.29904707740623,91.84027099609375,4489200
2025-07-18,92.03708289360178,93.11952330915675,91.87964070053202,92.59798431396484,4197800
2025-07-21,92.75543093181005,93.76898894653237,92.6471861430907,93.27696990966797,4206800
2025-07-22,93.60170189986782,94.90063182391361,93.28681002457232,94.3200454711914,3889500
2025-07-23,94.22164807277382,94.40861771420617,93.06048281449665,93.61154174804688,4353400
2025-07-24,93.65090436545373,94.16260838275775,93.41473732310605,93.4836196899414,3904600
2025-07-25,93.39505418450112,94.014995448317,93.39505418450112,93.8280258178711,3069800
2025-07-28,93.68042042429165,93.7985076943783,92.46021533052145,92.79479217529297,5481400
2025-07-29,93.04080119160952,93.7197823450261,92.84398907585397,93.680419921875,5217400
2025-07-30,93.77883249476344,94.09372438162936,93.12936375506916,93.38521575927734,6808000
2025-07-31,93.36553306557568,94.36925614087382,91.42698429752468,92.971923828125,12682300
2025-08-01,93.71977964850684,93.99530909502248,92.64718180205467,93.47377014160156,7496800
2025-08-04,93.6017005990628,94.66445597115671,93.50329078946379,94.4676513671875,5838300
2025-08-05,94.23148906539707,94.88095029714911,92.46021751041009,92.88335418701172,6033400
2025-08-06,93.20808648347331,94.01499739443824,92.66686254603937,93.1687240600586,3656300
2025-08-07,92.89319268087047,94.04451538836331,92.80462535311709,93.8280258178711,4162500
2025-08-08,94.04451676604383,94.26100633970745,92.96207640534028,93.1785659790039,4148300
2025-08-11,93.50329233048514,93.81818420659424,92.72590887666466,93.06047821044922,4313200
2025-08-12,93.13920135292994,93.1687212927105,91.7910665445741,92.46021270751953,7908600
2025-08-13,92.3913341417891,93.3458522745244,91.9091575877941,93.27696990966797,5478100
2025-08-14,93.18840032566727,93.18840032566727,92.25356718127615,92.6865463256836,5252500
2025-08-15,92.82431055086225,93.24744721035356,92.13547941505934,92.5684585571289,5698500
2025-08-18,92.81642350758814,92.8759315082175,92.01302766338422,92.09237670898438,5070500
2025-08-19,92.12212646501929,93.45119643259326,92.08245194404712,93.4115219116211,4691000
2025-08-20,93.72891149122796,94.85960886575084,93.56030045069097,94.15540313720703,5556600
2025-08-21,94.18516063118422,94.40336672333622,93.59005792258698,93.84793853759766,3294400
2025-08-22,94.28434523340862,94.72075742733402,93.31234588693688,93.7090835571289,3304900
2025-08-25,93.4611170802707,93.71899011622483,92.23122962990314,92.37008666992188,2559500
2025-08-26,92.38992938454435,92.737071990868,91.73531112649863,92.33041381835938,3699500
2025-08-27,92.42960549257832,92.69739906001212,92.05270131312305,92.51886749267578,3089900
2025-08-28,92.28082575943719,92.28082575943719,91.31873942287947,91.48735046386719,2797400
2025-08-29,91.71547841406291,92.0527005009778,91.46751832645796,91.54686737060547,3227600
2025-09-02,91.48735484143869,92.0626240798959,90.88233160222364,91.33857727050781,3467500
2025-09-03,90.89225307073816,91.21956221676395,90.42608687496961,90.91209411621094,3481000
2025-09-04,91.48735267710144,91.68572528936353,90.68396440707889,91.12037658691406,3468700
2025-09-05,91.22947764945535,91.62620773107574,90.8029860012863,91.0311050415039,3166400
2025-09-08,90.68396224642989,91.10053337154287,89.85081242906271,90.08885955810547,3712000
2025-09-09,89.94008509176732,90.7533938928206,89.79130752277702,90.46575927734375,2889600
2025-09-10,90.35665868319606,90.92200740698763,89.97976205638226,90.81290435791016,4309800
2025-09-11,90.80298846127953,91.38817064452196,90.47567932464825,91.37825012207031,3701900
2025-09-12,91.13028797421023,91.685723711846,90.97159745427236,91.51710510253906,4076300
2025-09-15,91.2592373662391,91.6460545170519,90.81290464574161,91.52703094482422,3922300
2025-09-16,91.34849219056764,91.56669827226439,90.60461194867842,90.61453247070312,6625700
2025-09-17,90.84265732464617,91.30882351682492,90.65421279695597,90.88233184814453,5065100
2025-09-18,90.02934465044937,91.13028803711175,89.96983665132426,90.70379638671875,6073900
2025-09-19,90.29714829582053,91.54686928224517,89.61277601825488,91.05094909667969,9381500
2025-09-22,91.13028930818969,91.82458209861224,90.8823292188548,91.57662200927734,5569500
2025-09-23,91.546865043576,92.95527648925781,91.35841296030127,92.95527648925781,4413500
2025-09-24,92.84618071774429,93.66941006823787,92.39985556331088,93.63965606689453,4826500
2025-09-25,93.81817978609894,94.2843459847538,92.81642643062968,92.92552947998047,6968400
2025-09-26,93.3123418619371,93.8975240356939,93.06438177465547,93.7586669921875,5203400
2025-09-29,93.72891233321516,93.75866633273706,92.68747694710069,93.14373016357422,8002600
2025-09-30,93.06437934339618,94.25458470439797,92.87592726050013,93.9967041015625,7481500
2025-10-01,94.14548236633294,94.60172801036119,93.83801428532594,94.0264663696289,4625900
2025-10-02,93.41152835933934,93.75867098288094,92.76683059153827,93.12389373779297,4436200
2025-10-03,92.73707035933447,94.07605328424957,92.73707035933447,93.76858520507812,6022100
2025-10-06,93.65948236354103,94.75050520960598,93.62972836447926,94.71083068847656,4870200
2025-10-07,94.71083552179462,95.98038999415975,94.52239099573957,95.63324737548828,5607700
2025-10-08,96.00022583955064,96.00022583955064,94.7207509139131,95.39520263671875,3700500
2025-10-09,95.871293322164,95.871293322164,95.22659557142494,95.34561157226562,4113900
2025-10-10,95.87129424648927,97.55741985654808,95.66300110872695,97.48799133300781,5296400
2025-10-13,96.82345558986874,97.61692331236378,96.39696394593899,97.27970123291016,4261800
2025-10-14,97.89463894612572,98.995582333564,97.6565993823162,98.86664581298828,5343000
2025-10-15,98.78729510108536,99.42207230528524,98.36080345759409,98.90631866455078,7287400
2025-10-16,99.30305893264784,100.01717763088456,97.577251268937,97.62684631347656,4927000
2025-10-17,98.31122025848488,98.34097425886037,96.81353918007252,97.00199127197266,4916300
2025-10-20,97.59709670490278,97.60701722768535,96.54574073706185,96.89289093017578,5044900
2025-10-21,97.40863723558081,97.48798627755245,95.74234518988212,96.20851135253906,4582900
2025-10-22,96.18868065414185,97.30945752758694,95.65308595607371,96.68460083007812,3438200
2025-10-23,97.07142231999481,97.20035884735601,95.33570162629202,95.3654556274414,3194500
2025-10-24,95.47455279097484,95.82169539488777,95.05797409913811,95.09764862060547,4353300
2025-10-27,94.91912197757183,94.91912197757183,94.00663063794838,94.62157440185547,4019300
2025-10-28,94.32401502507716,94.46287206760691,92.558540426792,93.14373016357422,6012800
2025-10-29,92.8065020185643,93.61981080964188,92.09237574988325,92.74699401855469,6431000
2025-10-30,92.30066444072452,94.74059089652994,92.30066444072452,94.29426574707031,7421400
2025-10-31,93.70907910434069,93.90744414644013,92.836254757964,93.27266693115234,5432500
2025-11-03,92.80650185873039,94.31409587112844,91.42784436851156,92.38993072509766,14019100
2025-11-04,92.3899292814203,92.74699240956645,91.65596954784932,91.97335815429688,12289100
2025-11-05,90.57486159701598,91.47743995908102,89.76155280248574,90.66413116455078,12553100
2025-11-06,90.25746956740326,91.29890493542207,90.11861252728625,90.15828704833984,4916100
2025-11-07,90.41617171052165,91.16005198760283,90.1186165728326,90.69388580322266,4769600
2025-11-10,90.42608267547766,90.60461424073308,89.22595676292667,90.0194320678711,6177900
2025-11-11,90.1682127369067,90.70379988396584,89.81114959410623,90.39633178710938,3885400
2025-11-12,90.42608671973468,91.26914953948034,90.13845209800657,91.14021301269531,5588400
2025-11-13,91.24931576455371,91.62621238810588,90.33682442302218,90.42608642578125,5696400
2025-11-14,90.55502780198755,90.8724164141764,89.56318744300474,89.95000457763672,4613600
2025-11-17,90.48999786376953,90.97000122070312,90.13999938964844,90.58000183105469,5709100
2025-11-18,91.04000091552734,91.41000366210938,90.52999877929688,90.69000244140625,4992500
2025-11-19,90.77999877929688,90.80999755859375,88.9000015258789,89.05000305175781,5014600
2025-11-20,89.2300033569336,89.5,88.43000030517578,88.56999969482422,7947400
2025-11-21,88.69000244140625,90.05999755859375,88.5,89.2699966430664,6434600
2025-11-24,89.58999633789062,89.72000122070312,88.19999694824219,89.13999938964844,6045200
2025-11-25,89.0,89.52999877929688,88.62000274658203,89.29000091552734,5363600
2025-11-26,89.73999786376953,90.4000015258789,89.54000091552734,90.23999786376953,3490300
2025-11-28,90.38999938964844,91.12000274658203,90.26000213623047,91.12000274658203,2548700
2025-12-01,90.62000274658203,90.75,88.98999786376953,89.01000213623047,5749000
2025-12-02,89.29000091552734,89.30000305175781,88.4000015258789,88.66999816894531,566975
