Ticker,NEE,NEE,NEE,NEE,NEE
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,70.27779523828295,70.42325924192004,69.13348975420129,69.44380950927734,5344800
2025-01-03,69.74443467446456,70.48144691990795,69.42441532331856,69.81231689453125,5088900
2025-01-06,69.62807189258818,69.76383633761658,68.69710512866858,69.08500671386719,7025900
2025-01-07,69.29834866712638,69.72504112429971,67.94069690225326,68.29950714111328,8975400
2025-01-08,67.90190555726504,68.56133598735103,67.35884781434957,68.52255249023438,7930600
2025-01-10,67.87280706749496,67.95038885074905,65.04113856617533,65.34175872802734,16261800
2025-01-13,65.18660824864664,65.32237268188577,63.8968387342682,64.9344711303711,17056600
2025-01-14,64.95387192722937,65.9527134536941,64.85689098793202,65.92362213134766,10699100
2025-01-15,67.17457821303594,67.92128984478794,66.92244854390367,67.19397735595703,12416500
2025-01-16,66.87396591077959,69.25955026547275,66.80608369982268,69.21106719970703,11469500
2025-01-17,68.93953401853,69.6668466247671,68.60012294867397,68.61952209472656,12664600
2025-01-21,69.20136937313765,69.70563618173982,68.63891252609989,68.70679473876953,12153800
2025-01-22,68.42556478699369,68.43526435961738,66.27271837811615,66.41818237304688,14415200
2025-01-23,66.76729344656083,67.2521685004917,66.20483660833553,67.13580322265625,10780100
2025-01-24,66.03998574421202,71.81000375139959,65.94301220598338,70.62690734863281,24588500
2025-01-27,71.08269039319052,71.6936303365579,68.50315139064828,71.5966567993164,19128900
2025-01-28,70.14203511527573,70.67539329655649,67.80493353617635,68.40618133544922,16630500
2025-01-29,68.60983338990715,69.35653786187287,68.47406894045885,68.74559783935547,9496700
2025-01-30,69.81231104728867,69.82201062037355,68.64861382972504,69.1431884765625,8639200
2025-01-31,69.34684163426529,69.56018787053557,68.78438472020858,69.39532470703125,10708600
2025-02-03,68.36738367938891,69.61836222603601,68.06676350877824,68.90074920654297,9128300
2025-02-04,68.12494879628568,68.7067974130451,67.51400885847927,67.78553771972656,10574700
2025-02-05,68.60982034318606,68.6486112354531,67.04852207281658,67.10670471191406,9026100
2025-02-06,67.30066332174384,67.51400954306045,66.19514871910924,67.17459106445312,9145300
2025-02-07,67.04852693489453,67.29096448018952,66.1369593970312,66.20484161376953,9320400
2025-02-10,66.27272244130566,67.63037414622,66.03028490109261,67.59158325195312,9121300
2025-02-11,67.31035401422548,68.25100534080298,66.63152454518128,68.20252227783203,7020100
2025-02-12,67.21337934511293,68.06676419719037,66.89336742419025,67.18428802490234,8574000
2025-02-13,67.32005908821978,67.55280447006179,66.48607329980368,66.52486419677734,15173000
2025-02-14,66.52485613330725,66.93214940425214,65.82663486962674,66.00119018554688,14184600
2025-02-18,65.94301944927578,66.47638506602911,65.48723563106975,66.42789459228516,12090900
2025-02-19,66.46667283888087,67.4073316210313,66.34060798919501,66.97093963623047,8843000
2025-02-20,66.99033964667933,68.309200393527,66.73820254544505,68.01827239990234,9340500
2025-02-21,68.01828349785048,69.79292827158045,67.89221862596754,69.41472625732422,16742500
2025-02-24,69.14319266907104,69.29834885480443,67.80493264926014,68.65831756591797,11970900
2025-02-25,69.04620514150186,69.54077977113802,68.54193833772439,69.12378692626953,14063400
2025-02-26,69.0365243393182,69.47290900295845,68.3770938573815,68.86196899414062,8010500
2025-02-27,68.43526258773169,68.76498146094484,67.21337541999858,67.28125762939453,9379800
2025-02-28,68.0409713510226,68.6569527626944,67.73787412278378,68.60806274414062,11247700
2025-03-03,68.49073484641289,70.10400093547804,68.44184483056343,70.02578735351562,9492200
2025-03-04,70.3582113433054,71.45328347993227,69.18492562943769,69.27291870117188,17869500
2025-03-05,68.9600535209592,69.31204078576982,67.8454296689155,68.91117095947266,7722400
2025-03-06,68.46140167494497,68.54940221839055,67.48366095861884,68.45162963867188,7482300
2025-03-07,68.6178330601313,71.49239270452496,68.50050150704045,71.20884704589844,13469300
2025-03-10,71.37506536475436,74.59183290442375,70.86664352381851,74.46472930908203,25263700
2025-03-11,74.2105188644258,74.56250610485543,71.57061456120351,72.38214111328125,14836800
2025-03-12,71.37507316037109,71.74661195165119,70.18222827840633,71.2968521118164,12110700
2025-03-13,71.57060816599764,71.91282333997007,70.44621245575235,71.11107635498047,11252600
2025-03-14,71.15996962286899,72.0399377778052,70.71998927518578,71.91283416748047,8699300
