Ticker,FDX,FDX,FDX,FDX,FDX
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-18,242.15478842376567,244.03057373972862,240.48631897794422,242.6681671142578,1587600
2025-03-19,242.68793502530943,246.0446084987918,241.87837567989047,243.9713592529297,1491400
2025-03-20,241.7697636568564,247.01210453626908,239.91371262445753,243.0729522705078,3180100
2025-03-21,217.00931406776837,228.91565057164715,214.45231786665676,227.39527893066406,9418200
2025-03-24,232.00578797487563,241.28601346812195,231.7491061432688,239.23252868652344,3999000
2025-03-25,239.15353438531264,242.01657836778006,236.4583074967485,237.99844360351562,2668900
2025-03-26,238.91658751930362,242.00671183963553,236.94207026707798,240.5653076171875,2190900
2025-03-27,240.57517104051612,241.79937714103926,239.19301501119233,240.81211853027344,1674200
2025-03-28,240.00258372003964,241.65130385698583,237.57392081393766,238.6302947998047,1679800
2025-03-31,236.75448650476432,242.31275733842256,236.20162408960837,240.6739044189453,2080700
2025-04-01,240.89111733269957,241.32551356114,236.18188922255666,238.8968505859375,1369600
2025-04-02,237.48505845816197,242.58918359557214,237.26786036173,242.0461883544922,990900
2025-04-03,227.24718548486442,229.92266301535005,210.94755083619324,213.10964965820312,5066500
2025-04-04,209.29883059519446,211.27334786496044,201.3020296268937,207.44277954101562,3618500
2025-04-07,201.1144595353334,212.99117949493427,197.0568260161231,202.61508178710938,3023800
2025-04-08,206.13960665261186,208.65711919269555,193.0386803067176,195.54632568359375,2407600
2025-04-09,191.86383741533206,218.38160466443762,191.82435369868656,215.16314697265625,3529100
2025-04-10,209.74308975302537,210.7698471487179,198.8240118809484,203.77017211914062,2807500
2025-04-11,202.1806849244827,206.33705031757626,197.3036400255934,205.1227264404297,2198000
2025-04-14,209.06187630565714,211.45104031670755,206.6332285788179,207.76856994628906,1507200
2025-04-15,207.2650649076776,208.06474193256403,203.70106089643585,204.70806884765625,1081300
2025-04-16,202.88165383207297,204.36254181624867,198.4686064340796,200.96636962890625,1272400
2025-04-17,202.45713563858718,207.1762307117266,202.14120564428885,204.90553283691406,1107000
2025-04-21,203.67145800004053,203.67145800004053,198.53771614653928,202.50648498535156,1182100
2025-04-22,204.16508406166125,206.4456490460558,201.50935598394778,203.93801879882812,1369500
2025-04-23,209.49628260991733,215.7061479572159,207.45266503698534,208.35105895996094,1365800
2025-04-24,207.32431417159398,213.25773316828355,206.22845647982643,212.9418182373047,1132800
2025-04-25,210.46379513590162,210.89819135913567,205.37941903298432,208.86444091796875,1328900
2025-04-28,210.26634489556656,211.32271889119187,206.88005492738702,208.80520629882812,1360800
2025-04-29,205.56698741225182,208.37079822782852,205.16220776978855,207.1762237548828,1647300
2025-04-30,204.85617214856416,207.92654718671508,201.72656400105527,207.65011596679688,1278900
2025-05-01,207.64024180627146,209.19023001826886,205.1918295632576,207.383544921875,1368400
2025-05-02,211.77684701061423,218.77652226894196,209.1902341752692,216.92047119140625,2180500
2025-05-05,214.49181449907022,216.96984341673343,213.67238799036306,214.2252655029297,1261700
2025-05-06,211.15488496320967,212.98130442778404,209.9306788135686,210.6908721923828,1104100
2025-05-07,211.42142306292908,214.11664988598434,210.83894410465723,212.81346130371094,1227700
2025-05-08,215.73575083400925,219.4774542536204,213.76123365831836,216.41696166992188,1334400
2025-05-09,215.794994146808,217.59179702820882,214.32397335816069,215.05455017089844,1167900
2025-05-12,226.7831946416947,235.37234201720713,226.7831946416947,229.98190307617188,3390900
2025-05-13,232.0057858636343,232.05515180967112,227.48413937822696,228.204833984375,2250800
2025-05-14,228.34304606551436,229.29082099590917,226.2204459980823,228.8465576171875,2238700
2025-05-15,229.19208659261176,231.01852109711953,227.82967991709353,228.16534423828125,2624500
2025-05-16,228.56024114678996,229.52776545535733,223.7621635785116,226.58572387695312,2272000
2025-05-19,222.9230071831962,224.20644644682966,221.9456156921366,223.23892211914062,1852500
2025-05-20,220.25740597610942,221.80739418890298,217.20676536606402,218.32237243652344,2437600
2025-05-21,216.92047268562035,217.5720670127804,213.5341676685589,214.04754638671875,1684400
2025-05-22,214.08703055626899,217.39433778316314,212.96155636998148,216.0220489501953,1512700
2025-05-23,211.68798368906462,215.25198777845694,211.61888342168484,213.85008239746094,1496300
2025-05-27,215.26187481179892,218.59881395301622,214.97557642444818,216.9599609375,1917000
2025-05-28,216.9698371281306,216.9698371281306,213.74149713353995,214.38320922851562,1247400
2025-05-29,215.09403521512277,218.18415958091742,214.63002244887338,217.45358276367188,1461700
2025-05-30,216.6736607684923,216.6736607684923,213.1787566526053,215.3211212158203,2339100
2025-06-02,214.8077370214789,215.63703066487506,212.082908594161,215.11378479003906,1374400
2025-06-03,213.8698320355356,217.6510342228622,212.4679266529115,216.9796905517578,2351900
2025-06-04,218.2532753757623,218.57905747121123,215.982577484645,216.10104370117188,1437000
2025-06-05,215.8739685625466,216.06155010638633,213.35645612584048,213.9685516357422,1961300
2025-06-06,216.6538941413176,218.18414796571597,216.32809699952668,216.81185913085938,1684200
2025-06-09,218.89499054775948,220.9287409700677,217.73989972725542,219.34912109375,2146100
2025-06-10,220.84974960746263,225.32202993727103,220.5338346834992,225.05548095703125,2034000
2025-06-11,225.96376203582622,226.9312712836836,220.38574168880587,221.14593505859375,1927100
2025-06-12,221.12618593903983,222.94275328531447,219.45771642736779,222.13319396972656,1860500
2025-06-13,219.27015436609187,222.06408311666306,219.27015436609187,221.52110290527344,1888400
2025-06-16,223.05133704638982,225.80579708485283,222.4293743476815,223.88064575195312,1902400
2025-06-17,222.25165254597556,223.6535579586692,218.85548053128295,219.6946563720703,1778900
2025-06-18,219.65518738781844,223.1204599038594,219.45772360189278,220.45486450195312,1518200
2025-06-20,222.5675812466472,224.1077022527101,221.33350799635693,223.15992736816406,2248200
2025-06-23,222.3749682602189,227.83000126947098,222.31535273293542,227.7703857421875,2045000
2025-06-24,230.92019668291434,231.20835861059027,227.0748435973161,228.04859924316406,4670600
2025-06-25,217.188204284556,224.53114821198017,214.7836153364262,220.58642578125,8103700
2025-06-26,222.49419716564344,224.8789243653546,218.4004359410056,219.662353515625,4787100
2025-06-27,221.25216557453712,227.9691163815993,220.7752261796575,227.4524383544922,4052900
2025-06-30,227.2934431443457,229.19128493135835,225.6241477575234,225.86260986328125,2599800
2025-07-01,224.95840700567,235.78901107820664,224.75968352468294,232.83792114257812,2720600
2025-07-02,234.0898956241048,237.95512574955805,233.00683975189568,237.61729431152344,2495800
2025-07-03,242.1979279344642,244.195123851245,238.59103701750348,239.6939697265625,2410400
2025-07-07,238.96863448731727,240.75717615613877,233.00683903233224,233.59307861328125,2609700
2025-07-08,234.32836635991654,238.37244295909832,233.5036495230566,237.19003295898438,1960300
2025-07-09,237.35894776748762,237.6868483275153,234.65626602571064,235.0040283203125,1938400
2025-07-10,235.37168873930798,238.82952584802328,235.11333456689,237.20989990234375,1940400
2025-07-11,235.62009414272237,236.0076102352134,233.07639721133197,234.55690002441406,1667400
2025-07-14,233.72225265844926,234.09983788407305,230.16504626386896,232.49014282226562,1433000
2025-07-15,232.50008234088992,233.27511450531978,229.1912841796875,229.1912841796875,1719900
2025-07-16,230.12530055427771,231.22823327163874,225.27636894474387,227.29344177246094,1906500
2025-07-17,227.54185640207675,228.73421244260012,224.95840567958473,226.91586303710938,1328900
2025-07-18,227.9392992086329,228.26719976708762,223.29903705406923,225.177001953125,1776800
2025-07-21,225.93218169279595,227.22389192206967,224.23306330385734,224.2926788330078,1149400
2025-07-22,225.08757676873554,230.6717867594499,224.78948397613732,230.2246551513672,1833600
2025-07-23,231.71510765899924,238.19359613113133,230.00605845983785,236.3851776123047,2255100
2025-07-24,235.9877300003955,237.86569490845977,234.8152508720809,235.0040283203125,2079800
2025-07-25,236.68326557349954,242.08862896164268,236.02746446501985,241.65142822265625,1812800
2025-07-28,238.8394514422756,242.84378941004502,237.92531131471236,240.86647033691406,1624500
2025-07-29,238.75002607580188,240.1112978071734,232.75842305803863,233.04656982421875,2068900
2025-07-30,231.95358731904614,232.5100191269936,220.8646443065061,222.43458557128906,3617300
2025-07-31,221.24222348564874,223.63688152950095,219.57291294579124,222.0669403076172,2296200
2025-08-01,220.41751389956275,220.42744476703444,214.76374217407547,215.71763610839844,2213900
2025-08-04,216.611895456706,217.10871173068927,214.72399968022137,216.1051483154297,1819900
2025-08-05,216.23431176159445,221.72909857766712,215.32017163041445,220.9938201904297,1972800
2025-08-06,221.99738175476207,226.3991818205009,220.23864790192255,225.00808715820312,2130700
2025-08-07,227.29344567576413,228.53548636251693,222.68299125300288,223.2294921875,1454600
2025-08-08,224.58082757752004,227.21394770449083,221.00374442236247,226.597900390625,1324800
2025-08-11,227.08477824762065,229.92656797138514,220.7950974945733,223.1798095703125,1522400
2025-08-12,225.56451401676867,232.08275611580615,224.61063528338792,228.9528045654297,1921000
2025-08-13,228.53548658126866,229.26083409777033,218.59916107773523,229.0323028564453,3386600
2025-08-14,226.96554325752376,231.86415957003268,225.6042715277051,229.5986785888672,1616800
2025-08-15,229.96631917794485,230.63205116525472,225.6539575613607,225.81292724609375,1798700
2025-08-18,223.84553843774174,227.005297813662,222.32528185741248,226.27000427246094,1318000
2025-08-19,227.89956976576505,233.10620995709942,227.25371465168692,231.64556884765625,1409800
2025-08-20,230.64198421844338,231.94364044191022,225.6837674637607,225.7632598876953,1285100
2025-08-21,224.86897557189738,225.8526772353677,223.25929572406338,223.8455352783203,1431800
2025-08-22,225.33598816906613,236.5739698683945,225.33598816906613,235.2921905517578,1750400
2025-08-25,234.4177932135477,235.49091820450812,230.1153623822301,231.51638793945312,1470300
2025-08-26,231.01957380374333,231.3474743730539,228.49575373309054,229.6284942626953,1743800
2025-08-27,229.36019706171032,231.3772698701026,228.74414974928382,230.73141479492188,1083900
2025-08-28,231.50645829353914,231.50645829353914,226.57803406774866,229.7974090576172,1400500
2025-08-29,230.06567193456513,231.67536696133067,228.50567672881832,229.5986785888672,1485500
2025-09-02,224.55102057131717,225.75330744027602,221.4210690096007,222.75253295898438,2077300
2025-09-03,223.5673199447287,224.66032179577684,222.08680201224152,223.9051513671875,1723900
2025-09-04,224.2529282546531,224.2529282546531,219.90081291894882,223.8455352783203,1773800
2025-09-05,223.03076763520545,228.19765383487305,222.93139831609227,226.27000427246094,1665400
2025-09-08,226.99000549316406,226.99000549316406,222.05999755859375,225.0,2092700
2025-09-09,224.4600067138672,226.61000061035156,224.0,225.75,1192900
2025-09-10,225.64999389648438,228.0,224.52999877929688,225.69000244140625,1446200
2025-09-11,222.32000732421875,230.30999755859375,222.32000732421875,228.80999755859375,1931400
2025-09-12,227.25999450683594,230.9499969482422,226.99000549316406,229.5500030517578,1688800
2025-09-15,231.72000122070312,232.58999633789062,225.66000366210938,225.69000244140625,2151500
2025-09-16,228.7899932861328,230.0,225.83999633789062,227.6999969482422,1833700
2025-09-17,225.52000427246094,232.8699951171875,224.3699951171875,225.77999877929688,3123300
2025-09-18,227.8800048828125,229.10000610351562,224.77999877929688,226.5,6374100
2025-09-19,228.3000030517578,235.32000732421875,225.24000549316406,231.75,8388400
2025-09-22,230.00999450683594,231.0,225.4499969482422,230.1199951171875,3850600
2025-09-23,230.66000366210938,235.8300018310547,230.39999389648438,233.6999969482422,2879700
2025-09-24,233.25,235.8800048828125,233.22999572753906,233.75,1687000
2025-09-25,233.35000610351562,236.72000122070312,232.5,236.4199981689453,1768800
2025-09-26,237.0,242.0,234.6300048828125,237.82000732421875,2298200
2025-09-29,239.0399932861328,239.4199981689453,234.35000610351562,236.5800018310547,1304500
2025-09-30,235.02999877929688,235.9199981689453,231.89999389648438,235.80999755859375,1444100
2025-10-01,235.00999450683594,240.25,234.3000030517578,239.5500030517578,1432400
2025-10-02,239.8300018310547,245.3800048828125,239.0,242.32000732421875,1761300
2025-10-03,243.0800018310547,245.66000366210938,242.75999450683594,244.61000061035156,1739400
2025-10-06,244.75,250.08999633789062,243.61000061035156,247.02999877929688,2034400
2025-10-07,247.67999267578125,248.8699951171875,242.22000122070312,242.3300018310547,1377300
2025-10-08,238.19000244140625,242.36000061035156,237.0,239.92999267578125,1636700
2025-10-09,241.50999450683594,242.60000610351562,235.72000122070312,237.0,1254700
2025-10-10,238.50999450683594,238.64999389648438,224.61000061035156,224.6300048828125,2436200
2025-10-13,227.16000366210938,230.74000549316406,226.1300048828125,229.64999389648438,1351200
2025-10-14,228.0,235.10000610351562,227.00999450683594,234.6699981689453,1227700
2025-10-15,235.49000549316406,237.47000122070312,231.32000732421875,235.8000030517578,1453500
2025-10-16,237.0,239.0,233.0,236.91000366210938,1414600
2025-10-17,236.91000366210938,239.89999389648438,236.05999755859375,237.8000030517578,1592000
2025-10-20,238.17999267578125,241.60000610351562,237.77000427246094,239.80999755859375,893300
2025-10-21,238.89999389648438,246.22999572753906,238.3699951171875,242.83999633789062,1142200
2025-10-22,243.6699981689453,245.1999969482422,239.1999969482422,239.41000366210938,1092400
2025-10-23,240.1699981689453,241.41000366210938,234.52999877929688,238.1699981689453,1311500
2025-10-24,239.69000244140625,242.22999572753906,238.44000244140625,241.14999389648438,1105300
2025-10-27,244.77000427246094,248.47000122070312,244.3000030517578,247.33999633789062,1586200
2025-10-28,251.0,254.0,249.39999389648438,249.5500030517578,1792100
2025-10-29,249.0500030517578,252.6199951171875,248.0,249.63999938964844,1488500
2025-10-30,249.05999755859375,252.69000244140625,248.11000061035156,248.92999267578125,1767600
2025-10-31,247.9499969482422,255.52999877929688,247.50999450683594,253.82000732421875,1642600
2025-11-03,252.8000030517578,254.64999389648438,249.8300018310547,252.99000549316406,1591900
2025-11-04,251.0,255.2899932861328,251.0,251.8800048828125,1602600
2025-11-05,251.64999389648438,259.19000244140625,250.25,256.1000061035156,1682200
2025-11-06,256.0799865722656,261.30999755859375,255.9499969482422,258.8599853515625,2224400
2025-11-07,258.8399963378906,263.510009765625,258.2699890136719,262.0899963378906,1648800
2025-11-10,262.0,262.4599914550781,253.69000244140625,253.88999938964844,2020800
2025-11-11,254.5800018310547,270.32000732421875,254.0,267.7200012207031,3520100
2025-11-12,268.1400146484375,271.9700012207031,267.3999938964844,268.6700134277344,1751100
2025-11-13,269.8599853515625,271.20001220703125,266.57000732421875,267.3399963378906,1308100
2025-11-14,265.5,269.69000244140625,264.3900146484375,267.55999755859375,1576800
2025-11-17,266.010009765625,268.70001220703125,263.0,264.7300109863281,1770000
2025-11-18,262.42999267578125,264.95001220703125,259.7900085449219,263.0799865722656,1550000
2025-11-19,263.0799865722656,265.5899963378906,260.8500061035156,262.57000732421875,1035300
2025-11-20,265.5,270.7699890136719,262.989990234375,263.1000061035156,1572500
2025-11-21,263.42999267578125,271.6000061035156,263.1199951171875,269.42999267578125,1723400
2025-11-24,268.80999755859375,270.42999267578125,265.8800048828125,266.9800109863281,1920400
2025-11-25,268.95001220703125,275.0,268.0299987792969,273.8699951171875,1270400
2025-11-26,274.29998779296875,276.6000061035156,272.6000061035156,275.8299865722656,1024400
2025-11-28,275.239990234375,276.8699951171875,274.3999938964844,275.67999267578125,506700
2025-12-01,275.07000732421875,275.8999938964844,272.7200012207031,273.3399963378906,1227100
2025-12-02,273.0,273.44000244140625,267.6600036621094,268.8299865722656,268300
