Ticker,UNH,UNH,UNH,UNH,UNH
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-18,495.5733195168679,499.2538188046016,491.21200690619395,497.11260986328125,3617600
2025-03-19,498.3361411970289,499.62874993550884,493.4222345439784,496.52056884765625,3317600
2025-03-20,498.5433502864164,507.56204108206003,496.826456548839,504.5130310058594,4965400
2025-03-21,504.8879924045595,512.1108345230967,498.3854711635165,509.9893493652344,10244900
2025-03-24,508.2429087358777,511.3708136854883,504.33545160443606,509.64404296875,3840900
2025-03-25,511.4004035473308,512.1108173917922,504.7399726306131,506.61474609375,3015100
2025-03-26,508.36126355541535,516.0083903007682,506.04242124603155,511.3214416503906,3253800
2025-03-27,509.43680023899844,514.1632568367877,506.14116876672244,508.8743591308594,2822200
2025-03-28,510.0090934864084,514.0645231364069,508.21324483136516,509.1900939941406,2379100
2025-03-31,512.2884450612817,521.1097787300698,511.70631039316874,516.7977905273438,5238700
2025-04-01,518.7613649991304,521.1591021711955,514.034968708308,516.1761474609375,2962500
2025-04-02,516.0084454188608,518.0312219548305,509.9400555859678,516.255126953125,2378900
2025-04-03,522.9549359587578,541.219245002213,522.2642156703681,533.2662353515625,6457900
2025-04-04,533.4636539814366,544.4162904395972,517.8733924533842,518.08056640625,9919000
2025-04-07,506.58517618059375,522.1754356646817,496.9053659644258,517.7351684570312,7356700
2025-04-08,574.4422916216627,577.2446201219527,540.1930687342762,545.7384643554688,11762300
2025-04-09,552.7047092064687,581.5763212426814,547.1001128233074,570.8209838867188,12691900
2025-04-10,572.5379346581301,593.8907016188897,572.3011300334235,586.510009765625,8646000
2025-04-11,581.1026865301809,598.3111911927577,578.7444570496708,591.5126342773438,6121500
2025-04-14,587.1020022995531,587.7236445317509,571.6005143057439,579.2673950195312,4839300
2025-04-15,584.378650410257,584.9904157685869,574.284461772834,575.843505859375,3871300
2025-04-16,577.5505431802472,586.9145644780917,575.2218839773552,577.2742309570312,4192100
2025-04-17,475.5526655139242,483.2885946801667,441.1652542141313,448.0821838378906,29120200
2025-04-21,443.78991364047715,447.48025939619345,419.17108688338664,419.6841735839844,13029900
2025-04-22,419.0033809691291,425.7723074870012,411.58318150639997,421.5096435546875,10156900
2025-04-23,421.4011262971116,433.02475864834275,418.1251883905699,422.279296875,8345700
2025-04-24,421.89446801430137,424.1935264808628,418.0264886159035,418.6185302734375,7629100
2025-04-25,417.9376831129969,417.9376831129969,406.550856070385,413.0830078125,9263800
2025-04-28,414.1782757532029,418.490263943046,410.03401413545276,414.4249572753906,6614300
2025-04-29,415.5991477333846,416.1517119128174,403.6696333930577,403.79791259765625,9909100
2025-04-30,403.60056321789676,407.77442533459964,395.6771540800942,405.97857666015625,9192800
2025-05-01,405.86016885713644,406.5212584521122,394.5522665666881,395.36138916015625,9316800
2025-05-02,394.6509585930824,396.6638882485275,387.8918788529166,394.61151123046875,11392900
2025-05-05,393.8220805455811,404.2616586010646,392.3123909538131,399.4365539550781,8157200
2025-05-06,397.4532217924701,399.34774896691,388.1977571828005,389.2732849121094,7858600
2025-05-07,390.102142697797,390.26986926021067,380.5802425133474,385.86907958984375,8517200
2025-05-08,384.8231634717995,385.7309646966643,380.25461699514875,380.4322204589844,7218300
2025-05-09,380.5506638830498,381.4189575466243,373.5153020525348,375.5874328613281,8381100
2025-05-12,375.94263734723086,382.0701978866687,371.83785323146304,373.7225036621094,11004800
2025-05-13,331.2833974852288,337.4603122519185,304.9970309262055,307.24676513671875,59478300
2025-05-14,317.18310968063435,318.6533219002203,303.03343122925526,303.9215087890625,40029600
2025-05-15,271.2509697223967,272.97774021186035,245.5763701995523,270.7082824707031,121849200
2025-05-16,275.5827388153732,290.5809573543986,265.56747499864923,288.03521728515625,71094300
2025-05-19,300.7245101323789,312.09161435895413,293.30434051641356,311.6969299316406,62524700
2025-05-20,316.66015811262497,320.3307804653573,308.4308358135625,317.3113708496094,41487000
2025-05-21,297.0045539662425,305.84561132722865,296.0869059268329,298.9582824707031,45506900
2025-05-22,289.9889279821781,301.6125594339853,288.61736434378054,292.7320251464844,27159600
2025-05-23,292.169600584862,295.7218205230119,287.76881066530177,291.6466369628906,16873600
2025-05-27,295.52446542513576,295.9685042128409,285.2921206389317,291.0841979980469,20144600
2025-05-28,290.0974633893462,299.74764310983915,289.3870194173625,294.15289306640625,16114200
2025-05-29,292.8602876653034,299.35296211621494,291.0841927713556,294.2121276855469,16221100
2025-05-30,294.01479288773953,301.5829957274985,291.91306136475265,297.9024963378906,16309300
2025-06-02,299.0964031553097,309.3879488946674,296.9749481157115,300.6751708984375,19074400
2025-06-03,299.0766684235388,301.66188582754893,296.02768857672993,297.22161865234375,12805700
2025-06-04,299.51084984819255,303.55643289450455,296.21518827643825,296.3927917480469,11255600
2025-06-05,296.39280049288703,298.40573023464765,290.20600837023125,291.9130554199219,13529000
2025-06-06,293.2845890689889,300.3495510652753,293.20563412350594,299.195068359375,12589000
2025-06-09,300.9909461834496,303.319605388956,297.14272031100757,299.1654968261719,12170300
2025-06-10,299.7673541079686,301.0698396869142,296.59997200177276,299.75750732421875,11384100
2025-06-11,298.6622461683482,307.4441023607918,298.2182374946376,306.4376525878906,14711400
2025-06-12,307.2664863282736,314.5682530848242,304.4148636987342,314.2722473144531,15957200
2025-06-13,311.7067610774638,313.2066039834934,307.76973367411637,309.36822509765625,13762400
2025-06-16,311.0376886034613,311.3059849573297,302.87916858543673,305.7311706542969,14240100
2025-06-17,305.5225131511465,308.00683987923765,303.60458986910714,306.93359375,11593900
2025-06-18,305.6218598476673,309.8352985712511,304.310158392251,305.2740783691406,12205600
2025-06-20,307.55964063812365,307.64907275877107,299.69922744340766,300.1166076660156,16177900
2025-06-23,300.00727447014077,300.5737082138444,293.6672681279907,298.794921875,12274700
2025-06-24,299.56010924813637,303.9027072302504,297.45337484759807,303.7039489746094,8781400
2025-06-25,302.47174602853084,302.47174602853084,297.92044257961044,300.12652587890625,8722100
2025-06-26,300.67310391602257,304.78713322711263,299.4011298384085,300.7227783203125,6532700
2025-06-27,301.0507041591443,308.5036838264651,300.3054061924122,307.17205810546875,15304400
2025-06-30,307.06277883594174,310.42159337249666,304.41945159904503,310.01416015625,10074100
2025-07-01,310.0141599051978,324.5027398037257,309.1297250478108,324.0953369140625,17865500
2025-07-02,318.7291684999594,320.3986590897945,304.5088848996695,305.6318054199219,18177200
2025-07-03,307.8974910569924,310.2923854856395,306.2975993185352,306.6155700683594,6161100
2025-07-07,306.0690518630032,306.6752130260001,299.3116953160099,301.8059387207031,9031200
2025-07-08,302.3226884683565,306.36714919134135,301.8953612382168,305.77093505859375,9613800
2025-07-09,301.28919918040253,301.6966323873792,296.8770326539392,301.0109558105469,12816700
2025-07-10,301.16002557984683,303.0182971493815,294.7405337052032,297.6322937011719,11355600
2025-07-11,298.1390737238174,302.2133756594409,296.13174862708536,302.1935119628906,9808200
2025-07-14,299.74893906930083,302.1338866535345,297.12547549826616,298.695556640625,10681400
2025-07-15,297.83100989148625,298.79492985209686,289.2054349751221,289.88116455078125,16019000
2025-07-16,290.7159019330222,294.1343379410009,288.9271988171921,290.6562805175781,9714000
2025-07-17,290.49727969214365,291.16309259897633,282.0505688146989,286.2640075683594,14792700
2025-07-18,286.08512939673886,286.26399363419506,279.0494994609367,280.8779602050781,14979700
2025-07-21,282.85551197341323,284.7038364597967,279.4370760484589,280.3711853027344,10319200
2025-07-22,280.8581110081611,285.3100051102338,280.23205581849356,283.3424377441406,14600300
2025-07-23,285.6975774462679,290.80536782225727,283.16357628115935,290.6761779785156,13111100
2025-07-24,281.32514743280564,287.3968270258187,276.47573710595435,276.8334655761719,22585200
2025-07-25,279.2383217004022,284.3461119635523,278.18496960336216,279.2979431152344,16486600
2025-07-28,281.7226409993912,283.21323698351495,277.93652962581706,280.3512878417969,15779400
2025-07-29,264.0342356406895,271.19902485919397,258.91649872979184,259.4332580566406,41706000
2025-07-30,263.13985424784505,264.9583982527226,256.5017410298941,264.3721008300781,22371800
2025-07-31,259.7611897992482,259.7611897992482,246.19677228549955,247.99542236328125,29606900
2025-08-01,249.0388406530003,249.91332848369683,233.1292182870418,236.2793426513672,39989200
2025-08-04,236.7463954873872,240.73124993470154,235.46447445768445,239.46920776367188,17427900
2025-08-05,239.6480857054165,250.4896906687622,238.5450440842391,249.4263916015625,23795900
2025-08-06,249.068652099138,251.57285760885057,243.77206585999218,244.23912048339844,12946400
2025-08-07,244.87510652955257,247.19050077853066,237.9984922068667,243.13607788085938,11369900
2025-08-08,243.25532960453097,249.5059041532291,242.8379645331546,249.3170928955078,10185700
2025-08-11,252.27839197608517,256.77999054887874,250.55924221966126,250.7877960205078,11779500
2025-08-12,252.42747548107684,261.23193004849344,252.07966367244995,259.9301452636719,12171800
2025-08-13,262.7324620470776,270.483549014219,261.24186606676176,270.1059265136719,19480300
2025-08-14,270.39412483572585,272.13315353050103,265.3260922885588,269.7879333496094,25011100
2025-08-15,299.81846624815415,308.3546089018425,292.8623516905441,302.10406494140625,68198500
2025-08-18,311.2165685759222,314.4163825939107,305.4927004535372,306.55596923828125,39600500
2025-08-19,306.9633996721023,308.55337481854355,297.33414699804166,302.3326110839844,22348600
2025-08-20,304.4790759484005,305.27407869249134,293.8461758101252,297.960205078125,16679000
2025-08-21,300.39485956185064,304.6480257131914,295.93298813015787,301.4482116699219,13359000
2025-08-22,304.1809744915408,308.7322477712898,302.6704844129962,305.4927062988281,14930000
2025-08-25,306.5559778074758,306.9336003304423,300.83210952509086,302.94873046875,8917100
2025-08-26,302.402188781367,307.0230305000033,292.3555858981627,298.5465087890625,16303200
2025-08-27,298.65582719958616,304.05177751623347,298.6160694810164,301.9748840332031,9982800
2025-08-28,302.342539941945,302.5611618905324,297.522940388713,300.39483642578125,11235000
2025-08-29,300.4047589408791,308.0564969637043,299.02348912737045,307.92730712890625,12065400
2025-09-02,306.3770953560584,310.9283987318134,305.3734176916173,306.864013671875,10957100
2025-09-03,306.1783372255863,307.6490695108528,301.79601172886015,305.9497985839844,9654600
2025-09-04,304.1809768345283,309.95454984184676,302.19351541166463,308.43414306640625,7725700
2025-09-05,308.49374094971483,315.9467207169069,306.2677940303142,313.4127197265625,14126700
2025-09-08,317.70562547953057,319.63346541432156,311.8326735535955,318.24224853515625,18438600
2025-09-09,330.4154592420796,349.5050175839324,325.10894091926707,345.7388000488281,46408900
2025-09-10,343.3935738621691,346.38471293521167,339.25965056403265,344.6059265136719,17804300
2025-09-11,346.81201297098534,358.7169176288162,343.6718203318683,351.3930969238281,18943500
2025-09-12,353.6687496095589,360.03856702751114,350.2503135798583,350.3000183105469,14016200
2025-09-15,351.260009765625,351.7099914550781,342.5299987792969,347.8900146484375,11035900
2025-09-16,347.5,349.0400085449219,338.32000732421875,339.7799987792969,12695800
2025-09-17,337.69000244140625,343.0,337.69000244140625,341.6099853515625,8467700
2025-09-18,343.5299987792969,344.92999267578125,334.1199951171875,334.82000732421875,11255600
2025-09-19,336.5,340.9599914550781,333.8399963378906,336.69000244140625,13656800
2025-09-22,334.4599914550781,342.4800109863281,332.6000061035156,341.29998779296875,8903700
2025-09-23,341.0,352.70001220703125,339.9599914550781,347.69000244140625,12504100
2025-09-24,350.20001220703125,354.5,347.8399963378906,351.80999755859375,9016300
2025-09-25,348.8999938964844,350.19000244140625,343.6000061035156,345.55999755859375,8104900
2025-09-26,347.92999267578125,349.9700012207031,341.29998779296875,344.0799865722656,6774700
2025-09-29,343.9800109863281,345.54998779296875,341.45001220703125,345.17999267578125,6878900
2025-09-30,343.75,349.32000732421875,342.3299865722656,345.29998779296875,7429700
2025-10-01,343.8999938964844,348.70001220703125,341.6300048828125,348.29998779296875,8825500
2025-10-02,347.2900085449219,355.0799865722656,344.6499938964844,353.7200012207031,8564200
2025-10-03,357.25,368.0,356.6099853515625,360.20001220703125,13494800
2025-10-06,361.0299987792969,362.5199890136719,357.1099853515625,358.7699890136719,7181700
2025-10-07,359.4100036621094,364.7200012207031,358.05999755859375,363.6600036621094,7236200
2025-10-08,366.92999267578125,374.6300048828125,365.79998779296875,369.9200134277344,9438300
2025-10-09,372.5199890136719,376.2200012207031,366.0799865722656,367.69000244140625,8759800
2025-10-10,369.3999938964844,369.3999938964844,352.510009765625,354.5,13141900
2025-10-13,354.739990234375,359.1600036621094,353.32000732421875,358.6600036621094,5659400
2025-10-14,354.95001220703125,362.3299865722656,353.3999938964844,359.92999267578125,5974800
2025-10-15,359.3900146484375,364.2200012207031,355.8500061035156,361.1499938964844,6579600
2025-10-16,361.8399963378906,362.0,354.3999938964844,356.6700134277344,5872100
2025-10-17,351.0,358.3900146484375,350.8299865722656,356.6000061035156,8608400
2025-10-20,358.5400085449219,365.57000732421875,357.510009765625,364.4800109863281,5996500
2025-10-21,365.1400146484375,371.04998779296875,361.5,365.3699951171875,6885300
2025-10-22,363.9599914550781,364.0,358.0,361.489990234375,7833000
2025-10-23,355.5799865722656,362.2799987792969,353.6400146484375,360.45001220703125,5756700
2025-10-24,361.3699951171875,365.4200134277344,360.0299987792969,362.5,5462100
2025-10-27,363.5,366.2200012207031,361.3999938964844,365.9800109863281,7766400
2025-10-28,380.67999267578125,381.0,358.6300048828125,367.8399963378906,18858700
2025-10-29,364.2799987792969,366.1499938964844,353.8800048828125,355.260009765625,11874900
2025-10-30,347.5199890136719,354.5400085449219,343.6000061035156,344.75,11441900
2025-10-31,344.3900146484375,346.2799987792969,337.1199951171875,341.55999755859375,8390800
2025-11-03,339.1300048828125,340.70001220703125,326.6000061035156,333.7900085449219,11181400
2025-11-04,327.6300048828125,336.5,327.20001220703125,330.8299865722656,9646600
2025-11-05,326.29998779296875,330.2099914550781,324.2200012207031,327.739990234375,9697100
2025-11-06,328.9200134277344,332.3699951171875,321.45001220703125,321.55999755859375,7922100
2025-11-07,319.6600036621094,324.54998779296875,314.1600036621094,324.2099914550781,9402900
2025-11-10,319.989990234375,324.25,317.1700134277344,321.5799865722656,9283800
2025-11-11,323.29998779296875,327.8599853515625,319.8800048828125,327.45001220703125,7157800
2025-11-12,328.45001220703125,343.1700134277344,327.0799865722656,339.05999755859375,10403300
2025-11-13,338.3500061035156,339.0299987792969,331.2900085449219,332.5199890136719,7788700
2025-11-14,326.95001220703125,328.2099914550781,320.489990234375,321.8599853515625,8676500
2025-11-17,320.6000061035156,327.8800048828125,319.42999267578125,320.5199890136719,6485400
2025-11-18,317.010009765625,317.5,308.7699890136719,313.5799865722656,9182100
2025-11-19,313.92999267578125,315.0,304.5299987792969,309.0899963378906,8181100
2025-11-20,310.80999755859375,314.75,310.0,311.5400085449219,7337600
2025-11-21,311.9100036621094,323.8399963378906,311.44000244140625,319.9700012207031,8406300
2025-11-24,324.5299987792969,325.8500061035156,317.6199951171875,319.04998779296875,10773800
2025-11-25,321.1199951171875,328.0,320.8999938964844,326.2799987792969,6149100
2025-11-26,326.5899963378906,335.19000244140625,325.8900146484375,329.7099914550781,5504200
2025-11-28,331.6700134277344,332.05999755859375,328.8900146484375,329.7699890136719,2464500
2025-12-01,327.1600036621094,330.05999755859375,323.0299987792969,323.2099914550781,6140000
2025-12-02,323.3699951171875,328.70001220703125,322.79998779296875,325.2919921875,1846319
